,dates,chi0023-0000,chi0023-0001,chi0023-0002,chi0023-0003,chi0023-0004
0,1985-03-28 14:12:49+00:00,208.71035835373056,197.21396859192728,197.91368027830106,200.218499117424,201.01381017461722
1,1985-08-03 14:12:13+00:00,,169.03369563716447,174.5515906624318,178.3492577292883,180.53159277700848
2,1985-11-07 14:10:41+00:00,210.2523931405638,193.0892137418074,186.35295041144343,196.8005484416704,203.2062963385502
3,1986-07-21 14:04:59+00:00,,173.11093332289892,174.70309430747935,186.4299608053796,174.27497064221743
4,1986-08-06 14:04:00+00:00,209.69556826006468,190.54403766586955,182.82040445021397,188.97001608747817,187.5486615715464
5,1986-10-25 14:01:17+00:00,,201.401248873228,202.72384524138465,206.41998869257804,208.17881080488542
6,1986-11-26 14:00:41+00:00,213.0595151336583,204.91197110797702,206.31018590330726,209.6372294615461,217.36647409192997
7,1986-12-28 14:01:13+00:00,216.68603436715102,203.03963550088125,203.27373271151046,200.74791936937476,204.93937372115607
8,1987-01-29 14:02:34+00:00,223.6338942674402,208.90225282243097,205.41703615630766,200.56749658393514,201.58675510762552
9,1987-03-18 14:04:01+00:00,221.89993717566603,207.79173455717006,207.38860980372777,203.7909743221643,201.19881620288209
10,1987-10-12 14:09:27+00:00,207.8807913724354,187.23152155691827,190.45433472823916,202.3755003683778,202.4308758007453
11,1987-11-29 14:10:45+00:00,,190.97295729459387,192.85798021359784,204.2895902679512,207.9547086462919
12,1987-12-15 14:10:59+00:00,220.67840341946527,212.09120110669028,206.66081207361603,201.58214320971643,200.4654145385938
13,1987-12-31 14:10:51+00:00,220.91243669165908,203.21548124872658,204.78542306260505,210.8093957553547,208.37581416532592
14,1988-02-01 14:11:26+00:00,224.44430330899613,206.89569953279937,206.43546018680664,203.20343341870333,208.76284121099283
15,1988-02-17 14:11:41+00:00,212.81026836734532,199.53935227382254,200.86723003540834,206.45872952488187,209.15294356767265
16,1988-03-04 14:11:51+00:00,214.56673160077867,202.42912783259186,204.87771872272674,208.42155719166308,213.24867309965197
17,1988-06-08 14:12:58+00:00,,188.29281461336976,198.07188447649128,206.12926575530068,206.47679326362808
18,1988-07-10 14:12:43+00:00,181.00693547975118,152.39543231613737,,,157.71662178477678
19,1988-08-11 14:13:08+00:00,,187.47927600145195,186.8211892539671,198.34798485689157,196.31051899195154
20,1988-10-14 14:13:00+00:00,,199.49588824637968,202.10242283419365,204.16636422029296,206.24990742452644
21,1988-12-01 14:12:36+00:00,,199.33501925748817,203.30104982790573,215.7639941802281,218.20722788300253
22,1988-12-17 14:12:47+00:00,225.38316492015042,215.71360475181214,213.75746255570618,218.3498402919469,221.4715257956102
23,1989-03-23 14:11:21+00:00,209.9226090447903,191.69148204282632,191.9317881795704,201.33684964515993,204.27940389630834
24,1989-04-24 14:11:18+00:00,210.01141518978463,182.28461058930353,181.3495779192772,190.8031768095227,193.9109774783647
25,1989-05-10 14:11:05+00:00,207.8098470823906,184.84123555108175,194.54212478430168,196.9467705165603,203.26471735233002
26,1989-05-26 14:10:24+00:00,209.59794397023012,184.85023981066263,190.98614983050908,201.48521487654688,203.3370659948278
27,1989-09-15 14:08:15+00:00,,192.8268596678847,194.8199380631809,203.56959749793083,207.02413878196376
28,1989-12-20 14:05:45+00:00,220.6192065267747,207.57974909513933,205.77048708328354,212.27884198139253,220.6621129607169
29,1990-01-21 14:04:21+00:00,226.1768719744926,214.91344407879552,208.5430108309917,204.98893037712088,204.32315018416125
30,1990-02-22 14:03:42+00:00,228.2636894469978,223.15398050280794,216.54019569576283,229.82634631789813,224.7554633202563
31,1990-03-10 14:03:08+00:00,210.01024306453883,199.3784447023112,202.89785002597696,205.33227957452112,209.221485929094
32,1990-04-11 14:02:37+00:00,,183.8222211751392,180.8637638348556,201.3089690539777,205.70200549120702
33,1990-05-13 14:02:42+00:00,,175.57855361378697,184.64713805236806,201.57547082487628,205.48084420449126
34,1990-06-30 14:02:11+00:00,210.22882515249117,199.86195091679014,201.44481948087648,200.23798940700985,
35,1990-09-02 14:02:17+00:00,209.45654680955235,185.67342511301484,188.7813431255393,199.32903873018086,204.31114966771295
36,1990-12-07 14:01:42+00:00,,,,192.0648554244371,219.5949882935679
37,1990-12-23 14:01:39+00:00,212.41166667417284,198.89820113863914,200.64368278761555,215.41533526229807,215.0252067162807
38,1991-01-08 14:02:28+00:00,221.4709548268773,203.67770861651022,204.9120383863143,216.69001976427302,223.06626225238224
39,1991-02-09 14:02:42+00:00,223.31913329727038,205.67742642213545,208.67960191756367,213.04020976037526,210.66830101159607
40,1991-03-29 14:04:00+00:00,211.38481801174925,195.42310768194213,191.97730795167416,202.6300969954714,208.07910093805975
41,1991-04-14 14:04:22+00:00,209.68105646676625,194.3680621008759,197.01316685741074,194.0927670645149,195.79686586380012
42,1991-04-30 14:04:13+00:00,210.94983167504893,192.77659410517356,187.58215103467467,199.3805349191434,203.16887514770815
43,1991-05-16 14:04:51+00:00,,175.9293915470786,178.87996895875108,194.79813949639959,196.6636416604186
44,1991-06-01 14:05:09+00:00,194.48859027766633,174.6895646604563,181.15300515394603,189.28551349702974,191.38748861833184
45,1991-06-17 14:05:19+00:00,,184.2395416686041,186.73614422710835,198.3737828531482,195.59939186345798
46,1991-07-19 14:05:49+00:00,,179.50820463846233,186.7827259210464,193.3573974808829,195.83723155766126
47,1991-12-26 14:06:46+00:00,221.16877618793512,205.4424194732943,207.04300127817172,206.96209011580768,209.00750121057945
48,1992-01-27 14:06:46+00:00,210.27831404712424,197.1716895009094,199.3095804307341,197.48831892321235,200.0824683051967
49,1992-02-28 14:06:12+00:00,216.46250756404476,202.9076690608369,202.06182599691977,201.08130862176597,206.1769752863995
50,1992-03-15 14:06:38+00:00,,198.04677017816664,200.0170905644779,209.76674176039396,211.1831203989543
51,1992-05-18 14:06:05+00:00,,179.60790824611257,177.21982623985292,188.28180725885764,194.1203233104002
52,1992-07-05 14:05:10+00:00,,174.07634110592585,183.49695863090312,197.747230105994,199.38404787416133
53,1992-11-10 14:03:31+00:00,209.3822397193905,190.17960873060497,187.77024329151527,192.63927590685572,196.08838696862463
54,1992-12-12 14:03:43+00:00,,182.482900810409,187.23244931658874,185.59565779766024,158.86009687131474
55,1993-01-29 14:03:50+00:00,210.19451058801388,195.469307385436,190.4162680938174,205.01417828175036,204.68703755568947
56,1993-02-14 14:04:23+00:00,210.4924486135062,203.37630966149814,196.33920632106452,200.83305527219304,201.60947048370008
57,1993-03-18 14:04:12+00:00,219.58149800841636,205.7981216988333,204.4952253556238,208.26023349118407,212.1821696916057
58,1993-04-03 14:04:40+00:00,208.73291123089228,192.61521066801575,191.01691966086287,200.690767979269,197.96260142540186
59,1993-05-05 14:04:53+00:00,208.4737465841832,193.1842721088395,185.02404455110008,196.41247011083055,195.51250130278225
60,1993-06-06 14:04:35+00:00,,181.80383772403263,186.2159150129762,192.9383660699332,196.0265285025401
61,1993-06-22 14:04:55+00:00,,172.55557771899726,170.51480354225498,180.8786429292289,186.53735076145261
62,1993-07-24 14:04:49+00:00,,151.32779052160862,143.14220001097135,152.51502328190648,164.2675886359719
63,1993-09-10 14:04:47+00:00,208.71984692182406,188.77913932348082,191.28917663269024,195.05265050685506,198.6029725056858
64,1993-10-28 14:04:09+00:00,259.5280721719181,,176.58949401133344,170.37431913809073,163.39211536667736
65,1993-11-29 14:04:20+00:00,,191.01735274162772,191.06361704001415,199.48039417296894,202.6239695114106
66,1993-12-15 14:03:50+00:00,,172.57851751624295,174.9727001221569,164.1825503798578,177.20459238945082
67,1993-12-31 14:04:03+00:00,224.62983286763824,218.8917530449658,205.7676786020393,206.90942656545144,204.08982772201205
68,1994-01-16 14:03:48+00:00,219.62242916300448,208.59340011554292,204.50331229281386,202.88698027922172,201.9626723799815
69,1994-06-09 14:01:05+00:00,,169.63494189895974,156.72990295282332,,
70,1994-06-25 14:00:43+00:00,,170.01124792988156,170.88832738548996,171.2884417945692,169.54678225797232
71,1994-10-31 13:57:08+00:00,,199.83311389252606,203.9087751077112,203.52030977066192,209.54029005780163
72,1995-03-24 13:52:16+00:00,216.43975260589352,205.97961357790507,207.93329212788444,207.8643162535944,208.2530617472329
73,1995-04-25 13:50:57+00:00,208.91987037086756,197.23198076237458,188.5889479051789,198.67010105625394,207.00192886527415
74,1995-06-28 13:48:01+00:00,208.95385352999133,182.1766808206607,181.5152585181147,192.42514475847776,196.88024269305774
75,1995-07-30 13:46:11+00:00,,169.72168591894865,168.92535571907462,186.32221965098705,203.75936522188607
76,1995-10-02 13:43:30+00:00,,204.92951480199386,198.6849377604455,203.0207630374907,209.99349941604137
77,1995-11-03 13:41:33+00:00,,192.0230860294509,194.462263399828,202.37750777967528,203.45908150603765
78,1995-12-05 13:42:45+00:00,,198.6752096445901,202.90002829769284,204.6250036276747,209.51290385019735
79,1996-02-07 13:46:57+00:00,,200.32897384862778,195.58914678159923,207.34021643016095,206.6661586199082
80,1996-03-10 13:49:05+00:00,208.55187964399113,189.13081761016497,188.33657884459836,185.58287497022758,187.9389358145409
81,1996-04-11 13:51:07+00:00,,,150.18068287744236,,210.43822009892713
82,1996-04-27 13:52:05+00:00,214.09355845262368,197.39677540658596,194.6048518128447,203.76114887684236,207.96888302445345
83,1996-08-17 13:58:35+00:00,,175.67142494463818,175.8340929379925,188.78142768850225,193.95330560039
84,1996-10-04 14:00:47+00:00,209.5005661321985,188.6110058904912,191.9426699238798,201.5427868725505,207.13359369626534
85,1996-11-05 14:02:23+00:00,,188.31664657326536,191.50824809017354,200.03539925787493,204.09740040378372
86,1996-11-21 14:03:06+00:00,,168.2498811579151,201.0512742815344,202.14878434200503,206.53781093059638
87,1996-12-07 14:04:18+00:00,,140.76373237665007,,,
88,1996-12-23 14:05:03+00:00,,200.12979146563447,197.84929261489268,203.72710147720178,205.50075504610936
89,1997-01-08 14:05:25+00:00,,187.65210059448822,190.10551247100315,198.35589985592046,202.74469667608327
90,1997-01-24 14:06:09+00:00,209.03904080535753,183.31570625678862,178.60706023465315,187.77040674775213,190.6961429446594
91,1997-02-25 14:07:55+00:00,208.0099185895761,199.7581947987003,188.84208735706048,187.63232615201622,191.8175656238202
92,1997-06-01 14:11:25+00:00,194.20321097025732,183.21690490614787,189.57368780863655,195.65627243740246,197.40045175476064
93,1997-09-21 14:14:37+00:00,,195.9639014391957,197.01596832644464,208.36134419620538,210.9931245896921
94,1998-01-11 14:17:51+00:00,210.4304760543176,191.0393752112137,190.7934297185586,201.146753615269,202.91990597363906
95,1998-02-12 14:18:31+00:00,208.620560886958,197.13223984889405,186.4377047260071,170.5214227762571,177.0105166868228
96,1998-02-28 14:18:47+00:00,217.36910702951224,199.40330031798544,186.1120111830697,188.0997054393468,189.83646453543338
97,1998-04-01 14:18:50+00:00,209.61786389145604,200.36001166654162,192.14070275773335,192.0156969251234,198.3271283479482
98,1998-04-17 14:19:26+00:00,207.82577085762333,193.7069956865,191.27257230532152,197.74618360687705,201.01326401726038
99,1998-05-03 14:19:41+00:00,208.31966852093657,192.9140803798981,185.92840841529184,196.72456605433808,195.39665666872145
100,1998-05-19 14:19:32+00:00,209.98774995403292,197.02140277209682,196.82744835448338,200.40698685565246,204.46580013420328
101,1998-06-04 14:20:12+00:00,,193.10381254636425,193.6391665775225,187.8578933502837,192.91420358386452
102,1998-07-06 14:20:11+00:00,,183.59681873665485,179.52725604775185,182.119484884482,182.67659667986874
103,1998-08-07 14:20:50+00:00,,182.26237394938227,178.8036859440206,187.64856434497506,192.66538304740502
104,1998-09-08 14:20:44+00:00,,174.0611111015968,174.9021637936855,187.32858926552217,188.8098143315399
105,1998-10-10 14:20:52+00:00,209.39439684833508,182.99074574437816,182.708269044923,189.83530204309858,192.42235322470026
106,1998-11-11 14:21:27+00:00,223.89902204019612,202.2690906915783,201.02501950816702,202.88865787165886,205.35285887335283
107,1998-11-27 14:21:27+00:00,222.61441638231958,197.65520666874818,193.29234472396712,200.48830657231147,204.527859327346
108,1998-12-13 14:20:59+00:00,223.27205487365512,208.55108276366508,205.38410257849065,203.21548635169987,202.50106845806812
109,1999-01-14 14:21:01+00:00,210.09999442283473,201.51225257052502,194.97632044552086,200.11373981546419,197.3502003084706
110,1999-01-30 14:21:29+00:00,209.38646358714482,195.80720538628177,193.12889517637842,193.7259002864712,195.29191438804386
111,1999-03-03 14:21:13+00:00,,189.66374650793549,182.44661848893674,187.83546918399213,192.21758326129736
112,1999-03-19 14:21:00+00:00,209.3699129668475,196.1258453624224,185.65412284719963,195.4539887278267,195.25929680697868
113,1999-04-04 14:21:08+00:00,207.80314157240275,196.32843522302272,184.6011181030182,186.9588187090011,190.8621602829543
114,1999-05-22 14:20:19+00:00,208.6147619781926,184.05239074901317,170.28055407246342,,
115,1999-06-07 14:20:26+00:00,,,,,
116,1999-06-23 14:20:19+00:00,,182.08641064926357,176.86481531458946,194.2105190993022,196.174026683059
117,1999-07-25 14:20:10+00:00,193.6126902745526,182.321343561188,181.63082392166325,191.4460760359157,191.0045813970928
118,1999-09-11 14:19:16+00:00,,180.4197348360778,163.30118109905828,182.94336675770273,179.75152070633374
119,1999-09-19 14:34:55+00:00,,189.90390525408293,182.96580465296506,195.11227652833546,199.10215684332485
120,1999-10-05 14:35:29+00:00,,,,,
121,1999-10-13 14:18:40+00:00,,185.45686435812954,184.74449468662584,190.55829938026545,195.6923095535769
122,1999-11-06 14:35:20+00:00,,190.65385053661117,182.66223048550103,194.94736716808643,200.78691894770841
123,1999-11-14 14:17:46+00:00,220.55545506944316,188.56631410756705,190.34449603300845,201.55203608210576,205.6594057537847
124,1999-11-22 14:34:50+00:00,,190.5271346702728,189.73542328216936,195.16023218966424,197.66049434403737
125,1999-11-30 14:17:37+00:00,228.9861008476119,208.60578058715316,210.18403850248177,206.69185131829983,211.76626843137296
126,1999-12-16 14:17:10+00:00,213.72914595147705,207.08328275942876,204.60409609379872,207.82086705257407,203.72706256724513
127,1999-12-24 14:35:18+00:00,217.89964203684795,199.89904015594627,199.2089737928008,203.97744761903226,200.167628953612
128,2000-01-09 14:34:53+00:00,,207.78943563430164,208.10048781948876,208.14606828624204,213.84382053645507
129,2000-01-17 14:16:53+00:00,228.6031987784159,209.93225709607196,210.838520814289,214.9516247676337,220.57461701810251
130,2000-02-02 14:16:19+00:00,,202.74395528708163,202.88825822776457,205.84684560570966,211.7663888362385
131,2000-02-10 14:35:10+00:00,225.08845887044248,208.992626962186,209.0079825260279,204.90835332869216,202.16380120502262
132,2000-02-18 14:15:48+00:00,216.12394281139697,203.0491323845401,203.09835373022898,207.48136675711257,199.39915604138693
133,2000-03-05 14:15:21+00:00,219.90233825208668,196.3813440562503,189.21220559547473,186.09614519062606,190.9350818329467
134,2000-03-13 14:35:00+00:00,215.9590919221213,191.5783775003452,197.89874520693968,197.79594139670274,198.63902298624444
135,2000-03-29 14:34:58+00:00,216.80808339624386,200.38381895164113,198.84208546234183,203.2519674802793,202.15489158625186
136,2000-04-14 14:34:45+00:00,224.66150672710972,209.89180120567696,209.03279607198536,211.31417124168476,212.80788568858213
137,2000-04-22 14:17:27+00:00,212.10047691878665,196.32593161313065,196.31240440366994,199.11155003318203,195.4105101276652
138,2000-05-16 14:34:33+00:00,,189.93303412351287,190.73401062387234,195.55706865364502,199.70633828453128
139,2000-05-24 14:18:18+00:00,209.7845070559788,191.29048985419038,193.7625219379452,205.73776126489952,205.49675266720436
140,2000-06-09 14:18:16+00:00,194.82493635734386,179.62168289321536,204.274564583191,190.481553278812,167.92735912147083
141,2000-06-25 14:19:03+00:00,,191.4754325813214,194.86559115719157,192.0622869185926,193.55312530532723
142,2000-07-11 14:19:23+00:00,,194.08826569447038,194.04258904382954,205.46490825826552,206.54665259194306
143,2000-07-27 14:19:33+00:00,,,,190.07467919542484,195.89644873681095
144,2000-09-29 14:20:28+00:00,,176.86616666861863,182.15156548457236,194.31095979948662,196.3958818062061
145,2000-10-07 14:32:49+00:00,216.6577630760517,198.13843687960986,201.28513282625877,209.27941686642262,210.3719163795272
146,2000-11-08 14:32:45+00:00,,192.30658084276695,191.67391578369967,199.03032630963327,200.9887771512074
147,2000-11-16 14:21:27+00:00,223.77637445660534,206.87228036473505,205.60637028457668,207.3425755505612,213.5516039412049
148,2000-12-18 14:21:58+00:00,225.64188199408497,205.09599101600682,205.7398922023032,210.21799453124743,209.0485597730249
149,2000-12-26 14:32:53+00:00,232.056194486068,211.19742075107487,208.99002165306385,207.66012548863455,209.2103088100083
150,2001-01-11 14:32:55+00:00,217.41137035409034,196.2979723410945,191.02732583056962,194.78798745724873,196.50488664892003
151,2001-01-19 14:22:19+00:00,225.29475635420846,211.0268063910619,207.23279282462332,206.78781076753512,207.3528398349384
152,2001-01-27 14:32:57+00:00,217.742807062513,207.92276386098058,203.08173545871662,199.27026348422427,198.14290918327524
153,2001-02-04 14:22:27+00:00,221.36083438949206,206.16375918112294,204.15283690711303,200.45011031744997,201.36516367694983
154,2001-02-12 14:32:52+00:00,214.5085558371188,198.89098545840886,191.89911603207997,197.0110552209707,198.54634372957537
155,2001-02-20 14:22:06+00:00,219.17361998259415,199.20441394574894,202.22893620610583,208.46923660823248,206.41052731241643
156,2001-03-08 14:22:10+00:00,210.1843436144832,197.83818789081448,196.14407892351812,195.253901590412,205.20322086234987
157,2001-03-16 14:32:18+00:00,217.41476298357787,202.8437063608592,195.04081742937217,202.20095812632536,211.86342080163126
158,2001-04-01 14:32:09+00:00,218.28120130479218,199.5695600154123,195.28043556921412,204.00695049875605,211.11081700005053
159,2001-04-25 14:22:33+00:00,208.1132498990839,189.0332847771253,187.39416183334973,195.1021062098934,197.56695690351972
160,2001-06-28 14:22:47+00:00,,197.38154680025997,194.51432273489013,204.56746503606692,209.56639406910102
161,2001-07-06 14:31:48+00:00,,187.59889179943002,182.98633845675116,199.88290375111845,205.98271958486484
162,2001-07-14 14:22:50+00:00,209.71569423595716,192.9573112095889,199.94416737166756,204.93663277833747,204.0711436220546
163,2001-07-22 14:31:43+00:00,,183.58946753624193,183.7124555674177,192.8446804585117,197.84799966621216
164,2001-07-30 14:22:45+00:00,,187.37113734960093,201.68416866755638,205.90400473353154,213.09699252896294
165,2001-10-26 14:30:20+00:00,231.03274695267731,204.43340429466363,211.2382301196066,212.30941276235865,212.28068328422992
166,2001-11-03 14:22:06+00:00,,,,,
167,2001-11-11 14:30:54+00:00,218.24117515928955,204.24412756287762,199.7883276505404,218.82391821848586,224.26029483726697
168,2001-11-27 14:30:36+00:00,231.26214436281165,208.41890844708092,208.2407005174441,212.72856329706633,222.25304182673202
169,2001-12-05 14:21:55+00:00,225.12635499864018,204.51363108178208,207.914396625848,213.4389187858339,211.08350995157355
170,2001-12-21 14:21:50+00:00,209.47222488327552,201.65272557882903,200.60801036883578,202.41779855726136,218.46421170046483
171,2002-01-06 14:21:03+00:00,225.68078414674972,208.31555023951302,204.0413934404133,211.3821712439663,215.81508526559918
172,2002-01-14 14:30:48+00:00,231.58847900523762,208.17405545411748,210.41955649292902,208.37612875245554,214.13101223949468
173,2002-01-22 14:21:02+00:00,225.55636029418406,210.38141510228638,210.97519648417355,222.4773097018821,223.8291176900478
174,2002-02-07 14:21:09+00:00,226.05626112300047,207.59398820134757,204.71189692084943,214.6109410820854,222.08249417791384
175,2002-02-15 14:31:19+00:00,217.7288096140336,204.79395778297288,202.0223250335175,212.03749370195132,214.44827694419016
176,2002-02-23 14:20:47+00:00,222.2611726170524,212.2505673252129,,,
177,2002-03-03 14:31:23+00:00,216.20034494823412,197.10926492196543,196.12119802769706,210.14803208539362,211.02076584996422
178,2002-03-19 14:31:11+00:00,,202.0434399587777,198.2576275425674,205.49527341888123,212.78246937269296
179,2002-04-20 14:31:12+00:00,216.27487783608086,197.94652764557327,200.60799939707633,208.02439249385748,214.35041270565418
180,2002-06-07 14:31:01+00:00,,193.03316762189363,193.64936938433246,207.30968504313824,208.98411543887
181,2002-06-23 14:30:53+00:00,,192.9145408555152,196.73014267125524,206.85298816802975,210.68466336082338
182,2002-07-25 14:30:17+00:00,,180.0218493448113,183.02969827753492,195.48428300816215,200.47215630148912
183,2002-08-26 14:30:26+00:00,,194.73987086812863,198.2265886285665,208.28825216776983,213.65110793294957
184,2002-09-27 14:30:11+00:00,214.6693580249976,192.2487779700504,192.60781389709103,204.64675726607948,206.87928714618207
185,2002-11-30 14:30:41+00:00,217.87916664879663,206.0847268587632,202.81968354968285,209.1059357143796,215.12365589748032
186,2002-12-16 14:30:17+00:00,217.67068962667193,205.62709393753488,206.54931587756684,204.9242548149473,214.01612184681312
187,2003-01-17 14:30:30+00:00,228.18905723200453,215.42442885965454,208.60466111372966,197.84776568007305,193.9919618580958
188,2003-02-02 14:30:37+00:00,218.4132423393287,208.71839048930082,201.68754860640024,197.90609079432946,201.73528018727012
189,2003-02-18 14:31:07+00:00,224.8828507740289,208.06678646006478,206.45608142771763,213.9575799039354,213.8956808474804
190,2003-03-06 14:31:10+00:00,216.95950494297662,199.09143042436142,194.587125466564,191.37775749564324,196.952072318783
191,2003-03-22 14:30:42+00:00,,,,205.3936843466832,212.2207534683564
192,2003-04-07 14:30:48+00:00,206.3808317680996,195.55297202022751,188.38621932370935,194.78914524279566,202.1483316556561
193,2003-05-09 14:30:47+00:00,188.84793878530002,164.14920221496723,157.93565583667706,,169.22671009844566
194,2003-05-25 14:31:08+00:00,,206.8973861027685,,213.24808040700248,194.93627361245103
195,2003-07-20 14:18:32+00:00,,170.7514846304244,167.56753477866806,,
196,2003-09-06 14:19:23+00:00,223.72324157616248,202.9003687218372,194.52205859950305,,
197,2003-09-30 14:30:13+00:00,,192.06583143457638,,207.59428224184654,212.98556371004202
198,2003-10-16 14:30:14+00:00,216.54768558684586,195.4031510955914,,,205.40772089068997
199,2003-10-24 14:20:03+00:00,209.82361095916312,188.07616796281872,187.24216031229764,208.43307230632743,215.10611552686436
200,2003-11-01 14:30:27+00:00,,168.43608324187153,,208.1184902286327,212.79536672181547
201,2003-11-25 14:20:30+00:00,219.8779756577774,213.5773277315111,213.99150325731446,224.30063928575925,229.66825068539944
202,2003-12-03 14:30:42+00:00,231.73477264371078,206.29996240756637,208.6096036956101,216.0873654299065,
203,2003-12-11 14:20:58+00:00,,194.05532771123603,197.49480383821688,205.66310969171087,224.39350172107984
204,2003-12-19 14:30:51+00:00,,209.21539757626266,199.58165617330977,208.5514259256903,213.60604977912794
205,2004-01-12 14:21:12+00:00,,200.3143869383785,199.004572537264,211.6278053606747,212.02826499510297
206,2004-01-20 14:31:02+00:00,,218.1201965792491,211.38879130493297,206.06974909360585,214.19461657593808
207,2004-01-28 14:20:53+00:00,,201.49930808491635,196.60543584425488,199.26479766330402,200.121099825391
208,2004-02-05 14:31:08+00:00,224.64715182161694,205.70861926441546,213.31582357493357,215.13169343832382,225.51807106393073
209,2004-02-21 14:31:32+00:00,,,202.657137168105,202.9069764849959,210.23729087292708
210,2004-02-29 14:21:02+00:00,,201.41022785238508,203.63337053990875,209.05631452500697,219.42362733083507
211,2004-03-08 14:31:15+00:00,197.2613111255735,184.77379746322958,183.31507985836228,185.40250496704257,198.37931714734867
