,dates,mex0221-0000,mex0221-0001,mex0221-0002,mex0221-0003,mex0221-0004,mex0221-0005,mex0221-0006,mex0221-0007,mex0221-0008,mex0221-0009,mex0221-0010,mex0221-0011,mex0221-0012,mex0221-0013,mex0221-0014,mex0221-0015,mex0221-0016,mex0221-0017,mex0221-0018,mex0221-0019,mex0221-0020
0,1985-01-04 16:48:49+00:00,232.55164447971245,237.62365578943815,231.07094081212765,228.29597092536298,229.94895861258567,242.8289934189284,246.58882451365315,238.88813017294956,249.21708128237506,250.3508303595575,244.67234179812556,242.28586803033755,239.8671823901683,240.4405528394461,240.9536137760644,239.79448313095293,236.80878461052473,230.4194648083367,227.5334517868333,217.67529475632242,217.37541077735622
1,1985-01-20 16:48:54+00:00,228.12732886007774,237.18689982078283,235.68324303934028,231.98049159196117,229.39520775385188,239.39242442171908,231.57090750525134,241.57760288052927,242.37392085674196,254.96604193221458,247.80112118673074,248.26976139242242,247.28013158632012,242.28107870613374,228.1859861461555,223.65798347820405,211.16064877515404,215.16085151931398,217.96922091204397,210.5808320496063,212.68254294926507
2,1985-10-03 16:47:38+00:00,,206.53712239085124,210.21280668517304,203.73141570875188,200.73782905809963,200.400456047304,200.9646326765043,189.75012274566873,196.4799819073954,205.0518887114675,207.7751981452394,210.02333392973486,208.1964471802504,214.83923172620905,208.9404729203946,210.07474782772033,211.21478424410356,221.8534923869586,219.457185930721,214.29721507368922,213.60749107135402
3,1986-01-07 16:46:05+00:00,226.34451673002823,230.12069006637861,229.3152072168107,228.27692884198467,227.9396066296107,219.83774178252287,227.61442803594423,225.99941792810657,228.81804857061127,239.196430383887,241.24271469013576,245.62513452605282,236.73568065001984,227.43736016870832,235.67921700599524,231.0531273722896,231.4640984596164,235.5211283540688,230.99264590734415,222.806631547636,222.50312425285503
4,1986-03-12 16:44:40+00:00,218.39075120696842,226.9132363094445,233.97873480743516,236.05981908124474,236.67402999545104,246.0533531936554,246.03054952516828,246.57484543449073,263.0567309660513,266.23516008813175,272.13116161629097,265.03045429715047,261.4593813931456,254.30397295558888,234.9625760942443,226.87647180587382,221.77441529474856,219.37982148661305,208.94085318380493,191.51957402209197,207.03208603660553
5,1986-03-28 16:44:21+00:00,214.1897545568636,217.40715813180702,222.3993609280725,222.19260385873244,219.97159796283046,230.1024049790186,225.22919266404253,229.11018756942832,236.1638695704918,250.48699482660152,251.8622164933429,253.24698615441315,247.03860771052447,241.14657633300985,229.07757539691752,225.09168134031123,214.93193409706367,206.79580301512144,202.82964703717315,184.58271181202983,201.3717064259729
6,1986-04-06 16:37:59+00:00,236.7490019877635,240.4296312324374,232.61188685492348,235.2654415140417,239.32086853461715,247.18630554369955,244.97777400253634,252.53884006130787,256.27477899392846,259.84984047031907,255.92273667627487,268.60473845785555,256.1339740375746,246.67979059022332,235.5970723650606,228.81045624977352,215.94902363949362,211.3547343001375,201.37478750134676,200.28565259874784,222.9697982264417
7,1986-04-13 16:44:01+00:00,217.49772713901075,220.92162128615237,221.2800303992456,227.24460619938432,223.63836432261476,232.85866360621083,236.78913767036596,229.4435422805522,249.91276476395038,247.9386826847427,252.62753937846077,244.60742395607394,243.1849536452854,240.49634982403535,237.31309623702097,230.32573369286223,222.4819830466388,211.82322621369514,209.82483836657954,189.70317066464548,204.6119684892294
8,1986-04-22 16:37:37+00:00,230.94646345709722,243.0955036436571,238.95552078827023,242.20377961400996,232.2743791555728,243.6477666019005,249.1738570853947,250.87379862756168,255.83258316209444,267.67021508074606,270.3767782712697,268.16898473102316,267.27895062299433,254.5776599848991,244.58181163009297,229.86036041069454,229.40544168688533,227.61609613115274,219.14830515598763,213.2921101906672,230.63747184290446
9,1990-01-27 16:34:51+00:00,218.9199478490546,228.89085688075255,220.021299333987,217.75109526075795,210.41712078978475,221.28316676197758,216.15307744517304,201.4519135715399,220.9990791603885,235.27120377938826,226.9425666289969,229.42403520814997,224.78949260703712,222.33576851030844,213.82022208241207,224.18964932566647,229.53203432540775,230.81145577832467,233.08557839281784,226.3068406092351,227.0772094206162
10,1990-02-03 16:40:25+00:00,230.42821607136938,231.8528061458743,225.4496416527865,222.69320703963186,222.7928992545215,232.73781818833004,227.68942307516087,231.30451512430574,240.89588690304203,245.13328433956715,240.3751502809521,233.9904507601824,233.04373145751583,227.44438981562007,229.27572341735777,228.0837741666117,221.6984342626355,229.01624400852938,233.07205081949843,227.84926878539608,215.22247647551373
11,1990-02-12 16:33:57+00:00,216.98740830511025,222.95447784305642,223.81911743863057,214.0002275184976,216.00099672656347,223.55202533065372,214.57048828988698,216.52939132740272,229.5362221088662,229.42963183845296,233.7496442451193,229.75267279813113,231.87873623494258,234.13419519552897,229.98455215261598,225.30951207158276,230.8564780053114,237.2693492756565,238.8584502277064,227.38351171629424,229.66326962637976
12,1990-02-19 16:39:55+00:00,217.18621940968183,219.1132087227798,223.58785269377864,229.79921000255754,228.31923501427187,224.12731877141115,225.49511176417832,214.9951240816879,230.54569511353532,244.91894197416627,242.40950892625395,231.64320685834383,223.65762570113046,219.88235615828063,230.999277237579,226.66063843600455,227.77311201998754,233.54066557217564,241.84984788533038,230.17231234687037,209.83087528657276
13,1990-02-28 16:33:25+00:00,219.11120634621932,224.48225472117966,230.76716593548215,220.57299631990435,219.88235346582977,219.19006576986743,218.10271827698838,211.44074238875487,203.65583022996506,206.5226406676194,207.97880267655302,207.44924326698538,214.66082745213257,218.49161371989857,214.5084947646923,221.677694742385,216.0370273350396,225.46002494752037,223.1423337200781,208.86814839413168,218.0209214770836
14,1990-03-07 16:39:20+00:00,221.29799344135952,234.76670862311056,233.23587738945656,234.70270382295865,232.3296876544836,228.32199490979266,236.68876666862462,234.77660586738446,231.0512814991631,234.78752594614895,243.57435697971337,245.20001155802606,242.82004099284785,233.86573921930201,234.56854605944793,233.78346828877048,235.65544011049985,231.04537738080586,238.30481607580438,230.39193731664486,218.85706065880393
15,1990-03-16 16:32:53+00:00,233.8866868239802,229.77639866154,231.54211659021635,229.8669133764874,227.62680068557802,229.21407149766745,219.29491028545252,227.5547440562862,234.11278309050326,235.52116902275606,231.3848397321634,238.20741544637477,229.9969533083723,233.02770238878622,231.06467071162956,224.8204108216217,222.8279005202516,228.06303975299258,239.3029120595512,219.50017028324476,221.05658525150605
16,1990-03-23 16:38:48+00:00,220.31447381880184,221.61412216638647,226.84693288080095,223.98695781420932,225.99840427971574,231.39584685675462,229.4447962847854,226.01040675530373,230.18050191204216,242.35834247960338,239.75347121689592,234.56093180202961,233.38391280802605,233.6599278825236,228.32707385300841,232.66275912690938,229.96768100723787,233.120883761049,230.70134928133447,218.89052874690452,213.82771644911452
17,1993-01-10 16:40:08+00:00,225.17660161151366,232.22394657912773,230.45161986934426,228.50214149427208,229.17131479181216,238.33109361909504,247.5842744187718,242.9600779485195,253.262649265873,261.8159246610565,255.37131556350022,256.18947190980066,251.56487872401505,245.56721494152538,236.53538758072713,240.8340330589972,238.636231335596,236.35064749052714,239.71697574797338,232.68327464935533,227.05726286688895
18,1993-02-11 16:40:28+00:00,213.0078218544886,224.49061377386792,230.7874893835932,230.71399284810886,233.969293444443,241.4826294582243,240.43100489189996,244.33004894867668,251.24143284078374,260.39936861091,252.58595556829124,253.1124951959428,248.97466804688983,236.68478493645742,235.00901072261507,224.43213337672773,232.42839556706443,230.00850715777207,216.66628716496024,213.9272230073016,219.70652767442513
19,1993-02-27 16:40:33+00:00,224.10416060746198,224.1794632066432,226.29729128051412,224.81924582464165,228.38832622267827,237.0064039915045,241.34950990132586,241.27990139595795,243.28953695833067,238.7643389963909,260.29729727495373,245.8528911012066,248.53077033482904,238.2405845115507,239.72375316737396,238.64703673823766,232.2330549833789,229.3455780727653,222.6241824673175,220.9903355675641,215.07097741669008
20,1993-03-15 16:40:43+00:00,231.11775549564265,234.87990662253281,233.4233730768456,233.16515182713755,233.6189383246307,242.42954894504348,250.6418319284667,248.28472387588337,255.4785771169153,249.1818220608829,251.5958445612625,254.1152868321199,251.46868339059864,246.55084445032037,235.22452850818803,235.80545356626675,231.3595181903151,238.6237363870943,226.09071812190152,214.13470554400516,218.54087179664924
