,dates,chi0335-0000,chi0335-0001,chi0335-0002,chi0335-0003,chi0335-0004,chi0335-0005,chi0335-0006,chi0335-0007,chi0335-0008,chi0335-0009,chi0335-0010,chi0335-0011,chi0335-0012
0,1985-01-25 14:04:03+00:00,217.6645554017094,210.56349435230786,225.59100425272652,235.93910228602064,232.7191373082255,260.9560701103592,253.22804788236866,219.69809905719217,231.31499080306602,229.73629162871296,237.65277447085725,232.8169564036475,207.84101099033316
1,1986-01-28 14:00:46+00:00,,,,227.4004014651104,238.7009134109612,258.529320688939,235.53512840474156,202.9336428784677,220.55288223283583,211.0723946385663,217.5297318741394,222.51517729581647,211.29298625982105
2,1986-03-01 14:00:01+00:00,217.7361344254147,216.52189938491026,226.56600114043235,235.63483397236928,235.82269288569964,259.6929253554549,245.7136649817578,224.90743198308948,244.53964934861372,229.95899377712047,250.00046801356817,246.66736358729062,221.94806127189423
3,1986-03-17 13:59:42+00:00,224.06553203208958,222.91564329940155,232.50947444637615,239.03902864143078,236.074796453478,274.1663485970803,248.2943711945018,220.57874153692296,231.53112714471158,218.55599598941993,217.46995912553692,230.04649310180702,219.9443957692257
4,1986-05-04 13:58:38+00:00,221.67491938322587,206.67785376990858,224.53379271686492,220.58612706540774,225.1599270611012,263.83519186399656,258.94124266853254,220.72817292366904,238.2707847745887,229.95506049868527,230.67319737646486,230.0661422009462,219.47347691569462
5,1986-05-20 13:58:12+00:00,208.0591364339178,197.40373524658085,210.98492130117086,208.1055305873259,203.65467491059806,234.1327849210044,228.09350452579875,194.9119275934594,208.51524925402157,203.46736333143423,210.73211103088482,219.66094864721424,212.50363351351277
6,1986-06-05 13:57:43+00:00,223.74004374894974,206.57834148547673,217.04332429906614,208.1938272476163,222.06367685362457,248.94216989656007,240.64448757937586,220.6743670248955,236.38795118762252,236.43800198511963,241.4308514313752,239.13949187116341,222.86634301195218
7,1986-07-30 14:02:04+00:00,218.28427217547645,213.15087595381286,219.44308401300881,219.48781082804416,218.88283023842314,246.4348010548945,247.3896630592181,218.82896916028253,239.98214033903443,,,,
8,1986-08-15 14:01:29+00:00,220.1962462052248,213.5354091237878,226.29685627962647,226.5071592215759,221.69614933222127,241.7675261717315,253.0371086805755,221.10960262810684,238.4238762793584,229.07706393587412,239.81013575437797,228.55777210795443,201.88313404288814
9,1986-08-31 14:00:53+00:00,217.20001207771824,210.47820266710204,219.6253023833082,215.20560292370885,218.80128205163834,250.47450893732312,244.13576346986105,213.08310507491896,234.34951827038526,237.82063151859785,246.7736776813658,241.7544527086761,219.19542596643115
10,1986-09-16 14:00:22+00:00,211.94397168104908,210.3074092255368,224.59699742449953,222.37775351261234,230.95400092912138,265.0381895703268,242.09444328308848,213.13513721188315,235.55327175289653,228.40616832937894,237.4537025477184,,
11,1986-10-11 13:53:23+00:00,216.01590347568523,206.5844941715863,218.37591981794753,223.30353391192165,232.3338171041036,258.3652922114028,250.18643259332373,223.48257962104196,234.85329577095555,230.8680214130656,232.88728962685883,231.57037685707257,215.5153203115052
12,1986-11-03 13:58:46+00:00,235.30155166414994,225.126015109544,238.6888359322235,244.1364545008094,244.59085488257745,265.96285695509704,268.07450174761186,234.3447573208334,259.49758788099257,251.64077285156665,254.30470058842945,243.84857371355216,223.79878263341485
13,1986-11-12 13:52:14+00:00,224.28004307175019,217.55221661206144,225.931038652704,238.74726193137994,240.88097199449797,262.04884534872514,254.89788297359624,233.52344447770017,236.8415364208408,244.48218799527208,249.86905180221078,244.25834578691985,221.28751261766516
14,1986-12-21 13:58:49+00:00,223.22720270948204,211.42083195709705,221.79592547828713,222.41063891332922,230.06047120781017,242.31748871020667,240.2910226959719,207.0184865790973,225.12766746028092,214.8339703543045,214.78768016277104,213.65896976287448,203.7597773204187
15,1986-12-30 13:52:55+00:00,229.25937645808344,214.12058470531875,221.86160559871323,223.92694662720348,235.31417342802527,247.47282504255404,236.97188958792896,205.45246295819496,232.7849043544592,224.6757982389519,229.5775534515038,223.6365659531292,215.70043806284508
16,1987-01-31 13:53:53+00:00,221.94286953690616,214.3882873512057,224.6658386784295,227.4319517318738,233.93389541469713,261.64410971246446,244.36273298676934,218.36077748953193,237.11842005231975,233.75877926457989,229.41669969311323,227.50518712251542,215.48531241172572
17,1987-02-07 14:00:21+00:00,222.19240431260607,219.04729495809983,229.20759751692603,232.5496398805743,232.00542659548626,250.72472399538242,251.2911532244911,219.91266168641158,239.53534004919405,234.409704829975,236.91886987739127,228.21836002801527,204.72791430000612
18,1987-03-27 14:02:09+00:00,220.2919195197827,216.51430238586624,227.214881090989,231.2181713394371,228.06543800955,251.03032636433372,248.0616649742998,217.10661442061098,229.79509622093374,226.51668408940967,234.41080338452326,233.71843660635489,217.1650671023653
19,1987-11-06 14:07:44+00:00,229.29186477383976,218.55121579689163,229.70763186223184,233.65637847871028,230.89515514389277,265.9990889437146,262.6553129600952,227.34793371159023,240.8487159690458,234.12010871828295,240.74739991039252,237.51675082197093,222.2482752183001
