dates,satname,nzd0597-0000,nzd0597-0001,nzd0597-0002,nzd0597-0003,nzd0597-0004,nzd0597-0005,nzd0597-0006,nzd0597-0007,nzd0597-0008,nzd0597-0009,nzd0597-0010,nzd0597-0011,nzd0597-0012,nzd0597-0013,nzd0597-0014,nzd0597-0015,nzd0597-0016
1999-11-12 22:19:51+00:00,L7,197.97,191.81,185.60,185.27,185.70,181.14,167.94,171.42,188.96,195.86,198.97,207.32,207.85,203.74,195.56,185.60,191.10
1999-12-30 22:19:45+00:00,L7,195.53,183.64,177.98,175.24,169.91,170.07,170.22,175.79,184.79,183.60,193.03,200.47,199.79,192.05,196.97,194.32,199.55
2000-04-04 22:19:24+00:00,L7,,,,,92.60,100.84,104.03,105.15,119.65,131.92,137.76,,141.00,132.63,,,
2000-04-20 22:19:15+00:00,L7,187.29,185.78,179.86,173.53,167.45,169.46,149.22,165.14,178.93,175.48,,153.29,167.46,154.53,162.64,167.10,182.49
2000-06-07 22:18:48+00:00,L7,,57.63,65.74,74.46,84.85,90.14,,106.60,112.55,129.11,137.65,143.18,155.67,144.75,150.71,167.09,178.67
2000-09-27 22:17:24+00:00,L7,150.65,142.42,138.69,141.17,138.73,140.46,133.41,137.67,143.84,146.28,159.01,155.58,158.14,153.46,154.40,161.06,171.14
2000-10-29 22:17:19+00:00,L7,179.15,163.23,156.21,153.52,158.32,153.31,153.36,154.45,154.92,172.28,179.28,181.63,179.37,179.61,176.12,174.09,186.60
2001-02-18 22:17:22+00:00,L7,151.50,145.11,146.06,144.19,138.50,141.47,136.39,136.63,141.88,147.88,152.70,173.77,167.86,170.65,171.48,169.08,187.50
2001-03-22 22:17:09+00:00,L7,139.05,130.75,135.00,139.49,128.73,130.34,132.34,132.74,135.72,139.80,150.06,164.50,159.94,156.85,163.36,169.24,180.46
2001-04-07 22:17:01+00:00,L7,105.74,110.28,106.27,107.52,117.67,119.12,117.94,127.26,130.36,136.78,145.90,166.93,161.49,160.60,159.85,169.62,177.58
2001-11-01 22:15:17+00:00,L7,,,,,,,,,,,,166.52,,,,,
2001-12-19 22:15:37+00:00,L7,218.35,212.66,203.39,200.74,200.02,197.77,188.60,201.13,197.25,207.83,216.58,204.38,212.39,208.96,212.67,217.07,214.90
2002-03-25 22:15:47+00:00,L7,133.60,126.61,121.08,118.33,114.07,121.94,124.34,129.69,134.12,139.36,145.66,160.65,158.51,158.62,162.01,170.87,172.77
2002-05-12 22:15:43+00:00,L7,,,,,,111.97,,,,145.19,150.10,,270.46,270.13,,204.45,
2002-05-28 22:15:34+00:00,L7,,,,,,,,,,121.27,150.74,161.74,,182.69,,,276.01
2002-07-31 22:15:11+00:00,L7,169.18,158.17,,,,132.89,103.27,120.59,118.35,136.58,140.71,147.68,155.64,147.44,,,
2002-09-17 22:14:43+00:00,L7,,,60.62,,,,,,,,,,,,,,
2002-12-06 22:15:13+00:00,L7,148.87,133.51,130.13,128.94,131.12,132.01,138.60,132.56,141.65,156.70,167.00,172.52,184.10,185.22,176.90,186.79,187.86
2003-02-24 22:15:37+00:00,L7,158.32,156.52,155.71,153.14,154.34,145.92,149.51,146.59,153.09,161.85,169.84,170.21,178.65,179.53,164.08,177.45,191.65
2003-04-13 22:15:43+00:00,L7,124.11,126.42,118.86,117.86,119.52,119.27,119.24,128.86,133.82,140.82,146.60,160.90,160.25,160.30,160.52,169.01,176.24
2003-05-15 22:15:40+00:00,L7,105.98,105.37,108.60,122.87,149.05,124.09,146.05,139.94,,,,,160.34,148.90,147.15,159.88,159.50
2003-08-03 22:15:22+00:00,L7,,,,,,117.48,99.75,117.99,121.79,139.16,144.90,148.23,153.09,149.82,152.79,161.89,174.29
2003-08-11 22:03:51+00:00,L5,160.23,156.79,158.62,145.94,150.49,144.60,116.36,124.18,127.14,136.44,145.06,156.42,161.58,162.91,160.37,173.22,178.03
2003-10-14 22:04:51+00:00,L5,199.62,189.09,179.75,173.60,172.80,164.95,154.20,147.51,150.02,179.18,182.12,192.59,193.91,184.25,191.35,207.62,211.64
2003-12-09 22:15:42+00:00,L7,169.90,166.75,163.11,155.92,157.04,153.28,149.76,153.28,168.17,172.09,175.25,171.74,171.26,181.70,185.63,182.44,185.70
2004-02-03 22:05:50+00:00,L5,139.07,138.10,126.20,120.92,119.29,117.32,118.69,122.82,144.02,150.47,160.14,166.01,165.69,172.65,165.43,168.65,174.20
2004-02-19 22:05:55+00:00,L5,107.61,108.25,100.12,97.79,98.38,103.35,110.27,115.96,125.91,138.54,147.04,155.84,156.83,154.63,159.89,158.42,161.84
2004-04-23 22:06:53+00:00,L5,191.98,182.80,176.42,177.15,174.75,150.43,111.24,125.98,163.84,148.55,,168.61,169.97,170.08,169.36,180.80,195.56
2004-05-17 22:16:09+00:00,L7,145.71,146.02,142.97,124.64,131.22,128.35,117.79,128.88,141.86,154.33,167.40,194.35,221.95,183.32,174.41,186.06,193.47
2004-06-10 22:08:17+00:00,L5,181.69,176.22,,,,140.79,109.75,123.32,126.72,144.50,146.10,153.09,152.28,160.32,164.72,168.84,182.44
2004-07-12 22:09:13+00:00,L5,,78.40,82.38,88.08,93.81,115.90,97.02,125.63,116.06,137.10,138.58,150.49,143.08,140.82,145.05,157.76,161.78
2004-08-29 22:10:22+00:00,L5,154.80,157.97,144.37,135.98,140.10,129.99,112.39,118.48,126.75,139.38,153.91,157.28,159.71,159.78,161.43,167.50,177.66
2004-09-06 22:15:40+00:00,L7,166.06,,,,,118.22,101.16,108.79,113.10,119.15,137.76,137.88,140.17,138.16,142.19,149.42,170.28
2004-09-30 22:11:09+00:00,L5,173.16,163.74,161.32,152.74,152.07,147.55,157.65,154.77,140.22,139.21,130.32,144.77,158.83,162.94,153.92,166.52,177.95
2004-10-16 22:11:30+00:00,L5,198.43,188.04,179.51,173.89,174.66,171.36,163.01,156.00,160.14,174.42,177.02,187.73,192.22,206.36,194.50,178.87,187.89
2004-10-24 22:15:44+00:00,L7,150.62,147.15,142.08,142.13,139.46,136.67,136.07,137.54,142.35,150.59,162.25,165.06,163.25,164.25,169.04,169.17,178.31
2005-01-28 22:16:23+00:00,L7,205.02,198.70,194.24,192.79,191.21,185.71,174.77,180.76,185.80,198.59,203.26,211.15,217.02,211.52,217.76,219.37,223.97
2005-04-02 22:16:37+00:00,L7,165.55,157.69,152.75,147.31,148.88,141.10,138.34,139.36,132.81,145.48,152.67,156.21,158.33,156.13,159.19,167.74,189.34
2005-05-12 22:14:14+00:00,L5,191.63,189.61,167.10,158.75,160.75,147.81,110.38,125.66,135.22,143.45,147.86,155.22,161.06,156.71,156.39,164.88,169.62
2005-06-05 22:16:29+00:00,L7,93.76,,96.28,101.10,102.32,123.31,110.26,125.87,132.86,142.18,147.18,150.28,154.13,147.17,155.81,166.30,172.96
2005-07-15 22:14:43+00:00,L5,97.77,92.84,92.32,100.72,108.84,118.43,105.29,122.94,122.19,133.47,137.07,151.04,164.37,162.17,160.30,171.60,175.45
2005-07-23 22:16:23+00:00,L7,97.19,96.98,90.10,97.40,108.63,120.09,117.49,132.50,132.60,142.10,144.08,161.92,161.90,163.21,160.69,172.57,177.09
2005-08-16 22:15:00+00:00,L5,104.72,108.64,102.59,101.74,105.92,111.15,108.53,117.41,126.34,133.71,141.16,150.91,154.45,154.22,155.65,160.71,161.55
2005-09-01 22:15:05+00:00,L5,123.47,113.53,112.30,109.61,114.45,117.22,115.00,126.54,136.54,141.03,149.01,158.05,158.38,158.99,159.07,166.09,165.57
2005-09-09 22:16:04+00:00,L7,201.91,203.00,198.44,190.84,195.56,190.46,168.15,172.09,154.69,196.09,201.59,183.48,183.33,184.99,,,202.60
2005-09-25 22:16:02+00:00,L7,160.61,152.58,146.40,146.64,146.42,133.65,120.74,122.29,119.38,129.63,152.69,150.35,154.05,152.33,152.86,159.33,169.00
2005-12-30 22:16:43+00:00,L7,,,59.76,77.50,,,,,,112.16,,126.17,131.31,124.02,129.57,,
2006-01-23 22:16:59+00:00,L5,208.72,198.29,193.90,187.32,183.11,177.56,168.53,171.03,171.36,179.21,203.03,220.27,218.58,215.24,214.35,217.60,229.60
2006-02-08 22:17:21+00:00,L5,157.55,153.41,148.97,149.03,141.51,132.82,134.15,143.41,143.98,144.26,154.48,171.85,165.03,154.93,156.88,167.62,178.56
2006-03-04 22:17:04+00:00,L7,169.72,174.34,166.89,168.22,161.21,161.45,153.32,140.59,180.02,187.85,183.04,,,,,203.69,207.00
2006-04-13 22:18:38+00:00,L5,162.14,156.39,151.62,145.82,128.36,126.97,124.98,140.68,142.50,150.05,165.23,160.88,167.53,166.57,167.00,169.44,176.18
2006-05-23 22:17:02+00:00,L7,143.11,127.67,,95.73,125.63,120.93,113.66,124.00,126.17,131.90,138.79,148.16,156.15,153.36,158.28,169.05,174.07
2006-05-31 22:19:19+00:00,L5,201.82,205.06,197.88,202.37,205.32,188.93,101.04,121.37,121.78,129.45,137.82,150.39,158.36,155.58,156.31,170.96,
2006-06-16 22:19:34+00:00,L5,,,106.48,,,,,,,,,,,,,155.71,
2006-06-24 22:16:54+00:00,L7,161.41,,86.45,88.79,105.50,,95.62,110.26,120.50,131.20,137.80,149.46,150.50,146.46,150.61,163.30,156.17
2006-08-03 22:20:15+00:00,L5,175.66,171.99,166.62,162.77,159.52,162.40,132.35,142.51,146.65,150.67,162.23,172.87,206.46,206.31,191.93,195.46,199.31
2006-08-19 22:20:27+00:00,L5,123.58,101.97,100.47,95.10,100.40,105.02,98.15,119.87,132.95,140.24,145.40,157.32,158.34,151.34,152.69,159.35,158.72
2006-09-28 22:16:24+00:00,L7,192.91,186.96,182.08,179.17,176.04,173.84,158.51,165.05,179.89,191.74,194.41,198.41,207.51,190.85,194.88,191.37,205.43
2006-12-09 22:21:36+00:00,L5,198.28,189.99,185.10,185.28,178.06,172.64,178.54,186.59,193.04,194.55,205.27,208.18,203.22,199.11,195.90,195.08,200.83
2007-01-02 22:17:11+00:00,L7,175.29,168.52,170.82,164.34,164.01,156.95,151.58,159.28,167.59,174.10,182.20,189.97,190.17,187.49,180.69,187.15,199.65
2007-01-26 22:21:54+00:00,L5,196.15,187.63,179.19,175.53,179.15,165.29,157.63,169.63,172.81,182.39,195.69,204.49,208.98,200.24,200.29,199.96,208.50
2007-02-03 22:17:19+00:00,L7,193.68,183.67,176.31,174.92,167.47,167.93,164.39,167.60,177.56,182.20,189.42,196.22,199.44,198.93,194.34,187.87,202.88
2007-02-19 22:17:25+00:00,L7,209.07,203.32,201.98,203.56,198.69,192.49,181.20,185.82,198.30,203.30,200.83,209.68,213.25,215.81,202.55,191.73,211.52
2007-02-27 22:21:56+00:00,L5,149.64,144.29,141.83,133.78,136.21,139.71,139.41,144.50,150.69,156.74,168.70,162.22,161.64,159.76,166.86,166.65,178.81
2007-03-23 22:17:30+00:00,L7,194.41,193.30,196.82,198.99,193.71,187.37,179.58,192.98,198.41,197.90,203.67,212.29,212.71,208.34,206.24,208.77,220.02
2007-06-11 22:17:14+00:00,L7,123.54,,,114.78,,124.89,133.90,143.02,,145.94,,177.84,164.37,,144.53,162.80,
2007-09-23 22:19:59+00:00,L5,144.57,141.64,137.01,132.00,133.34,123.36,122.41,127.32,137.57,144.21,154.52,166.29,167.34,165.49,165.16,172.32,182.33
2007-10-17 22:16:47+00:00,L7,204.91,191.73,188.61,179.63,171.57,170.66,175.07,179.48,191.47,201.48,203.18,203.14,209.42,208.31,216.13,221.31,213.46
2007-11-18 22:17:07+00:00,L7,180.29,166.04,157.08,153.86,154.53,150.90,147.86,161.56,173.36,184.75,187.65,196.99,205.91,198.36,197.83,203.18,210.01
2008-01-05 22:17:19+00:00,L7,151.79,148.88,145.08,146.39,146.45,137.87,143.37,148.43,161.72,170.23,180.67,190.25,190.34,190.51,191.48,188.79,193.37
2008-03-25 22:17:07+00:00,L7,194.67,183.95,174.64,176.11,178.45,170.30,166.25,183.79,194.05,200.30,201.09,210.09,201.16,209.23,213.79,197.74,203.69
2008-06-29 22:16:33+00:00,L7,,84.64,88.16,87.86,95.24,109.18,88.95,110.40,119.53,127.60,141.91,144.01,146.16,142.24,145.09,163.19,
2008-09-01 22:15:59+00:00,L7,194.67,182.83,181.72,182.28,177.72,165.48,,,188.51,196.28,200.14,,204.48,182.64,190.98,183.56,209.53
2008-10-19 22:15:43+00:00,L7,209.77,205.44,202.11,199.50,196.85,187.28,191.65,192.13,197.28,204.26,204.38,207.90,209.94,213.11,206.67,201.38,206.69
2008-10-27 22:10:37+00:00,L5,143.31,135.65,121.11,122.88,127.21,118.68,121.37,130.64,139.60,146.23,160.10,167.92,173.08,172.49,169.67,166.29,173.99
2008-11-28 22:10:42+00:00,L5,168.94,159.74,154.60,161.18,161.17,159.16,149.04,157.42,163.45,178.48,189.93,185.07,181.86,,,,
2008-12-22 22:16:31+00:00,L7,169.53,164.29,164.51,157.22,159.86,154.66,151.06,160.09,168.96,174.23,187.71,196.13,195.66,192.53,173.77,176.35,200.14
2009-01-23 22:16:42+00:00,L7,170.50,167.21,158.51,154.12,149.70,144.77,137.29,145.66,159.60,167.13,179.54,182.32,171.38,168.79,170.95,174.39,199.03
2009-02-24 22:16:58+00:00,L7,199.21,193.68,186.46,184.55,180.64,179.59,178.20,183.57,192.00,199.96,203.95,209.94,212.88,211.04,209.14,208.75,214.11
2009-03-28 22:17:13+00:00,L7,,,,,,,,,,,,,,,,,
2009-05-15 22:17:24+00:00,L7,,,,,,,,,,,,,,,,,
2009-07-02 22:17:20+00:00,L7,162.91,159.67,158.54,,116.33,129.90,103.02,126.23,118.09,137.17,141.97,154.62,156.37,153.50,155.04,165.05,157.70
2009-07-18 22:17:16+00:00,L7,,113.83,98.28,104.57,99.59,107.13,102.01,122.24,120.18,133.49,149.08,163.88,,,,,
2009-09-04 22:17:08+00:00,L7,167.73,159.90,156.29,155.84,153.54,145.49,141.51,149.04,160.23,162.86,170.03,164.17,160.44,163.24,161.05,170.52,186.02
2009-10-22 22:17:14+00:00,L7,204.39,199.01,190.62,181.59,174.63,171.72,173.98,181.91,187.59,193.96,192.53,197.88,199.90,199.54,200.98,193.47,201.71
