dates,nzd0597-0000,nzd0597-0001,nzd0597-0002,nzd0597-0003,nzd0597-0004,nzd0597-0005,nzd0597-0006,nzd0597-0007,nzd0597-0008,nzd0597-0009,nzd0597-0010,nzd0597-0011,nzd0597-0012,nzd0597-0013,nzd0597-0014,nzd0597-0015,nzd0597-0016,satname
1999-11-12 22:19:51+00:00,178.30,172.14,165.93,165.60,166.03,166.39,157.21,162.34,179.88,186.78,191.10,200.76,201.95,195.87,189.66,180.47,184.54,L7
1999-12-30 22:19:45+00:00,186.75,177.72,171.79,170.25,167.81,168.10,163.62,168.99,182.26,185.12,192.00,200.56,200.82,193.89,193.26,187.35,191.99,L7
2000-04-04 22:19:24+00:00,186.75,177.72,171.79,170.25,167.81,168.10,147.09,168.99,182.26,170.20,192.00,200.56,182.71,175.92,193.26,187.35,191.99,L7
2000-04-20 22:19:15+00:00,184.37,177.85,171.92,168.79,165.13,166.64,146.58,166.53,179.97,170.64,192.00,183.95,178.32,169.80,182.29,179.93,187.97,L7
2000-06-07 22:18:48+00:00,187.41,180.71,174.92,170.38,164.68,166.76,143.04,168.62,180.01,165.26,192.90,161.24,164.38,153.86,166.14,172.72,182.49,L7
2000-09-27 22:17:24+00:00,177.30,172.43,167.61,165.68,161.42,161.21,135.25,155.25,165.23,156.61,168.74,149.01,155.82,146.67,154.42,163.78,175.76,L7
2000-10-29 22:17:19+00:00,172.90,160.82,155.45,155.34,156.53,152.88,147.75,149.75,153.07,162.97,172.34,158.39,162.83,157.18,158.84,166.05,177.06,L7
2001-02-18 22:17:22+00:00,172.32,162.14,158.88,158.18,157.07,154.00,147.54,148.40,152.37,160.97,168.42,174.29,172.02,172.66,170.90,171.18,185.71,L7
2001-03-22 22:17:09+00:00,170.17,160.46,159.07,159.68,156.16,152.71,147.10,147.33,151.05,158.52,166.30,173.90,170.85,171.18,170.86,172.30,186.45,L7
2001-04-07 22:17:01+00:00,159.11,152.59,151.14,151.43,151.06,147.50,143.32,144.81,147.76,156.22,163.09,176.79,171.74,173.03,172.28,174.49,188.12,L7
2001-11-01 22:15:17+00:00,,,,,,,,,,,,171.08,,,,,,L7
2001-12-19 22:15:37+00:00,194.02,188.33,,176.41,175.69,179.52,,,186.02,,,183.68,205.09,199.23,205.37,210.72,206.79,L7
2002-03-25 22:15:47+00:00,180.31,173.97,154.08,163.87,161.38,163.11,142.34,144.92,167.69,154.59,158.86,179.67,186.75,185.52,188.64,195.10,195.28,L7
2002-05-12 22:15:43+00:00,180.31,173.97,154.08,163.87,161.38,149.14,142.34,144.92,167.69,152.74,156.94,183.96,186.75,185.52,188.64,199.29,195.28,L7
2002-05-28 22:15:34+00:00,180.31,173.97,154.08,163.87,161.38,149.14,142.34,144.92,167.69,140.25,153.14,175.11,186.75,182.85,188.64,199.29,195.28,L7
2002-07-31 22:15:11+00:00,159.89,150.89,154.08,151.33,147.07,129.60,118.44,129.06,130.16,137.49,148.44,157.14,159.62,163.45,171.91,193.57,183.77,L7
2002-09-17 22:14:43+00:00,159.89,150.89,121.19,151.33,147.07,129.60,118.44,129.06,130.16,137.49,148.44,157.14,159.62,163.45,171.91,193.57,183.77,L7
2002-12-06 22:15:13+00:00,143.86,130.68,102.05,114.61,116.79,121.08,112.66,119.57,123.00,139.64,147.79,155.05,165.32,160.26,172.60,183.05,183.08,L7
2003-02-24 22:15:37+00:00,145.09,136.51,119.04,132.54,134.23,132.59,139.42,135.65,143.44,155.35,165.02,168.53,178.82,178.98,167.94,179.90,186.92,L7
2003-04-13 22:15:43+00:00,148.99,144.04,140.12,138.54,140.22,136.32,138.63,138.41,145.26,155.53,163.24,169.62,175.90,177.11,168.73,179.11,186.99,L7
2003-05-15 22:15:40+00:00,145.91,142.04,139.91,142.29,150.09,139.01,144.67,142.33,145.26,155.53,163.24,169.62,174.31,173.12,165.64,176.30,182.67,L7
2003-08-03 22:15:22+00:00,149.69,149.66,147.95,151.51,161.19,144.93,149.30,136.62,135.88,146.92,153.47,159.52,165.21,162.47,158.26,168.91,177.78,L7
2003-08-11 22:03:51+00:00,156.83,155.94,155.12,154.62,163.02,148.22,143.52,135.79,135.77,146.38,153.17,160.25,165.56,164.00,159.76,170.71,179.03,L5
2003-10-14 22:04:51+00:00,164.83,159.97,158.55,157.03,167.00,151.71,144.08,131.98,127.70,146.31,152.78,161.93,166.95,161.10,162.64,175.41,180.56,L5
2003-12-09 22:15:42+00:00,177.58,171.88,168.16,159.49,161.11,155.03,140.65,132.36,138.40,153.34,158.90,164.80,167.76,166.74,170.33,179.38,184.97,L7
2004-02-03 22:05:50+00:00,173.20,168.68,162.92,155.09,155.91,149.54,138.03,139.72,150.11,162.31,168.04,173.69,174.91,177.78,177.50,184.55,189.39,L5
