,dates,aus0042-0000,aus0042-0001,aus0042-0002,aus0042-0003,aus0042-0004,aus0042-0005,aus0042-0006,aus0042-0007
0,1987-05-22 23:06:32+00:00,233.07567605769486,229.27806597502686,223.23006366175008,221.30476998464317,230.2850829567917,232.05381017951538,236.08197373394134,218.33535928135825
1,1987-09-11 23:09:17+00:00,246.18401508669916,242.75585748388863,243.0187405515224,237.73483935003682,248.56650790072578,250.63628765843026,258.01798705685644,234.43293639718735
2,1987-09-27 23:09:15+00:00,260.03105379341736,255.95522618139776,251.15886127035787,248.3680565857618,256.1091990480011,261.3224025048252,257.64080124602145,237.3467958760928
3,1987-12-16 23:10:41+00:00,237.41039031535072,238.69032903300092,240.31869579181543,237.87495936085492,244.20516104042918,254.0273913807433,255.13509265444705,239.10960935026847
4,1988-01-01 23:10:57+00:00,230.3488246938436,234.58352041818773,239.90435058939357,231.69860799705498,242.59437471430184,246.02266241073835,246.5166876789129,225.23828482028026
5,1988-01-17 23:11:14+00:00,197.61038632094855,207.6202355906095,204.90362777975716,204.55812130540014,227.8663158451954,224.66375717583324,228.37997929430801,206.64436933088692
6,1988-02-18 23:11:47+00:00,217.22926528306633,216.3658523474455,207.95286180288522,205.43801249827564,221.19659547300725,223.33703910528592,231.20197279742288,206.82217087692158
7,1988-03-05 23:11:57+00:00,190.76514484836747,201.6505696468273,190.66037104333682,191.85003908333786,209.38610853525174,205.29865581395458,212.27701032389544,196.89718044946218
8,1988-04-06 23:12:12+00:00,165.026002655229,,173.89339467605834,176.18706470006933,182.67376205365767,182.9528422559226,199.79311800633337,181.79740736215643
9,1988-04-22 23:12:17+00:00,188.34108872979124,185.7952274344882,183.37294404925424,180.5350558581241,188.8995439512771,189.88165981563367,194.412939097594,179.6545415650327
10,1988-05-08 23:12:50+00:00,205.84395674709825,198.44683649945998,194.9982857865639,188.3593910819612,194.4901497070317,187.03448395507903,187.14785462348775,173.1392694940423
11,1988-05-24 23:12:58+00:00,224.57343426416313,218.7691107675441,219.19103703832602,217.063548639776,222.98993238451857,223.15851471594178,227.37288536090043,201.81185052514238
12,1988-06-09 23:13:03+00:00,211.06095083789734,211.4965938854353,207.84388144850556,209.4316559156718,211.63524115740393,212.93549725091128,213.45237049569533,191.16754908053272
13,1988-06-25 23:13:08+00:00,,,,192.02410857773168,185.1663109112314,186.49185932042238,202.189240830688,189.2947915112708
14,1988-08-28 23:12:54+00:00,229.93229446758673,222.63332307319448,224.30767044415936,229.84224998105617,235.9959933450999,223.82668198300553,224.56058311773245,209.164153010863
15,1988-09-29 23:12:45+00:00,221.3795240386872,211.37214766503135,218.0606824008066,221.59441956032265,236.54741847815598,222.70866700515026,215.43434888765188,197.0268380942359
16,1988-12-02 23:12:39+00:00,203.8082585264498,202.7959393212637,208.79913746821282,208.67721168640009,208.8982805147344,213.78173490324338,221.6292156008692,205.3703116330501
17,1989-01-03 23:12:50+00:00,179.25605263062934,172.91601019228236,163.46947313971782,167.09377162420242,173.47586249511747,187.5181361897391,181.50377469092157,171.33631040112425
18,1989-03-08 23:11:39+00:00,200.55228345876014,200.84503388963523,201.6982199486256,194.11123240462567,195.25906554102247,198.50943967782356,197.4028297673561,182.69111079431707
19,1989-04-09 23:11:39+00:00,202.53715876892585,209.03565417507977,203.77253712074568,195.81009657613947,194.47565382380452,196.77420813493586,198.26626348909733,181.66510100808284
20,1989-06-12 23:10:05+00:00,194.4643480400268,178.2053714213979,175.7513845129401,175.14712344468302,192.2998358387631,184.1983533767235,178.6748373300108,177.51794347549426
21,1989-07-30 23:09:35+00:00,194.3158478630685,184.14984693108255,181.05400257596966,177.66294973915075,177.24736804168984,186.61378082909718,190.33348305290102,175.6250550417845
22,1989-08-31 23:08:29+00:00,206.72424829265566,173.56642005766213,188.2020869304123,180.50346724687643,189.73224674477416,196.285482543493,198.02540895904474,184.09520287985447
23,1989-09-16 23:07:56+00:00,186.16068173534924,181.00280339891827,185.94587300365447,191.14615014800518,198.7903940182223,199.1071226253696,201.2706762032149,191.1409345220135
24,1989-11-03 23:06:47+00:00,207.06154700360867,183.8277812320698,188.1144334928705,189.85445532837065,200.55896106487256,207.2812742029526,215.9369184137579,198.01880225887203
25,1990-03-11 23:03:10+00:00,,,,,,,,
