,dates,jap0242-0000,jap0242-0001,jap0242-0002,jap0242-0003,jap0242-0004,jap0242-0005,jap0242-0006,jap0242-0007,jap0242-0008,jap0242-0009,jap0242-0010,jap0242-0011,jap0242-0012,jap0242-0013,jap0242-0014,jap0242-0015,jap0242-0016,jap0242-0017,jap0242-0018,jap0242-0019,jap0242-0020,jap0242-0021,jap0242-0022,jap0242-0023,jap0242-0024,jap0242-0025,jap0242-0026,jap0242-0027,jap0242-0028,jap0242-0029,jap0242-0030,jap0242-0031,jap0242-0032,jap0242-0033,jap0242-0034,jap0242-0035,jap0242-0036,jap0242-0037,jap0242-0038,jap0242-0039,jap0242-0040,jap0242-0041,jap0242-0042,jap0242-0043,jap0242-0044,jap0242-0045,jap0242-0046,jap0242-0047,jap0242-0048,jap0242-0049,jap0242-0050,jap0242-0051,jap0242-0052,jap0242-0053,jap0242-0054,jap0242-0055,jap0242-0056,jap0242-0057,jap0242-0058,jap0242-0059,jap0242-0060,jap0242-0061,jap0242-0062,jap0242-0063,jap0242-0064,jap0242-0065,jap0242-0066,jap0242-0067,jap0242-0068,jap0242-0069,jap0242-0070,jap0242-0071,jap0242-0072,jap0242-0073,jap0242-0074,jap0242-0075,jap0242-0076,jap0242-0077,jap0242-0078,jap0242-0079,jap0242-0080,jap0242-0081,jap0242-0082,jap0242-0083,jap0242-0084,jap0242-0085,jap0242-0086,jap0242-0087
0,1984-07-06 00:50:57+00:00,,190.2445581803977,188.56993863267095,187.13956581072244,,204.44788533839437,208.3898250184357,208.40317464502903,214.66008244342058,209.30684272815694,205.2578903357388,205.20658868833644,198.95965501582114,200.05392217985704,198.81355465931748,194.81943731951563,198.0087423541076,195.55910760311397,,,,188.95046865877973,200.30663952344085,206.05268875794852,,184.8676689628382,187.1411136263586,196.82089982329651,201.0989032779394,200.91395489591505,200.69222812141209,209.9050346988846,213.28620932898096,222.00817654504814,219.4134150810752,208.77595046501145,215.25219971116687,210.98563079467746,,,,,,,,168.80550900459866,180.2931387231737,182.72177053688776,184.87699674611713,189.8449973983128,198.92825778057534,198.98956549999875,204.34342759596876,206.69097435616084,209.02460997670656,211.0940290443434,218.79533091575493,,227.64060655587284,228.1934859674715,223.32135428883146,212.87483889569316,202.06059099123667,210.7860904225748,201.31410956130688,200.66542148321267,194.49239357925615,199.0727846445763,204.1392137822575,196.35370566831133,202.83188889819075,,,183.60658341825896,185.67429102940713,182.78868529033736,202.36767122358486,,,228.81704395165906,203.5927299016395,185.70735139580074,193.51071335477093,195.96630855399738,218.89398877563139,233.22408586671764,216.10031495844018,
1,1984-08-07 00:51:54+00:00,,210.65052530233106,190.31899470800116,195.68188970255164,195.15667720726134,207.16371182715514,202.65685290643336,204.51756765125523,206.49829780978376,218.11375553926072,213.4486839395719,221.81913933489747,215.97903466681205,211.83823452808,215.16282227325217,208.96270630971253,205.68250966068788,207.56114481936578,229.5535192319757,,227.53662333685227,205.29345106180227,219.6262855164664,234.3998841834026,230.67242937205535,205.2718265958287,187.08712195904417,206.4474568582817,207.1095161855785,204.65278356434607,207.10579906535168,214.42656804947055,222.32961586307422,229.85079249065416,227.08515638041035,224.42431738186878,222.39934436417076,225.92509427596937,,229.1085460245526,,,,,224.92102032144948,189.96145673452656,174.04309174740055,185.48481645292068,193.05833027347663,203.75438517217773,210.85416734012338,219.48372998664593,217.64986628701044,220.28223976669673,214.89897615638438,226.68089359677091,216.19807140214755,217.70471872022915,220.4427741026084,224.47853906568974,225.1904391298333,221.9156429748964,226.72936348199687,224.2979726520422,222.15120692403985,218.61993195567263,,218.7371297159027,215.35546215361165,214.6255175055381,220.39637395406768,,212.26818405194103,210.41719608527652,210.31110980160642,200.33313899613543,,236.95360250516154,,218.35792137386883,201.0125931817709,198.03539334413824,204.2263586594739,213.0762340378119,230.6045086716234,228.8643927713428,224.17010676261256,224.8906917589863
2,1984-10-26 00:52:25+00:00,,198.08353553039387,197.980670752582,184.0856887896209,164.6838818328844,156.46556515312602,159.09803914136492,164.2521591959918,166.6820963407955,180.22076134467176,167.2797381897794,180.80506951266614,186.91957539953083,196.78697548371738,198.360501459801,189.561389841292,191.2706065631108,192.75631173099708,204.9836013047332,203.40425395613335,210.1154249340426,203.66137225833134,207.8936661844428,208.00746473083632,209.24445858526852,204.84628070863604,198.33473700487227,196.62670300850172,208.9822641024845,213.88783666605735,211.79545455976188,203.5003043736919,194.8818012980341,194.47567381179343,188.56976841097497,194.10372215076012,195.29078345199338,202.12878499478072,196.5356910051979,203.03908081774875,198.78803252643152,200.5070894709148,201.82354152802418,188.71515874603267,196.85654717654046,186.59053470020228,184.76771078395473,185.77091621683684,193.47816080069552,186.2011061893765,184.51166642046869,174.3000252009051,177.05061923842248,176.55408052463045,186.4841935950534,192.85583329841953,194.85277427956726,205.15102189577763,217.303816355126,219.5753319943549,205.8012905761989,200.25099700921373,197.87183951099095,196.7762126764173,184.31082074832437,176.75411556410023,177.7336744472127,174.4063473591808,184.20295606652573,183.41843818563976,187.6477457785341,192.57451178546106,204.7302850050717,208.70776904373167,216.96096673715405,214.05728626761888,205.59036894608423,213.9620095636924,218.79174225853978,205.15900673713338,179.58659532386184,178.4586259702931,180.86158350342077,,193.02365144835323,204.20503735217642,198.88443726677895,198.61621294089124
3,1984-12-13 00:52:28+00:00,208.88868091584123,203.48465317444516,198.56993646277445,186.96926115261593,184.94151157601078,186.926412102799,175.34419922188397,172.04375981295968,176.10850142629303,188.78452175181988,200.93683205156074,198.7566710685575,197.7709931311736,205.97198266290783,205.15627522230773,193.97341932218504,190.9650853956791,188.1373330023697,200.69930436981429,202.66280065371834,211.9495992197698,207.12151155567514,203.77803855357888,202.65323298313086,208.02159994157495,212.69371969571435,203.30213377571366,,197.83388728491354,213.3733927511373,218.65912357379298,218.68045807389979,211.57172865389902,206.01603768341732,205.33650233339165,202.88949011306946,206.48779402945968,209.56037305024782,205.73769050896612,204.489888278161,204.37592611717173,196.43990270954214,198.99377703661412,199.4826265289791,205.343821333689,197.23699480295267,197.20071676047564,194.80161182829977,200.4262539965559,191.07269850471874,188.48742454722446,186.7046432755942,193.0227886192539,188.0830786561156,194.4005677033561,197.1736272918277,201.05293321639923,220.09992773342756,222.79674612964348,228.2699380888695,223.82501159841104,222.71473533748593,213.54294180453434,202.25268610525734,,198.06079155710808,192.8274152487657,189.73461003234357,188.83552248488087,190.31751961419434,196.70365583214453,210.90480594145328,229.23569567292935,218.64670843289906,220.58903275510468,223.85477227911142,220.44629598579525,214.9153336275739,215.17323495780894,211.0184866036714,205.27636841162317,205.6192436213122,200.15842280592068,199.6281655355291,204.34816293753863,202.78803196235395,193.16844864153347,200.8696193784006
4,1985-01-14 00:52:44+00:00,,,,195.82756792304147,193.90369494563492,193.18832242445032,177.24684174912102,177.93866700455038,192.40433936964578,196.49021006863708,199.92344564295152,203.67164292582126,201.0103449749911,201.43290242881667,193.48477229127704,192.4911003406132,198.45482464799304,192.53477634349358,205.0618587477692,213.00565116519428,217.35646954507754,204.6179030312692,205.4024272814406,213.59278071545532,218.60557213701532,204.77494898427727,199.7389866445457,202.16735278194145,216.47301034430402,229.53604630878354,226.43529985489215,223.3624141148323,215.47033622846234,213.13347458376379,211.5431743730778,198.89205846076595,211.42863089196484,214.76937315826592,206.5128270996886,201.1657532109712,209.2771899397051,211.54676432668512,213.32468275227225,204.70266829417614,201.2043163530942,200.83097185947037,201.7465867405532,208.09707881572146,221.02653029367482,214.19987800751997,203.41274440862523,194.76612546472796,187.38239942072008,196.05277947895965,192.86894488920345,202.57351173990716,219.06706423972943,241.759148783656,236.4611647825354,236.75052328893486,234.4525101191866,234.73287153169125,227.8737850330124,222.84544272314218,204.7257498598498,190.2748257456313,187.19715536180715,179.09064971080898,190.6619283661605,197.88000347588948,214.8306184165784,229.41069168705687,233.05071541885548,231.23977748441322,234.00893566025385,237.3041182325305,228.78666193081258,217.88571017934524,225.10038652593522,229.61804142581192,222.48448798522912,209.47353229228003,207.6042463466083,215.19629989429495,205.1627295268185,194.67754462455508,186.12464924236738,200.93519554413402
5,1985-02-15 00:52:50+00:00,205.94236810911335,206.0015754882972,205.8301474269415,210.0191050990248,206.7729376638424,192.73809954661496,187.26500695778944,187.0611801722183,192.9954897447692,195.55092016753284,190.90639764047737,194.8061251015935,200.73193590445968,195.0411178111307,191.07395957045733,196.7148476467942,197.52798823461083,198.1883759463893,201.8987515453988,203.9471578916054,195.15636182662925,200.64856660586773,203.18791983159377,201.40144845007467,197.86573541282064,196.21462856154469,194.25889343260877,197.04676973148267,203.56065466404493,212.2459943639465,219.74700042488172,209.41921051080521,206.82769992742658,207.21969696238847,197.976528543096,194.65863146135746,206.5910151172954,207.56315406634732,196.85400026377275,189.19297043808263,188.67137757179995,190.2927099543341,198.40962287835757,196.26909891437768,190.48449697913537,202.83473548332526,210.40717853100992,207.47322669501642,201.32609602183578,198.40462617607656,193.97586321050017,195.00973303125323,195.46646409345328,188.37529938108295,187.1996747643259,191.8594263796485,206.51499388773667,209.2279552940928,218.33807518135163,229.59884506436057,221.66759965545083,218.46250737174208,219.42873850311676,211.5225637769686,196.2495686002932,183.72954236365197,180.42126319856118,178.07751432222108,179.83174035217553,193.0183926456764,201.38333299207198,203.1058936307588,207.81042281674564,223.246463451389,227.55873282028807,227.4468859467687,227.28125297088744,220.21694000513813,223.43494252888718,214.1382117369669,210.27671085443686,221.40660917973926,216.01205923275828,203.3844443210919,190.9247332698096,185.72495230168758,196.80778116849714,222.98784186193285
6,1985-08-26 00:51:56+00:00,,226.5299574022073,227.79972334531806,219.2230602960734,192.46996169534432,197.48999225027393,193.26778858200407,174.99158847616974,175.22342505677898,175.10435486119155,188.01930467750532,213.32177298432956,230.7761226288103,207.87171795273568,202.6423219678556,193.23935364568274,190.02534272034342,185.4757769337212,186.5681575550437,187.1288496983048,195.54981165112625,197.17317147250725,186.4409387943391,190.94096207938543,204.16222939343587,222.9873456682679,212.1561740897724,213.86090747585928,,227.98448456271328,230.7812720045409,240.86014880096403,248.77310586779996,237.35608579424004,222.07589722044835,207.47548659919963,215.12682539464623,200.99628858861118,200.82848225453483,197.70384839884568,212.4487628248137,196.47739581299868,194.41438882811278,193.7504205695428,192.80200585404094,188.80712457282928,204.75496560344737,202.83486825802797,197.58480524978123,,210.76584499381048,204.8837946947105,204.4210372883501,224.49362650990298,219.4245903153797,221.0050378652354,216.6063594363916,219.3878638501486,221.22187073395415,216.6042047080906,209.4608723030862,196.86943487187682,215.9464231273776,227.26815239033522,216.51254324929687,204.47913786293705,212.02541868044352,204.4739480408409,201.91396060420414,200.92948156079484,207.78018514182082,,216.67156751697752,224.7155173460877,218.96368045451854,225.18670517692394,209.90398405663308,209.849752412163,215.1551748562284,226.3387848304674,228.50012668812775,211.29100172685892,218.8946558090468,216.36374486692915,,,217.95707990436694,216.08713336452297
7,1986-01-17 00:49:45+00:00,213.3471835505615,220.80656838864925,227.52083095506507,219.19858308930864,222.9573719830607,215.3118390442672,212.0422433013016,200.084541602678,199.3819394695832,198.03151632294055,201.81710649067986,210.80435639335093,215.62131447179098,223.56544759378178,207.13476982011412,206.4275837217282,200.52017471961355,200.3940010678484,200.99747878878202,201.58529310440977,204.35841924982716,201.5481934388433,203.00823995390084,202.0277647232068,198.61004475460942,199.04046083397466,203.77572024894903,206.98309420082583,208.83808698903132,214.45584645374248,221.83280611075787,226.30303811395524,229.11891495885567,222.66309008912071,216.79580509308974,201.82630420422194,215.32458074754499,210.28998874509963,219.6862471690499,215.0211400016481,208.47544255626204,200.55816718782606,190.22541570572267,186.89858999240678,196.53529749451582,202.85853661550914,203.82081115871608,203.96929783550976,204.69897774520754,210.61710766345104,215.48993384765484,220.1681488584341,216.2003829798602,214.48039934129375,218.18037180649304,218.69821553862974,218.955260785373,218.99635716432513,221.61426908149366,222.84886710807203,230.1113766667254,223.7219920172946,220.73467806465422,206.8587975144817,198.7965720689173,,211.15429679011768,214.53530976778674,215.48211898988137,,226.66342877864133,227.66844401920585,228.41094080422212,228.43042844291224,221.69820769332784,224.43663349419003,223.7249311496802,222.49355773286592,227.12280162738847,224.16647627381892,227.7148861530073,227.19958596958864,222.98714557672793,210.98785269521935,205.32114260774438,198.72751074303946,200.91765744342288,212.67703229664062
8,1986-04-23 00:47:39+00:00,232.83407437846552,234.57669665059368,238.14448855062474,,226.2761797718692,227.65785043265632,247.16123304261038,241.9150060569179,240.08991345539553,237.07331760105677,232.54099948745016,228.53944522970264,231.23290874122281,227.23394607824912,221.8691704497649,,230.60452066906876,226.39649623330118,224.66864085783388,215.64359140077948,213.62766870438583,220.3769695419323,215.16866875329868,215.88292270489126,219.68266729174906,217.3539312669496,219.7839456940436,224.79836931050323,222.01339314068932,225.51982620094995,219.996295072978,230.23730841482626,,,,226.5914575752207,230.7821076904702,234.65733873876206,231.52512863243396,219.2891154744958,214.49964823486673,209.1833770350801,212.95933346632822,,219.6117993756795,217.22501637040367,214.41355572726442,217.26378633838735,224.49373278701563,219.7986391494858,221.67047773267763,238.5330740713125,237.37285817092763,236.81770147729682,,,245.38853710380693,241.77431349195078,247.75106133432976,236.4939948715057,209.0377068965098,207.8054977314808,200.51498627187215,222.81994079322533,236.16489609139188,223.04267557061493,221.39731681460762,215.52889071147544,211.2308210046185,196.64201765734904,220.54993836394488,225.02210958514954,221.6366035038061,227.0021964365018,226.89411834814027,,232.226823410347,228.20009429173064,219.84037218830696,221.87149284680433,229.07635042237328,228.76634237279754,229.04031743070396,236.0009019742806,228.12782007219678,222.24430111858854,234.56953806555626,250.4182945179189
9,1986-06-10 00:46:19+00:00,198.66444201019434,209.42791350471617,216.72230303387374,207.31482994938986,218.71150046176118,218.1243443603059,220.30527571542268,224.48893988674916,215.83483765661916,214.91979759949567,216.77817632851296,214.57297138588407,221.6116934320186,225.61533868566406,216.4014452365471,213.73148127584062,214.050293377442,205.99928664357847,208.9173239236509,210.99450051594258,196.6574519223709,205.72273842856495,201.0088611088226,202.1620231384791,193.35650153976118,204.16298498458133,197.6075725863197,199.4379779756342,201.81195361117761,206.65233303320397,208.34306289616555,215.6015719486301,223.466217865517,221.6717666696438,217.4556157117644,211.68977189234866,214.36728775452795,219.24057778705173,223.56651638161574,217.10840122900856,215.13592728069884,207.0152306112376,201.54729210857903,198.9377133484152,195.7782714511495,201.132801622227,205.41393302598587,210.20141869993753,209.12945090307554,210.8889777867482,216.16570606318086,224.41076144601323,224.0214314850766,229.00919522230637,228.58235604550057,224.1367993464272,225.18630385645108,223.04977730392002,231.54026556154705,229.4425976449662,217.73257804954378,212.0413445265152,214.55058830021844,208.45579956312477,212.79555463806386,202.98191365383633,210.300357996347,215.00854360842754,214.34196975596194,221.86512578238657,217.8503599027355,229.63853004781572,222.31297500799215,227.10325926496927,219.0062310861305,223.67399295235532,216.63061237052617,228.89005400503012,215.8224983353982,227.92252290789622,228.2940048024406,229.01022378459896,223.49909113597442,218.37172774338973,,221.82183453974005,225.25478241581487,241.88415851153385
