,dates,chi0311-0000,chi0311-0001,chi0311-0002,chi0311-0003,chi0311-0004,chi0311-0005,chi0311-0006,chi0311-0007,chi0311-0008,chi0311-0009,chi0311-0010,chi0311-0011,chi0311-0012,chi0311-0013,chi0311-0014,chi0311-0015,chi0311-0016,chi0311-0017,chi0311-0018,chi0311-0019,chi0311-0020,chi0311-0021,chi0311-0022,chi0311-0023,chi0311-0024,chi0311-0025,chi0311-0026
0,1985-01-25 14:04:03+00:00,,,,,,,,,227.2166031379908,231.7100339120444,225.4606823065578,218.43169727606664,216.4622741919825,,208.70475208550448,209.21984240154228,210.64349597831693,220.00159953517536,210.07346723797156,,188.85766750463088,186.4212473878864,186.55030055863688,175.1394110907575,163.4394845378249,165.36964935692097,172.64136577463861
1,1986-01-28 14:00:46+00:00,210.89366058694083,187.77591215794817,133.72147595364353,159.16845685796144,179.4119771508613,189.932145854511,189.59400961292943,184.13001536824703,195.93744864800286,195.6773138892831,193.8648008779712,188.8846899147453,199.4248149091919,,173.60704382732834,189.80233195693376,193.1479587115402,186.22917429831833,186.66779266122654,,170.48026778806252,175.70502054253987,165.35697723658888,166.90159148499737,168.3460023165486,166.25563674668388,168.01643978176494
2,1986-03-01 14:00:01+00:00,232.84861644520217,201.46053626858932,131.1513457358514,197.2303560481636,194.59454380023172,213.1115748332842,201.69336678512258,207.46649484551892,201.4469764263798,205.40781616508477,212.42123237349102,210.95732697937692,204.85545328743845,214.35985844179078,213.43836153398667,214.92028269064093,214.65625643011575,217.9890437795754,204.9336198692028,200.98151941289296,197.8875767768825,189.6935457881068,189.2757593105688,200.58319607962324,190.047010722449,183.01356688819604,181.28791955182163
3,1986-04-02 13:59:23+00:00,249.850357079402,217.1739847030097,,205.10399034412913,195.73435684254713,213.63940943191528,200.01966425830236,203.5233623978702,206.65802999994918,193.72034569043396,224.79888591190138,235.46013663090912,230.82775273704073,215.3259345009348,214.2414020875911,216.3897892192066,215.7275051424134,207.03537487538412,216.0038922990721,215.60002582549015,200.426930487675,195.1268965941485,212.3565170301073,195.5369018713767,179.60768290846102,184.38826580122182,164.92240925007894
4,1986-05-04 13:58:38+00:00,204.07303618291647,,126.38216431568603,150.68115469100087,159.73574035702364,163.68724298487575,154.55019224654035,150.29510610808506,,,,,184.328875288199,,160.1705645726903,,159.47836899791662,161.7576826554911,150.42439615500183,157.35790480563648,150.04348987182826,154.5281969340646,147.52941297344913,140.3227287227059,129.2619012664609,120.47276429055863,118.51999106858416
5,1986-06-05 13:57:43+00:00,201.87050546179648,,120.0150103563536,162.74182825667063,164.34902912320246,148.56371464032048,129.5915396428291,,,,,,178.92605313361665,,145.38391287827758,,141.1583199444758,149.1265710444211,,,,142.28289280331364,135.24332842461067,134.53086515796628,102.61262109862686,,
6,1986-08-31 14:00:53+00:00,207.1704830528966,185.44318334733975,141.05696749360297,169.82355431932086,158.10574644895408,162.58143101842344,162.99101442354154,169.3184799894062,167.20570435270463,,,,,,,,176.7246120236298,176.12364588640094,165.12040958541965,171.77553686871653,165.20298596106542,155.9505750333256,150.20225156913216,145.95802461839395,,,
7,1986-09-16 14:00:22+00:00,,,116.50667331123172,147.52095712973983,,,,,,,,,,,142.67740794500372,165.944345557772,169.5178635640519,170.72165033256366,163.1533327497088,169.04246831499978,164.94591540035998,145.6004311849687,139.23456453397486,139.81398911233137,138.63790504950373,148.37220085492106,147.52519852676622
8,1986-11-03 13:58:46+00:00,221.24583163844443,203.05127429928464,,168.2810147340142,172.31034615700872,186.56705505434525,183.71832066960872,181.57640674167226,194.53449384799808,200.0492036594578,204.74728618016235,192.16727398343707,196.66747645109214,,184.43104961583876,179.66660030022842,193.4456108933164,179.9009967877495,183.158113949954,174.5123949989954,181.99842362371686,174.03094140778796,164.54020608096343,166.59518957204014,155.08972029475808,163.63413581614594,167.83036701713823
9,1986-11-28 13:51:58+00:00,201.78306820857074,185.20983152439334,107.52280565281075,,,178.03305681454302,176.6677207020375,176.82087533625003,192.47900519590996,201.87397964721862,190.0184460979841,177.608820859457,184.69609478247003,,163.04786921844212,,175.89902037771154,178.09405438298873,162.24244179951125,169.57947063946563,152.4146536318051,148.39500840256525,156.71508736807647,157.00924116990544,140.81635207173662,161.79162939223664,165.5076460318288
10,1986-12-30 13:52:55+00:00,214.51401423221125,192.70311636345548,154.33067774125183,172.5485562702143,178.4429061767657,191.32304595031437,179.28318577705,186.72149661772693,200.02033452133267,200.33597918356762,197.57365645216072,212.71029536672654,206.20571824384524,187.20306077257172,203.66055355679097,199.75189578127817,183.0522871582999,185.06089571209782,167.89439166125652,187.51456748860195,176.75182213046793,,196.07268399352452,188.5046347400464,174.24756778655959,176.19404219751559,159.6068279908253
11,1987-01-31 13:53:53+00:00,221.3260164163156,196.84709364299255,142.35201705204796,161.00969910658145,164.41346366883582,182.17850269627797,187.4140835278672,177.783000436468,183.8687980587053,182.48669875086478,196.16612994094334,,194.21367574056092,200.96854195780872,192.22345018167215,,181.64537550780446,170.86487872029406,195.40320386361782,200.51879003626988,149.2936136810477,143.86207261613745,,149.77039939664166,152.51499433151307,150.37269176760395,154.2513185875853
12,1987-02-07 14:00:21+00:00,235.28309232649792,209.72975355709087,144.93471092102223,190.1905670489345,187.48389050955984,203.40829326037323,200.83113631210438,206.85941543990734,218.2583938128795,,230.3160448256591,216.25312261639473,200.57319430195204,218.41585857522466,218.560969403216,217.66340356639236,205.48403231701315,198.6967637983644,214.10174267522513,223.12734207319394,,,211.96418368857093,,,168.38489471410762,172.94321139705818
13,1987-03-27 14:02:09+00:00,231.9032742207528,210.9793115499487,141.7244803137399,203.48605863747105,202.90196371924566,213.0074965146834,209.92853809166354,214.49822376143442,219.2500962660473,221.5297931256248,223.54884323538687,223.89781908347172,224.91737168510127,226.4619864973344,224.59854548169974,217.1209852410833,217.925128732217,218.05921063307784,219.53899358103072,219.1805540420042,,,212.44913449709094,,,181.7358615230919,183.48908649633913
14,1987-10-21 14:07:25+00:00,,175.46719226940414,131.53536452390728,164.06826665813475,,179.19265523798865,166.33516671648636,160.1104770379592,172.7533240792506,174.8607732623518,179.76778174939724,156.69600699869778,182.59028562896657,,156.7136805694974,136.97933075383847,149.63736048439216,150.43390801980004,139.1165766766074,146.1274931913522,146.75728195475756,134.42468746692424,,,,,
15,1987-11-06 14:07:44+00:00,203.77416528113082,195.34481448819344,176.1031018818989,173.20598495354,170.73650711662862,179.99471864253505,167.1242035492802,176.51020011494393,174.66024176195145,178.2419699286558,182.65343406878577,177.03624771785394,191.92431394238434,,162.7020234484005,155.1382960765883,161.07417090869615,157.2744207284689,143.66755242279422,152.83070702112684,152.60664683466325,143.29955177961062,139.19284729289592,144.3040873401788,125.4600993529193,140.71672087692244,136.89246202571397
16,1987-12-08 14:08:17+00:00,223.41510111404915,210.22793757746885,205.62971670730158,198.171105677961,211.96335370447255,204.64003465360747,193.19094204557194,198.86353714746352,209.73976880769033,197.83104076622004,198.14730747740083,213.83286643597887,210.4006969189154,188.08301813465306,179.88023859997628,191.94442329635336,189.75288350894763,175.4251921049564,171.38654348242108,167.97443866740502,183.4413485349715,167.5720158806373,155.98076962858124,161.39928265331795,151.1748862844016,150.84486807883792,147.0717444019229
17,1987-12-24 14:08:32+00:00,234.4872264434307,209.85520690096726,210.3365054511114,209.74399736685785,203.39027676512393,211.1587739883285,204.15037831482027,194.76668100877228,183.90903693470946,202.21449783283748,217.28933186670886,220.36501210605687,212.1390438581982,203.91658560556994,191.0631365156719,193.10588004999025,192.57811931740554,186.67082259922603,172.89035576024014,179.50758021030128,178.56186581849707,172.55250152642122,170.05743331531366,170.65411878824682,156.29385584562954,162.01250880028545,158.1717353395902
