,dates,nzd0242-0000,nzd0242-0001,nzd0242-0002,nzd0242-0003,nzd0242-0004,nzd0242-0005,nzd0242-0006,nzd0242-0007,nzd0242-0008,nzd0242-0009,nzd0242-0010,nzd0242-0011,nzd0242-0012,nzd0242-0013,nzd0242-0014,nzd0242-0015,nzd0242-0016,nzd0242-0017,nzd0242-0018,nzd0242-0019,nzd0242-0020,nzd0242-0021,nzd0242-0022,nzd0242-0023,nzd0242-0024,nzd0242-0025,nzd0242-0026,nzd0242-0027,nzd0242-0028
0,1999-08-21 21:46:33+00:00,126.67003002736573,111.66411424374581,114.67524340172325,125.98755034140046,150.9941171667582,156.64237451000045,150.16742020039533,143.03210437641044,147.32020661810697,144.89923319960988,150.70511875299678,145.4742987407522,148.895601337955,145.4045440597737,143.53628163116602,144.10440274858414,137.25632874079213,142.99268880269688,135.53692486173668,145.3547272274959,154.40203923606316,157.87582426194024,168.3550505202769,156.3646685200152,176.76060791062915,170.1571722175707,160.18055494997748,155.94013304363136,163.6573493650236
1,1999-09-22 21:46:36+00:00,131.22234246509421,115.8719813723234,116.56125175938342,126.98120682411911,154.0767990857891,162.2315390759623,150.98790075476495,142.86505010111577,143.90638698848556,146.1732583189014,151.20677070521185,144.0540294561947,147.02834056674885,144.59545746755668,139.6920431786217,146.1704541986621,133.47984987421745,144.0359336123579,148.6155184363127,154.2629131250124,152.66313758467845,155.9236770795786,158.06372495044494,176.13081711090538,183.23064961497317,170.05190300658091,156.86557149695682,160.12768568288755,172.10010075848137
2,1999-10-08 21:46:42+00:00,126.3275958858232,119.5844326016656,115.55795651194066,125.10806655460784,147.47485375390423,160.5631492195505,152.040125046672,144.1512420448118,145.46746161473465,146.6887146128797,152.16878349960774,142.29164660777684,144.52189846885923,136.80495083483498,142.69723459821773,135.01490364873234,144.24334202942356,144.1560939606923,145.43470315035552,147.48881875216065,145.09028075667257,154.02345930157924,159.84116714014954,173.17245726408623,182.06315788426176,162.26158539883966,154.9602939937744,157.58441220762393,164.2479067503794
3,1999-10-24 21:46:32+00:00,131.1822156389515,119.57869916243445,122.11383563720369,128.3365746623873,151.03914257435343,156.73898542598477,154.6707304304018,147.5420658614275,142.79929502015273,145.80637977543543,149.7306317766492,145.16223113902436,146.6958691241427,150.59072307187432,145.15351728494113,150.14248982090913,148.31289368879357,149.5893598025842,150.44226587113923,,,,,,,,,,
4,2000-04-01 21:46:10+00:00,125.82078534179962,128.05526039977184,127.74038768199964,132.6734300164623,153.93270197416552,158.60682388499578,143.8875383365961,141.41960407775179,134.09417983129902,137.98067365920355,143.12675405686656,146.56209326652078,145.60726436328076,145.7391325769376,142.13876672985987,144.5911637657718,137.7317536616605,137.6077280598075,139.7825609270751,144.58387832038522,144.70140335296162,138.25017921970124,144.7672688589141,152.82884186923246,159.86663952859243,155.03748063478042,148.6350125541419,155.9824556028007,177.4395644510195
5,2000-05-19 21:45:43+00:00,113.88206956289562,115.34267008048084,114.993598390642,121.0043851101227,141.69761132216155,137.05297334085844,127.72383232829765,132.63257737851467,135.86512014301718,138.88069698140123,140.0513095744427,142.87959400641276,144.65133676424122,139.38102468085035,135.49769783447942,137.11177679232173,137.63476016148564,135.69603134222612,139.79095089105834,132.24468133952394,133.79187840659336,147.217925435787,149.59643690221287,159.76943859778714,167.14245362924714,158.9146820823044,154.27168612346412,157.45684761525249,162.0155075686602
6,2000-08-07 21:44:45+00:00,119.08600405040308,108.21684443823256,109.04391997607081,120.8254283631438,137.33973118276742,143.00641967896368,127.27507576837147,134.9049156911031,132.8812810988618,132.82511878558188,142.2480083484027,135.31993114312723,139.20349982572478,136.60190030128211,129.23000292008717,128.11796741454336,120.69947867695805,120.95973832595354,129.1306323868026,126.65354053073685,132.23482870825774,139.3571913275568,145.00912663536184,151.07276748965336,160.69175894755563,155.63761402696338,152.67806088641058,147.07976527177186,150.79841247891392
7,2001-01-14 21:44:09+00:00,111.83113725883663,109.43897534829397,104.83999402562222,115.20535712452191,128.8857682672044,131.97982462238252,133.82054000857386,132.2686899280759,127.42454131874732,129.1495311267523,129.74726902040638,127.56253136968817,129.368386425913,129.97988007259346,129.82907209728756,131.38027321149468,127.31524011239384,127.99064996658836,131.25385350318538,130.5283338896852,127.8866577728945,143.27816787865515,147.5846465472365,158.3650755589167,159.55984897286876,146.45331156525685,143.67019849267916,138.4062909603157,142.3474780365533
8,2001-04-04 21:43:43+00:00,129.7377236125816,119.39930751473236,122.60424034134337,131.2584948756294,155.1307850854591,155.35184239015854,150.2689063845889,148.74851301559372,144.45100478039998,146.18891797776703,153.1688578412167,145.65730780041565,150.55874244201914,153.06300826732587,147.58149065214974,148.817366983436,143.04842685959886,142.3462673702478,137.22947565214895,141.75013416526252,140.41197634358787,146.32509694031788,157.54865816622964,165.48967410171485,177.97278254356502,164.86426547067902,156.0377832870907,153.35516640874863,163.58057855675196
9,2001-04-20 21:43:46+00:00,130.27000935370822,124.96862575837743,125.53135362710958,132.49674295083315,154.45273635019475,155.05124028271928,148.04552367712557,146.00397896335244,147.25624042027079,146.20243541873361,156.1764869867077,147.36297550252368,148.74371914838787,154.95314076034126,149.69059045112886,150.36043602069117,147.52702903772726,149.97666423792919,151.17881337408912,149.79195948069483,145.68037121966316,150.32928724970043,159.5524896622518,167.98447306846361,180.08242365440177,169.88581985695274,161.5415505634203,161.4525856327695,163.85037248296405
