,dates,usa_CA_0191-0000,usa_CA_0191-0001,usa_CA_0191-0002
0,1984-05-02 18:13:15+00:00,355.0687903618584,186.43535836955724,173.24410900108234
1,1984-05-18 18:13:47+00:00,349.90824654147303,184.97304494589233,183.01504381307998
2,1984-06-03 18:14:10+00:00,344.439461692928,179.71340340165227,179.06950594343047
3,1984-09-07 18:16:09+00:00,371.63723992130036,207.55272557013998,193.06168876299986
4,1984-10-25 18:16:05+00:00,381.54267524009174,207.26086020185548,203.69208424379838
5,1984-12-12 18:16:08+00:00,329.3358437523728,,177.35328899933785
6,1985-04-19 18:16:20+00:00,341.9256297597712,189.4480440974305,164.0102253813281
7,1985-10-12 18:15:03+00:00,354.8662173468522,216.5661114539666,204.06115795812022
8,1985-10-28 18:14:51+00:00,362.7479553292076,216.12192994269276,202.49483677694215
9,1986-02-01 18:13:04+00:00,329.6605215113508,170.09685784901498,158.83850929122758
10,1986-03-21 18:12:01+00:00,359.37190576441407,207.18267203225423,186.18439013257705
11,1986-05-08 18:10:55+00:00,373.49026525587436,195.15597486762783,186.05452138751767
12,1986-05-24 18:10:28+00:00,390.2935081100558,206.7871763906185,201.98306249105005
13,1986-06-09 18:10:00+00:00,349.38029527791844,185.95148934699924,179.03478223538232
14,1986-07-11 18:08:57+00:00,355.536139043498,185.73636148657934,175.65969478441428
15,1986-08-28 18:07:12+00:00,353.8303084913697,185.06091385570883,169.93419836055313
16,1986-09-13 18:06:40+00:00,370.3457044611365,193.85628314350893,189.51096515878896
17,1986-10-15 18:05:39+00:00,347.7560741194351,188.55753274642345,181.1809112231878
18,1986-10-31 18:05:05+00:00,345.6338439369075,184.35507238829805,176.19990349361186
19,1986-12-02 18:04:29+00:00,356.3819732857693,178.3307441742731,172.93069172740533
20,1987-01-19 18:05:54+00:00,340.078369424357,175.1991038644448,169.9697637471827
21,1987-02-04 18:06:27+00:00,337.09408711111087,175.98494855141294,162.54407670412604
22,1987-02-20 18:07:05+00:00,339.9785986120569,183.09349716136066,173.72343780587374
