dates,nzd0159-0000,nzd0159-0001,nzd0159-0002,nzd0159-0003,nzd0159-0004,nzd0159-0005,nzd0159-0006,nzd0159-0007,nzd0159-0008,nzd0159-0009,nzd0159-0010,nzd0159-0011,nzd0159-0012,nzd0159-0013,nzd0159-0014,nzd0159-0015,nzd0159-0016,nzd0159-0017,nzd0159-0018,nzd0159-0019,nzd0159-0020,nzd0159-0021,nzd0159-0022,nzd0159-0023,nzd0159-0024,nzd0159-0025,nzd0159-0026,nzd0159-0027,nzd0159-0028,nzd0159-0029,nzd0159-0030,nzd0159-0031,nzd0159-0032,nzd0159-0033,nzd0159-0034,nzd0159-0035,nzd0159-0036,nzd0159-0037,nzd0159-0038,nzd0159-0039,nzd0159-0040,nzd0159-0041,nzd0159-0042,nzd0159-0043,nzd0159-0044,nzd0159-0045,nzd0159-0046,nzd0159-0047,nzd0159-0048,satname
1999-07-18 21:58:49+00:00,,,,,,,,,,,,353.77,358.47857142857146,358.57454545454544,360.4555555555555,360.81,369.62555555555554,,,,,,359.64,366.72,364.27555555555557,361.29999999999995,370.18666666666667,376.22714285714284,,,,374.8955555555555,,,,,,369.42999999999995,376.53555555555556,378.4766666666667,383.01476190476194,376.8855555555555,378.77555555555557,382.25555555555553,382.3355555555555,,,,,L7
1999-10-22 21:58:52+00:00,,388.43,365.9666666666667,338.3266666666667,343.4566666666667,,380.72,350.84272727272725,338.5133333333333,336.70272727272726,348.96,376.82,379.13,374.51272727272726,373.57444444444445,377.57,354.75444444444446,373.6633333333333,369.1307692307692,373.7,369.74,375.24,376.53,371.06,378.0444444444445,372.82,381.9033333333333,366.49,379.34,390.93444444444447,373.96444444444444,377.13444444444445,381.47444444444443,387.0933333333333,387.12,389.63444444444445,391.20272727272726,387.55,390.8544444444445,383.7033333333333,392.75666666666666,390.99444444444447,388.12444444444446,389.74444444444447,396.6744444444445,393.94444444444446,393.9144444444445,387.81444444444446,372.97,L7
1999-11-07 21:58:32+00:00,385.55,380.0,353.25666666666666,326.9866666666667,344.9066666666667,367.19,366.2,332.57727272727277,327.2833333333333,325.08727272727276,332.99,349.81,356.35,357.8872727272728,358.44444444444446,368.8,361.40444444444444,360.3633333333333,358.0230769230769,358.18,362.38,359.73,366.46000000000004,361.94,364.46444444444444,368.86,363.8833333333333,370.04,368.05,374.37444444444446,373.12444444444446,371.37444444444446,372.38444444444445,376.2333333333333,379.94,374.32444444444445,377.92727272727274,377.86,379.68444444444447,387.43333333333334,387.25666666666666,388.39444444444445,388.46444444444444,391.01444444444445,386.38444444444445,382.65444444444444,384.77444444444444,376.8544444444445,371.18,L7
1999-12-09 21:58:57+00:00,406.52285714285716,379.0528571428572,347.3,338.82,347.8,379.04285714285714,371.73285714285714,357.07909090909095,336.85,339.5590909090909,352.64,352.41,361.62142857142857,361.2990909090909,369.1633333333333,373.74,375.43333333333334,373.66,370.39076923076925,374.62,371.28285714285715,370.64,374.7,373.08,377.99333333333334,372.53,375.08,386.67285714285714,386.82,385.0133333333333,387.0133333333333,384.43333333333334,383.1733333333333,387.58,385.7528571428572,383.05333333333334,383.81909090909096,382.78,399.5233333333333,391.9,396.6385714285714,398.6133333333333,403.5933333333333,396.3833333333333,389.3233333333333,397.06333333333333,394.68333333333334,388.5433333333333,374.09,L7
2000-03-14 21:58:35+00:00,380.71714285714285,,,,,383.03714285714284,378.32714285714286,362.1690909090909,356.88,347.56909090909096,345.05,349.18,363.48857142857145,372.56909090909096,373.06333333333333,373.57,369.5733333333333,378.6,385.02,384.90999999999997,381.91714285714284,383.34999999999997,388.01,385.01,387.3633333333333,383.26,390.67,390.7371428571428,391.9,394.8233333333333,393.1633333333333,388.8633333333333,398.0833333333333,402.53,399.09714285714284,404.4033333333333,402.7390909090909,405.77,404.9733333333333,412.74,411.44142857142856,408.9533333333333,404.8833333333333,403.3433333333333,403.25333333333333,401.8533333333333,402.6733333333333,396.7933333333333,385.52,L7
2000-03-30 21:58:33+00:00,376.11,,,,386.2966666666667,381.98,374.29,355.49090909090904,354.49333333333334,345.85090909090906,342.46,357.94,366.63,379.74090909090904,378.4011111111111,373.4,377.0211111111111,379.6933333333333,388.28153846153845,387.64,388.06,391.4,390.28,383.04,383.20111111111106,384.61,393.4833333333333,394.77,402.21,398.3011111111111,397.5011111111111,402.6711111111111,400.6011111111111,401.2133333333333,401.39,402.6811111111111,405.35090909090906,408.51,408.0311111111111,414.5933333333333,416.1666666666667,415.3411111111111,415.2411111111111,412.4711111111111,411.3111111111111,415.5611111111111,409.45111111111106,400.7711111111111,393.25,L7
2000-05-01 21:58:18+00:00,,,,,,335.27142857142854,355.40142857142854,355.17636363636365,348.1766666666667,339.6363636363636,322.35,336.47999999999996,358.1557142857143,361.42636363636365,372.85888888888894,362.73,379.2888888888889,384.00666666666666,386.89846153846156,387.37,374.57142857142856,377.62,372.76,375.0,381.6488888888889,374.82,387.74666666666667,373.44142857142856,392.39,396.1588888888889,390.2288888888889,384.48888888888894,378.8488888888889,377.8066666666667,,,,,,,,,,,,,,389.2788888888889,372.21,L7
2000-08-05 21:56:44+00:00,,,,376.03,353.72,350.6385714285714,354.55857142857144,337.1781818181818,342.47,351.6581818181818,346.03,351.64,348.93428571428575,365.03818181818184,363.75,370.76,364.77,364.13,367.53769230769234,369.31,379.25857142857143,369.2,371.81,370.92,371.75,370.65000000000003,370.34,379.93857142857144,372.63,377.06,369.49,372.5,375.96,366.74,379.73857142857145,380.45,385.8281818181818,379.21000000000004,384.02,390.43,395.8457142857143,397.42,385.11,396.38,390.39,388.46,391.09,387.36,381.47,L7
2000-09-06 21:56:46+00:00,,,,406.8866666666667,337.18666666666667,337.82142857142856,340.4814285714286,329.05545454545455,356.2733333333333,355.10545454545456,348.34,348.42,353.18571428571425,351.91545454545457,354.4977777777778,359.36,362.3177777777778,367.43333333333334,368.8269230769231,363.09999999999997,354.39142857142855,354.53,347.78999999999996,351.82,354.8177777777778,349.53,356.3433333333333,349.1714285714286,357.01,347.86777777777775,349.41777777777776,353.9977777777778,360.3377777777778,358.30333333333334,356.62142857142857,362.97777777777776,357.30545454545455,363.18,370.98777777777775,377.0933333333333,378.5909523809524,368.2077777777778,379.02777777777777,372.3177777777778,368.2577777777778,367.42777777777775,368.5177777777778,361.6377777777778,347.78,L7
2001-06-05 21:55:40+00:00,352.36571428571426,382.8957142857143,,371.6433333333333,,364.10571428571427,366.1657142857143,368.3036363636364,369.3066666666667,371.25363636363636,365.93,382.48,369.45285714285717,377.93363636363637,370.42555555555555,367.78,368.61555555555555,380.3666666666667,382.1630769230769,384.49,377.7557142857143,378.56,373.14,370.93,373.1355555555555,370.87,372.2766666666667,369.49571428571426,372.57,372.92555555555555,372.37555555555554,375.98555555555555,372.84555555555556,376.4866666666667,373.0057142857143,368.87555555555554,377.69363636363636,381.69,385.71555555555557,384.8366666666667,386.3104761904762,387.49555555555554,389.8255555555555,388.6455555555555,382.52555555555557,385.52555555555557,381.15555555555557,375.7655555555555,369.25,L7
