dates,satname,nzd0159-0000,nzd0159-0001,nzd0159-0002,nzd0159-0003,nzd0159-0004,nzd0159-0005,nzd0159-0006,nzd0159-0007,nzd0159-0008,nzd0159-0009,nzd0159-0010,nzd0159-0011,nzd0159-0012,nzd0159-0013,nzd0159-0014,nzd0159-0015,nzd0159-0016,nzd0159-0017,nzd0159-0018,nzd0159-0019,nzd0159-0020,nzd0159-0021,nzd0159-0022,nzd0159-0023,nzd0159-0024,nzd0159-0025,nzd0159-0026,nzd0159-0027,nzd0159-0028,nzd0159-0029,nzd0159-0030,nzd0159-0031,nzd0159-0032,nzd0159-0033,nzd0159-0034,nzd0159-0035,nzd0159-0036,nzd0159-0037,nzd0159-0038,nzd0159-0039,nzd0159-0040,nzd0159-0041,nzd0159-0042,nzd0159-0043,nzd0159-0044,nzd0159-0045,nzd0159-0046,nzd0159-0047,nzd0159-0048
2001-10-11 21:53:46+00:00,L7,,446.02,456.81,462.86,,391.78,394.09,383.36,374.37,376.59,367.77,385.28,393.31,368.16,380.99,384.18,380.48,382.99,384.33,387.86,388.99,387.53,379.84,386.27,378.98,381.53,378.35,380.25,379.23,377.09,380.00,369.10,374.66,373.97,369.50,380.46,383.46,388.22,381.34,393.66,394.53,392.33,391.71,387.74,392.00,387.02,383.94,382.10,377.58
2002-01-15 21:54:47+00:00,L7,,,,,,,,,,,,,,,,358.15,363.72,367.87,373.84,373.92,370.88,371.87,368.61,370.08,366.92,369.46,366.77,367.35,371.77,368.24,371.82,365.73,367.68,363.12,359.86,367.20,365.92,375.17,371.55,376.36,378.64,378.75,379.92,369.95,372.21,374.17,374.24,356.32,351.01
2002-01-31 21:54:26+00:00,L7,311.88,352.98,379.88,369.55,358.89,363.62,354.34,351.92,348.82,344.54,349.21,350.71,357.59,355.35,353.22,361.10,363.53,371.26,372.97,377.41,367.71,364.17,362.30,357.48,359.27,357.14,360.56,356.32,365.79,364.89,364.01,369.07,366.77,369.23,365.00,368.21,365.24,362.48,371.84,376.40,379.92,365.61,366.92,369.58,369.28,368.72,364.51,363.80,350.34
2002-08-27 21:54:00+00:00,L7,358.75,370.20,372.63,364.40,375.09,372.69,384.22,385.07,377.19,365.34,356.30,365.18,363.79,359.51,359.34,370.57,372.00,380.38,375.40,366.38,372.20,364.61,367.77,363.36,366.84,371.28,364.98,372.78,365.19,368.90,360.78,362.94,367.04,371.34,371.81,370.27,376.52,369.68,374.17,382.39,384.89,385.79,378.27,388.00,378.15,375.90,379.93,376.04,372.74
2002-10-14 21:53:19+00:00,L7,355.83,387.95,414.02,389.41,,,409.03,424.26,406.99,398.15,384.99,383.05,383.09,392.01,398.01,398.54,402.97,395.45,403.21,396.02,399.18,399.78,396.05,393.50,391.83,392.63,393.42,395.41,396.89,395.87,392.12,389.21,380.61,382.87,387.06,386.36,389.53,391.13,397.63,402.23,395.88,403.99,404.27,400.69,397.38,399.13,404.00,396.39,402.51
2002-10-30 21:53:49+00:00,L7,356.80,383.94,421.65,384.85,,422.25,417.20,418.32,414.16,398.19,384.36,382.05,387.97,392.32,403.70,401.07,402.87,408.39,406.53,406.84,398.34,402.37,388.16,389.55,393.11,389.17,391.23,389.53,393.15,396.20,391.98,392.74,396.30,397.50,394.37,394.02,394.11,397.95,402.39,403.79,405.08,397.35,398.54,403.71,402.29,395.30,404.73,389.27,384.05
2003-01-02 21:54:22+00:00,L7,337.55,351.06,358.63,358.31,368.36,374.03,390.26,388.68,390.53,380.16,381.49,379.57,376.21,386.95,382.61,393.05,392.66,391.17,399.10,390.18,388.34,386.06,385.02,384.37,388.12,384.11,387.65,386.14,388.13,386.03,383.94,388.32,383.90,383.78,386.93,384.31,386.05,389.83,397.03,390.39,393.67,393.41,393.46,395.33,396.30,399.80,396.46,394.17,388.94
2003-01-18 21:54:06+00:00,L7,322.10,337.55,362.74,360.18,354.85,372.65,378.45,384.09,378.77,374.15,371.87,375.30,378.21,370.69,379.76,378.46,388.38,386.16,386.26,388.36,379.22,384.46,376.66,381.42,378.62,379.71,379.78,378.93,386.88,375.45,379.43,378.73,373.54,378.42,379.28,380.35,380.42,387.07,382.23,385.34,389.93,389.60,391.59,386.88,394.24,387.89,389.40,388.37,383.77
2003-03-23 21:54:16+00:00,L7,307.48,344.50,355.55,341.64,354.55,365.14,371.69,371.99,364.55,365.72,356.94,367.63,366.53,371.47,361.27,371.55,374.89,,,,,,,,,,,,,,,,,,,,,,,379.68,384.11,383.31,378.08,384.78,377.47,377.71,385.59,377.82,382.03
2003-05-26 21:54:43+00:00,L7,,471.68,,463.56,437.01,417.15,422.47,392.79,377.42,372.54,367.75,375.49,380.38,381.74,383.94,380.15,385.26,384.20,381.87,389.48,379.82,385.64,376.64,382.78,376.98,379.28,379.13,377.31,382.98,375.56,378.94,370.22,373.06,375.97,370.63,376.21,378.80,386.69,379.10,385.05,395.30,391.16,392.20,392.85,397.39,388.02,388.44,384.76,377.76
2003-08-06 21:42:51+00:00,L5,496.15,502.81,471.86,426.56,436.91,412.46,404.20,406.38,393.43,381.10,369.68,383.72,385.59,389.99,397.32,390.17,391.78,385.41,391.13,391.86,388.64,393.61,382.79,387.53,384.12,386.21,386.49,382.15,382.09,381.94,384.78,378.34,378.16,377.85,381.56,389.86,385.98,386.87,384.15,397.75,399.47,396.69,396.12,397.05,398.81,397.11,401.89,392.17,383.39
2003-08-30 21:54:22+00:00,L7,335.64,379.40,365.55,358.72,352.71,359.42,365.31,361.86,352.87,343.31,342.86,346.73,359.39,358.96,357.53,354.37,361.47,368.98,370.86,364.25,355.61,358.86,353.27,352.97,357.10,351.97,359.23,354.57,359.30,356.74,353.22,357.88,360.37,362.63,359.25,365.33,359.97,359.42,367.78,373.46,378.27,367.44,370.29,373.52,370.54,373.61,374.95,372.03,356.76
2003-10-17 21:54:15+00:00,L7,434.00,402.85,398.38,392.98,381.46,388.42,387.53,386.86,385.93,371.63,360.68,360.75,366.98,368.32,373.69,372.14,367.80,382.19,380.15,383.20,373.50,374.93,371.08,365.48,367.25,363.76,367.88,371.40,368.79,369.89,366.17,367.42,367.51,372.63,367.02,368.73,372.30,365.23,373.49,379.18,384.56,383.23,385.85,385.76,376.36,380.52,379.40,377.91,374.67
2003-10-25 21:44:04+00:00,L5,429.71,405.02,394.38,388.50,386.73,388.68,394.12,393.08,390.75,375.78,371.70,367.17,374.08,376.33,377.17,381.60,376.86,382.73,386.73,388.12,381.26,381.23,377.10,377.90,378.24,373.81,378.99,377.43,382.99,377.94,377.61,379.70,374.41,377.40,372.39,375.69,374.71,379.45,385.73,385.49,389.34,387.47,390.02,386.04,386.59,393.75,384.77,383.78,379.67
2003-11-02 21:54:26+00:00,L7,,,568.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.18
2003-11-18 21:54:39+00:00,L7,,,,,439.88,407.94,407.27,421.43,419.55,393.45,381.11,377.95,386.97,389.32,386.42,386.55,394.23,392.62,367.63,384.98,393.06,393.60,391.14,,,,,,,,,373.52,375.14,380.40,375.52,380.13,384.17,390.53,394.86,390.31,396.61,391.64,397.82,398.58,399.92,395.01,387.06,395.96,380.21
2004-02-06 21:55:08+00:00,L7,406.78,397.37,402.34,394.18,410.63,400.24,402.76,406.33,395.50,397.13,384.97,390.25,383.31,388.91,388.13,384.77,390.85,388.34,402.03,393.84,399.72,393.32,390.24,387.45,392.06,395.96,394.15,384.28,388.32,383.18,383.60,382.11,379.13,381.18,385.50,378.71,381.50,387.18,387.45,394.42,393.65,392.44,394.87,393.97,397.89,395.10,399.25,392.28,387.45
2004-02-14 21:44:33+00:00,L5,,,,,,,,409.37,403.88,400.14,387.33,393.51,389.05,391.59,396.80,395.28,398.06,398.57,404.22,404.54,398.92,396.85,395.60,397.57,396.52,399.24,396.32,397.73,399.16,396.53,393.11,391.61,395.64,393.92,395.56,393.81,393.73,399.12,400.16,406.91,405.18,406.59,407.03,405.44,405.23,406.48,406.39,400.97,398.48
2004-03-09 21:54:51+00:00,L7,388.61,390.61,379.04,372.24,368.58,,,,,,,,,,,,,,,,361.28,356.53,363.74,356.95,364.01,358.67,360.50,359.12,359.48,361.95,350.86,355.55,348.73,349.43,351.88,349.54,346.31,352.60,359.04,359.40,361.65,363.95,364.06,366.82,367.12,371.95,359.12,357.94,347.10
2004-03-25 21:55:18+00:00,L7,393.33,406.05,411.57,404.81,408.79,397.15,399.91,386.16,381.97,370.97,362.20,374.15,369.97,379.85,378.82,373.16,373.65,383.08,382.05,379.46,378.57,377.30,373.06,378.29,373.98,377.49,367.98,375.34,368.68,371.33,364.03,366.96,371.47,374.63,369.79,369.08,370.03,367.98,376.81,381.07,384.81,385.69,384.55,382.73,378.77,383.42,380.34,376.73,372.25
2004-04-02 21:44:54+00:00,L5,520.20,552.51,550.70,,448.74,450.63,435.18,421.81,418.32,411.23,403.19,403.28,406.20,403.42,404.95,403.33,408.96,409.49,409.03,404.06,405.20,399.71,400.71,404.35,404.70,401.87,404.16,404.01,405.82,401.61,394.75,395.96,397.51,396.59,395.23,399.86,402.25,403.14,406.91,408.39,408.84,408.24,,,149.43,,409.86,410.73,398.67
2004-04-18 21:45:49+00:00,L5,,519.31,497.16,430.69,416.76,416.63,403.60,398.43,385.90,386.15,381.80,381.65,376.32,383.97,388.09,386.31,387.88,385.13,391.33,389.60,390.11,386.65,385.15,389.97,387.91,383.38,386.14,387.62,391.08,387.01,385.88,381.91,384.65,382.27,383.09,385.81,386.22,390.76,389.29,396.96,394.09,395.98,393.64,393.84,396.89,396.21,396.03,387.03,386.47
2004-05-04 21:45:52+00:00,L5,,512.56,,439.09,428.12,426.82,417.52,403.40,398.36,392.45,386.76,391.74,391.98,389.73,384.59,390.05,386.39,390.85,397.10,392.66,394.96,390.25,392.51,390.61,394.29,393.51,392.94,393.69,389.19,393.52,384.88,389.34,384.66,384.70,384.81,384.05,388.59,389.76,395.77,396.99,402.35,398.88,400.14,398.80,398.13,408.64,402.17,399.13,392.25
2004-05-12 21:55:13+00:00,L7,,528.98,516.03,449.19,415.40,419.89,407.60,396.74,389.62,378.13,378.63,376.80,379.32,371.67,,,,,,,,,,,,,,,,,,,,,,,,,,,388.90,388.66,391.15,392.92,,,,,
2004-05-20 21:46:44+00:00,L5,403.60,409.37,461.00,430.21,418.17,410.58,406.41,400.58,393.43,382.93,374.66,381.42,379.35,380.67,373.67,372.67,383.05,383.21,388.13,380.35,378.31,375.71,376.06,381.98,376.70,379.29,380.04,380.11,379.09,376.07,372.07,370.37,376.69,376.87,380.84,380.94,378.94,380.70,383.37,390.74,391.19,388.65,387.85,393.03,387.23,387.84,391.65,383.80,381.91
2004-06-21 21:47:40+00:00,L5,,,,,,,,,,,,416.67,,,,,384.84,375.12,364.87,358.86,363.89,360.85,363.18,358.79,360.55,366.88,366.17,367.60,362.19,367.91,,,419.38,363.11,356.47,368.86,,,,,,,,,379.49,381.58,387.87,378.61,364.95
2004-07-07 21:48:09+00:00,L5,458.69,460.34,482.81,449.99,420.73,417.83,409.49,404.92,383.00,375.45,369.98,375.29,365.23,367.93,377.31,374.77,368.72,370.30,375.62,366.07,367.12,379.54,375.69,376.21,372.10,356.40,342.40,350.14,347.86,349.98,336.80,343.46,344.91,343.12,362.88,356.39,350.96,365.12,376.05,383.62,385.25,388.77,382.30,384.70,389.63,379.15,380.61,,
2004-07-23 21:48:33+00:00,L5,466.83,492.51,491.63,462.36,431.82,424.60,417.96,406.21,392.33,378.32,380.60,380.71,386.36,378.35,379.61,383.95,382.41,383.44,385.35,387.66,382.66,386.73,383.61,383.85,387.56,383.29,385.87,381.47,386.41,382.40,381.13,378.54,377.30,378.54,375.87,377.78,376.70,384.48,386.82,388.60,397.43,393.08,393.89,393.14,399.26,392.71,390.61,388.92,380.33
2004-08-16 21:54:50+00:00,L7,450.44,462.55,461.45,444.63,422.66,404.51,398.84,392.04,371.25,369.20,357.21,365.92,366.24,362.37,369.00,367.29,364.69,359.35,373.94,369.75,371.17,370.92,368.50,373.56,367.87,373.44,368.77,369.61,370.46,368.10,369.26,362.13,367.04,361.53,361.57,366.13,358.57,366.49,369.93,376.64,380.90,381.00,380.58,372.28,374.72,376.06,377.70,373.08,366.35
2004-09-09 21:49:43+00:00,L5,493.14,501.93,512.72,491.18,462.46,442.86,426.13,430.31,415.48,404.42,399.65,403.77,403.14,402.12,401.33,392.90,390.31,394.60,399.43,395.15,398.86,397.60,400.14,397.87,405.74,405.53,409.40,403.40,404.47,404.59,402.02,402.72,400.13,392.00,398.59,395.23,401.11,401.00,404.11,399.71,399.35,408.43,398.07,414.50,417.19,415.91,413.84,402.81,398.61
2004-09-25 21:49:43+00:00,L5,502.33,500.42,512.93,487.88,464.01,446.82,432.91,424.29,409.50,402.59,398.10,399.03,413.65,420.01,417.57,409.64,386.03,391.94,405.58,400.85,403.47,403.18,402.15,403.04,409.62,404.39,409.95,404.26,406.69,418.25,409.18,408.71,409.74,414.04,401.15,400.70,399.75,404.06,405.50,410.91,406.98,409.05,409.68,410.62,431.05,425.93,411.31,405.29,405.14
2004-10-19 21:54:19+00:00,L7,455.53,458.60,463.29,449.18,423.65,418.83,401.94,393.96,381.75,367.41,358.92,362.29,362.74,363.32,367.19,361.79,359.95,361.25,368.83,371.41,369.63,369.96,366.10,371.69,366.84,370.08,371.07,368.56,370.53,365.96,365.91,364.80,366.79,364.71,361.62,366.91,368.18,372.90,370.35,375.56,378.85,383.06,380.55,379.28,381.82,375.69,378.04,376.27,373.36
2005-01-15 21:52:09+00:00,L5,432.08,421.15,428.65,426.14,401.78,407.68,406.86,387.66,392.89,378.56,375.19,376.92,382.82,378.22,379.10,385.93,381.95,381.46,383.15,384.11,380.58,383.71,384.85,381.00,386.79,381.55,388.04,384.85,386.55,385.07,379.88,382.73,377.63,381.58,376.66,378.83,382.84,386.10,389.80,390.49,397.69,393.78,393.36,391.14,397.56,398.42,395.64,399.26,388.07
2005-02-08 21:55:11+00:00,L7,415.35,426.38,421.22,403.85,381.09,377.65,368.61,369.88,367.75,367.06,357.36,360.03,366.16,361.68,367.96,368.45,368.12,372.57,374.23,373.63,372.62,375.04,369.86,375.58,370.06,378.09,374.26,377.02,381.86,375.25,378.67,377.33,375.35,378.22,376.50,375.67,377.11,381.39,384.50,389.63,390.00,390.88,392.15,390.65,392.34,394.72,395.58,388.01,387.25
2005-02-24 21:55:17+00:00,L7,419.76,420.05,426.91,413.13,391.92,391.94,381.06,366.86,376.11,375.43,364.05,370.67,368.76,368.97,376.95,372.80,376.07,384.34,380.29,386.97,377.48,382.47,374.74,377.27,378.87,379.03,383.63,381.34,389.58,383.40,381.40,386.86,379.17,382.02,382.60,382.39,381.97,387.76,392.84,388.45,396.26,415.74,,,,,,,
2005-04-21 21:52:46+00:00,L5,,,413.11,453.70,458.46,426.13,408.83,393.29,396.17,392.53,385.51,386.28,397.14,405.31,405.45,409.44,403.48,414.93,408.52,411.32,404.38,399.68,400.64,400.19,407.75,405.96,414.01,420.28,425.23,421.88,420.80,419.45,417.05,418.35,416.19,425.94,424.96,423.62,427.16,426.00,432.24,438.01,429.77,431.17,430.75,433.47,435.00,436.62,431.24
2005-04-29 21:55:12+00:00,L7,387.46,366.22,377.82,403.18,404.21,393.68,381.32,363.73,364.10,374.04,361.99,374.01,369.97,379.05,380.48,379.23,382.93,384.74,387.04,388.27,383.97,384.06,382.15,382.14,387.87,383.30,390.96,390.13,390.26,395.83,384.06,389.58,383.02,384.65,389.18,389.62,390.02,390.46,397.66,401.34,404.98,398.75,397.50,401.60,401.46,404.80,407.10,405.45,402.10
2005-05-23 21:53:24+00:00,L5,358.93,365.97,399.75,412.02,411.56,397.77,385.06,380.94,377.74,381.45,370.23,381.60,383.03,382.12,383.25,382.42,390.22,389.92,401.45,394.71,388.74,386.54,382.87,387.79,388.80,390.16,392.87,396.93,394.99,394.46,396.22,392.37,398.08,399.50,402.20,399.64,401.60,403.79,408.70,413.23,413.40,414.49,417.78,416.29,413.93,418.24,418.72,410.11,409.72
2005-05-31 21:55:11+00:00,L7,361.30,375.62,397.23,417.73,440.43,,,,,,375.29,369.47,373.36,375.28,380.40,383.24,380.73,383.50,386.40,390.34,381.96,384.68,,,,,,,,,,,,381.60,376.66,376.93,366.89,380.17,378.56,390.36,,,,,,,,,
2005-06-08 21:53:33+00:00,L5,353.24,358.37,380.21,397.27,407.51,397.62,388.76,381.80,378.50,375.40,378.58,373.13,377.03,376.76,381.45,385.62,384.40,389.73,389.19,390.81,387.04,383.08,382.78,383.10,387.80,385.06,389.38,390.80,391.54,390.67,385.02,387.56,388.59,388.59,390.63,391.25,389.16,392.77,399.29,403.95,409.64,404.69,406.75,403.46,405.18,406.57,406.81,403.81,397.85
2005-07-26 21:53:54+00:00,L5,,,,,,,,299.98,318.88,,,,,,,,349.86,373.06,380.72,373.25,371.28,366.24,368.28,366.59,364.97,368.30,366.81,371.66,369.96,368.13,364.69,368.65,367.55,369.49,374.23,372.27,374.10,375.77,387.54,392.13,387.21,384.11,381.85,,,,,,
2005-08-03 21:55:25+00:00,L7,374.73,354.95,368.16,392.84,424.14,404.22,388.26,383.54,375.52,382.88,369.41,378.26,373.79,370.25,369.87,372.19,379.30,384.05,389.21,390.40,389.60,382.32,386.59,386.75,389.37,389.82,381.26,381.45,386.47,381.84,380.08,385.18,382.41,380.77,385.75,378.09,381.72,387.18,393.98,395.49,393.05,394.24,395.72,396.75,396.83,400.91,395.79,390.99,387.47
2005-08-19 21:55:20+00:00,L7,360.08,348.53,365.60,385.97,402.53,390.11,382.27,381.84,373.85,372.40,364.77,366.99,366.69,364.11,372.95,371.61,379.09,380.49,384.09,388.70,381.07,381.10,375.60,380.75,379.69,378.52,383.04,379.16,385.15,379.63,378.95,380.31,374.99,380.05,377.56,379.36,382.41,387.13,389.63,389.79,394.33,392.43,395.08,394.69,397.52,399.65,393.83,393.90,386.20
2005-10-06 21:55:01+00:00,L7,324.79,325.23,342.06,354.84,347.86,361.37,363.79,353.68,349.34,343.28,335.90,346.45,347.15,353.36,353.56,351.88,352.13,354.83,360.80,357.55,359.44,353.41,357.30,354.38,356.48,351.66,352.85,358.26,357.43,356.98,351.92,353.79,352.74,352.79,357.07,353.34,352.90,357.38,361.63,365.32,378.13,370.93,374.63,383.05,,,,,
2006-02-11 21:55:41+00:00,L7,325.28,343.97,400.91,405.37,409.88,408.75,403.75,388.98,371.97,354.29,356.79,374.19,375.65,377.05,377.02,372.25,369.66,380.61,380.74,384.12,378.33,381.94,381.44,381.56,381.68,380.57,380.93,381.03,385.58,382.31,381.52,383.57,380.25,381.32,383.87,379.93,382.36,386.19,393.43,395.05,397.22,394.24,395.87,398.35,400.52,403.25,404.16,398.90,391.16
2006-02-19 21:56:39+00:00,L5,331.92,342.15,379.61,395.48,401.81,411.31,403.03,386.87,368.89,362.04,352.59,369.93,377.17,370.77,375.99,370.85,371.67,372.42,376.21,379.26,373.28,380.90,376.16,381.29,380.98,380.13,383.85,380.17,384.85,379.83,380.95,379.84,379.00,380.51,380.77,383.09,382.81,387.53,387.89,397.49,403.02,395.45,399.72,398.89,401.28,398.72,402.33,398.42,392.78
2006-03-31 21:56:06+00:00,L7,319.90,326.44,355.48,368.49,384.19,388.79,382.08,363.61,357.87,343.93,341.12,349.89,355.98,358.08,350.87,358.26,355.90,355.03,359.79,359.64,359.83,357.07,362.63,357.21,362.52,359.12,360.92,363.88,360.54,362.75,355.26,360.06,364.16,358.98,361.91,364.60,361.42,360.78,365.84,373.72,378.73,372.78,373.82,378.31,373.26,375.63,378.29,375.19,366.33
2006-04-08 21:57:36+00:00,L5,409.94,423.81,432.44,430.52,438.80,437.01,422.03,407.20,391.79,377.39,369.75,380.24,385.73,389.09,385.86,381.07,381.86,380.60,384.30,382.94,386.89,386.10,386.40,391.41,386.35,388.43,386.46,388.24,391.06,390.37,389.39,389.45,391.10,388.50,390.71,390.28,392.34,395.27,399.61,406.11,404.19,405.05,404.53,405.38,406.42,410.56,409.68,404.12,397.28
2006-05-26 21:57:54+00:00,L5,,,,,,,,,,,,,,,,,,418.68,447.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-19 21:55:36+00:00,L7,419.16,423.58,410.83,401.91,408.08,421.53,429.70,424.50,391.72,374.71,360.63,357.33,,,,,366.59,375.25,374.16,383.89,382.10,378.89,380.36,384.36,384.48,379.10,379.60,379.94,377.86,378.27,376.47,379.04,375.65,378.23,373.25,372.48,377.91,374.67,387.33,388.10,389.28,389.26,391.48,393.95,386.53,399.31,397.88,386.04,383.58
2006-06-27 21:58:24+00:00,L5,409.30,412.56,396.33,394.56,390.78,413.24,413.00,401.12,379.51,372.55,362.87,374.48,372.94,372.99,376.58,380.14,384.03,374.82,382.42,379.29,376.47,379.39,375.95,380.08,376.28,381.96,379.80,379.72,381.77,378.18,378.43,372.51,376.91,377.79,379.56,377.61,377.37,385.29,382.11,395.34,394.32,391.71,393.91,396.35,397.77,390.32,397.59,390.66,385.07
2006-07-05 21:55:54+00:00,L7,,446.73,451.93,408.94,408.08,424.32,429.80,416.68,390.49,376.46,365.57,375.81,373.67,374.31,362.58,,,,,,,,,,,,,,,,,,,,385.93,,,386.97,388.45,394.86,393.09,393.36,396.86,396.44,398.34,396.20,398.90,393.94,382.12
