dates,satname,nzd0041-0000,nzd0041-0001,nzd0041-0002,nzd0041-0003,nzd0041-0004,nzd0041-0005,nzd0041-0006,nzd0041-0007,nzd0041-0008
1999-08-17 22:10:26+00:00,L7,361.35,362.88,358.56,365.44,357.04,373.07,365.82,370.76,373.60
1999-08-26 22:04:21+00:00,L7,361.61,371.20,359.93,369.88,372.58,375.21,375.48,367.71,373.24
1999-10-04 22:10:38+00:00,L7,433.38,371.45,363.89,364.98,379.22,382.73,385.10,389.40,396.29
1999-10-13 22:04:24+00:00,L7,361.29,357.55,354.34,356.28,361.34,376.49,373.24,358.20,367.96
1999-11-14 22:04:18+00:00,L7,365.84,367.42,363.44,366.87,367.38,371.20,369.14,374.57,374.56
1999-11-21 22:10:24+00:00,L7,360.14,348.74,339.23,346.14,362.79,372.22,,,
2000-02-09 22:10:19+00:00,L7,359.71,368.95,361.37,363.28,368.14,375.83,381.70,368.57,369.57
2000-02-18 22:04:05+00:00,L7,348.89,364.79,359.50,367.56,370.01,371.48,362.84,351.80,370.19
2000-03-28 22:10:07+00:00,L7,371.31,373.03,362.04,366.49,366.40,376.18,385.74,386.07,379.38
2000-04-13 22:09:54+00:00,L7,434.83,380.77,378.61,376.16,382.46,385.22,393.51,394.39,400.02
2000-04-29 22:09:53+00:00,L7,428.38,378.36,374.26,375.75,382.52,385.28,390.81,390.60,399.98
2000-05-24 22:03:22+00:00,L7,365.49,373.46,368.62,371.74,382.66,386.33,391.33,374.42,378.23
2000-06-09 22:03:16+00:00,L7,410.43,379.61,376.40,373.41,378.14,390.73,392.99,390.84,399.24
2000-08-03 22:08:44+00:00,L7,351.96,354.36,354.40,355.28,371.44,370.21,369.27,356.03,365.96
2000-08-12 22:02:30+00:00,L7,370.59,363.08,360.06,367.71,369.70,382.46,377.15,369.40,386.74
2001-01-03 22:01:48+00:00,L7,373.07,375.48,372.03,372.48,376.71,385.44,392.06,390.72,386.09
2001-01-26 22:08:07+00:00,L7,359.24,367.64,360.23,367.46,357.54,375.32,376.90,377.69,369.06
2001-02-11 22:08:01+00:00,L7,348.81,346.18,344.80,335.46,348.84,353.05,356.83,346.09,355.04
2001-03-24 22:01:35+00:00,L7,362.38,361.06,357.97,355.77,367.83,378.72,372.96,366.74,366.39
2001-06-03 22:07:16+00:00,L7,365.52,366.57,363.70,362.38,377.29,375.62,381.47,380.24,384.21
2001-06-19 22:07:05+00:00,L7,370.87,370.55,367.99,372.77,373.21,375.90,381.36,385.95,385.89
2001-08-15 22:00:14+00:00,L7,367.22,371.86,373.14,369.28,374.97,383.50,374.50,394.69,396.70
2001-08-31 22:00:05+00:00,L7,360.14,357.06,378.99,398.10,,,371.16,386.16,394.05
2001-09-07 22:06:11+00:00,L7,663.12,,,354.22,358.43,367.25,362.82,355.80,364.04
2001-09-23 22:06:03+00:00,L7,370.07,354.78,348.45,350.19,365.81,363.80,354.24,,
2001-11-19 21:59:56+00:00,L7,360.54,360.24,358.45,354.63,367.12,367.43,368.18,366.71,372.43
2002-01-22 22:00:16+00:00,L7,435.46,382.05,373.83,374.55,377.35,387.41,392.91,390.49,398.31
2002-02-14 22:06:29+00:00,L7,357.62,352.04,349.73,350.92,359.19,370.12,371.91,361.11,366.93
2002-03-27 22:00:13+00:00,L7,362.28,359.79,357.27,353.21,364.89,368.04,368.81,372.84,369.72
2002-04-12 22:00:13+00:00,L7,359.21,361.04,356.12,358.52,362.51,378.20,373.56,364.79,369.70
2002-04-28 22:00:14+00:00,L7,360.77,356.08,356.42,349.32,362.82,365.50,368.09,363.38,368.73
2002-05-21 22:06:17+00:00,L7,379.68,374.24,373.12,371.35,385.26,385.80,388.67,390.40,391.75
2002-06-22 22:06:03+00:00,L7,384.97,374.52,376.63,374.73,381.14,381.17,388.48,393.73,397.03
2002-07-24 22:05:50+00:00,L7,368.96,375.09,367.15,373.92,370.66,375.70,372.94,376.71,374.71
2002-08-09 22:05:46+00:00,L7,353.08,353.50,347.49,343.93,344.89,353.60,345.63,355.16,367.22
2002-08-18 21:59:33+00:00,L7,451.67,385.26,378.92,376.11,367.78,382.46,387.18,390.91,397.62
2002-10-28 22:05:22+00:00,L7,370.68,375.74,371.87,372.65,363.61,375.25,385.43,387.53,394.53
2002-12-24 21:59:45+00:00,L7,367.49,373.44,370.22,360.86,367.31,380.17,373.96,387.95,383.09
2003-02-26 22:00:04+00:00,L7,,,,,,,660.30,634.00,571.63
2003-03-21 22:06:15+00:00,L7,,,359.57,352.09,,,370.27,369.91,367.06
2003-04-06 22:06:21+00:00,L7,356.41,350.95,346.45,341.56,351.44,360.85,368.72,359.43,365.13
2003-04-22 22:06:19+00:00,L7,364.90,371.16,366.78,368.34,372.26,377.15,380.10,377.24,379.43
2003-05-08 22:06:20+00:00,L7,367.15,360.52,368.20,362.66,374.90,376.21,376.45,374.53,384.30
2003-05-24 22:06:17+00:00,L7,367.71,370.20,363.32,370.40,372.26,383.62,379.82,385.83,387.05
2003-07-28 21:48:04+00:00,L5,367.68,370.52,361.72,360.96,363.53,367.35,369.65,365.55,374.19
2003-08-13 21:48:21+00:00,L5,368.05,368.40,360.34,366.75,372.09,370.92,369.38,367.12,375.53
2003-08-29 21:48:38+00:00,L5,370.24,378.96,368.81,373.30,380.58,385.36,384.87,368.00,388.63
2003-10-24 21:59:46+00:00,L7,370.30,,,352.06,365.12,374.49,369.81,371.80,399.94
2003-11-09 21:59:54+00:00,L7,367.38,374.65,366.77,364.29,367.37,370.75,371.42,373.09,377.86
2003-11-16 22:06:11+00:00,L7,368.19,371.80,363.60,370.92,369.02,375.94,377.60,380.55,384.14
2003-11-25 22:00:05+00:00,L7,340.96,340.08,325.59,325.65,328.35,345.87,347.26,327.47,342.43
2003-12-10 21:56:06+00:00,L5,357.44,353.49,336.18,336.17,349.06,364.58,363.25,361.03,366.09
2003-12-19 21:50:03+00:00,L5,445.07,386.13,375.32,379.26,389.03,393.26,395.88,397.62,403.43
2004-01-04 21:50:10+00:00,L5,373.29,377.46,371.01,370.93,382.30,380.76,389.46,392.65,384.94
2004-01-19 22:06:35+00:00,L7,379.15,373.96,367.79,365.48,378.37,379.12,388.28,387.72,394.59
2004-02-04 22:06:41+00:00,L7,369.81,367.36,358.64,359.85,362.75,373.64,378.33,379.69,379.59
2004-04-01 22:00:40+00:00,L7,445.61,,,,,,,,405.79
2004-04-08 22:06:49+00:00,L7,357.55,353.30,354.36,351.19,362.47,368.40,369.74,358.45,366.56
2004-04-17 22:00:33+00:00,L7,,348.48,342.46,,,,,,
2004-04-25 21:51:23+00:00,L5,302.53,278.91,293.50,,,,,,
2004-05-03 22:00:35+00:00,L7,370.06,365.86,357.28,363.38,369.12,380.53,372.00,373.70,383.67
2004-05-26 22:06:45+00:00,L7,,,,,378.74,378.59,385.26,385.59,393.07
2004-06-03 21:58:42+00:00,L5,153.17,,346.26,,,,,,
2004-06-11 22:06:38+00:00,L7,430.95,,,,,,,,
2004-06-12 21:52:47+00:00,L5,424.45,381.56,374.33,377.73,387.14,396.43,393.75,397.87,402.92
2004-06-20 22:00:26+00:00,L7,,,,,,,,,
2004-07-06 22:00:24+00:00,L7,,,,,,,,,
