,dates,chi0297-0000,chi0297-0001,chi0297-0002,chi0297-0003,chi0297-0004,chi0297-0005,chi0297-0006,chi0297-0007,chi0297-0008,chi0297-0009,chi0297-0010,chi0297-0011,chi0297-0012,chi0297-0013
0,1986-02-04 14:06:23+00:00,226.0640806617326,239.34466641686677,232.48196838692377,214.2866222898269,206.1993705957526,208.07799043294136,214.77043890631472,219.93204745285135,221.64717913174343,212.92827346171575,210.36366778803227,194.25032394282795,219.6116699836069,226.48854282787485
1,1986-08-31 14:00:29+00:00,224.7373384652037,234.62956661031424,220.2109056828761,227.33628152079382,223.9115008941545,229.54982279270692,226.19350669739927,216.56557430710012,215.00522455816136,218.74912920051386,208.95014126350506,195.9852597184139,220.76044764539674,236.88641581781897
2,1986-11-03 13:58:22+00:00,236.9594882592383,239.79750809832376,225.46403911016563,225.07145624850378,223.63753942029916,225.31789513558982,234.30286181092927,231.37278165364577,218.05722985703468,210.23248063805116,203.8934775077975,196.01115147299896,216.237241507337,237.85773567031444
3,1987-02-07 13:59:57+00:00,225.52266539320544,235.07047497018354,228.61131306531743,220.875778459496,218.0070488971152,230.49088040307666,218.01841054169418,212.23688741446549,213.31312038602246,202.48828712381535,197.46829318098963,186.43096892396028,208.24461263440054,230.48729765579938
4,1987-03-27 14:01:45+00:00,239.5080158527509,257.48621867705884,244.421247197423,244.17101525661587,235.93881710413535,252.71087485194423,253.53629917887443,238.1250349320836,218.6489450942192,221.43051464487937,217.18618030150978,199.42621400969134,232.24452944415572,243.76358567840845
5,1987-11-06 14:07:20+00:00,224.65595437846636,240.73604034202026,218.46493903045823,224.67513235850862,223.02090640154256,227.0818354284732,226.4627020464053,223.79360503084524,224.2215341588439,219.51168761325576,210.87724391237552,199.27929269943397,203.93306933632826,239.39635795744664
6,1988-02-26 14:09:12+00:00,,,,,,,,,,215.70807526361097,216.96923186195133,197.45718258570713,,
7,1988-04-30 14:09:40+00:00,230.71081595201454,244.8215237610313,244.82732413079037,236.3507585823443,217.50905201975561,234.15491458127624,233.4145844015479,230.5061033315074,226.16939948531277,224.9192314297587,218.45877240291037,204.62353196249808,223.43369721702612,233.8068868977635
8,1988-05-16 14:09:51+00:00,230.6921600753078,239.87284147017397,232.13898518677397,226.4654297700808,216.3414120494577,231.9391219612042,230.7520355006473,223.19722340551283,226.50512011990014,221.66891847107377,218.9140661763793,209.5565977483402,230.78473951801797,237.09697584836184
9,1988-06-01 14:09:57+00:00,237.803060976278,,,,208.71539271682838,225.62131270588762,230.8759185110602,227.67619830305546,228.5167158633832,218.8114446148779,213.6559643937167,204.04809135548248,230.215389747637,232.32032692611162
10,1988-07-19 14:10:09+00:00,,,,,184.4563942101439,229.01061757641946,225.52852379432352,,218.8758784744348,204.71556087166937,198.94252987204686,192.93560169334216,212.84898873256734,219.0444049299647
11,1988-08-04 14:10:11+00:00,233.51361896144306,244.91624208532815,237.46519670174763,222.36111995971845,216.90722889100402,240.21018434991274,245.18043032679157,237.72609535007626,235.98175077162898,219.0895731250727,209.90976317255303,202.87632476605057,228.97349366420158,236.49241608158695
12,1988-09-05 14:10:15+00:00,230.66986682408114,250.06792886965695,240.81687085392275,229.65877099914408,216.17119627358792,235.10328917061597,239.47909239003965,239.09518496537007,237.2389885656318,227.9470777769589,221.70378607536122,205.9080326682896,242.44191959408033,244.70135846084088
13,1989-06-04 14:07:41+00:00,,,,,,,,,,218.78370207210293,206.2094616041664,201.04674388715537,223.9446905099785,235.29803816650002
14,1989-09-08 14:05:36+00:00,218.98339871792646,239.10204058799627,211.63782139937655,195.04762964048587,200.9615095116784,227.1244920325758,229.30163158762073,215.49240133376475,216.88732529017702,211.46241726451169,210.02288429141188,197.25676175106943,211.50208673365682,219.3106133450681
15,1990-05-22 13:59:40+00:00,105.13317593185357,94.97144591559791,79.47814712634815,76.65780421650516,206.08592586821808,221.8636275714458,218.4438553693595,212.01567117215308,213.7965397915594,208.46347178258063,201.9764827581291,195.447862527591,216.71956172145008,229.0038766235741
16,1990-06-07 13:59:38+00:00,105.32340660309887,91.46257116061692,77.36136313763761,75.31999623009085,,,209.04843479542376,,206.82812355041762,203.61444023890724,198.25843924130987,193.62130098494893,215.08124054627177,223.82520332314488
17,1990-07-09 13:59:35+00:00,113.80927957845901,105.4689217474558,84.5030577527737,82.79002258016578,233.24790086986513,246.08316647256342,229.64290107360483,,213.82348635544645,223.9336088366469,219.0470638081834,201.25753101164796,224.7827392896163,237.7440602465471
18,1990-07-25 13:59:31+00:00,101.24759081400943,83.51748286233806,74.54649499985419,72.94443952925812,217.34615238146176,233.25650315847247,229.84924370860602,,210.2994599987439,223.68601476051094,212.6361526417009,199.0091915247659,220.64718362565347,230.2229007827495
19,1990-09-11 13:59:18+00:00,234.37385736070388,234.67809709096917,231.52530228042156,220.95254265406257,216.88680490525752,232.93213948508009,228.6693107365307,229.52686461474002,217.22244441765662,214.2929759927996,211.6678945045461,203.93013742622094,233.2794282851132,236.65688739517236
20,1990-11-14 13:58:57+00:00,234.15922784371793,232.22323515312632,215.81423827018952,208.9575260812917,201.79796307672441,212.41841442085104,215.7901349499481,210.86691368169895,205.5254062543378,202.00148175764974,198.7999984468623,196.24838443155065,207.0951873485695,224.22198704474818
21,1991-01-01 13:59:19+00:00,230.2007213229086,242.57266780822357,222.93741548190718,212.96865720208368,216.2261577498737,222.34889133033585,218.20663498851442,227.96825727978984,230.30768835229162,213.23976369240862,206.64542445326757,205.4900177138475,220.01750721588158,229.93287314210195
