,dates,mex0299-0000,mex0299-0001,mex0299-0002,mex0299-0003,mex0299-0004,mex0299-0005,mex0299-0006,mex0299-0007,mex0299-0008,mex0299-0009,mex0299-0010
0,1985-09-24 16:53:30+00:00,,,,,237.7552933293076,229.7636981749295,228.9705166294936,237.95862709583878,241.27156225464708,236.85857333346428,236.31504404269833
1,1986-03-19 16:50:19+00:00,293.1538569092262,305.5668198935484,316.84824954581205,298.50533601591104,276.7389444884573,266.7457317405423,263.1062278157452,261.43691736435665,252.02167929679337,234.1056223073586,220.38112630020365
2,1986-04-20 16:49:38+00:00,283.3818283606045,295.8444081754782,322.47793808725817,303.79608531576196,283.8350154865761,274.51512609328057,268.21740109885445,271.6635834094259,259.1849922380711,227.3520042706753,220.06561117412622
3,1987-09-14 16:51:10+00:00,223.75361540913963,227.03475778142945,252.87787319643655,254.36263007179684,244.8207697864675,237.96992817033026,246.30658975727022,251.02015916822177,251.4515090079483,243.8428045901984,238.57912388295574
4,1990-02-10 16:45:58+00:00,224.31248587029472,231.4025385061915,253.60230392059373,240.48546510088497,230.5020128450165,224.61040432880088,225.6101400246501,228.1549614495406,229.78164314510303,221.92446948691594,218.46252336515215
5,1990-04-15 16:44:33+00:00,244.8162278875399,250.74377794191662,255.7567568804414,242.80780081184457,237.80925451195176,230.60079943560396,225.02437726440996,229.09907233657904,232.50728832695722,221.0437963289553,220.0659514546193
6,1992-08-26 16:46:43+00:00,,,,205.42764323573584,205.81918772196872,211.02189663821372,207.3415554022496,209.8042030358878,217.77606893197685,215.12970400607134,202.27041502762617
7,1993-01-17 16:45:59+00:00,236.34824974881246,239.33107422086238,256.61109143647934,244.78227042309493,240.11476552899722,234.08982521376137,231.441400674041,240.29265473500362,240.8482697376228,227.71351019864846,226.12749805246966
8,1993-02-18 16:46:17+00:00,224.9749765320555,235.23422271019723,254.64573930329135,237.9884895831613,227.6076778383664,224.38474274337273,222.57609528281307,225.11962542506805,221.85546995000828,202.9400574086347,199.65251998185488
9,1993-04-07 16:46:35+00:00,229.2092385043685,238.26902330457807,260.0521532397519,241.6368696396128,225.5335715840875,212.41054197260615,211.61102622276883,216.0814579258065,213.6169638693904,199.84627462623587,187.96937392698834
10,1993-04-23 16:46:44+00:00,233.8684600250155,251.15304750276022,271.6789768150772,252.7612498072025,230.14108858878691,225.665640665158,217.64763331852748,219.55764400084257,218.84291026764447,198.38614692595073,190.26307915719255
11,1993-05-09 16:46:47+00:00,238.04112556989742,247.3410318077246,261.1117748833135,246.58746781727172,244.06075001100442,218.07012131053926,215.57647236958343,220.5183956000987,218.6718067944136,212.40654226365658,201.539970598037
