,dates,nzd0215-0000,nzd0215-0001,nzd0215-0002,nzd0215-0003,nzd0215-0004,nzd0215-0005,nzd0215-0006,nzd0215-0007,nzd0215-0008,nzd0215-0009,nzd0215-0010,nzd0215-0011,nzd0215-0012,nzd0215-0013,nzd0215-0014,nzd0215-0015,nzd0215-0016,nzd0215-0017,nzd0215-0018,nzd0215-0019,nzd0215-0020,nzd0215-0021,nzd0215-0022,nzd0215-0023,nzd0215-0024,nzd0215-0025,nzd0215-0026,nzd0215-0027,nzd0215-0028,nzd0215-0029,nzd0215-0030,nzd0215-0031,nzd0215-0032,nzd0215-0033,nzd0215-0034,nzd0215-0035,nzd0215-0036,nzd0215-0037,nzd0215-0038,nzd0215-0039,nzd0215-0040,nzd0215-0041,nzd0215-0042,nzd0215-0043,nzd0215-0044,nzd0215-0045,nzd0215-0046,nzd0215-0047,nzd0215-0048,nzd0215-0049,nzd0215-0050,nzd0215-0051,nzd0215-0052,nzd0215-0053,nzd0215-0054,nzd0215-0055,nzd0215-0056,nzd0215-0057,nzd0215-0058,nzd0215-0059,nzd0215-0060,nzd0215-0061,nzd0215-0062,nzd0215-0063,nzd0215-0064,nzd0215-0065,nzd0215-0066,nzd0215-0067,nzd0215-0068,nzd0215-0069,nzd0215-0070,nzd0215-0071,nzd0215-0072
0,1999-08-05 21:46:35+00:00,,207.23734395807494,226.372574741453,208.9190481741662,178.05852211160462,,,,,,,,192.51938819081855,215.86072082420006,224.73976783103356,207.00617033019265,194.60985323182737,190.34723218776966,184.65221803700555,188.870277506774,182.36278819453966,,,,,,,,,,,,,,,,,,,,,,,,179.1168009767941,182.44098048398396,,,,217.76801000835846,,,,,175.47784932625555,164.50882413107556,163.84563915002184,173.92114383834888,184.43475443028981,177.1490345957121,200.15539276127868,,226.41374643616544,226.99104040174396,218.77615695311556,207.07724429323468,,,,187.61272252475268,197.2224109367357,207.76397810385177,215.14015154481467
1,1999-08-21 21:46:33+00:00,283.1809441485769,227.67177928561412,228.56525288464493,211.31783794065566,190.09049782683624,187.49194019611977,190.27512961204678,199.67156729459947,198.8440761342945,,195.22090168577657,,194.86214487194198,221.05330428231983,237.988662056644,227.0866563760998,201.4933656976264,184.65251636586868,176.7357600201759,185.19717577542247,185.77906135717885,,,,,,226.27469874984928,222.780810603113,222.05135654946164,,,,,170.46751779747078,,157.25388518884992,,,,,204.8081789118129,206.3302333306997,,,197.5336463679362,205.15703502910054,,,,243.96490525594126,242.16509942153388,239.54003456908393,235.36915547870157,232.765230490863,195.76883989530901,188.37767549302666,184.2209730130793,188.55596653537077,206.37820718823403,195.5543117424533,218.42069708891697,236.51732945773597,221.93493357373274,215.25825733809327,212.21748693435623,211.39061602985532,,,201.33757873436272,201.89722411096304,210.7350568800534,221.28217294496477,230.6897242310147
2,1999-09-22 21:46:36+00:00,288.80421504464346,244.32056952068223,246.14854945070192,230.1842560789717,197.97712100842028,197.13376094580474,208.9811667681215,213.86113033272326,,,226.1255169841613,226.30045684798125,218.6966723277006,239.00696896603645,250.12622447297818,240.4959803870959,219.9760753297721,220.49133612505412,223.66175409710664,239.22773450672642,233.84997546950572,,,,,,260.58108979758987,249.79476618733045,239.45384062339727,245.797755873922,221.97533878939464,201.172887533017,198.0354037578138,191.12994788280366,199.30684866429684,187.17802905016876,205.4057984212893,225.94954739867742,233.0036020108906,233.97887595745382,223.0026814883951,240.06237274753076,,245.74605171216606,220.03865612238454,,,,,267.55854113154135,273.0470097396304,268.00725530352753,266.189495329668,252.63052243754598,224.31084673614964,220.12897723679586,208.12743722088373,211.65376324503404,227.42709213847556,247.03149524054302,247.9728925120228,255.03479867324018,252.0456786349736,258.1711698715629,256.33765236780937,254.13192931310095,241.11781522748495,257.18878149255727,231.6110530992627,225.61811795736403,223.37389474820793,259.5502874503637,
3,1999-10-24 21:46:32+00:00,318.1414562864726,241.4540081786607,233.4824649883168,226.70636717615707,221.21820850496925,208.11582909200496,206.73568471239653,213.46064544954456,230.743214458339,229.3622497420848,223.06074489302569,216.76754956740203,226.25912092919108,234.93982275849407,237.09074315688838,227.89730091567841,222.41778400929178,214.431516780222,214.1967641054894,221.86862281424715,217.2495082682712,,240.8217676878408,,261.04581335200174,262.3006002901754,244.17378512889965,239.96693467346088,241.56729559690862,229.24941649599756,209.98015553906743,190.64137280128935,190.48172819710098,200.50412401528695,186.67792031016594,183.9603374543154,206.73491478090605,218.20577751263883,224.58869208083874,239.60647500915667,228.47334302935485,239.99308247289625,240.86484954081774,243.1766161525283,229.66493377140628,233.2084720056234,273.8187537639172,273.4833679177387,273.7449791045525,253.00133156993647,244.92885572336502,229.7256010934706,,239.56685794749714,233.8365966456682,230.81518147566533,250.87728910482937,208.2438009501338,211.92850785627076,224.78435011843047,241.3991332292164,266.83047324273946,248.44754265914779,,255.3350383640629,244.1625331798525,236.81345511819444,235.75320693420898,222.78550571670286,225.54401785708052,225.0762042266326,236.98229008652564,261.72669699629364
4,2000-03-16 21:46:15+00:00,253.06495246443245,197.78851802936822,195.52888944976462,,177.3684684797987,181.59979110936513,202.72265479231595,213.59849690395666,205.55652920845407,205.64087846820183,219.83431775139258,222.76334699140162,228.0399854604566,237.8264909541199,236.10105553857306,231.86766344954492,225.58762560478533,233.1618035610872,236.50777942895695,246.51593857301,,247.82150444737564,191.06175309380527,,254.71839528789542,236.17904484335574,225.15627181529248,228.40882269755645,220.2938840421354,210.5653052414143,210.74123840183617,199.83677883196415,192.5889748219398,186.4201634947863,181.25989224823863,185.2720345617165,197.2054060573595,193.35565540922303,212.69300165179925,213.30736613698508,206.13972226482258,209.43961739541655,221.79915826177776,237.596371248823,252.53568722578666,264.47534295493756,267.75490660035905,269.9584182609915,282.7776754193137,245.05638246568572,239.29997932716586,240.45608138117942,247.3582577217643,254.38754401630752,252.05150262339544,255.4151081824457,260.47253211298926,263.8249236565878,,,,,292.8098123560597,262.4228788904096,224.65376574149388,224.59312742484425,230.5616336300812,241.6769364512437,253.05861391226142,238.24032048395492,233.6572329901802,255.08898741023,269.0983940315358
5,2000-04-01 21:46:10+00:00,282.8995714180081,230.08191180275944,230.86954303895433,215.89152669184912,,209.35892878179934,228.76401926825181,248.90657093946436,224.98188444886534,230.8927163911092,242.29012444007924,237.64323602042217,231.16290170435218,228.82139444706144,228.85739441852547,222.13377614246406,220.78287689683538,225.8010829235,227.08503179349384,244.637455197023,,269.9627361145332,,220.7356900406796,267.9808294270124,254.43282564070992,239.88491917654204,249.09262125001408,240.66399990631209,223.39241215015778,223.00608855915067,208.28723300722848,205.8620012657645,191.09749569695296,192.41324442664393,193.29937528155676,209.15143439338175,217.1916871644902,222.41190007042718,206.94462566478353,202.22625595169603,228.2139599875178,219.80404055383548,232.79660539838673,238.67976693456148,250.1303971121341,286.8912077342114,302.93906920709173,291.1460126239325,262.892934962012,256.35553019721925,241.65195201661075,238.2236137138695,233.5131159261863,236.6526959766394,244.12085091280306,246.69996007836923,254.58366129608424,,,,,270.6437004407097,255.43645496097633,237.76887527319877,233.56473136452698,228.91959474127248,232.59826339471988,235.03963417822095,238.30516291523986,236.8493322348828,246.8121938598095,270.2122496272408
6,2000-05-19 21:45:43+00:00,,,,,209.83443515080629,,,,233.80052274543638,241.98776698765133,,,230.52032635246448,230.26289343855797,234.68104319113885,225.0114845872344,222.49542842804482,219.7468062737794,226.3933448063414,229.20694864463476,230.21910048705087,,224.98186491200295,232.77356444328896,,,244.34045253315927,241.20274871064623,239.7710156152721,220.7420057843585,212.7136098864669,212.68173258557513,213.35700408693017,201.06109122352493,191.24942171896762,195.25303383750466,,215.089177102465,216.4984145279378,217.99453716049666,218.52783460501598,223.65712848003304,229.64680343465804,236.32129445387488,238.40955280766352,247.44957271372536,268.4207195181365,276.15409286979275,273.4439805433529,253.86000473937102,249.10159855178054,248.06536608714524,243.29656239320877,245.26711197546402,235.80005728497537,232.7162206113315,228.64840819777763,252.20410267335964,255.47855690327117,263.35957616187204,263.22383207305825,284.95310884902625,271.99000642449596,259.923536750456,234.52946011152443,221.23975974420767,,,226.57887488841985,224.05203397964206,237.2172406695069,247.11100505235635,
7,2000-06-04 21:45:32+00:00,,,,,192.81423353227748,,,,,,,,,204.4121420535143,214.0239541742767,209.22773597333776,197.60030190491938,206.66365347655346,204.50047041367225,210.67154648509967,209.43959955720817,,,,,,221.40399220659415,,212.74432837096782,,192.5936610176811,191.81077849614977,190.21011336083276,,,,,,192.80978257480027,,193.64100028983222,,200.21684794386607,,214.22784634637435,228.3532307747866,243.8307215736071,253.43219967896735,254.48734984424343,232.83525963870233,228.62816114043622,,199.76489787944922,200.42780960792194,,206.63758571199793,208.45294063384637,210.41980392276082,221.03954246570902,,234.5025939034847,259.1896636298375,252.31497523180883,230.92144296447375,219.60052119531042,202.54049940674497,200.71532088863225,212.89024608726703,209.44449434891857,218.2960399679063,229.07590660034668,233.89467580177677,
8,2000-08-07 21:44:45+00:00,297.60992815022513,222.72664089258132,224.52221474943477,213.1658447878333,,199.31871437876842,227.1311642853731,,190.72126328966075,182.92992923004002,,,206.6767275273563,227.94311341817158,236.43202287540166,,217.11925323762213,192.77215171645577,189.8252296363621,199.29556731742605,211.97688868236494,,,233.81506595966286,,,218.49582625757387,228.38801677952534,,206.5657511537764,194.27669824053234,189.1479255522395,185.88065097589342,182.56390450423044,187.18623228937642,175.80085851359095,191.12746891578234,191.35001874918706,190.74137795860307,197.05594598019482,193.26245058596783,202.83333634045218,194.0366571059805,194.3796913838514,209.9347111031988,217.08446419743294,236.96455298176855,252.68685917473326,246.92439041112416,230.08167772484083,214.64416488745303,199.19587735329495,199.8489369196724,199.85698565341045,198.4521413372696,200.8655954559345,204.9748887907732,209.9752633434275,220.30312390307085,242.23463585789008,235.75508661786313,256.0075643173701,,231.06636647461784,210.7404317811571,198.1551418088471,198.21066497500186,,215.11786397552564,219.13525293900628,231.58855583474963,240.26708795934178,254.8450899251835
9,2000-09-24 21:44:07+00:00,268.00143750626205,,,,,180.29256169774754,206.33345431786012,251.32935990280237,,,253.2578556895944,232.76692412594042,207.93278507887823,219.56127579078162,221.45467365067736,,220.75047946952049,,,,194.02010145809112,269.83765816286,,,290.8499338435919,261.6700484537377,,,,209.15817502115902,,,,,,,,,,,,,,,201.76585555077014,,,,,,218.61508168743632,,213.60130367437068,207.54914400896308,,170.40862378870688,176.20643317621705,176.96583182074073,197.14622540875197,233.78786286398486,,260.5176147980807,224.41373331905697,221.5856163730236,,,184.68936048908216,189.4000217671262,216.16691949101772,205.95328276807024,225.85306085920118,255.64310648834498,
