,dates,mex0104-0000,mex0104-0001,mex0104-0002,mex0104-0003,mex0104-0004,mex0104-0005,mex0104-0006,mex0104-0007,mex0104-0008,mex0104-0009,mex0104-0010,mex0104-0011,mex0104-0012,mex0104-0013,mex0104-0014,mex0104-0015,mex0104-0016,mex0104-0017,mex0104-0018,mex0104-0019,mex0104-0020,mex0104-0021,mex0104-0022,mex0104-0023,mex0104-0024,mex0104-0025,mex0104-0026,mex0104-0027,mex0104-0028,mex0104-0029,mex0104-0030,mex0104-0031,mex0104-0032,mex0104-0033,mex0104-0034,mex0104-0035,mex0104-0036,mex0104-0037,mex0104-0038,mex0104-0039,mex0104-0040,mex0104-0041,mex0104-0042,mex0104-0043,mex0104-0044,mex0104-0045,mex0104-0046,mex0104-0047,mex0104-0048,mex0104-0049,mex0104-0050,mex0104-0051
0,1986-01-13 16:09:40+00:00,,,,,,,,,,,,,,,,,,,,,38.333242490925315,,-1.3250723641403441,,,,,67.0737671526746,43.19657245101782,26.726068452001318,20.860825937328343,12.213703044630607,14.610520795534619,15.9902160685005,23.997776337628352,36.68064368485686,44.378985433662805,52.31701665153239,13.805209428116656,-9.134969218931198,,13.828069960765653,46.57537499520813,63.47776451859491,67.6443987294172,88.54280163146329,133.17339396173173,181.2986520978264,190.19817071600582,199.69655965082364,213.1240723715097,224.4638566921615
1,1986-03-18 16:08:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,115.68877383827683,59.81467915596781,32.34174269415557,17.438215506705095,7.2208454676327305,,,,11.16493402557639,24.763663171128574,34.322611814736014,42.88353831183621,6.082528465656016,,,14.951185703126223,46.17738154843099,60.67502425053559,66.54722133106901,86.83295979500355,124.19328188755453,172.26164891249442,190.85436897423227,205.85639745611334,220.61404658079633,239.79552224962046
2,1986-04-03 16:07:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.67494644663605,65.00210339313327,84.63426108479212,122.60957543416608,162.59598167415427,176.27794437411973,207.47581692909,223.22569139187345,198.15276357187417
3,1986-04-19 16:07:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.17612810918162,44.988260144337495,48.83766746835681,68.9692151561786,101.46278891021979,144.87872612296172,167.47200327623952,186.55132917654953,209.49395121071555,218.00583570862284
4,1986-05-05 16:07:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.242668851859072,35.845521750559485,41.121364427986755,64.638763289785,102.22243640932534,147.88615713418068,172.4290529599949,188.51024623017827,193.2151341165605,200.51850203508891
5,1986-09-10 16:02:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,124.49987220369765,44.23284862510894,12.437573399136044,0.3966244760713331,,,,,,,,,,,,5.835955259549291,28.719322935671602,45.17771342085057,46.81082040162366,66.12539829257132,106.6481575857611,170.34287679407137,181.99790135348815,190.26391301538672,193.28873616424912,214.40072202093856
6,1986-09-26 16:02:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,103.63783255117272,40.52651840043548,12.557069913066542,10.256862165854177,,,,,,,,,,,,9.217160375857885,37.25557469531072,48.481292930967534,44.0782455522798,68.84938861812697,101.72993505705527,163.77930457556687,185.6417897484941,189.2673864493834,196.53288281273294,228.2751898835035
7,1987-07-27 16:07:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,111.86508031190839,56.763248526341684,29.606392437020258,23.262705907087458,15.308466630242659,11.115084043017486,10.96304998735587,17.459745742894405,24.19762407106113,31.528769916613047,41.25391236787813,47.45027730426601,13.691842176767441,0.8743073197521722,,2.7870687435313206,29.254920944974764,38.22722171004399,44.69462106527122,63.96549391356208,102.36839636006017,170.03223756987092,204.6609450841443,211.69890550694487,,240.89470911335783
8,1990-03-13 16:02:52+00:00,,,,,,,,,,,,,,,,,,,,,38.76022371662215,,9.331374778843795,,,,,154.77772018508696,133.67822611539037,111.10607082150553,94.93254793286312,86.10424237662747,79.78682183650672,91.26555041692035,93.86265271093008,106.11217139467315,114.97374453153289,123.81594840698287,86.93910806592532,71.24248123751386,66.60708891427042,77.86876547815392,100.8523642634587,116.64805789705079,145.42197383773103,177.45432784925035,217.38724535270768,,,,,276.41456385738115
9,1990-03-29 16:02:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,182.97087999246662,,,,,,,,,,,118.53836748250787,73.26640189376067,50.18638782083577,51.08041576853866,55.00344552474676,81.12861725718341,105.33383501174814,128.62802266697003,160.58451077495377,206.26440202080641,,,,,265.4602963977369
