dates,satname,sar1366-0000,sar1366-0001,sar1366-0002,sar1366-0003
1984-05-06 09:33:51+00:00,L5,281.76,181.07,,
1984-08-26 09:36:33+00:00,L5,263.38,179.33,,
1984-09-11 09:36:38+00:00,L5,261.68,178.37,,
1984-09-27 09:36:39+00:00,L5,264.13,177.16,,
1984-10-29 09:36:32+00:00,L5,285.35,187.81,,
1985-06-26 09:36:35+00:00,L5,265.21,175.09,,
1985-07-28 09:36:22+00:00,L5,288.78,179.91,,
1985-08-13 09:36:12+00:00,L5,118.78,189.36,,
1985-08-29 09:36:02+00:00,L5,264.30,178.69,,
1985-12-03 09:34:43+00:00,L5,264.84,181.60,,
1986-01-04 09:34:08+00:00,L5,263.46,169.03,,
1986-04-10 09:32:04+00:00,L5,256.82,170.76,,
1986-05-12 09:31:17+00:00,L5,140.51,192.54,,
1986-05-28 09:30:50+00:00,L5,96.16,177.95,,
1986-06-29 09:29:50+00:00,L5,285.66,189.05,,
1986-07-15 09:29:17+00:00,L5,285.32,191.35,,
1986-07-31 09:28:43+00:00,L5,267.92,181.93,,
1986-09-01 09:27:32+00:00,L5,284.55,184.57,,
1986-09-17 09:27:01+00:00,L5,288.61,189.02,,
1986-11-04 09:25:25+00:00,L5,100.33,412.30,425.37,
1987-01-07 09:26:01+00:00,L5,221.10,163.45,,
1987-01-23 09:26:28+00:00,L5,266.19,174.44,,
1987-03-28 09:28:52+00:00,L5,269.20,180.47,,
1987-04-13 09:29:24+00:00,L5,103.59,186.59,,
1987-05-15 09:30:21+00:00,L5,281.48,188.40,,
1987-06-16 09:31:07+00:00,L5,268.04,175.32,,
1987-07-02 09:31:27+00:00,L5,284.47,188.41,,
1987-07-18 09:31:44+00:00,L5,268.37,173.95,,
1987-08-19 09:32:41+00:00,L5,267.26,180.48,,
1987-09-04 09:33:07+00:00,L5,272.65,179.16,,
1987-09-20 09:33:30+00:00,L5,261.92,187.23,,
1987-11-07 09:34:26+00:00,L5,285.48,185.05,,
1987-12-25 09:35:13+00:00,L5,287.93,190.76,183.99,177.51
1988-01-10 09:35:29+00:00,L5,268.08,185.32,183.61,
1988-02-11 09:36:05+00:00,L5,267.09,183.46,197.34,162.40
1988-04-15 09:36:38+00:00,L5,135.86,194.08,202.88,179.69
1988-06-02 09:37:02+00:00,L5,263.57,170.80,180.58,
1988-07-04 09:37:12+00:00,L5,237.83,174.11,196.90,183.83
1988-08-05 09:37:16+00:00,L5,276.84,170.06,193.51,186.25
1988-08-21 09:37:17+00:00,L5,263.88,172.74,183.96,183.51
1988-09-06 09:37:19+00:00,L5,257.01,188.76,183.80,186.73
1988-09-22 09:37:13+00:00,L5,143.57,196.10,197.96,192.59
1988-10-08 09:37:09+00:00,L5,402.84,193.50,179.47,188.28
1988-12-27 09:36:51+00:00,L5,260.19,196.77,190.81,185.45
1989-01-12 09:36:44+00:00,L5,201.23,176.28,189.21,181.51
1989-01-28 09:36:31+00:00,L5,221.15,182.45,183.70,182.04
1989-03-01 09:36:18+00:00,L5,238.57,174.20,191.93,183.42
1989-03-17 09:35:40+00:00,L5,,,110.95,186.33
1989-05-20 09:34:56+00:00,L5,222.26,183.10,196.91,189.60
1989-07-23 09:33:45+00:00,L5,274.92,186.28,163.78,196.75
1989-08-24 09:33:03+00:00,L5,276.04,181.59,195.66,191.43
1989-09-25 09:32:16+00:00,L5,116.27,175.00,189.72,188.07
1989-10-11 09:31:53+00:00,L5,288.58,178.97,179.52,181.55
1989-10-27 09:31:15+00:00,L5,220.66,195.14,180.20,190.99
1989-11-12 09:30:54+00:00,L5,201.80,188.24,183.56,187.29
1990-01-15 09:28:57+00:00,L5,263.84,183.17,190.89,184.97
1990-01-31 09:28:30+00:00,L5,357.93,187.29,186.77,180.15
1990-02-16 09:27:59+00:00,L5,280.51,184.39,188.69,184.37
1990-03-04 09:27:26+00:00,L5,286.85,185.68,187.02,186.14
1990-04-21 09:26:46+00:00,L5,263.85,185.33,194.37,188.64
1990-05-07 09:26:43+00:00,L5,262.72,185.13,180.35,203.19
1990-05-23 09:26:44+00:00,L5,275.76,182.91,179.63,182.97
1990-06-08 09:26:43+00:00,L5,259.20,177.73,193.37,192.92
1990-06-24 09:26:42+00:00,L5,286.89,186.57,175.10,183.07
1990-07-10 09:26:40+00:00,L5,220.33,182.35,192.61,190.00
1990-07-26 09:26:36+00:00,L5,314.09,196.62,181.62,197.07
1990-10-14 09:26:08+00:00,L5,284.54,224.28,286.74,383.88
1990-10-30 09:25:59+00:00,L5,324.80,195.37,180.03,189.59
1991-01-02 09:26:25+00:00,L5,243.17,182.55,195.69,186.05
1991-04-08 09:28:18+00:00,L5,289.95,186.36,173.95,176.07
1991-05-26 09:29:10+00:00,L5,332.28,196.94,183.71,195.58
1991-06-27 09:29:37+00:00,L5,258.36,193.67,180.35,187.61
1991-08-30 09:30:13+00:00,L5,273.78,185.68,196.84,190.31
1991-09-15 09:30:26+00:00,L5,313.85,198.56,198.53,198.79
1991-10-17 09:30:42+00:00,L5,308.54,192.15,175.36,189.67
1991-11-02 09:30:40+00:00,L5,202.04,183.81,180.92,180.27
1992-03-09 09:30:43+00:00,L5,205.88,183.61,170.45,179.62
1992-05-28 09:30:06+00:00,L5,120.23,175.79,189.70,190.24
1992-07-31 09:29:20+00:00,L5,142.55,185.19,175.73,185.07
1992-09-17 09:28:36+00:00,L5,203.13,194.30,202.59,206.35
1993-02-24 09:28:29+00:00,L5,202.67,184.73,177.56,180.24
1993-03-12 09:28:42+00:00,L5,202.07,184.29,183.61,186.47
1993-03-28 09:28:44+00:00,L5,239.02,194.33,200.71,200.92
1993-07-18 09:28:56+00:00,L5,122.14,187.94,190.55,190.65
1993-08-03 09:28:56+00:00,L5,143.10,196.48,177.44,194.96
1993-08-19 09:28:55+00:00,L5,200.41,175.44,190.47,189.97
1993-09-20 09:28:50+00:00,L5,121.08,192.01,176.35,189.77
1993-10-06 09:28:47+00:00,L5,201.49,171.59,186.33,183.42
1993-11-07 09:28:34+00:00,L5,219.26,173.96,193.78,
1994-02-27 09:27:23+00:00,L5,119.28,181.26,192.73,189.66
1994-03-31 09:26:54+00:00,L5,119.33,182.12,199.26,189.78
1994-08-22 09:23:41+00:00,L5,201.67,187.07,177.83,190.40
1995-01-29 09:18:34+00:00,L5,142.96,186.34,191.88,190.23
1995-04-19 09:15:18+00:00,L5,201.72,195.86,190.00,193.49
1995-05-05 09:14:35+00:00,L5,118.79,183.59,190.49,188.62
1995-06-06 09:13:07+00:00,L5,119.13,172.77,193.25,187.65
1995-07-08 09:11:41+00:00,L5,219.46,175.84,185.87,187.88
1995-07-24 09:10:56+00:00,L5,120.85,187.01,196.96,190.46
1995-09-10 09:08:43+00:00,L5,201.42,186.26,182.16,186.17
1996-03-04 09:13:10+00:00,L5,121.88,173.27,191.20,189.55
1996-05-07 09:17:10+00:00,L5,136.05,186.32,196.73,193.38
1996-05-23 09:18:04+00:00,L5,124.17,183.48,196.73,188.74
1996-07-26 09:21:31+00:00,L5,141.84,191.30,183.58,191.50
1996-08-11 09:22:21+00:00,L5,144.96,196.84,183.64,201.38
1996-08-27 09:23:11+00:00,L5,142.13,190.05,175.52,184.87
1996-09-12 09:24:05+00:00,L5,201.82,191.05,171.48,189.57
1996-10-30 09:26:35+00:00,L5,158.77,181.59,,
1996-11-15 09:27:20+00:00,L5,203.64,168.89,190.53,
1996-12-17 09:28:51+00:00,L5,,,,307.79
1997-02-19 09:31:45+00:00,L5,202.16,185.90,170.04,189.81
1997-03-23 09:33:01+00:00,L5,119.15,181.18,191.23,188.75
1997-04-24 09:34:10+00:00,L5,202.25,192.48,178.76,189.65
1997-05-10 09:34:43+00:00,L5,201.02,192.48,179.45,191.57
1997-06-11 09:35:50+00:00,L5,121.22,171.49,194.99,189.65
1997-07-13 09:36:56+00:00,L5,135.70,194.30,193.34,196.00
1997-07-29 09:37:29+00:00,L5,145.31,203.26,195.95,198.68
1997-10-01 09:39:24+00:00,L5,120.98,182.06,194.39,189.08
1997-10-17 09:39:49+00:00,L5,201.22,187.27,190.09,190.75
1997-11-18 09:40:37+00:00,L5,118.97,175.87,190.91,179.73
1997-12-20 09:41:24+00:00,L5,,,277.60,371.72
1998-03-10 09:43:03+00:00,L5,200.56,194.18,178.65,189.81
1998-03-26 09:43:17+00:00,L5,135.54,190.72,185.24,188.94
