,dates,per0008-0000,per0008-0001,per0008-0002,per0008-0003,per0008-0004,per0008-0005,per0008-0006,per0008-0007,per0008-0008,per0008-0009,per0008-0010,per0008-0011,per0008-0012,per0008-0013,per0008-0014,per0008-0015,per0008-0016,per0008-0017,per0008-0018,per0008-0019,per0008-0020,per0008-0021,per0008-0022,per0008-0023,per0008-0024,per0008-0025,per0008-0026,per0008-0027,per0008-0028
0,1985-03-27 15:04:03+00:00,44.33123478684491,83.84503544354162,121.82156387189251,135.27312960338185,136.92662168897837,143.65287916170067,142.39928458874004,142.3034626354606,146.24904792625787,144.19365523951305,139.66771963488767,132.77876711442022,129.49783813942256,128.7723300114218,133.7521941747417,137.50928919500313,133.92097786151535,127.45402142437447,117.73025287804693,118.08306368135318,111.97393412261845,108.42802653415481,110.5504975074836,109.53008389397137,117.01907612719391,122.48610100458549,115.89865502463557,94.93903708224674,79.46743043142457
1,1985-09-03 15:03:06+00:00,22.82562598135992,63.988225444631325,110.848598093372,136.17439310617738,131.51408088980236,120.49669114049202,127.14622884447331,136.67958009332258,135.66764084655227,133.7390320162064,134.52866927988845,133.49142499886565,131.5452532046178,133.07383569439236,138.32446583049807,133.93167702398648,138.9504596606034,137.98926162827541,140.24465335750634,133.37293043251816,119.29999436335254,120.83321610863709,112.54651988908338,107.20953854340263,110.26779388355487,114.27641797534304,110.63477040212462,105.88451424189552,102.64830750290548
2,1985-12-08 15:01:45+00:00,22.39575274868223,53.075661059366375,100.78375118204805,117.7444392758981,122.38310140913619,115.25722941576166,122.98542148735861,119.88245997039898,123.4661429415497,118.60515198917278,116.79554570061676,115.18308608204107,111.75614531129075,115.9293542359171,122.75127973282956,121.1026239062194,122.79758245219897,126.07251745450468,122.75680017637124,119.60296181670005,111.23466361600937,103.6867522160774,100.57077300175156,99.53421339896036,103.52250836729378,108.9214102781736,100.31125920756602,96.16449647479182,94.04841942731117
3,1986-03-14 14:59:46+00:00,25.07563303220817,77.32100782946314,106.70380775576771,118.90080323089242,123.26498225588118,127.65589455161044,136.8693734518028,133.92302727694877,128.90427130055028,129.9654044790013,127.5801816805924,116.05311711293632,112.67788715054853,116.21003468271013,114.44737285684147,115.260650522965,118.5590412499971,114.5406330394235,114.1193900488978,112.14690239424623,107.71363665146193,97.8224181156073,99.46348821710767,100.76108819766237,100.40529958445067,104.70041563140829,99.19235514892658,93.60080542451901,94.2092526824151
4,1986-05-17 14:58:17+00:00,21.611098116491718,65.48297323174364,95.50182968415932,123.50727495198045,125.34199164719365,120.87090022216873,135.70666586426026,136.09233967532785,130.02122588133602,131.11252603264762,119.9766518948879,117.91607057321131,117.73476917260369,119.41610374705246,119.20333221420209,123.36308319103006,121.52053841226065,121.96842041065732,117.5559870439161,113.77928442205803,108.94746406358831,105.67593337650038,101.23591092932945,102.94721869231695,105.3586484743063,105.54573666259775,102.29491393645947,89.64640161608447,91.0021663941695
5,1986-07-04 14:56:48+00:00,28.03029362790212,57.507674073666266,102.9927775627214,132.95129692657784,135.72747227637439,123.05646459891577,144.7827371752026,151.53674140874918,142.65335639714394,139.13902564389196,134.26167188315324,129.74076504894245,129.63836772849973,125.89284546973255,127.48053548408335,125.8166527159995,126.876195934719,120.62307618542266,118.15180845575176,125.73239231961725,113.1335076007243,112.38281077894948,119.39145076091545,120.82055737476699,123.22369147768113,128.89425390324666,106.75583250174526,97.01140680051631,84.75718753782104
6,1986-07-20 14:56:15+00:00,34.026366716570834,79.08061399270335,117.15465018288286,141.58673702900848,142.36832742145717,127.59157556171226,129.18130460533988,136.47630577455905,143.58895650690732,151.529998191646,146.20013903686024,143.77611744820072,130.8553568558375,139.00808034972792,136.64736125168585,124.70912482716147,126.69574455714425,127.15473838992479,123.3181944916055,118.90954880533026,112.95058058211143,113.34000125864912,113.30157105089036,118.92517667631597,122.17697982235828,123.20108827599245,119.60260820621059,120.46241609780661,98.46424531366216
7,1986-08-05 14:55:41+00:00,32.24360504054072,66.35516203955224,108.96702918996036,140.2989930875778,142.62895287737416,131.0324084988795,117.47017579896875,128.30779649709564,136.00712978308252,132.64183709850346,128.57144990283496,133.88284809788252,141.06404817394565,140.86880010920328,127.88322167131801,128.4964344864284,129.16167188523698,119.50496829617381,117.88390323908055,112.28705199734688,106.40046827727599,100.229889487913,100.52864739115095,104.81479457841019,112.836893025345,118.31469763493904,115.14682644637804,107.71081975495458,107.87229511453499
8,1986-09-06 14:54:29+00:00,30.948446994076107,70.61826888302359,104.5598554550505,126.47140075791434,127.37080837340196,117.70232843720828,123.94775032815231,129.31986668256906,137.36876519360646,127.19569344873663,125.60182464717171,124.96025178154063,127.42127637042138,123.32887274559529,131.94439392210717,139.868114131224,139.9240116253917,135.41899424199357,136.1021216540953,133.29690563806025,120.09905955016674,113.89282552238376,109.21669622289073,104.34819430844922,109.7918390119363,111.85934466353368,112.87350881008463,106.08219910683245,103.72797665402288
9,1986-11-25 14:51:54+00:00,59.39881876109496,88.23827091357543,120.34877528860942,132.54969277927464,132.1175705380166,128.3624924607581,137.15579980610423,131.85876878257167,136.52438475672156,134.1214115300035,137.55443520015695,131.9136456492423,132.20222132313847,127.2530368457007,132.67060859380555,136.3673215597622,139.5552595765493,129.9082126399053,129.9269681373566,128.5749711766039,123.0543115430912,120.28455446038745,121.39449692580922,115.14869387458941,113.61178775605619,117.11976800042214,110.91181097641028,102.29162879353584,98.67338316232639
