dates,nzd0107-0000,nzd0107-0001,nzd0107-0002,nzd0107-0003,nzd0107-0004,nzd0107-0005,nzd0107-0006,nzd0107-0007,nzd0107-0008,nzd0107-0009,nzd0107-0010,nzd0107-0011,nzd0107-0012,nzd0107-0013,nzd0107-0014,nzd0107-0015,nzd0107-0016,nzd0107-0017,nzd0107-0018,nzd0107-0019,nzd0107-0020,nzd0107-0021,nzd0107-0022,nzd0107-0023,nzd0107-0024,nzd0107-0025,nzd0107-0026,nzd0107-0027,nzd0107-0028,nzd0107-0029,nzd0107-0030,nzd0107-0031,nzd0107-0032,nzd0107-0033,nzd0107-0034,nzd0107-0035,nzd0107-0036,nzd0107-0037,nzd0107-0038,nzd0107-0039,nzd0107-0040,nzd0107-0041,nzd0107-0042,nzd0107-0043,nzd0107-0044,nzd0107-0045,nzd0107-0046,nzd0107-0047,nzd0107-0048,nzd0107-0049,nzd0107-0050,nzd0107-0051,nzd0107-0052,nzd0107-0053,nzd0107-0054,nzd0107-0055,nzd0107-0056,nzd0107-0057,nzd0107-0058,satname
2003-12-19 21:50:27+00:00,361.19,359.95,350.12,361.73,349.53,356.80,344.56,332.91,341.87,348.98,352.96,357.81,358.46,359.11,371.97,374.64,380.35,365.98,353.63,357.15,360.75,357.00,365.03,359.38,369.92,366.42,378.47,375.17,384.97,383.29,380.81,376.55,376.50,370.01,376.48,377.40,376.43,376.78,372.12,383.49,387.45,382.57,386.39,391.98,391.74,385.70,382.65,386.96,374.51,373.86,371.06,367.77,360.52,355.20,357.69,362.37,368.97,364.19,377.33,L5
2004-01-28 22:00:52+00:00,,,370.74,371.33,373.67,370.09,363.39,359.50,358.29,361.91,363.86,362.20,360.99,364.15,,,380.76,375.10,375.43,370.21,367.15,365.61,369.58,375.14,380.04,386.63,382.86,380.76,377.40,,,,384.51,389.10,387.77,388.40,387.99,386.25,388.13,389.52,385.25,387.18,386.16,382.55,382.08,,,,383.17,383.36,385.68,380.42,372.81,369.77,370.96,377.85,370.93,366.44,377.61,L7
2004-04-01 22:01:04+00:00,,382.31,366.63,363.27,358.23,361.65,355.01,348.42,357.70,361.69,363.68,365.23,367.99,,,,372.88,372.96,363.89,364.09,366.59,365.79,370.95,369.36,365.69,370.67,376.71,372.11,,,,388.13,384.29,378.70,384.61,388.06,387.88,384.68,385.84,384.75,378.45,375.76,375.41,381.32,,,,374.41,380.65,379.85,377.68,371.22,366.28,362.75,365.58,373.98,368.36,369.97,378.03,L7
2004-07-06 22:00:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.52,386.43,373.46,366.47,423.69,L7
2004-07-22 22:00:44+00:00,,,,,342.91,333.82,331.25,324.55,,,,,336.76,355.41,356.13,361.58,364.71,359.72,365.75,365.58,354.62,361.40,362.89,365.85,379.48,,,380.85,372.66,364.78,369.36,374.96,370.89,376.72,378.81,375.49,375.34,372.52,375.69,368.85,371.73,,,,376.16,,,372.87,372.78,372.29,375.20,369.24,366.88,363.05,363.36,371.17,354.43,,,L7
2004-07-30 21:54:28+00:00,369.04,369.70,366.24,358.38,357.61,364.36,363.11,352.92,355.90,350.26,356.72,362.40,358.40,363.22,370.07,373.51,373.13,373.50,361.16,370.31,376.32,374.26,383.30,374.74,371.85,371.12,381.26,374.58,379.38,378.31,376.94,376.61,378.17,376.11,386.16,387.14,388.66,386.68,383.25,384.32,380.81,378.13,380.42,380.04,380.89,371.48,375.01,378.75,382.12,379.18,375.54,374.98,375.61,373.50,372.01,372.69,360.94,352.63,385.87,L5
2004-08-23 22:00:35+00:00,,,,354.16,355.63,359.74,362.55,354.15,354.75,352.27,358.94,357.32,357.26,358.45,363.20,366.58,,,372.65,369.89,369.32,365.36,371.79,372.71,375.37,381.42,384.50,379.76,377.44,378.49,379.39,,,388.17,380.63,381.98,382.20,381.11,379.67,380.26,384.03,383.11,380.23,379.19,378.20,376.02,,,,,380.84,377.12,374.26,370.41,370.43,371.43,363.07,362.33,376.13,L7
2004-10-18 21:56:23+00:00,353.81,382.31,394.67,385.00,376.19,361.89,372.58,375.66,353.09,367.95,373.41,382.08,377.83,380.31,373.46,379.55,382.25,376.07,389.38,376.41,366.75,372.62,365.20,376.50,387.56,399.12,398.08,397.80,383.16,380.31,390.96,400.27,397.38,413.82,384.90,381.98,383.53,379.78,378.85,382.00,387.37,399.21,401.93,387.78,380.48,387.55,390.74,387.74,385.58,387.58,385.33,381.07,373.08,368.57,370.98,,,,,L5
2004-11-03 21:56:42+00:00,355.18,361.86,376.39,383.04,368.13,340.78,343.49,346.57,345.53,343.92,343.99,346.69,358.95,364.13,363.53,363.93,371.49,369.22,370.83,367.43,354.53,355.96,355.80,361.14,366.86,373.07,372.01,376.32,375.65,375.42,376.69,381.20,382.53,392.34,389.17,375.77,372.65,372.00,372.86,372.74,373.02,379.39,374.57,380.54,377.14,380.39,377.41,378.33,376.81,379.15,380.91,369.43,367.17,365.24,364.32,371.55,367.24,361.67,366.00,L5
2004-11-11 22:00:45+00:00,,,,,357.46,341.87,335.59,330.37,343.11,336.09,336.26,338.35,340.27,340.20,346.33,349.31,,,348.58,346.81,348.38,343.78,351.20,351.50,353.81,356.78,361.97,359.04,360.45,360.34,360.78,,,,368.60,369.02,370.53,368.96,367.66,367.34,368.30,366.45,368.97,369.16,363.95,365.36,365.71,,,,,363.73,359.02,356.62,357.45,361.33,355.13,347.00,348.35,L7
2005-02-23 21:58:31+00:00,343.74,373.44,377.43,377.44,381.62,366.69,362.45,359.04,350.03,355.42,355.12,349.13,354.11,354.61,352.41,354.68,363.81,362.83,370.86,372.08,371.49,375.08,374.88,378.74,383.56,385.09,380.08,371.27,371.80,370.62,366.00,374.71,374.98,390.63,386.77,386.72,386.20,384.27,385.48,386.28,387.08,388.44,380.17,374.71,373.98,376.74,374.77,370.62,371.57,372.99,380.09,374.44,371.42,369.44,372.77,377.86,367.28,355.80,403.19,L5
2005-03-03 22:01:30+00:00,372.58,385.93,386.74,383.75,376.78,,,360.69,360.56,358.42,358.57,359.15,354.27,359.07,361.51,364.31,367.21,369.25,368.96,,,,391.87,386.77,383.73,381.85,382.33,377.38,377.67,378.22,378.36,380.80,383.93,389.57,390.17,,,,,,,,,,,,,,,,,,,,,375.65,367.64,358.96,372.26,L7
2005-03-11 21:58:44+00:00,339.01,389.03,388.54,380.08,390.77,367.40,363.45,362.35,351.62,360.66,359.79,353.89,355.38,361.62,356.79,354.49,363.30,358.40,372.29,366.83,356.94,368.09,370.00,381.48,396.16,402.20,383.79,381.83,372.01,370.19,370.76,377.47,376.32,386.77,372.36,374.21,377.57,378.24,383.07,386.53,387.78,392.22,386.15,381.53,372.78,379.88,380.59,377.22,376.62,373.96,379.61,367.93,366.57,361.67,364.14,379.69,,,410.75,L5
2005-03-19 22:01:30+00:00,351.95,372.93,389.69,373.05,368.53,366.91,358.45,,,354.26,348.20,353.48,355.81,351.66,358.79,362.80,368.35,374.93,374.22,373.84,380.19,374.21,,,377.74,368.24,378.89,378.42,374.41,375.53,376.04,376.45,382.16,380.83,384.75,382.27,380.96,,,,393.68,377.16,378.85,383.85,383.62,375.29,380.51,380.20,382.30,378.37,372.78,373.35,369.65,,,,,357.31,386.86,L7
2005-05-06 22:01:25+00:00,357.00,362.98,371.23,370.13,,,,345.97,343.19,341.29,342.51,345.69,344.00,349.10,358.94,361.50,367.13,367.13,357.81,,,368.65,368.10,364.53,361.94,359.83,369.15,366.60,368.79,369.34,371.12,374.29,379.37,372.42,,,,381.65,377.65,378.80,375.39,372.23,373.07,375.07,373.41,373.82,374.88,374.57,375.57,374.40,374.35,,,,373.38,371.93,362.31,356.19,371.58,L7
2005-05-22 22:01:24+00:00,343.09,,,,,,,,,,,,,,,,,,,362.32,365.50,360.32,367.89,366.62,363.25,359.04,,,,376.02,372.76,367.44,373.01,374.44,367.72,376.70,380.07,380.04,373.77,373.84,375.92,371.74,,,,,371.96,372.13,373.49,372.58,368.98,363.32,361.07,360.48,364.43,366.92,360.69,356.81,370.44,L7
2005-07-09 22:01:14+00:00,363.61,375.32,371.57,,,,,,,,,,,,352.53,352.55,362.62,358.39,362.38,360.73,357.43,361.11,360.68,365.50,378.10,,,,372.82,364.26,369.50,375.41,375.60,387.80,379.38,377.38,376.94,374.19,376.53,375.40,376.87,,,,376.79,,,376.57,368.69,369.18,376.13,370.87,364.66,362.46,363.01,365.17,354.71,349.59,,L7
2005-07-17 21:59:35+00:00,,,,,,,,,,,,,,,,,,359.55,347.07,360.49,371.36,362.82,374.50,363.96,361.00,358.52,374.99,363.26,371.40,369.21,369.85,362.92,372.94,363.13,382.75,389.72,384.82,384.30,382.47,375.92,373.16,368.05,372.83,378.73,383.89,368.17,364.49,370.24,374.31,372.38,367.01,370.30,370.74,368.35,366.69,371.67,361.77,348.81,379.99,L5
2005-08-27 21:53:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.87,370.74,377.71,377.65,354.77,,,,,,,,,,380.83,373.44,358.14,394.52,L5
2005-10-05 21:59:53+00:00,372.86,382.26,391.16,391.13,386.37,371.13,370.17,363.36,345.34,358.43,360.65,352.43,350.00,358.87,355.00,359.19,363.86,360.90,369.02,368.81,358.79,367.53,362.17,372.49,384.73,,386.68,382.71,371.53,371.61,373.01,379.80,380.25,389.07,382.94,379.54,377.52,374.89,379.84,383.08,387.47,391.22,380.35,371.89,371.89,376.52,375.55,374.30,374.83,374.30,381.15,375.13,368.77,363.92,365.22,373.78,364.57,355.26,409.19,L5
2006-02-18 22:01:53+00:00,350.03,362.38,363.04,361.84,366.22,355.59,354.29,341.75,,,339.12,334.15,329.60,335.57,338.73,342.50,350.09,349.59,354.37,352.24,345.36,351.50,,,,384.50,373.39,367.65,359.52,357.94,357.64,360.74,362.11,375.60,367.78,364.60,363.32,362.40,,,,382.39,366.14,359.68,356.46,363.34,362.36,361.07,360.22,362.30,367.37,362.28,356.87,353.45,352.13,,,,,L7
2006-05-17 22:03:57+00:00,350.44,359.44,359.10,371.19,379.39,372.22,372.53,365.24,349.45,358.61,361.51,353.21,356.60,363.37,359.57,366.89,376.27,365.35,374.22,370.89,363.54,369.62,,,,,,,,,,,,,385.97,384.55,384.89,385.50,393.84,390.56,390.12,396.13,390.07,381.90,376.07,379.53,384.96,380.91,375.26,376.44,381.86,374.57,369.67,366.23,370.09,379.27,367.46,353.93,407.19,L5
2006-06-26 22:01:44+00:00,382.75,374.20,363.04,347.11,351.06,357.09,359.15,349.56,338.86,345.14,340.43,339.42,,,,356.75,361.56,356.86,361.28,357.33,355.12,362.52,363.00,369.94,375.47,379.01,375.75,,,,378.08,373.25,374.53,382.89,378.49,377.70,374.44,375.59,382.00,379.15,377.44,382.08,377.14,374.75,,,,380.09,374.68,372.04,377.12,370.52,362.62,361.02,364.52,371.46,356.94,351.43,391.12,L7
2006-07-28 22:01:30+00:00,,,,,,,,,341.71,350.77,,,,350.06,347.99,354.44,362.29,360.79,378.47,375.60,368.53,372.43,363.79,372.14,380.84,,,,370.71,370.58,374.68,376.22,376.47,390.41,381.70,376.57,378.19,378.81,382.73,382.23,382.15,,,,376.55,380.67,378.35,375.17,372.93,371.52,377.10,369.42,368.46,362.82,365.20,372.91,358.15,349.56,,L7
2006-08-13 22:01:29+00:00,365.29,378.26,,,,350.94,351.77,347.77,331.79,341.86,339.99,336.63,339.03,345.65,342.29,347.00,352.56,,,,358.99,364.61,356.56,369.73,381.21,386.24,370.96,371.22,359.02,356.40,362.76,359.53,,,,371.33,362.88,366.29,,,,,,,,,,,,,,,,352.70,351.91,361.25,348.98,339.05,384.10,L7
2006-08-21 22:05:19+00:00,,368.02,369.15,364.98,357.25,368.95,364.65,357.76,356.76,350.28,348.88,351.76,351.15,355.67,354.48,366.38,374.46,379.69,374.29,372.27,376.69,373.56,377.84,370.54,362.91,366.57,370.18,366.94,372.93,371.45,375.05,369.36,382.59,381.57,389.24,390.85,388.21,386.01,387.40,386.81,383.49,385.03,380.08,380.92,382.34,379.11,378.32,380.79,383.33,384.22,375.23,371.28,370.05,368.33,366.63,372.43,364.58,357.82,379.70,L5
2006-09-14 22:01:21+00:00,402.95,,,,374.54,366.85,366.47,355.97,352.26,348.86,353.15,355.56,360.79,360.05,359.75,365.27,,,379.39,374.79,372.34,372.48,374.54,375.59,377.95,382.48,384.34,379.85,374.82,372.60,375.32,,,,393.11,385.48,384.45,384.07,385.61,386.20,384.78,385.51,384.43,386.57,387.39,386.11,386.04,,,,,372.83,369.20,367.34,368.67,373.79,368.15,359.97,376.90,L7
2006-12-11 22:06:52+00:00,,331.87,,,,321.40,320.05,,,,,,,,,325.32,,,323.31,323.93,,,,,332.41,336.12,332.57,331.34,,,,,353.36,349.78,349.12,342.49,,344.73,345.32,347.66,340.73,346.37,335.94,,,,,,,,359.60,345.40,340.26,343.35,351.77,355.73,337.36,340.56,377.32,L5
2007-05-12 22:02:11+00:00,,,,,,,,,,,363.05,361.14,352.95,350.09,368.71,,377.78,378.71,361.08,362.28,,,,378.01,360.45,356.80,370.40,370.74,376.11,378.95,378.11,374.73,379.99,374.33,380.96,380.35,,,378.52,384.53,380.16,369.40,373.34,381.89,382.17,377.71,383.67,384.18,386.88,387.18,379.68,374.34,,,,370.87,363.37,361.87,389.33,L7
2007-05-28 22:02:04+00:00,,,374.13,389.05,371.19,360.90,358.59,358.23,374.98,365.74,365.33,363.13,357.12,,,,373.49,372.62,358.35,360.90,367.74,363.78,381.82,373.44,366.66,366.84,380.02,379.05,,,390.06,375.24,380.52,378.25,381.70,382.48,382.38,,385.45,391.47,384.62,376.71,382.16,,,,,377.51,382.59,380.24,373.37,370.38,364.88,366.64,366.85,374.24,374.80,381.50,395.78,L7
2007-11-20 22:01:58+00:00,,,,,345.96,355.38,338.46,332.97,346.52,331.93,327.43,336.69,343.62,341.17,354.37,,,,350.00,345.01,354.81,352.37,355.73,353.20,355.84,354.85,359.44,366.29,372.35,373.89,,,,379.86,369.21,374.59,370.96,373.53,376.35,376.50,363.62,362.92,369.60,376.36,377.11,366.52,,,,383.26,367.36,361.87,358.56,353.81,353.15,355.33,349.53,342.45,367.85,L7
2008-01-23 22:02:09+00:00,,352.31,346.60,340.58,348.65,331.68,,,327.17,339.10,338.73,331.16,330.41,336.11,332.42,323.19,,,323.83,,,,340.71,358.86,368.92,383.31,363.86,360.77,351.58,349.96,350.88,355.36,350.36,364.37,356.40,,,,,363.33,361.59,369.47,361.55,349.15,347.61,356.01,360.03,358.32,357.15,359.40,357.82,,,,,,,,,L7
2008-04-28 22:01:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.60,350.43,350.90,349.88,,,353.15,358.00,355.57,358.86,349.69,338.13,352.67,L7
2008-05-14 22:01:48+00:00,,,350.76,344.62,351.97,,,340.79,348.86,344.57,342.82,346.36,347.43,348.02,358.58,364.63,365.21,366.49,356.51,,,363.20,379.92,372.29,361.69,362.16,372.99,374.65,380.62,376.42,369.36,372.88,373.91,368.66,,,,390.35,378.45,380.73,379.87,373.62,377.52,374.14,381.39,377.23,375.37,376.33,374.22,376.39,,,,373.55,364.95,359.51,357.71,348.20,391.50,L7
2008-08-18 22:00:56+00:00,,370.32,370.96,361.70,360.65,351.72,353.25,348.35,,,369.37,359.52,363.06,369.27,366.93,371.54,380.09,375.41,377.52,371.38,364.49,367.43,,,400.69,395.73,389.57,387.75,378.02,364.81,364.20,371.13,372.42,384.46,379.94,375.77,381.09,377.84,,,399.30,383.71,373.59,372.79,368.22,380.01,379.87,382.34,386.60,377.97,371.41,361.44,361.69,,,,347.30,344.54,393.87,L7
2008-09-03 22:00:49+00:00,,,,,,,,,,,,,330.31,337.87,332.74,339.92,352.18,356.32,356.01,353.36,346.79,354.11,,,,387.48,368.34,365.11,357.30,353.16,353.67,358.86,359.28,370.11,365.26,358.84,359.68,360.73,,,385.39,383.45,363.48,353.34,351.97,354.81,355.88,357.67,360.79,362.45,368.00,361.36,356.00,350.69,,,,340.32,392.59,L7
2009-01-25 22:01:34+00:00,,367.63,351.10,342.79,339.49,341.22,339.45,,,359.69,347.86,348.60,342.86,341.90,341.74,346.21,356.85,356.11,353.23,351.84,347.42,350.69,,,379.46,371.88,369.53,365.83,360.26,362.63,359.58,365.61,367.01,374.78,367.16,364.57,369.60,,,365.58,372.23,372.89,368.00,364.13,363.22,362.00,362.51,363.15,365.91,362.94,364.32,359.87,352.65,,,,,322.89,,L7
2009-02-02 21:57:22+00:00,,382.14,372.09,353.28,352.22,356.66,356.26,347.92,343.27,345.18,356.30,353.98,353.47,353.02,356.41,358.37,368.17,363.79,358.88,362.02,359.63,361.28,368.19,371.63,378.39,383.95,380.54,380.78,377.34,375.30,376.03,376.59,375.69,378.65,379.27,379.38,380.39,381.79,380.59,381.06,383.22,382.95,378.25,377.00,376.78,377.57,375.28,379.77,377.80,374.72,377.82,373.59,373.70,369.40,370.59,374.44,365.39,356.37,368.76,L5
2009-06-02 22:02:15+00:00,,,398.10,398.47,393.15,382.04,381.03,357.43,366.64,349.97,347.74,364.70,363.05,358.14,,,386.34,385.25,371.30,373.56,384.37,372.62,380.56,370.62,363.65,358.85,371.63,373.94,,,,389.51,391.88,371.15,375.35,394.37,400.32,391.61,397.51,408.86,396.58,387.34,385.16,394.11,,,,378.00,388.73,375.27,373.09,371.43,365.79,359.41,364.67,370.86,360.39,350.60,401.74,L7
