dates,nzd0107-0000,nzd0107-0001,nzd0107-0002,nzd0107-0003,nzd0107-0004,nzd0107-0005,nzd0107-0006,nzd0107-0007,nzd0107-0008,nzd0107-0009,nzd0107-0010,nzd0107-0011,nzd0107-0012,nzd0107-0013,nzd0107-0014,nzd0107-0015,nzd0107-0016,nzd0107-0017,nzd0107-0018,nzd0107-0019,nzd0107-0020,nzd0107-0021,nzd0107-0022,nzd0107-0023,nzd0107-0024,nzd0107-0025,nzd0107-0026,nzd0107-0027,nzd0107-0028,nzd0107-0029,nzd0107-0030,nzd0107-0031,nzd0107-0032,nzd0107-0033,nzd0107-0034,nzd0107-0035,nzd0107-0036,nzd0107-0037,nzd0107-0038,nzd0107-0039,nzd0107-0040,nzd0107-0041,nzd0107-0042,nzd0107-0043,nzd0107-0044,nzd0107-0045,nzd0107-0046,nzd0107-0047,nzd0107-0048,nzd0107-0049,nzd0107-0050,nzd0107-0051,nzd0107-0052,nzd0107-0053,nzd0107-0054,nzd0107-0055,nzd0107-0056,nzd0107-0057,nzd0107-0058,satname
2002-01-22 22:00:40+00:00,357.43,354.03,351.49,353.89,355.95,352.48,345.45,338.96,341.93,345.42,345.55,345.84,345.78,349.59,356.11,355.53,357.59,355.28,351.08,354.59,356.43,357.05,362.41,365.12,371.02,373.43,376.18,373.80,370.71,370.05,367.74,366.06,371.92,373.12,371.65,371.33,374.85,374.79,375.90,379.06,378.12,375.73,376.53,373.98,372.27,370.45,373.26,375.57,375.34,373.82,375.43,369.75,361.46,360.58,359.29,358.29,350.60,343.59,378.08,L7
2002-03-27 22:00:37+00:00,357.43,357.39,354.03,354.89,354.12,347.92,344.54,340.26,338.23,343.90,345.39,345.54,344.77,348.62,349.94,351.90,357.29,352.87,350.56,352.51,351.57,354.84,359.02,363.58,369.48,376.25,376.07,372.56,368.91,367.58,365.99,364.42,369.00,372.73,369.36,367.32,370.39,371.14,374.68,376.77,374.20,374.83,373.29,370.98,367.56,369.30,372.15,371.84,371.14,372.69,372.60,366.68,360.71,356.12,356.15,358.56,348.66,342.55,373.10,L7
2002-06-15 22:00:19+00:00,354.29,360.56,363.61,359.28,358.97,351.71,347.65,342.04,342.92,345.86,352.04,352.62,350.44,353.80,355.09,358.32,363.60,358.20,354.73,354.42,353.47,356.72,360.35,368.72,373.92,379.28,380.12,376.26,373.18,369.75,368.64,368.20,370.49,363.46,370.72,365.33,365.84,377.08,379.32,374.31,369.42,374.29,373.90,366.91,368.34,373.37,373.78,374.91,373.92,375.14,373.10,367.82,363.22,357.87,358.48,362.02,354.35,346.92,373.01,L7
2002-07-17 22:00:08+00:00,354.29,360.56,363.61,359.28,358.97,351.71,347.65,343.06,344.10,347.41,353.04,354.74,353.01,355.17,356.93,360.54,364.82,360.83,357.27,356.54,356.56,359.03,363.13,370.24,375.63,379.52,381.86,377.49,375.64,372.48,371.33,371.66,374.50,368.51,375.26,370.43,365.84,378.62,382.23,377.57,372.98,375.31,376.92,370.47,371.54,375.55,375.10,376.49,376.85,378.34,374.88,370.79,365.47,359.90,360.69,363.13,357.10,348.33,381.48,L7
2002-09-19 21:59:35+00:00,376.84,359.41,355.71,355.89,356.34,347.74,342.92,340.16,339.80,342.73,347.24,350.20,349.03,350.45,352.88,356.13,360.76,358.89,354.92,354.05,354.03,355.24,360.01,366.56,371.08,373.77,377.56,372.74,371.72,368.24,367.58,368.15,370.30,365.86,371.88,366.34,359.47,372.10,375.18,372.33,367.62,368.74,374.24,367.92,368.42,371.71,370.70,372.35,372.74,375.88,371.68,368.00,363.35,357.64,357.86,360.24,351.81,344.12,375.86,L7
2003-08-05 22:00:11+00:00,,,,,,,,,340.63,343.47,339.83,345.58,349.07,351.57,355.39,366.30,365.55,366.70,363.92,362.22,,,,369.05,368.24,365.90,372.56,371.13,369.90,370.99,374.23,374.65,377.65,381.97,378.05,384.08,,,,387.08,378.78,378.30,383.16,378.49,384.29,377.64,373.73,379.43,378.90,377.32,374.03,371.86,,,,,357.27,348.78,373.70,L7
2003-08-13 21:48:45+00:00,351.47,357.32,360.44,359.17,361.74,349.63,344.43,339.49,332.43,339.17,334.65,338.07,340.56,348.30,349.49,358.19,362.31,361.53,363.28,360.89,350.45,359.63,358.80,364.38,369.36,371.15,370.37,367.59,364.36,367.02,371.17,371.82,372.54,379.78,377.28,377.31,370.91,370.70,373.04,379.20,375.20,379.13,378.69,372.90,373.77,376.56,373.50,376.33,372.08,370.53,370.01,369.18,359.25,356.62,349.91,355.61,349.37,342.56,380.38,L5
2003-09-14 21:49:18+00:00,351.47,357.32,360.44,359.17,361.74,349.63,344.43,339.49,332.43,339.17,334.65,338.07,340.56,348.30,351.33,358.66,364.66,363.37,369.94,368.09,361.59,371.04,367.20,371.01,377.16,382.62,376.99,374.43,369.29,369.02,372.32,374.53,375.68,385.08,382.58,382.94,379.72,377.34,381.13,382.87,379.49,385.37,382.11,375.37,375.61,379.25,376.29,376.07,372.69,375.05,375.62,373.77,368.36,366.00,360.69,365.96,353.69,346.49,389.29,L5
2003-11-17 21:50:09+00:00,351.47,357.32,360.44,359.17,361.61,353.34,348.37,340.77,336.62,345.74,343.12,346.07,349.42,353.98,355.80,364.11,364.37,363.86,369.28,366.68,360.57,367.24,366.87,373.18,378.40,382.24,378.06,376.64,372.89,372.69,374.97,374.33,377.11,384.44,383.39,382.47,380.57,377.52,382.43,386.15,383.17,387.01,384.68,380.27,379.06,380.66,378.78,375.58,373.20,374.70,374.68,372.50,366.89,363.70,360.71,371.38,359.09,353.23,387.17,L5
2003-12-19 21:50:27+00:00,356.33,358.63,355.28,360.45,357.58,354.49,347.10,338.15,337.93,346.55,345.58,349.00,351.68,355.26,359.03,366.21,367.56,364.28,366.15,364.77,360.62,364.68,366.41,370.42,376.70,379.07,378.14,376.34,375.30,374.81,376.14,374.78,376.98,381.55,382.01,381.46,379.54,377.33,379.85,385.62,384.02,386.12,385.02,382.62,381.60,381.67,379.55,377.86,373.46,374.53,373.96,371.55,365.30,361.57,359.95,369.13,361.07,355.42,385.20,L5
2004-01-28 22:00:52+00:00,356.33,358.63,360.43,364.08,361.61,358.39,351.17,343.49,342.00,349.62,349.23,351.64,353.54,357.04,359.03,366.21,369.76,366.09,367.70,365.68,361.92,364.87,367.04,371.21,377.26,380.33,378.93,377.08,375.65,374.81,376.14,374.78,378.24,382.81,382.97,382.61,381.23,379.12,381.51,386.27,384.23,386.30,385.21,382.61,381.68,381.67,379.55,377.86,375.08,376.01,375.91,373.03,366.80,363.21,362.16,370.87,362.71,357.26,383.94,L7
2004-04-01 22:01:04+00:00,361.19,371.13,362.50,365.44,360.73,361.39,353.81,345.72,350.71,357.87,360.13,361.83,363.65,362.86,370.59,377.55,374.37,369.84,365.06,363.47,363.26,362.01,367.94,370.90,374.44,376.21,379.82,377.82,382.01,383.49,381.87,379.47,381.67,380.08,383.67,383.73,383.64,381.40,382.77,388.44,386.34,384.37,385.09,387.71,387.75,385.30,384.45,378.49,378.27,377.68,376.57,372.02,365.89,361.70,363.75,374.11,370.89,368.51,378.44,L7
2004-07-06 22:00:48+00:00,,382.31,368.69,367.30,365.95,365.87,359.20,353.96,358.00,361.80,363.77,363.72,364.49,364.15,,,376.82,374.03,369.66,367.15,366.87,365.70,370.27,372.25,372.87,378.65,379.78,376.43,377.40,,,388.13,384.40,383.90,386.19,388.23,387.94,385.47,386.98,387.13,381.85,381.47,380.79,381.94,382.08,,,374.41,381.91,381.61,381.68,375.82,369.54,366.26,371.69,379.42,370.92,367.63,393.11,L7
2004-07-22 22:00:44+00:00,,382.31,368.69,367.30,358.27,355.19,349.88,344.16,358.00,361.80,363.77,363.72,355.25,359.78,356.13,361.58,372.78,369.26,368.36,366.63,362.79,364.27,367.81,370.12,375.07,378.65,379.78,377.91,375.03,364.78,369.36,381.54,379.90,381.51,383.73,383.98,383.74,381.15,383.22,381.04,378.48,381.47,380.79,381.94,379.12,,,373.64,378.87,378.50,379.52,373.63,368.66,365.19,369.61,377.36,366.80,367.63,393.11,L7
2004-07-30 21:54:28+00:00,369.04,376.00,366.44,360.82,352.92,353.28,349.79,341.96,356.80,355.98,360.20,363.81,354.38,359.32,363.10,367.54,370.24,368.73,363.60,366.66,365.84,367.15,372.38,369.98,372.34,370.89,378.99,375.85,376.02,371.54,373.15,379.90,377.78,377.18,383.19,383.56,383.96,381.29,381.59,379.31,377.00,376.94,377.92,380.68,378.52,371.48,375.01,375.34,378.52,377.11,376.14,371.81,369.59,366.43,369.87,376.07,364.30,363.02,395.86,L5
2004-08-23 22:00:35+00:00,369.04,376.00,366.44,358.60,353.60,354.89,352.98,345.01,356.12,354.74,359.78,361.65,355.10,359.03,363.13,367.22,370.24,368.73,365.86,367.47,366.71,366.70,372.23,370.66,373.10,374.40,380.82,376.82,376.49,373.86,375.23,379.90,377.78,379.93,382.55,383.17,383.52,381.25,381.11,379.55,378.75,379.00,378.69,380.18,378.42,373.75,375.01,375.34,378.52,377.11,377.31,373.14,370.76,367.43,369.98,375.14,364.05,362.85,390.93,L7
2004-10-18 21:56:23+00:00,361.43,376.00,380.46,365.85,358.08,354.95,357.37,351.82,354.58,356.83,363.02,367.27,357.56,364.35,365.71,370.31,373.36,369.76,372.24,370.55,366.75,368.41,370.80,372.45,378.56,383.89,387.95,383.25,378.16,375.47,379.16,383.95,382.15,388.70,382.62,381.65,382.43,380.02,379.37,378.86,380.99,386.82,387.53,382.34,378.93,378.35,382.88,379.79,380.16,379.68,379.23,375.60,372.46,368.88,371.06,375.43,362.98,360.48,395.23,L5
2004-11-03 21:56:42+00:00,359.34,371.29,379.10,370.14,360.09,352.12,354.60,350.77,352.32,353.60,358.26,362.12,357.84,364.30,365.28,369.03,372.89,369.63,371.95,369.92,364.31,365.92,367.80,370.19,376.22,381.18,383.96,381.86,377.66,375.46,378.67,383.26,382.24,389.43,383.93,380.47,380.48,378.42,378.06,377.63,379.39,384.96,384.29,381.89,378.57,378.86,381.05,379.42,379.32,379.55,379.56,374.37,371.40,368.15,369.94,374.65,363.83,360.77,387.92,L5
2004-11-11 22:00:45+00:00,359.34,371.29,379.10,370.14,359.65,350.41,351.43,347.37,350.48,350.10,353.86,357.37,354.91,360.29,362.12,365.74,372.89,369.63,368.06,366.07,361.65,362.23,365.03,367.07,372.49,376.30,379.56,378.06,374.79,372.94,375.69,383.26,382.24,389.43,381.38,378.56,378.82,376.84,376.33,375.92,377.54,381.26,381.22,379.34,376.14,376.16,377.22,379.42,379.32,379.55,379.56,372.60,369.34,366.23,368.15,372.43,362.38,358.02,380.01,L7
2005-02-23 21:58:31+00:00,350.91,372.54,382.83,381.83,370.85,352.81,353.53,352.91,347.94,350.84,352.19,354.06,357.79,359.81,358.93,361.87,372.52,369.37,369.91,365.68,360.29,361.86,361.77,366.97,372.95,378.51,378.03,376.11,372.76,371.67,373.61,385.39,384.96,398.93,382.36,378.37,378.23,376.25,376.21,377.09,378.94,383.37,381.41,378.05,373.89,377.51,377.16,378.90,377.99,379.91,382.11,372.17,367.67,364.97,366.38,370.25,363.22,354.82,372.51,L5
2005-03-03 22:01:30+00:00,356.33,375.88,383.81,382.31,372.04,352.81,353.53,354.47,350.46,352.36,353.47,355.08,357.09,359.66,359.45,362.36,371.19,369.34,369.72,365.68,360.29,361.86,367.79,370.93,375.10,379.18,378.89,376.36,373.75,372.98,374.56,384.25,384.70,396.59,383.92,378.37,378.23,376.25,376.21,377.09,378.94,383.37,381.41,378.05,373.89,377.51,377.16,378.90,377.99,379.91,382.11,372.17,367.67,364.97,366.38,371.60,364.32,355.86,372.45,L7
2005-03-11 21:58:44+00:00,352.86,378.51,384.75,381.86,375.16,355.73,355.51,355.78,350.66,353.74,354.52,354.88,356.80,359.99,359.00,361.05,369.61,367.15,370.15,365.91,359.62,363.11,368.16,372.69,378.61,383.02,379.71,377.27,373.46,372.52,373.92,382.89,383.03,394.63,382.00,377.54,378.10,376.65,377.58,378.98,380.71,385.14,382.36,378.74,373.67,377.98,377.84,378.48,377.64,378.42,381.49,371.32,367.45,364.31,365.93,373.22,364.32,355.86,380.11,L5
2005-03-19 22:01:30+00:00,352.71,377.58,385.58,380.39,374.21,357.59,356.00,355.78,350.66,353.82,353.62,354.68,356.66,358.80,358.97,361.30,369.40,368.45,370.73,367.23,363.05,364.96,368.16,372.69,378.49,380.91,379.59,377.44,373.59,372.95,374.23,381.82,382.88,392.33,382.39,378.33,378.57,376.65,377.58,378.98,382.87,383.81,381.77,379.60,375.32,377.54,378.29,378.82,378.58,378.41,379.74,371.66,367.82,364.31,365.93,373.22,364.32,356.15,381.23,L7
2005-05-06 22:01:25+00:00,352.86,376.86,382.73,376.89,375.03,360.72,354.99,351.68,349.70,351.02,350.07,349.95,350.64,352.71,355.80,357.85,365.96,366.51,365.45,364.89,364.25,365.96,371.21,372.60,376.16,375.66,376.04,372.42,370.86,370.71,370.51,376.74,379.35,384.04,380.53,378.05,378.81,378.28,378.47,379.74,382.45,379.30,377.44,376.86,373.55,374.22,375.29,375.65,376.51,374.93,376.71,369.86,366.66,362.58,366.93,373.29,363.09,355.05,382.16,L7
2005-05-22 22:01:24+00:00,351.23,376.86,382.73,376.89,379.42,367.00,361.45,357.01,351.35,354.01,352.84,352.27,352.71,355.21,357.69,359.56,365.96,366.51,368.83,368.77,368.53,369.27,374.55,375.63,377.73,376.04,378.85,375.10,372.94,373.32,372.51,375.19,378.30,382.44,380.35,379.97,381.20,381.05,379.99,381.36,383.97,380.36,379.56,378.79,375.95,376.43,376.54,374.95,375.91,374.46,375.16,369.76,367.18,363.86,368.68,374.41,364.48,357.01,385.85,L7
2005-07-09 22:01:14+00:00,353.00,376.61,380.87,376.89,379.42,367.00,361.45,357.01,351.35,354.01,352.84,352.27,352.71,355.21,356.83,358.39,365.40,365.15,367.75,367.16,366.31,367.91,372.24,373.94,377.78,376.04,378.85,375.10,372.92,372.03,372.08,375.22,377.91,383.21,380.19,379.46,380.35,379.68,379.30,380.17,382.79,380.36,379.56,378.79,376.12,376.43,376.54,375.22,374.71,373.58,375.32,369.98,366.67,363.51,367.55,372.87,362.53,355.78,385.85,L7
2005-07-17 21:59:35+00:00,353.00,376.61,380.87,376.89,379.42,367.00,361.45,357.01,351.35,354.01,352.84,352.27,352.71,355.21,356.83,358.39,365.40,364.35,364.80,366.05,367.15,367.18,372.56,372.51,375.69,373.54,378.20,373.13,372.70,371.67,371.80,373.69,377.29,380.70,380.56,381.17,381.09,380.45,379.83,379.46,381.41,378.31,378.21,378.78,377.41,374.78,374.53,374.51,374.65,373.41,374.14,370.04,367.35,364.48,367.40,372.70,362.40,354.78,385.01,L5
2005-08-27 21:53:44+00:00,354.54,377.24,381.55,376.75,378.69,367.16,360.95,356.34,351.79,353.66,352.27,353.05,352.37,355.36,357.71,359.13,365.72,364.61,363.79,364.84,366.28,365.87,372.17,371.48,374.56,371.61,377.83,373.50,372.85,371.82,372.63,373.54,377.62,379.28,379.52,380.06,380.07,379.68,378.70,378.10,380.47,374.21,376.33,379.38,378.02,370.39,374.49,375.15,375.16,373.48,373.14,369.15,366.54,363.24,366.33,373.12,363.43,355.12,383.77,L5
2005-10-05 21:59:53+00:00,359.14,373.52,377.99,380.63,386.37,371.13,370.17,354.67,344.26,349.86,351.58,349.06,347.00,353.99,355.49,357.75,364.54,361.49,359.07,363.09,363.27,364.09,366.67,366.62,369.80,359.13,376.94,370.86,371.13,370.09,371.25,371.97,376.23,377.37,378.20,380.84,379.84,379.01,378.05,377.41,377.76,373.42,374.25,375.85,376.73,368.32,371.72,373.56,373.38,372.57,373.52,369.91,366.31,363.80,366.55,371.72,362.91,354.13,385.14,L5
2006-02-18 22:01:53+00:00,361.44,372.32,377.10,376.49,376.30,363.36,362.23,352.56,345.34,358.43,349.88,343.29,339.80,347.22,346.87,350.85,356.98,355.25,361.69,360.52,352.08,359.51,362.17,372.49,384.73,384.50,380.03,375.18,365.52,364.77,365.32,370.27,371.18,382.34,375.36,372.07,370.42,368.64,379.84,383.08,387.47,379.16,372.41,369.76,368.67,364.88,368.96,367.69,367.52,368.30,374.26,368.70,362.82,358.69,358.68,377.31,369.00,356.70,401.85,L7
2006-05-17 22:03:57+00:00,350.24,360.91,361.07,366.51,372.81,363.90,363.41,353.50,349.45,358.61,350.31,343.68,343.10,349.47,349.15,354.69,363.18,357.47,364.30,361.56,354.45,360.56,,,,384.50,373.39,367.65,359.52,357.94,357.64,360.74,362.11,375.60,376.88,374.58,374.11,373.95,393.84,390.56,390.12,389.26,378.11,370.79,366.26,371.43,373.66,370.99,367.74,369.37,374.62,368.42,363.27,359.84,361.11,379.27,367.46,353.93,407.19,L5
2006-06-26 22:01:44+00:00,361.07,365.34,361.73,360.05,365.56,361.63,361.99,352.18,344.15,351.88,347.02,342.26,343.10,349.47,349.15,355.38,362.64,357.27,363.29,360.15,354.67,361.21,363.00,369.94,375.47,381.75,374.57,367.65,359.52,357.94,367.86,367.00,368.32,379.25,377.41,375.62,374.22,374.50,387.92,384.86,383.78,386.87,377.78,372.11,366.26,371.43,373.66,374.02,370.05,370.26,375.45,369.12,363.05,360.23,362.25,375.37,362.20,352.68,399.15,L7
2006-07-28 22:01:30+00:00,361.07,365.34,361.73,360.05,365.56,361.63,361.99,352.18,343.34,351.51,347.02,342.26,343.10,349.67,348.76,355.14,362.55,358.15,367.09,364.01,358.14,364.02,363.39,371.04,378.15,381.75,374.57,367.65,365.12,364.26,370.13,370.07,371.04,382.97,378.49,375.86,375.21,375.57,386.19,383.98,383.24,386.87,377.78,372.11,369.69,374.51,375.22,374.31,370.77,370.57,375.86,369.20,364.40,360.88,362.99,374.55,360.85,351.64,399.15,L7
2006-08-13 22:01:29+00:00,362.13,368.57,361.73,360.05,365.56,358.96,359.44,351.08,340.45,349.10,345.26,340.85,341.74,348.66,347.14,353.52,360.55,358.15,367.09,364.01,358.31,364.14,361.12,370.60,379.17,383.25,373.37,369.44,363.08,361.64,368.29,367.44,371.04,382.97,378.49,374.95,372.74,373.72,386.19,383.98,383.24,386.87,377.78,372.11,369.69,374.51,375.22,374.31,370.77,370.57,375.86,369.20,364.40,359.24,360.77,371.22,357.88,348.49,394.14,L7
2006-08-21 22:05:19+00:00,366.16,369.98,363.76,361.09,362.57,362.30,362.02,355.08,343.71,349.33,347.70,345.25,348.93,353.69,351.08,358.29,365.43,365.67,372.07,369.02,364.57,368.55,365.30,370.59,375.11,377.27,372.30,369.08,367.55,366.14,372.64,369.59,377.86,384.96,383.85,380.20,377.72,378.44,386.49,384.69,383.30,387.75,382.43,379.19,378.32,379.77,380.54,379.24,376.55,376.06,377.83,371.45,367.70,362.22,363.67,371.46,359.22,350.36,390.53,L5
2006-09-14 22:01:21+00:00,375.36,369.98,363.76,361.09,365.56,363.21,362.91,355.26,345.14,349.25,348.79,347.32,351.89,354.96,352.82,359.45,365.43,365.67,373.53,370.18,365.87,369.20,367.15,371.59,375.68,378.57,375.31,372.67,369.37,367.76,373.18,369.59,377.86,384.96,385.70,381.08,378.84,379.38,386.32,384.99,383.60,387.19,382.93,381.03,380.59,381.36,381.92,379.24,376.55,376.06,377.83,371.72,368.00,363.07,364.50,371.85,360.71,351.96,387.80,L7
2006-12-11 22:06:52+00:00,383.66,363.09,366.09,356.05,360.95,353.05,352.42,352.76,344.28,347.38,345.61,345.84,350.32,352.86,351.13,352.53,362.72,365.78,363.35,360.78,366.33,369.12,367.15,371.59,368.46,370.08,366.76,362.34,369.37,367.76,373.18,369.59,371.74,376.16,378.33,374.07,377.63,372.58,376.61,376.41,373.72,374.75,369.40,380.75,382.09,381.96,380.90,378.68,376.98,375.93,372.26,365.89,362.12,359.26,361.45,367.93,355.69,349.73,381.83,L5
2007-05-12 22:02:11+00:00,,331.87,,,,321.40,320.05,,,,363.05,361.14,352.95,350.09,368.71,325.32,377.78,378.71,342.19,343.11,,,,378.01,346.43,346.46,351.49,351.04,376.11,378.95,378.11,374.73,366.68,362.05,365.04,361.42,,344.73,361.92,366.10,360.45,357.88,354.64,381.89,382.17,377.71,383.67,384.18,386.88,387.18,369.64,359.87,340.26,343.35,351.77,363.30,350.37,351.22,383.32,L7
2007-05-28 22:02:04+00:00,,331.87,374.13,389.05,371.19,341.15,339.32,358.23,374.98,365.74,364.19,362.13,355.03,350.09,368.71,325.32,375.63,375.66,347.58,349.04,367.74,363.78,381.82,375.73,353.17,353.25,361.00,360.38,376.11,378.95,384.09,374.99,371.29,367.45,370.59,368.44,382.38,344.73,369.76,374.55,368.50,364.16,363.81,381.89,382.17,377.71,383.67,380.85,384.74,383.71,370.88,363.37,352.57,355.00,359.31,366.95,358.51,361.31,387.48,L7
2007-11-20 22:01:58+00:00,,,374.13,389.05,358.57,358.14,348.52,345.60,360.75,348.84,346.38,349.91,350.37,341.17,354.37,,373.49,372.62,354.18,352.95,361.27,358.07,368.77,363.32,361.25,360.85,369.73,372.67,372.35,373.89,390.06,375.24,380.52,379.06,375.45,378.53,376.67,373.53,380.90,383.99,374.12,369.81,375.88,376.36,377.11,366.52,,377.51,382.59,381.75,370.37,366.12,361.72,360.23,360.00,364.78,362.16,361.98,381.81,L7
2008-01-23 22:02:09+00:00,,352.31,346.60,340.58,347.30,343.53,338.46,332.97,336.85,335.51,333.08,333.93,337.01,338.64,343.39,323.19,,,336.91,345.01,354.81,352.37,348.22,356.03,362.38,369.08,361.65,363.53,361.97,361.92,350.88,355.36,350.36,372.12,362.80,374.59,370.96,373.53,376.35,369.91,362.61,366.20,365.58,362.75,362.36,361.26,360.03,358.32,357.15,371.33,362.59,361.87,358.56,353.81,353.15,355.33,349.53,342.45,367.85,L7
