,dates,per0215-0000,per0215-0001,per0215-0002,per0215-0003,per0215-0004,per0215-0005,per0215-0006,per0215-0007,per0215-0008,per0215-0009,per0215-0010,per0215-0011,per0215-0012,per0215-0013,per0215-0014,per0215-0015,per0215-0016,per0215-0017,per0215-0018,per0215-0019,per0215-0020,per0215-0021,per0215-0022,per0215-0023,per0215-0024,per0215-0025,per0215-0026,per0215-0027,per0215-0028,per0215-0029,per0215-0030,per0215-0031,per0215-0032,per0215-0033,per0215-0034,per0215-0035,per0215-0036,per0215-0037,per0215-0038,per0215-0039,per0215-0040,per0215-0041,per0215-0042
0,1985-03-01 14:30:13+00:00,,193.78422938184298,193.40160926085656,197.87307858849445,186.26549028297723,182.19677349307688,181.5999956745765,180.58051531226107,178.1592794100801,179.60567559189192,193.62655455863978,200.54686380520516,195.67924673189503,188.6845063317739,179.96127999899224,178.94181070126325,181.48770025266563,188.83714435208648,194.41108981419217,186.83980834149344,183.2716761501646,185.5898964502164,181.00976325134022,186.7453916869136,192.83002134265416,195.44269976430314,191.45577773111827,188.84494210476413,184.17099118323736,184.9854288071208,191.87402681178173,204.47290149697704,203.16309701972733,201.69487577715432,187.32506424845297,177.2068263107339,184.61101070020098,207.5718704843935,198.9831099079147,195.1642618803706,193.73550566341763,192.36267716607742,186.8306634891959
1,1986-10-30 14:18:50+00:00,171.71777650937872,193.0984950079508,195.48883854720756,197.7043891475606,193.09479881111903,185.3096550736642,185.96960350187902,189.93483383868698,190.0177999411664,184.1209654708113,192.3709410412977,194.3723153014835,200.65991408266905,187.29865390879297,170.66985677772828,174.3746624921196,190.1164443030177,190.16079622337253,187.45981577583265,188.63722966107048,195.39937101556006,193.38119353527438,192.11683131939483,186.4233251869358,193.137265472923,200.16829926836115,194.5282331184577,194.6664280588064,186.05786369594642,181.54636762258798,179.013704196753,185.33247988982015,205.1307177648277,209.02560495014123,195.83835780081557,189.47398884816192,195.553461079109,197.54664789458678,189.86730403837976,203.37740293885597,198.50098480024843,174.00938993900087,162.70427103649337
2,1986-11-15 14:18:13+00:00,,192.33009003912514,194.3051364895773,194.83752481249584,189.50500448010516,189.84018100604405,189.16647140890635,192.38848539633779,185.02373011830252,175.99424487762687,189.72975370420582,193.97897025899647,198.77532641408055,187.89669060738868,182.70906448395013,178.13580669918537,183.03162470434904,187.64109136477273,188.8823528659749,187.47577967166538,204.13680816179405,193.93182758751723,189.38970172341223,205.24741321563405,196.85136131507215,194.0556415239481,191.52421892942465,187.41508882965525,185.16042903494494,186.94350494271345,195.1277002300921,183.6345753798165,186.82454991337346,201.4034653621334,203.6921990206266,198.45205851421443,194.18610094341787,202.56706321381967,207.40876351211256,202.33893590500452,194.0063094154469,182.83175267701395,162.18573013353264
3,1988-02-06 14:29:16+00:00,173.8629923254518,192.87224314615338,194.7978088360188,197.78629821039743,191.7733596134922,187.59879812749386,182.0425152059076,183.24451958873777,185.41654073505532,168.2264656240394,175.35516507642436,184.3170965975504,194.55792120098187,205.07093134973314,214.50794357942212,210.71671151983134,212.06489803289358,186.56628795700897,169.80897415925472,165.83827986634833,186.6834730897055,209.64905452847898,222.45523133580792,221.25996346269096,224.9520230013934,206.4386027196312,182.8057281494624,186.05460775606707,220.25987055870672,228.13942643879705,196.59550668370383,191.50734368441871,200.56315830587644,214.83262457447591,229.56643757549284,226.52674263246988,225.29130654884185,208.34388733754787,200.07080228745656,224.4245943710211,231.3492713132724,212.54213225397012,177.4419504883665
4,1988-02-22 14:29:30+00:00,172.3500141020886,197.0712631278227,199.57514571928672,201.8996378759229,197.32087938114825,190.18039396312514,189.57355181569037,193.83631508755332,199.445909404752,173.23953838652062,177.5049321035663,198.7853014499962,195.79531074832641,193.68725750618577,209.1240620899509,222.04883595653254,216.16137809454975,205.1931049749836,170.74292953589696,173.22211935009128,194.49976283817625,215.49364057483967,202.04309686509401,203.10304694435303,227.94879759781446,212.55259387548648,199.48717100433132,194.3903650973943,203.0569861174153,233.73057596712727,231.35261886179546,221.2909461385547,217.02561552193535,220.4602725558294,220.92135547024785,219.87016121552756,221.094457607947,231.5456976316056,220.92715165828028,224.5627166371763,223.55631481701116,215.49175638180537,195.17427372679526
5,1988-04-10 14:29:52+00:00,171.4660459313057,196.01760624768121,197.50726979053172,196.35098910696422,196.6617176438478,188.85359690916047,184.3023645364195,191.41335579540504,188.36845275982162,178.65498560658642,182.6397182097181,197.5866012959174,209.2305457358653,206.49197412892252,203.6634894089064,207.08549119352614,206.5988354716948,201.07516578065673,200.69742539805705,198.22668876626088,215.31667876149453,198.34779302771028,198.9003960087969,208.99978928366593,191.37914010333867,188.94403261677928,188.9093376156541,216.1416580236529,223.019331223516,214.48821054133037,209.55974782677998,209.21403948685938,212.90462096625532,208.2078845018631,210.5910196744566,216.68832617925034,224.67266652987774,234.01032525594204,232.5309267476206,215.58622175578265,217.29786528407902,222.50475439685601,195.0064130699652
6,1988-05-12 14:30:08+00:00,,195.78636057904072,201.85957142993485,205.54200908991373,199.12688186154477,191.14447530517637,,,,,175.2943881706724,179.22474698003572,196.92855998343975,206.58788441629002,205.55993922572077,201.22933747137805,185.89146743480603,188.04747958870612,195.88311302203283,206.88124250933697,221.8054380997562,214.21315439765456,191.4400056636833,183.20503677066498,182.82695514727385,185.98763499716182,193.47161821197534,210.23733323480852,225.35304692925638,223.7067247482309,194.7077539964277,207.2272751968099,191.9662878330427,192.1157349621671,201.57909614188515,221.31325706389896,230.77783085180926,231.14392420108328,229.42323609805047,221.83947651087294,216.9431268650871,218.2488511565255,
7,1988-06-13 14:30:21+00:00,,183.20127379971512,188.91822309218978,,,,,,,,,,,,,,,,,165.82249622302766,160.88559899354163,156.4461135230454,166.27165863610333,177.25548264964212,178.51389742803462,185.46966778973592,176.94904123075352,175.99175670501035,175.0049439335792,180.8570445945579,179.7631575234511,182.08243721816254,177.7701598245531,174.45870332388617,175.55255853606337,184.0295291445676,182.57109119853646,185.31761113066727,177.9662093201406,,,,
8,1988-11-04 14:30:24+00:00,,200.13518649681635,201.83478261143384,201.37176826402876,198.69260961135433,196.05085001796584,196.47688163336008,194.29694517044405,193.62826945992626,182.55643933222123,182.18336510190053,185.00458391559204,174.00326512613364,174.17416825045925,190.547928263463,187.68900947806335,183.07912511537586,181.52001202373833,187.54872253281786,189.39572453762764,184.76868994924808,183.6226291567025,182.53617197121096,188.87861174407,184.09013642877187,183.74489845064656,181.31304150301412,182.1744388740908,180.76878672850637,185.13556677963464,190.83810077937443,196.78715956409093,210.0815947940505,203.8429728205542,189.7232261576062,192.49177299182583,192.56845316071482,186.1084066901378,202.21153876220404,213.70102641513932,201.26610893283726,183.24636704476853,181.8249080397071
9,1989-08-19 14:26:23+00:00,,190.7764596362743,187.86978074856538,193.45122109294442,186.75387488106117,182.0682319423359,,,,,,,148.18149644173297,138.25542895991026,156.19878223196181,154.79188851857782,145.2089567402638,,149.41964239717578,155.45786655462337,156.28750916640422,160.4117956642009,165.54197915549346,160.8914799869185,166.54044034395838,177.36951791387378,176.92505101368062,174.00732767368575,171.77675577182922,172.2885110834806,178.4530455578963,177.5197846502274,178.04066993165117,178.99686556325972,174.54915863576326,173.9025830967272,175.55759328968162,171.31890336160922,167.46789768183035,171.1184052941064,166.5276814855584,154.0288260869142,
