,dates,per0077-0000,per0077-0001,per0077-0002,per0077-0003,per0077-0004,per0077-0005,per0077-0006,per0077-0007,per0077-0008,per0077-0009,per0077-0010,per0077-0011,per0077-0012,per0077-0013,per0077-0014,per0077-0015,per0077-0016,per0077-0017,per0077-0018,per0077-0019,per0077-0020,per0077-0021,per0077-0022,per0077-0023,per0077-0024,per0077-0025,per0077-0026,per0077-0027,per0077-0028,per0077-0029,per0077-0030,per0077-0031,per0077-0032,per0077-0033,per0077-0034,per0077-0035,per0077-0036,per0077-0037,per0077-0038,per0077-0039,per0077-0040,per0077-0041,per0077-0042,per0077-0043,per0077-0044,per0077-0045,per0077-0046,per0077-0047,per0077-0048,per0077-0049,per0077-0050,per0077-0051,per0077-0052,per0077-0053,per0077-0054,per0077-0055,per0077-0056,per0077-0057,per0077-0058,per0077-0059,per0077-0060,per0077-0061
0,1985-01-24 14:52:53+00:00,,267.0928149025626,269.34738698859377,,,,387.4607285200995,,,,,,,,,,,,,,,,373.41861143518076,370.6419443487275,363.5305468358339,369.5290654004061,368.95249517167906,379.37469779635404,384.98542596864104,378.8352891129231,371.89188449918635,374.53273040139595,370.5977435512429,377.6162875472117,388.004664935732,,,,,368.8572179335957,350.4441646410887,331.82582561566596,318.09928476080506,319.02008542638765,314.2138552720717,301.2326654898301,307.25956286437065,300.59120082697626,283.55956193608256,258.95360948573295,252.89443971569443,226.86536152722078,207.26752207813178,194.93573860365132,183.5643565775912,173.71010892636994,148.83493460646775,140.9394988003235,136.84051993680112,136.41031839371607,140.35261630463424,138.5983349227252
1,1986-03-16 14:48:34+00:00,,254.00656589241126,234.40128911472064,,,,376.63049315828675,,,,,,,,,,,,,,,,,394.89330079423587,373.97230476050333,363.3327056744684,371.1187240790066,376.4207608768227,387.1330736178512,388.3690665649369,373.87317900618376,369.1920478489092,364.43264958776444,362.71174960088916,364.9706772046241,,,368.4608991371284,,339.44000261888254,324.2269494245628,308.6306795571958,301.3278766850815,292.26492634336864,288.83851886313124,285.618563113508,280.55605599296126,273.66687642613834,257.0524338769167,226.0655905102783,229.72223715560756,215.37774139285284,206.5437613898801,199.69481758996164,200.37262325769132,190.21117242042084,163.83871813142343,150.99298721713058,142.8385533798131,142.22806084114694,143.22482688488918,150.66056400563977
2,1986-05-03 14:47:30+00:00,,,,,,,,70.88786238275804,151.92731220232767,178.53946296279162,210.83261890394698,55.29343287748278,,221.57377237847948,247.3428387996639,,325.22533955071816,339.2492817354413,,332.1651152533154,301.12306605982354,331.8378697328832,370.4700704092412,375.2130712942791,359.3270359587293,357.70081533448115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-09-08 14:43:16+00:00,73.70819160364995,,,,,,,84.29720724996174,138.26493946012374,181.5156165610813,192.34225697806448,43.62984122989509,55.43976301232756,190.4389278954647,237.3768538348926,232.48483970146492,315.6140129533304,372.0307603231019,,,,,,,395.8599397828349,391.0639331662728,397.9055820019817,384.96707199150245,370.2617068249947,352.17650168168063,347.026105996557,349.739534419709,336.94183732224604,339.5090615561659,338.6833884836483,348.33101895110116,,351.07423492123263,341.9752986560899,,,,262.91452641139807,,,,,,,186.34692670901222,,185.58012411083098,179.07047504068382,,,,,,,,,
4,1987-04-04 14:45:05+00:00,,,,,,17.000845452960327,79.33800039288622,103.79250082702823,169.14159363888905,215.76664306373385,196.76063291702712,14.478616358350708,19.233489224426194,,,193.53909905069006,309.0130696835757,322.60439137830167,,,,,,,,,,,,,,,,,,,,,,384.1103678277341,373.2009790508401,356.3021934596047,,,,322.53386427537595,309.91159201548516,305.6291002478796,289.6429934821452,251.53184221990253,246.05744592157902,,215.84759245736737,199.35417326649986,196.33443249464972,191.63715324050986,172.86127161371758,160.822933952207,150.43185292563777,146.96610461380976,152.50805873712108,157.94841592468873
5,1987-07-25 14:47:55+00:00,88.81387623378669,,,,,16.350495525496704,52.439427293478474,75.0762516757514,153.65755128563808,182.84423976279913,208.79139482247888,,,,,,336.02378109530207,,,,,,,,,,,,,,,,,,,,,,,383.03102659537706,359.3116931091509,352.6790738327385,,,,,,341.462617339247,323.78092497761713,270.7701666318752,266.2651095007969,,212.740848142242,186.4152301110151,184.24693011690664,226.77685879665975,178.59744783290205,155.70082411580452,148.27437903533738,152.93405758712947,159.36350883050903,157.76091618546883
6,1987-08-26 14:48:52+00:00,132.173318598495,,,,,11.813932393488631,37.27850728851736,82.06549201404161,136.0230754240472,176.56140339751803,183.77914761021384,76.8212359652334,,214.76201838665662,255.27948956953924,293.65960145448344,317.6709255017445,321.9301434954343,305.2921290557538,322.8023817106407,311.9741746144157,331.85903920510725,406.92802815312393,,,,,,,,,,,,,,395.86695859933235,386.39155080340606,375.31071985500375,347.60120474467277,336.69581464038646,320.57231025377473,307.2404277815689,316.5965445216726,316.4619720163755,316.23004355041155,301.0971175166921,281.8553951915759,268.14745558857055,239.91315649905556,244.5204510606227,186.3322836734763,172.57753947517529,147.49303876767897,159.5337333244289,165.38986542721454,153.83925450466413,124.84658980574443,123.97610989229082,136.09182801630803,132.74819289206607,145.5115768154978
7,1987-09-11 14:49:16+00:00,118.05315321975793,,,,,4.778849642985441,33.593153796295404,76.95903252065483,138.01294584689506,173.9648112607073,179.83931865695493,39.783544810431025,39.182080082007126,,263.802760538991,300.73195757239927,317.73400013580334,308.47857462593487,306.7132717135413,320.66441875378587,310.1379769729833,331.62569249496335,389.42318515209917,,,,,,,,,,,,,,394.3959685796159,384.0458622235787,370.2724045930951,339.93146088002754,326.8152147687926,298.84314626892404,301.69937845898187,308.28577547322016,312.3221276571129,310.08512685926297,301.52338959553487,288.7590613818479,278.7224794782132,243.91952468572072,249.1687780593124,215.05783780388754,195.5469328915035,163.33029061413868,171.08035963150246,152.9431947215477,,,,,122.35024630227524,132.8420112406975
8,1987-09-27 14:49:38+00:00,142.42365717702685,,,,,17.822995940910804,50.157121172842,88.40715446276704,142.56117668115849,178.32242804513328,189.01796597928578,108.74987827415077,163.7440567800428,269.1385586047047,286.93304714150565,348.07096601926,361.4099726358837,367.64438713176213,393.83418436043064,,,,,,,,,,,,,,,,,,,,393.65517209606645,362.6453490171919,343.3256054953666,329.93416925168276,324.3654385543928,332.9039802459025,334.3979413952838,340.1722583532854,326.1896456572136,314.864177393108,298.45282576047333,272.7647666949721,266.94780754120615,244.82658975279125,222.01487227632308,205.68660175295426,200.16591353912415,184.32791520420426,159.39127300716854,144.4813164869853,129.1746012676168,128.1094122488052,139.74849716173696,141.83796734677162
9,1987-11-14 14:50:35+00:00,180.89463147073303,166.36357317042354,163.08621080403094,152.37571098178486,,3.667113930437852,47.97561779084568,93.50851561820309,147.07979201765477,173.40159109347482,201.67505142660582,147.71164925636836,195.09283190014446,267.14692410573804,301.7916588242061,331.53704793404006,348.37833771522446,368.3692103885928,381.90521852367124,,376.01552895652424,393.1668611207482,,,,,,,,,,,,,,,,,397.28633093434166,370.6463027887408,359.90297043195915,336.4737586631617,334.28232138655994,345.67639614827925,343.76271034052724,344.0650673176654,339.6955331704361,344.7224407428459,310.81480567490075,285.8698786742574,267.6450672837654,229.5737199535211,209.4816690881706,192.7867718537483,183.1849207034619,179.56697919411727,161.16527521837034,153.3113480834037,141.01807004369658,138.71934659186087,147.82228140574296,142.68825852738405
