dates,satname,nzd0450-0000,nzd0450-0001,nzd0450-0002,nzd0450-0003,nzd0450-0004,nzd0450-0005,nzd0450-0006,nzd0450-0007,nzd0450-0008,nzd0450-0009,nzd0450-0010,nzd0450-0011,nzd0450-0012,nzd0450-0013,nzd0450-0014,nzd0450-0015,nzd0450-0016,nzd0450-0017,nzd0450-0018,nzd0450-0019,nzd0450-0020,nzd0450-0021,nzd0450-0022,nzd0450-0023,nzd0450-0024,nzd0450-0025,nzd0450-0026,nzd0450-0027,nzd0450-0028,nzd0450-0029,nzd0450-0030,nzd0450-0031,nzd0450-0032,nzd0450-0033,nzd0450-0034,nzd0450-0035,nzd0450-0036,nzd0450-0037,nzd0450-0038,nzd0450-0039,nzd0450-0040,nzd0450-0041,nzd0450-0042,nzd0450-0043,nzd0450-0044,nzd0450-0045,nzd0450-0046,nzd0450-0047,nzd0450-0048,nzd0450-0049,nzd0450-0050,nzd0450-0051,nzd0450-0052,nzd0450-0053,nzd0450-0054,nzd0450-0055,nzd0450-0056,nzd0450-0057,nzd0450-0058,nzd0450-0059,nzd0450-0060,nzd0450-0061,nzd0450-0062,nzd0450-0063,nzd0450-0064,nzd0450-0065,nzd0450-0066,nzd0450-0067,nzd0450-0068,nzd0450-0069,nzd0450-0070,nzd0450-0071,nzd0450-0072,nzd0450-0073,nzd0450-0074,nzd0450-0075,nzd0450-0076,nzd0450-0077,nzd0450-0078,nzd0450-0079,nzd0450-0080,nzd0450-0081,nzd0450-0082,nzd0450-0083,nzd0450-0084,nzd0450-0085,nzd0450-0086,nzd0450-0087,nzd0450-0088,nzd0450-0089,nzd0450-0090,nzd0450-0091,nzd0450-0092,nzd0450-0093,nzd0450-0094,nzd0450-0095,nzd0450-0096,nzd0450-0097,nzd0450-0098,nzd0450-0099,nzd0450-0100,nzd0450-0101,nzd0450-0102,nzd0450-0103,nzd0450-0104,nzd0450-0105,nzd0450-0106,nzd0450-0107,nzd0450-0108,nzd0450-0109,nzd0450-0110,nzd0450-0111,nzd0450-0112,nzd0450-0113,nzd0450-0114,nzd0450-0115,nzd0450-0116,nzd0450-0117,nzd0450-0118,nzd0450-0119,nzd0450-0120,nzd0450-0121,nzd0450-0122,nzd0450-0123,nzd0450-0124,nzd0450-0125,nzd0450-0126,nzd0450-0127,nzd0450-0128,nzd0450-0129,nzd0450-0130,nzd0450-0131,nzd0450-0132,nzd0450-0133,nzd0450-0134,nzd0450-0135,nzd0450-0136,nzd0450-0137,nzd0450-0138,nzd0450-0139,nzd0450-0140,nzd0450-0141,nzd0450-0142,nzd0450-0143,nzd0450-0144,nzd0450-0145,nzd0450-0146,nzd0450-0147,nzd0450-0148,nzd0450-0149,nzd0450-0150,nzd0450-0151,nzd0450-0152,nzd0450-0153
1999-11-12 22:19:27+00:00,L7,414.66,425.29,423.56,421.84,421.83,418.17,444.72,473.81,476.72,475.71,355.45,359.38,456.71,380.55,303.10,293.70,276.63,271.31,273.82,275.34,270.96,271.54,279.03,281.62,282.00,280.49,281.05,283.46,281.53,283.54,290.89,293.66,300.57,302.97,312.85,316.98,314.84,308.27,300.31,294.95,297.94,297.28,295.42,295.23,304.20,306.84,308.29,311.89,309.29,314.16,319.13,323.41,335.94,339.44,335.39,340.57,343.43,340.63,339.50,342.02,339.47,338.83,334.87,333.52,338.78,340.50,339.75,345.77,343.54,350.90,355.18,356.61,363.70,371.41,381.66,377.07,373.46,371.54,362.95,359.90,353.53,351.28,347.97,343.59,344.94,342.55,343.55,341.64,338.49,336.51,337.76,339.38,335.65,328.54,324.08,307.63,307.10,311.70,338.07,301.81,289.74,297.47,299.35,313.02,326.41,328.20,334.90,340.67,347.00,352.59,357.29,360.43,366.46,364.11,371.42,373.16,370.91,369.98,366.81,362.77,352.38,375.61,382.54,388.27,388.76,397.31,400.35,402.75,400.76,400.93,400.12,402.35,410.90,412.47,412.60,415.51,416.01,415.30,412.53,413.14,412.05,414.12,417.25,418.94,421.08,419.05,425.02,423.34,422.42,417.59,414.81,406.21,425.22,427.69
1999-11-21 22:13:11+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.72,305.78,306.71,305.95,305.74,310.22,317.09,322.09,322.91,330.15,335.57,340.52,345.65,352.06,348.35,354.00,352.59,353.98,353.87,351.31,352.27,348.61,351.07,353.66,352.39,353.15,352.39,355.82,361.66,364.00,370.40,372.30,382.18,388.32,388.46,386.64,382.24,379.50,374.93,371.96,366.66,365.98,363.66,362.64,361.12,361.14,354.43,353.16,350.83,346.62,347.79,346.32,344.82,338.57,339.80,331.54,324.36,330.29,328.32,303.70,299.76,303.81,305.43,319.10,331.27,342.33,349.47,354.89,357.03,362.92,374.14,376.38,378.82,383.34,386.16,389.70,389.20,384.68,383.45,370.61,363.69,377.74,394.81,398.78,406.16,412.72,407.27,410.19,405.65,410.32,407.02,410.84,416.11,419.18,420.91,421.86,420.32,421.84,423.11,423.32,424.37,427.00,427.57,432.36,437.34,436.36,434.48,434.05,433.08,427.06,430.96,432.23,,
1999-11-28 22:18:56+00:00,L7,425.82,426.30,421.04,431.43,428.00,426.33,441.54,438.97,438.13,433.88,430.20,427.60,383.59,386.17,362.42,310.70,299.22,285.59,274.60,275.65,274.84,271.54,275.98,274.83,283.19,281.17,275.72,280.58,282.36,287.69,294.61,299.47,307.31,314.75,318.50,321.34,317.05,308.70,302.91,298.65,296.04,292.50,291.17,293.47,291.73,297.28,308.16,310.32,316.58,318.84,325.39,331.95,336.36,337.53,340.08,340.40,342.55,339.43,336.51,340.62,341.59,341.54,337.97,339.97,342.19,342.81,343.99,341.63,344.53,349.35,352.24,354.23,362.37,368.23,373.25,371.77,376.20,373.91,369.54,364.32,358.27,355.32,355.85,354.67,348.70,349.82,344.91,348.42,348.61,345.85,345.15,347.46,347.16,341.50,340.47,333.41,330.49,329.56,346.40,312.81,299.24,298.61,306.62,320.17,340.30,344.40,352.13,357.77,359.83,368.48,374.13,379.19,380.06,380.71,382.47,385.85,389.10,384.08,376.65,364.36,356.90,374.30,391.18,399.52,406.67,413.56,414.26,412.60,409.59,403.40,401.50,404.96,409.42,415.88,417.75,417.28,419.43,416.48,423.34,421.22,421.72,426.28,425.26,428.48,431.76,433.86,436.02,430.78,431.91,429.71,428.45,434.55,435.31,450.28
1999-12-07 22:13:17+00:00,L7,,,,,,,,,,,,,378.20,357.63,328.42,303.04,289.20,273.74,266.12,264.67,264.58,261.25,266.90,267.32,268.18,270.10,275.64,270.17,269.81,270.42,276.46,280.24,284.65,289.31,,,,,,,,,,,,,,,,,,,,,,,,,,333.34,329.59,331.25,329.71,332.59,327.78,327.03,330.23,332.56,335.32,341.29,345.30,352.36,356.10,360.25,367.12,363.49,366.59,361.83,356.63,353.63,345.73,342.19,343.23,344.11,342.50,336.21,332.16,331.63,327.25,324.99,317.31,318.42,322.26,325.43,316.46,313.71,307.06,309.69,319.73,285.23,274.63,272.20,278.37,288.15,306.59,316.32,317.09,325.06,326.70,337.21,343.34,351.54,354.97,352.99,363.20,365.81,367.42,368.62,360.23,350.82,342.83,354.04,366.86,375.53,387.90,392.29,389.18,391.90,389.67,390.83,389.21,394.80,400.56,403.09,407.07,402.54,402.69,402.85,404.10,402.57,407.40,407.68,414.01,416.73,413.23,414.26,415.29,417.44,413.99,418.05,,,,
1999-12-14 22:19:31+00:00,L7,423.63,435.69,434.22,436.47,433.87,426.69,434.54,435.40,424.64,414.13,402.96,401.58,394.49,361.94,339.63,315.95,304.35,293.86,284.21,277.25,271.75,271.43,278.07,279.65,275.32,280.46,278.32,277.07,281.61,284.91,288.09,293.63,303.32,310.01,315.83,315.44,314.87,306.45,301.85,297.03,292.32,292.12,293.18,289.31,297.79,301.71,302.74,306.17,311.44,318.92,323.93,324.29,332.17,331.35,335.86,335.49,336.91,340.02,331.65,328.80,326.51,328.88,330.11,332.28,332.76,328.82,330.50,331.20,336.84,345.50,349.91,357.80,356.20,364.18,370.19,371.53,371.85,374.65,368.45,361.14,358.35,351.74,348.90,350.71,348.09,342.57,345.30,340.62,339.70,347.98,348.04,347.05,343.78,345.93,340.36,334.10,328.04,326.81,341.68,312.98,297.97,296.76,303.72,315.80,332.15,339.37,347.71,352.84,357.31,365.67,365.46,366.67,374.41,372.78,371.41,378.60,380.83,382.94,376.37,367.24,361.00,372.27,378.35,393.11,400.96,409.78,414.34,407.43,402.35,398.54,397.99,403.48,407.22,410.64,410.37,416.93,415.13,417.61,416.27,419.65,420.83,422.53,421.52,425.98,426.36,432.65,426.52,428.13,430.90,432.15,430.58,433.57,433.51,422.89
2000-04-13 22:12:42+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.80,436.55,434.32,438.81,443.74,441.84,445.93,448.02,436.42,438.61,436.61,438.22,436.33,440.68,437.92,438.25
2000-05-15 22:12:30+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.86,284.42,286.05,292.00,316.66,322.97,327.86,329.90,333.14,340.08,341.84,345.30,348.63,358.63,363.22,369.00,373.17,377.40,373.18,368.61,360.95,370.59,378.59,385.61,392.29,399.23,399.86,404.83,405.20,401.02,397.60,396.68,395.83,397.07,390.69,391.09,401.24,408.10,406.98,408.53,412.08,411.55,413.90,413.65,422.56,420.21,422.37,419.58,419.16,420.32,419.30,422.49,414.50,412.71
2000-06-07 22:18:24+00:00,L7,462.47,465.11,459.92,459.48,458.98,452.80,446.09,434.56,422.30,408.50,397.87,390.61,380.81,370.14,359.04,354.85,346.67,336.31,330.12,323.49,314.88,307.53,303.09,307.79,304.45,300.78,303.56,304.83,304.12,307.36,311.37,315.23,324.56,331.63,336.97,339.43,335.18,331.17,320.01,321.11,317.07,318.46,317.27,323.54,318.18,325.06,328.71,329.76,337.76,344.20,345.42,354.91,357.03,356.07,361.16,359.90,360.32,362.13,352.62,351.10,349.94,347.86,349.38,352.14,356.32,352.18,363.07,364.04,364.54,371.70,378.30,385.40,387.24,391.27,405.80,405.29,401.59,395.95,392.91,396.68,390.47,383.53,381.44,379.21,386.56,379.15,374.55,373.19,368.56,365.94,364.51,363.75,367.20,360.54,354.42,346.46,344.18,346.97,,347.88,326.70,322.84,328.93,332.63,347.21,346.49,350.48,361.34,366.16,366.74,374.55,389.49,397.99,405.75,407.99,410.98,415.91,417.01,414.10,408.50,393.70,406.18,414.25,427.01,430.11,436.53,441.97,437.95,434.75,432.66,426.87,429.95,432.25,433.77,,,,,,,,,,,,,,,,,,,,
2000-08-19 22:11:25+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.39,365.15,361.15,,,,342.46,330.86,328.20,323.14,351.91,,319.09,318.94,323.05,325.71,340.56,354.86,354.28,357.21,360.04,368.19,367.69,375.18,378.67,380.79,397.30,403.95,403.85,401.13,398.36,399.75,404.13,399.13,408.41,411.45,417.47,423.68,428.28,427.00,427.22,420.84,423.31,426.41,428.00,433.52,436.12,435.78,430.37,430.39,435.22,432.06,439.82,436.75,440.27,441.00,441.65,443.15,437.33,440.96,444.26,448.73,453.76,456.60,460.00,460.34
2000-09-04 22:11:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.53,393.48,391.97,387.90,397.09,399.67,400.48,407.25,410.52,413.12,408.78,407.61,408.28,403.07,411.50,422.55,423.67,422.10,426.03,425.32,428.66,424.74,429.14,433.14,424.39,426.59,425.53,427.35,428.94,426.61,420.89,419.76,425.74,423.53,433.85,438.17,436.91
2000-09-20 22:10:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-06 22:10:47+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.43,325.98,329.67,327.56,328.44,333.49,330.23,330.90,330.31,333.91,334.97,334.38,333.51,327.73,330.28,335.58,333.35,340.88,350.61,360.48,369.38,379.11,376.53,374.28,372.92,371.89,368.09,361.81,355.44,356.20,354.68,353.75,354.63,349.32,345.48,345.70,341.97,341.58,339.21,332.06,339.15,321.88,315.69,305.15,310.38,329.08,308.63,298.35,294.98,298.23,317.87,333.40,336.37,334.89,330.41,332.09,341.92,349.10,351.76,362.59,367.20,370.42,376.18,377.33,385.16,386.78,384.89,382.16,396.73,399.71,400.47,399.42,393.96,393.21,386.16,394.76,390.47,389.74,394.09,393.65,396.51,401.20,398.66,404.85,404.82,407.88,413.13,410.30,413.79,412.49,419.89,415.80,416.91,416.16,417.87,418.92,424.38,426.16,427.83,432.35,439.94
2000-11-07 22:10:41+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.63,323.63,324.50,316.31,305.21,307.36,300.59,295.99,295.33,295.28,294.41,291.33,296.29,300.38,307.93,308.59,313.63,318.37,324.65,335.21,328.33,327.79,329.56,329.44,328.68,327.58,330.48,333.25,344.64,347.79,342.79,343.90,351.72,348.90,349.29,342.71,346.72,346.93,354.50,356.79,360.67,369.05,378.09,380.23,373.67,372.70,372.72,370.04,367.25,353.35,345.17,352.29,349.68,348.77,344.76,344.12,338.22,337.26,336.41,326.10,331.94,327.93,320.02,306.64,308.64,326.04,301.44,295.11,291.67,298.09,302.10,317.28,329.35,335.94,339.61,340.74,339.62,343.32,345.67,349.97,363.91,369.78,379.63,377.03,378.79,373.70,368.71,369.24,378.61,389.87,391.84,394.93,397.58,396.74,390.61,389.43,386.99,378.56,385.72,386.76,391.74,391.92,391.39,396.72,400.09,399.12,399.97,401.32,399.78,402.63,405.66,408.82,415.71,417.54,411.35,410.82,415.71,415.97,415.03,421.98,421.04
2000-11-14 22:16:30+00:00,L7,415.43,412.72,411.49,402.75,400.71,396.98,395.36,381.47,371.68,366.69,354.76,349.19,342.37,340.78,336.64,329.54,315.06,302.83,296.99,294.06,290.10,283.63,277.93,277.63,275.78,271.82,276.08,273.36,278.00,279.48,281.75,282.53,287.10,300.48,304.27,308.77,303.05,300.56,289.88,287.44,287.54,283.36,282.34,280.73,278.16,284.44,280.59,289.11,298.63,305.81,310.68,317.46,321.97,322.13,324.66,325.77,323.54,325.06,323.68,327.35,328.64,323.13,324.71,328.22,329.23,333.98,331.99,332.75,331.27,333.29,339.09,347.13,348.02,357.99,362.58,362.12,363.55,362.75,359.18,360.14,356.74,354.50,346.34,342.04,342.86,335.62,341.98,337.96,328.06,321.09,315.45,315.88,313.86,323.09,322.72,315.20,307.73,304.15,318.82,295.32,284.08,291.71,289.62,288.49,307.06,314.48,326.41,330.85,331.25,328.37,330.25,336.26,348.24,356.02,365.99,369.64,370.48,375.33,368.70,356.44,357.79,374.23,375.76,384.55,387.04,393.36,394.76,394.73,390.56,388.29,383.29,382.15,383.69,391.45,393.38,392.39,395.37,393.91,392.02,395.99,400.13,397.27,397.31,402.75,407.49,405.47,407.10,408.74,408.03,410.71,412.92,409.51,417.79,418.48
2000-12-16 22:16:35+00:00,L7,425.39,429.59,420.44,417.41,412.35,414.71,406.97,389.89,381.90,369.89,365.68,358.95,352.87,348.16,347.28,337.41,330.19,318.03,311.25,300.69,296.85,297.44,296.25,289.09,286.66,282.90,284.94,282.44,287.36,285.23,293.71,293.24,307.69,313.92,322.02,323.80,320.35,312.09,303.83,301.36,302.40,300.32,291.51,290.08,291.89,293.05,297.95,293.43,300.15,303.96,317.83,330.23,336.69,341.43,338.21,339.62,343.81,343.88,343.50,345.39,343.15,345.95,338.03,340.79,341.83,344.90,345.55,349.10,348.36,354.00,357.80,362.87,364.96,369.62,377.96,383.33,380.49,375.47,374.40,368.28,368.52,362.06,363.40,359.78,352.74,347.23,346.31,345.03,342.24,340.60,342.87,340.86,340.74,337.47,337.42,330.17,324.33,329.95,361.36,318.29,300.86,300.26,303.44,317.92,331.98,335.98,334.86,336.46,338.84,340.87,349.63,359.01,363.58,371.71,379.60,387.80,386.44,386.38,387.08,383.47,378.99,393.27,394.61,401.55,404.38,410.32,412.15,410.20,403.34,401.08,394.81,397.41,403.88,406.27,404.59,406.02,404.58,408.55,409.65,410.13,413.48,410.09,412.31,414.30,421.65,421.58,427.38,429.96,431.00,431.15,434.16,439.82,444.52,441.42
2001-01-01 22:16:33+00:00,L7,428.86,428.09,421.78,409.85,409.81,407.92,399.69,392.22,384.96,374.46,363.43,360.37,357.13,351.05,350.84,343.44,330.94,319.90,312.46,301.71,294.91,295.30,291.40,283.42,277.59,278.79,276.27,275.28,281.68,285.43,287.52,291.17,300.28,308.13,314.87,317.50,314.86,307.31,300.80,300.81,291.31,293.69,289.09,286.14,292.87,291.83,295.71,296.19,290.93,307.37,310.94,320.06,328.08,332.75,338.96,338.30,343.45,341.81,343.67,344.15,343.02,344.04,342.86,344.44,347.75,344.50,347.52,347.62,349.33,353.86,349.00,352.22,360.66,369.52,375.07,381.67,384.67,378.46,377.27,369.42,363.79,365.24,359.45,357.59,352.63,350.68,346.59,346.58,343.85,342.64,344.58,341.82,341.36,335.41,331.60,326.68,314.13,323.89,348.49,307.17,300.80,298.38,299.19,309.26,323.91,326.27,327.91,331.88,334.05,337.75,342.59,348.76,355.39,362.04,369.72,379.66,384.83,390.77,391.77,378.63,372.18,379.00,387.51,394.63,396.54,404.47,405.43,403.25,403.95,399.35,388.66,392.00,392.82,395.07,401.02,399.74,402.80,405.72,406.79,407.34,410.13,415.69,413.93,413.98,415.89,420.02,426.42,428.60,431.47,434.10,435.22,437.83,438.24,439.49
2001-01-26 22:10:54+00:00,L7,435.49,436.11,433.52,426.88,419.48,415.03,401.34,392.66,384.54,377.16,371.19,368.70,369.68,358.88,357.88,356.42,344.28,339.56,329.12,319.22,311.51,305.45,299.46,295.75,293.70,291.61,289.50,290.42,288.75,290.68,294.58,299.66,306.49,318.06,322.10,325.03,322.70,313.05,305.91,307.58,302.49,299.36,294.08,298.30,291.87,295.19,303.56,305.78,304.90,323.97,324.69,331.37,343.76,349.09,360.96,356.62,352.82,350.45,344.65,347.15,343.12,348.77,349.20,347.88,357.66,361.67,361.89,363.47,362.05,365.17,368.12,367.10,373.22,380.20,387.55,383.83,383.98,380.43,377.67,376.53,373.77,368.68,367.79,364.69,359.14,357.17,344.43,341.15,345.05,345.30,344.41,342.86,341.82,351.67,348.98,340.67,325.50,328.80,341.77,309.51,300.13,303.53,305.74,312.89,327.21,327.18,331.76,331.49,335.84,344.72,348.79,359.86,369.71,376.83,382.97,388.19,396.08,390.90,392.23,388.61,379.88,393.31,394.48,408.20,408.41,411.26,418.25,415.31,408.93,406.01,399.98,401.38,409.51,406.20,407.33,408.24,412.56,409.17,410.63,412.19,411.44,413.88,416.80,424.07,427.83,431.82,434.02,436.25,439.50,441.43,440.23,435.07,436.88,441.06
2001-02-11 22:10:48+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,247.23,,,294.74,295.59,293.30,294.59,296.94,302.26,310.58,312.87,316.94,320.53,309.79,306.57,301.49,294.87,296.74,296.85,299.76,289.64,287.40,285.59,286.76,288.16,301.75,305.40,313.48,314.48,319.32,333.27,334.40,344.10,354.75,355.69,354.04,344.44,343.59,341.72,342.40,345.50,347.61,352.70,354.93,355.91,364.22,360.04,370.34,373.82,377.87,385.22,396.23,398.89,395.43,391.08,387.52,378.59,376.58,373.65,370.16,360.87,358.30,366.12,363.45,364.02,363.91,357.69,358.27,353.34,351.28,350.53,353.98,347.64,335.27,336.13,353.07,321.60,307.76,302.53,309.35,318.85,332.76,336.78,334.53,337.02,341.49,346.76,360.36,367.07,377.58,382.36,396.43,397.39,405.29,407.32,404.29,401.11,396.29,405.76,404.75,409.77,409.71,410.52,418.02,417.73,407.34,408.69,398.16,403.70,403.98,413.18,417.07,416.68,416.65,415.36,417.27,421.76,414.02,423.80,423.95,427.13,430.93,436.72,443.06,445.58,451.67,452.71,456.41,458.00,460.55,459.01
2001-02-27 22:10:42+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.78,377.37,373.65,369.08,363.17,367.34,368.72,370.06,370.07,371.42,371.23,361.42,357.43,360.13,358.56,361.19,347.16,351.03,380.06,340.08,320.97,328.59,327.48,331.72,347.07,348.05,341.97,348.18,348.18,358.43,362.98,375.80,384.86,405.53,409.81,414.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-15 22:10:39+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.50,326.90,357.33,366.03,364.76,376.90,379.10,383.76,381.81,390.94,398.20,402.16,400.99,395.88,394.35,386.93,381.21,382.88,384.39,377.71,375.71,368.66,368.94,362.42,356.42,355.06,352.35,349.81,351.86,351.37,356.75,356.56,354.65,347.37,342.19,377.60,337.40,320.18,315.29,309.52,314.16,327.53,332.01,334.62,339.55,340.95,349.25,362.99,371.97,383.48,396.94,398.92,405.94,406.34,404.86,401.37,400.53,398.13,407.37,412.16,415.60,424.02,426.62,425.55,425.81,419.38,417.69,410.48,411.06,416.84,414.29,416.91,418.61,419.92,423.28,418.50,417.88,420.17,416.24,427.72,430.95,433.35,440.21,442.75,445.57,452.53,453.90,459.00,456.32,462.35,463.09
2001-03-31 22:10:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.57,,,330.92,332.31,328.78,329.10,,332.72,336.30,341.60,350.14,356.73,365.39,375.52,383.47,396.38,410.00,411.87,412.84,413.81,416.03,401.65,400.96,407.85,415.32,420.48,422.90,426.83,427.46,431.64,433.74,425.06,422.37,427.15,428.70,430.39,437.46,441.51,434.25,431.97,432.74,433.59,435.41,440.16,441.24,447.52,449.62,455.53,462.21,464.82,466.96,468.59,470.44,474.32,475.40,475.31
2001-04-07 22:16:37+00:00,L7,421.17,421.56,411.21,405.64,395.63,392.30,382.54,374.52,367.32,363.54,354.30,348.71,343.20,344.96,339.35,331.59,324.35,314.06,308.51,307.91,299.68,298.09,296.22,291.94,290.20,286.53,282.84,281.91,284.38,288.19,288.36,294.21,294.72,303.03,306.65,309.56,301.43,295.04,290.93,284.32,274.13,273.18,270.85,267.44,269.20,269.55,262.60,269.97,275.49,286.70,293.91,303.54,309.03,319.39,325.30,331.61,334.22,329.37,332.37,333.72,331.94,334.51,332.49,332.40,333.56,337.36,339.63,341.52,342.56,347.10,356.03,362.57,360.21,365.57,371.18,367.48,366.51,363.73,361.63,357.74,352.69,348.51,342.83,341.24,341.36,338.04,335.84,334.19,331.02,323.91,324.45,326.95,322.49,323.83,319.14,318.22,305.90,310.15,318.37,301.49,289.76,285.95,281.53,289.67,303.07,300.78,305.59,308.72,316.41,319.94,326.49,333.33,342.83,357.68,362.33,376.29,381.64,379.56,375.86,370.70,368.93,379.58,383.04,388.61,391.54,395.04,396.83,394.85,393.10,392.91,390.83,398.94,396.31,397.37,397.88,399.62,394.27,396.24,398.38,403.66,402.51,409.08,409.46,411.36,412.02,416.51,418.05,423.02,430.34,432.74,435.45,439.21,437.48,438.36
