dates,nzd0450-0000,nzd0450-0001,nzd0450-0002,nzd0450-0003,nzd0450-0004,nzd0450-0005,nzd0450-0006,nzd0450-0007,nzd0450-0008,nzd0450-0009,nzd0450-0010,nzd0450-0011,nzd0450-0012,nzd0450-0013,nzd0450-0014,nzd0450-0015,nzd0450-0016,nzd0450-0017,nzd0450-0018,nzd0450-0019,nzd0450-0020,nzd0450-0021,nzd0450-0022,nzd0450-0023,nzd0450-0024,nzd0450-0025,nzd0450-0026,nzd0450-0027,nzd0450-0028,nzd0450-0029,nzd0450-0030,nzd0450-0031,nzd0450-0032,nzd0450-0033,nzd0450-0034,nzd0450-0035,nzd0450-0036,nzd0450-0037,nzd0450-0038,nzd0450-0039,nzd0450-0040,nzd0450-0041,nzd0450-0042,nzd0450-0043,nzd0450-0044,nzd0450-0045,nzd0450-0046,nzd0450-0047,nzd0450-0048,nzd0450-0049,nzd0450-0050,nzd0450-0051,nzd0450-0052,nzd0450-0053,nzd0450-0054,nzd0450-0055,nzd0450-0056,nzd0450-0057,nzd0450-0058,nzd0450-0059,nzd0450-0060,nzd0450-0061,nzd0450-0062,nzd0450-0063,nzd0450-0064,nzd0450-0065,nzd0450-0066,nzd0450-0067,nzd0450-0068,nzd0450-0069,nzd0450-0070,nzd0450-0071,nzd0450-0072,nzd0450-0073,nzd0450-0074,nzd0450-0075,nzd0450-0076,nzd0450-0077,nzd0450-0078,nzd0450-0079,nzd0450-0080,nzd0450-0081,nzd0450-0082,nzd0450-0083,nzd0450-0084,nzd0450-0085,nzd0450-0086,nzd0450-0087,nzd0450-0088,nzd0450-0089,nzd0450-0090,nzd0450-0091,nzd0450-0092,nzd0450-0093,nzd0450-0094,nzd0450-0095,nzd0450-0096,nzd0450-0097,nzd0450-0098,nzd0450-0099,nzd0450-0100,nzd0450-0101,nzd0450-0102,nzd0450-0103,nzd0450-0104,nzd0450-0105,nzd0450-0106,nzd0450-0107,nzd0450-0108,nzd0450-0109,nzd0450-0110,nzd0450-0111,nzd0450-0112,nzd0450-0113,nzd0450-0114,nzd0450-0115,nzd0450-0116,nzd0450-0117,nzd0450-0118,nzd0450-0119,nzd0450-0120,nzd0450-0121,nzd0450-0122,nzd0450-0123,nzd0450-0124,nzd0450-0125,nzd0450-0126,nzd0450-0127,nzd0450-0128,nzd0450-0129,nzd0450-0130,nzd0450-0131,nzd0450-0132,nzd0450-0133,nzd0450-0134,nzd0450-0135,nzd0450-0136,nzd0450-0137,nzd0450-0138,nzd0450-0139,nzd0450-0140,nzd0450-0141,nzd0450-0142,nzd0450-0143,nzd0450-0144,nzd0450-0145,nzd0450-0146,nzd0450-0147,nzd0450-0148,nzd0450-0149,nzd0450-0150,nzd0450-0151,nzd0450-0152,nzd0450-0153,satname
1999-11-12 22:19:27+00:00,408.22,418.85,417.76,417.70,418.20,415.53,441.10,,,,,,,376.68,,288.87,273.41,267.44,269.36,270.88,267.91,268.78,276.39,279.30,279.58,278.26,278.82,280.56,278.89,280.49,287.67,291.14,297.52,299.56,308.71,313.11,311.21,304.86,297.41,292.53,295.52,295.13,292.52,292.47,301.15,303.79,305.65,308.67,304.83,311.11,315.91,320.36,332.89,336.39,332.63,338.15,341.28,339.06,336.98,339.60,336.83,336.31,332.35,330.76,336.02,337.09,336.70,343.13,340.64,348.26,352.28,353.56,360.80,368.36,378.04,373.85,370.94,367.40,359.54,356.49,350.63,348.06,344.92,340.18,341.72,338.93,340.33,338.42,335.27,333.29,334.54,335.51,332.43,325.32,320.21,,303.69,308.07,331.63,296.98,285.87,293.01,294.89,308.56,322.27,323.74,330.44,336.21,342.17,347.76,,,361.19,,,,,,,,,369.17,,383.81,,393.17,395.89,396.95,398.00,399.22,397.80,398.94,407.27,409.42,408.46,412.75,414.56,412.88,411.08,410.38,408.83,412.67,415.80,417.49,419.63,415.83,420.88,419.71,420.97,416.14,413.15,403.98,422.32,423.82,L7
1999-11-21 22:13:11+00:00,408.22,418.85,417.76,417.70,418.20,415.53,441.10,,,,,,,376.68,,288.87,273.41,267.44,269.36,270.88,267.91,268.78,276.39,279.30,279.58,278.26,278.82,280.56,278.89,280.49,287.67,291.14,297.52,299.56,308.71,313.11,311.21,304.86,297.41,292.53,307.08,304.86,305.56,304.88,309.71,313.27,316.78,321.99,323.02,326.89,332.35,336.71,345.53,350.49,346.15,351.03,351.34,349.74,350.60,350.42,349.96,347.63,346.88,347.88,349.87,352.12,350.81,354.88,357.10,361.54,367.29,369.19,377.44,384.61,390.69,386.86,381.76,381.95,374.24,371.23,364.60,363.63,360.56,358.41,358.03,357.47,353.99,352.40,349.66,346.56,347.77,348.85,345.24,338.56,337.94,348.54,321.02,326.62,343.19,310.25,300.75,307.56,309.31,322.99,335.27,342.19,349.11,354.70,359.51,365.25,395.78,398.02,380.82,,,,,,,,,386.68,,400.45,425.99,411.45,410.74,415.47,407.49,408.27,407.17,411.89,419.13,420.56,423.19,422.97,420.41,422.32,420.07,422.51,423.21,422.81,424.66,427.90,431.46,432.70,436.18,434.32,430.00,424.57,425.45,422.68,422.32,423.82,L7
1999-11-28 22:18:56+00:00,407.36,412.91,410.70,418.35,417.66,416.98,435.88,428.73,428.97,426.63,422.29,417.93,371.99,375.62,352.75,292.53,281.48,270.72,265.29,266.57,266.80,266.01,272.23,273.59,277.76,276.37,273.92,276.22,276.67,279.51,286.31,291.52,297.83,302.03,307.39,311.43,308.69,301.66,295.81,291.96,300.98,298.59,297.87,298.31,300.66,304.89,311.27,314.88,316.42,321.16,326.81,332.07,339.42,343.12,341.37,345.07,346.26,344.73,343.38,344.73,344.53,343.08,341.39,342.48,344.55,345.60,345.48,347.83,350.01,354.84,359.37,361.15,369.52,376.09,381.25,378.60,377.39,375.13,369.26,365.51,359.59,357.64,355.93,353.75,351.70,351.29,347.74,347.85,346.09,343.10,343.68,344.52,342.65,336.31,334.92,334.76,320.77,323.98,337.82,306.27,296.38,300.12,303.96,317.59,332.80,338.47,345.66,351.27,354.79,361.50,377.04,380.69,375.30,364.89,360.72,360.99,,355.08,347.65,339.50,337.57,376.11,373.78,395.68,409.08,408.01,407.45,408.71,405.43,404.94,402.96,406.17,412.27,415.95,417.23,418.31,418.64,417.96,419.71,419.32,419.49,422.52,423.41,426.64,430.11,429.87,431.98,429.51,429.19,424.84,424.80,424.41,424.47,431.25,L7
1999-12-07 22:13:17+00:00,407.36,412.91,410.70,418.35,417.66,416.98,435.88,428.73,428.97,426.63,422.29,417.93,380.23,373.05,344.87,300.31,286.91,275.15,269.52,269.89,268.76,266.87,272.79,273.55,276.71,276.25,276.47,276.77,276.72,279.18,285.88,289.99,296.14,300.81,307.39,311.43,308.69,301.66,295.81,291.96,300.98,298.59,297.87,298.31,300.66,304.89,311.27,314.88,316.42,321.16,326.81,332.07,339.42,343.12,341.37,345.07,346.26,344.73,343.38,343.49,342.55,341.80,340.14,341.84,342.19,343.22,343.70,345.76,348.26,353.20,357.78,360.98,368.09,374.16,380.12,376.97,376.36,374.55,368.37,364.81,358.05,355.91,354.78,353.61,351.54,349.93,345.99,345.94,343.52,340.72,339.23,340.56,339.69,335.73,332.87,331.41,319.61,322.81,337.57,304.22,293.51,296.10,300.52,313.19,329.00,335.89,341.48,347.68,350.97,358.63,370.48,375.64,373.72,365.94,371.59,374.40,,374.69,366.77,356.16,348.75,374.87,378.02,393.61,406.30,406.83,405.84,408.36,403.32,402.55,401.06,405.59,411.75,414.76,417.44,416.20,415.61,415.78,416.77,416.96,418.61,419.77,422.02,425.13,426.85,428.11,430.56,428.90,426.35,424.10,424.80,424.41,424.47,431.25,L7
1999-12-14 22:19:31+00:00,407.97,415.69,414.21,421.29,420.36,418.24,432.73,428.24,423.38,417.67,409.67,406.14,382.09,368.11,340.71,301.51,289.46,277.66,270.69,269.23,267.80,266.46,272.63,273.77,275.00,276.06,275.68,275.22,276.46,278.90,284.62,289.49,296.23,301.20,307.11,309.87,308.05,300.71,295.66,291.85,297.46,295.77,295.07,294.51,298.24,302.38,307.66,310.89,312.67,318.89,324.28,328.41,335.90,338.46,338.44,341.32,342.72,342.68,339.04,339.47,338.16,338.08,337.01,338.69,339.06,338.81,339.69,341.67,344.68,350.48,354.91,358.98,364.41,370.80,376.51,374.43,374.33,372.71,366.85,362.54,356.81,353.64,352.24,351.50,349.40,346.83,344.40,343.43,341.31,340.72,339.54,340.13,339.07,336.33,332.63,329.76,319.76,321.99,335.51,303.81,292.67,294.23,299.16,311.71,327.77,334.59,340.72,346.71,350.07,357.87,366.27,370.44,371.49,364.28,366.11,369.61,,370.21,362.75,353.66,348.02,371.46,373.80,391.51,402.25,405.56,405.54,405.57,401.89,400.98,399.41,403.64,409.22,412.57,414.17,415.11,414.87,415.07,416.02,416.26,417.61,419.67,421.27,424.65,426.10,427.57,427.89,427.12,426.61,425.06,425.31,425.45,425.31,425.57,L7
2000-04-13 22:12:42+00:00,407.97,415.69,414.21,421.29,420.36,418.24,432.73,428.24,423.38,417.67,409.67,406.14,382.09,368.11,340.71,301.51,289.46,277.66,270.69,269.23,267.80,266.46,272.63,273.77,275.00,276.06,275.68,275.22,276.46,278.90,284.62,289.49,296.23,301.20,307.11,309.87,308.05,300.71,295.66,291.85,297.46,295.77,295.07,294.51,298.24,302.38,307.66,310.89,312.67,318.89,324.28,328.41,335.90,338.46,338.44,341.32,342.72,342.68,339.04,339.47,338.16,338.08,337.01,338.69,339.06,338.81,339.69,341.67,344.68,350.48,354.91,358.98,364.41,370.80,376.51,374.43,374.33,372.71,366.85,362.54,356.81,353.64,352.24,351.50,349.40,346.83,344.40,343.43,341.31,340.72,339.54,340.13,339.07,336.33,332.63,329.76,319.76,321.99,335.51,303.81,292.67,294.23,299.16,311.71,327.77,334.59,340.72,346.71,350.07,357.87,366.27,370.44,371.49,364.28,366.11,369.61,,370.21,362.75,353.66,348.02,371.46,373.80,391.51,402.25,405.56,405.54,405.57,401.89,400.98,399.41,403.64,409.22,412.57,414.17,415.11,414.87,415.07,416.02,419.99,420.80,423.05,425.20,427.70,429.59,431.38,429.84,429.49,428.46,427.44,427.77,428.83,429.01,429.48,L7
2000-05-15 22:12:30+00:00,407.84,414.11,412.43,423.09,421.43,419.60,428.55,428.24,423.38,417.67,409.67,406.14,382.09,365.25,340.71,305.73,294.81,281.06,271.13,268.68,267.76,265.69,271.38,271.93,273.48,275.32,274.64,273.44,275.65,278.38,283.61,288.94,295.80,301.75,306.30,308.25,306.47,298.63,294.78,291.50,298.11,295.99,295.92,295.19,297.26,301.91,308.33,311.64,315.29,321.48,327.07,331.10,336.90,339.16,340.38,342.38,343.20,343.88,339.72,339.44,338.49,338.53,338.17,340.67,339.82,339.25,340.44,341.30,345.69,351.04,355.56,360.33,365.31,371.40,376.13,374.58,375.18,374.04,368.68,364.06,358.35,355.03,354.07,354.32,351.32,348.81,345.42,344.68,342.82,342.58,340.80,341.28,340.73,339.08,335.74,329.76,323.78,325.47,336.48,305.51,294.00,295.44,300.32,311.32,329.36,337.36,343.13,348.37,351.43,359.50,364.84,368.87,372.43,367.19,371.33,376.24,411.17,379.93,373.27,364.19,356.53,375.97,379.75,394.79,403.43,409.49,409.26,410.95,405.14,402.46,400.89,405.42,409.31,412.10,413.33,412.59,413.15,415.69,416.15,421.19,423.10,423.65,425.67,427.85,430.87,433.88,432.35,431.45,428.95,428.93,430.09,434.00,429.44,429.87,L7
2000-06-07 22:18:24+00:00,425.50,432.85,431.27,436.69,436.56,432.56,430.44,425.69,415.15,404.73,393.24,387.32,377.12,355.50,340.56,322.24,316.74,304.55,295.01,288.22,285.00,281.96,283.40,287.40,283.30,284.54,284.87,283.05,285.69,287.82,290.96,297.56,305.62,311.52,315.11,316.90,315.15,309.51,303.03,302.49,298.11,299.44,297.33,298.90,299.67,305.07,308.54,309.19,312.44,323.25,325.90,331.28,336.28,335.39,340.99,341.11,342.76,346.81,335.26,333.37,331.05,331.50,332.88,334.68,337.01,331.21,338.47,340.44,342.79,351.42,356.21,363.28,363.82,369.41,378.12,379.63,379.85,374.01,371.38,369.62,366.51,358.86,356.86,355.66,358.55,350.98,351.15,348.13,345.36,348.19,347.50,344.87,346.72,344.46,336.86,328.99,326.81,327.02,327.24,317.26,298.71,298.11,303.00,310.25,329.00,333.05,338.79,344.80,348.70,354.00,356.80,363.33,369.86,375.23,375.62,380.19,394.94,385.45,380.88,375.45,367.22,378.35,386.20,398.68,404.29,412.18,415.49,412.54,412.10,409.51,405.81,407.57,409.14,411.62,402.67,405.44,408.94,414.10,412.38,423.23,424.34,425.16,427.25,428.02,432.48,435.55,430.91,430.94,429.76,431.10,429.73,433.58,430.38,426.93,L7
2000-08-19 22:11:25+00:00,441.80,444.44,441.32,446.19,447.36,444.35,434.46,423.62,412.51,400.75,389.42,380.28,368.41,357.74,348.71,339.35,336.34,323.91,315.81,309.18,305.09,298.67,294.64,300.35,296.70,293.63,296.41,295.53,295.67,297.57,301.04,307.14,314.77,320.69,323.68,327.03,323.56,320.23,310.71,313.36,309.32,311.57,307.97,314.68,308.39,315.27,320.26,319.43,323.45,334.41,335.09,345.12,347.24,346.28,352.30,352.15,353.43,357.10,344.53,343.35,341.49,339.77,341.29,343.28,347.46,341.24,353.28,355.59,355.24,363.25,369.00,375.61,377.94,381.48,394.18,394.96,393.50,382.66,381.97,385.74,381.17,373.20,371.65,368.27,376.23,367.52,364.22,362.86,358.70,357.77,355.06,351.35,356.87,350.21,339.11,328.66,327.96,326.31,341.47,332.38,306.55,306.43,310.37,314.47,332.67,339.13,341.90,347.18,350.61,355.84,358.63,367.26,372.37,378.99,385.75,390.36,391.64,393.51,390.21,388.00,382.93,388.63,397.42,405.72,410.79,417.67,421.06,420.26,420.96,417.29,414.73,415.92,416.81,419.87,416.84,415.72,417.00,421.25,422.30,427.94,431.33,430.20,433.80,433.33,437.88,439.72,435.37,435.96,434.51,436.92,437.80,441.72,439.81,440.21,L7
2000-09-04 22:11:10+00:00,441.80,444.44,441.32,446.19,447.36,444.35,434.46,423.62,412.51,400.75,389.42,380.28,368.41,357.74,348.71,339.35,336.34,323.91,315.81,309.18,305.09,298.67,294.64,300.35,296.70,293.63,296.41,295.53,295.67,297.57,301.04,307.14,314.77,320.69,323.68,327.03,323.56,320.23,310.71,313.36,309.32,311.57,307.97,314.68,308.39,315.27,320.26,319.43,323.45,334.41,335.09,345.12,347.24,346.28,352.30,352.15,353.43,357.10,344.53,343.35,341.49,339.77,341.29,343.28,347.46,341.24,353.28,355.59,355.24,363.25,369.00,375.61,377.94,381.48,394.18,394.96,393.50,382.66,381.97,385.74,381.17,373.20,371.65,368.27,376.23,367.52,364.22,362.86,358.70,357.77,355.06,351.35,356.87,350.21,339.11,328.66,327.96,326.31,341.47,332.38,306.55,306.43,310.37,314.47,332.67,339.13,341.90,347.18,350.61,355.84,358.63,367.26,372.37,378.99,385.75,390.36,391.64,393.51,385.28,384.06,380.34,386.92,394.53,401.75,407.03,413.42,416.42,413.94,415.98,414.02,410.43,412.78,416.09,419.01,415.30,416.97,418.63,421.80,421.96,426.59,429.87,427.89,431.14,430.52,434.38,435.11,430.72,430.04,429.96,433.26,433.25,438.42,437.67,437.08,L7
