,dates,per0038-0000,per0038-0001,per0038-0002,per0038-0003,per0038-0004,per0038-0005,per0038-0006,per0038-0007,per0038-0008,per0038-0009,per0038-0010,per0038-0011,per0038-0012,per0038-0013,per0038-0014,per0038-0015,per0038-0016,per0038-0017
0,1985-03-27 15:04:27+00:00,301.40709168512996,287.65089635698433,266.6456620352578,258.14698993815165,258.04235395590246,259.0593566779354,268.9336616227274,260.66802728153516,250.11119696117817,242.91536408335796,,254.34648787072473,,,,,194.43311938746058,186.74927345779932
1,1985-10-05 15:03:08+00:00,281.7378375465899,282.2409268123371,261.2002885476946,248.46692386205302,233.55158189441204,232.56785889208984,240.91259349943238,234.62302399849506,239.13765022211027,227.19445921523496,216.2874019234348,218.677786267734,216.6167594025186,187.26332613324945,165.48822187258003,154.2858218740492,156.38770998529125,165.27163523791387
2,1985-12-08 15:02:09+00:00,272.35592484998244,269.37870828473274,258.7915134901258,247.24091318757326,234.82320798569242,238.78681361904367,246.72210869051514,242.7523609933393,239.8945850808135,230.77919436193702,228.0645421792118,220.53082775594467,222.13166792236663,195.3418174284431,169.94340353023844,157.69731721716767,161.42811054548707,167.1495038597394
3,1986-01-09 15:01:34+00:00,296.9813619344009,287.18841575035685,266.9890336781239,263.8681000303617,268.19585498224274,278.6575896337432,287.08785493093944,275.3277880710329,263.7507254303539,256.84046674965356,,262.03446127601353,248.45642135723077,227.1035227821177,,213.86099012253428,,
4,1986-05-17 14:58:41+00:00,285.9054597728027,276.4755461429596,253.6915488130935,247.99626222705328,235.15420758126794,234.3360891428477,248.46473529974247,236.05405280764205,232.5861963025567,218.39180522900205,222.90140757564637,235.85080487087544,237.25402781844062,216.58543708855072,190.85826274257266,181.24584388685827,165.5348645073765,163.40986791912746
5,1986-07-04 14:57:12+00:00,297.78028222519936,283.77253085144196,265.857801849646,250.85759686858881,238.47855961964208,240.81339177250072,250.95453395141234,248.30419546973894,241.77758117177638,238.76682186419907,250.1641457820006,246.90621738679954,254.07686443349104,230.82281229824125,211.3390346085095,199.73965762400655,185.3831730602294,184.75294968911885
6,1986-11-09 14:52:45+00:00,269.28090130012913,258.5807422322706,242.87804090358367,236.368131963949,230.32486768989108,230.37369572619684,242.19884999557326,234.15909631676303,230.36510180246628,221.45108849373594,223.66108882135677,221.07109316506057,219.15550794083447,195.05065741979263,175.2266439221931,163.40128246757126,160.89938704896863,164.65212236198363
7,1986-12-11 14:52:44+00:00,286.6801248726455,272.53424740783055,254.16667972708996,256.5053837881612,254.7853741441717,258.2493083448686,267.60691749526035,258.9342972518098,251.97562577977678,248.11904015564363,270.34978856866735,249.80290776470423,249.34981355900894,229.16447182728956,203.47006342272752,198.41255097800823,194.59651535719496,197.56331007521078
8,1989-12-19 14:57:25+00:00,260.9859387402116,259.9428938619669,253.3429477971433,245.30245665840002,242.361213395896,240.9514381240985,253.7245017459974,243.8413413455029,240.55507813264373,240.58906941086966,244.53339771520757,243.58451222355257,251.00197786544783,224.51214330666448,206.82191664653772,195.49675655024424,193.01323819615655,190.0024493300823
9,1990-01-20 14:56:25+00:00,266.6347308375448,249.48840052986867,244.8809595838511,245.16802633554417,249.2528345916907,245.98486067493803,259.5865941893091,253.64407830971078,241.65959866711438,232.17364748197892,250.8164513876942,243.011037088191,251.9581290652073,236.65046743324675,222.14992319883532,209.1919154502907,200.4323687757504,199.57588556432933
10,1990-02-21 14:55:23+00:00,278.88919434346917,258.2693092402255,253.85807959063604,245.62038942005285,244.37134295568842,250.12121638461554,260.3508648207995,250.6195130049881,245.32455495423957,238.0044763079084,253.99363615321133,258.76434174956137,265.2255099966807,243.9381920681579,215.08460480479135,208.0472668412262,200.76470828366146,193.14385111913475
11,1991-03-12 14:55:24+00:00,264.3020870785967,253.63177436940765,249.18351944689192,240.39587874963206,245.496185631123,247.0692061236973,262.00013152720487,248.74663579764677,246.63746392700392,240.40597853704728,250.94539932207115,247.813714793773,257.4935552294421,240.95502865056443,230.19477735615726,223.30655954592848,215.93329767066433,212.3445575095588
12,1991-03-28 14:55:37+00:00,271.5242937842726,254.86559355303083,249.89176101048287,245.33897226165686,248.32368851963946,256.70009466790657,267.19270358030934,258.612302097382,251.1598394478047,245.12775440474525,263.9947888601414,257.31135813421383,266.37065621615454,246.29033171274813,234.6609938029191,226.23154821104572,219.834766333306,214.80692085894017
13,1991-04-13 14:55:59+00:00,281.74207151427885,271.23296142824273,263.94235966990254,260.1930280570878,261.9659973519691,269.05043513319816,275.46115204252646,268.50324900777343,259.3584191619358,255.26541024114695,292.1457949099965,275.0619214070842,284.23961270809184,267.6034370989802,252.13882048771092,238.99125214252967,228.2550605550749,220.37347229932067
14,1991-04-29 14:56:14+00:00,278.82620968769265,269.079505868042,261.18542310806936,253.12738095043176,253.1065882968044,257.11252386809133,266.7058843963512,262.05854180530315,255.01625986650402,246.3704708013724,267.6972210281579,266.4995894239298,279.4122331010725,265.6533389976546,246.21657631630214,235.7102280899647,227.4556886297645,218.55542408491812
15,1991-05-31 14:56:45+00:00,264.13032469760185,256.0175222943154,242.61338057788797,231.9622406366002,227.84062894192346,230.70302985504782,245.9785126269014,238.86396130092334,236.96352400591297,231.77430423777116,236.60210018298736,242.43830376129785,240.70429406646917,224.33132239743026,204.02345510192333,198.25528036613917,187.0017215533535,192.90012152463177
16,1991-06-16 14:56:55+00:00,261.243836767228,255.56531306312348,239.96939933119938,229.21561300440845,222.5643395426025,226.7480944107627,239.15628314306235,239.48038879549523,232.73970742939056,233.2930964783521,239.97732005205455,234.04133268552363,242.76330312968753,221.29211583419254,185.51437689982683,,,189.8631190342225
17,1993-05-20 14:56:34+00:00,270.79279921484226,264.9828719912089,249.26607218346535,245.69570674822114,238.112719006872,243.0219753155082,253.50035526048498,247.23873213823362,241.6217197955353,236.47656589025235,246.08793300891764,243.0081528864473,252.30114612598805,229.21268373751485,220.54441495144545,195.6307725648554,186.85059862861837,186.83396530541302
18,1993-10-11 14:56:18+00:00,247.9181456189558,246.53058494400415,234.07384517877904,218.74246850488458,215.2882344268142,216.55269037665084,228.5362054244047,226.3278624621979,223.25673433504494,226.0235432528671,226.54519922704932,235.03936007464978,235.85711671417357,212.1398378301571,191.83450243318867,180.94140349141225,173.38770512096502,178.50139213071617
19,1993-10-27 14:56:12+00:00,261.35763503718647,267.5038098581466,253.01572657983812,245.65295628481087,233.31888754969182,239.8389246600175,244.4662424639159,250.93759036231194,245.82124332174158,240.85716321627595,243.53801303902858,241.6844543688175,249.12037565241314,224.9556088680222,210.28221934667624,195.23497905590585,186.69157062069405,193.50627827691747
20,1993-12-30 14:55:42+00:00,270.9524925268414,264.2607022841617,253.82044493598085,254.2711941884591,251.0523690214256,264.40902722708967,270.3538531319316,261.9251356506163,256.66921055891436,253.4520880999105,284.5867054280852,266.5521394318717,275.3907262210099,253.01160269005783,234.38871767318,223.0747834879361,226.39140538956627,213.31557685740896
21,1994-06-08 14:53:09+00:00,280.32900269788195,278.98878058829143,259.9452209331314,250.86515541434193,237.4517975996522,243.00823937203597,254.92918300374117,257.3143843261198,249.5077284820214,249.8548876707816,265.3337194312841,255.56699160180256,262.3415549172745,249.70539884346312,228.6355304041586,215.76257004338808,207.02540993948912,212.91692319648607
22,1994-07-10 14:52:21+00:00,265.1787117739464,258.67153789886123,251.07135542935453,234.91015797521362,228.22634148397515,234.97168088208957,242.5540896720656,245.78595634970887,244.83212155928095,241.01172593671035,243.1148846014982,240.367367908409,248.2204878672491,231.74540214417192,210.5010688129382,199.92221237052775,192.65038096445267,196.3039414468313
23,1994-12-17 14:47:39+00:00,271.87545332211005,279.9601341356273,262.54062844913574,256.11716006382903,246.11462243268193,256.67600089963526,262.0171403206765,266.8095573343023,,,,,,,,,,
24,1995-01-02 14:47:07+00:00,267.1458472015874,261.95851364640214,250.73753439400122,248.0928529160717,251.3531918576404,260.310976176671,265.7338430967775,263.0881303293854,254.42653081555585,246.80346026444755,295.42310163261686,267.4408894932403,275.21850826187125,251.679646008053,238.82458655917685,227.37367076627808,225.26437509949415,218.84162660808119
25,1995-12-04 14:34:19+00:00,278.8717435723657,267.8542496551496,257.1574365800694,251.00061095351293,247.11463281751105,252.9274211273884,262.54526547449717,257.99375258820027,258.0023956953911,251.68698956489106,267.2451243470749,263.8933049350446,271.5132093882476,251.996554491356,234.61323313445504,225.7709168108023,216.17720333355015,214.74567383290145
26,1996-02-22 14:40:00+00:00,253.28428425238317,237.72290984114446,235.89874298838174,231.58641986691873,229.28704033019937,237.3692758081041,252.84714548957413,235.68177083750248,228.5901039952374,219.95183958277758,231.07184275602702,242.9250614416838,255.62596705592463,237.01648064627287,221.55328745926272,209.84325360230193,196.34775622142817,189.04080090651172
27,1996-03-25 14:42:06+00:00,262.1904656084164,250.28539499585526,244.07418032328547,235.35478917564018,231.58633959647742,236.89447347001095,248.35230483196733,235.14521460430078,235.3821589960769,223.49511181884958,236.98769949649886,252.19170941650287,262.3344277413151,245.4133427881847,227.6765469484221,211.92853199892693,201.27573717466066,195.6052367049981
28,1996-04-10 14:43:06+00:00,261.7624850920093,251.34329256799998,235.17824048996172,233.90646269863404,228.30338214666682,230.445508831452,241.90551473664212,235.77632700760353,233.2059834679468,227.58746451134013,234.883000409209,251.3484518295357,260.12288759900116,250.8409342292646,233.0208509657923,218.14158670773162,200.36137673539386,198.59412684583413
29,1996-04-26 14:44:04+00:00,264.387225282965,253.5087012014581,236.5444461343339,231.33231889263226,219.61580184183725,226.42275292299018,231.5556337198977,229.53495384595442,225.4255286344519,224.93002783636405,234.87983934780766,251.62967542923423,257.62209316814653,240.9024880297863,221.26949583541335,207.39656415055165,194.8829095471724,188.53375049454428
30,1996-05-12 14:45:00+00:00,272.76669396328396,262.9934464784209,248.22596759805378,228.6307440564556,226.85905300346855,231.0630914309773,240.1432143022618,236.46175414685283,236.8590195287263,225.67230712813122,235.00541520724886,252.3065178677778,262.23692106326314,246.7676576314377,221.0094542218883,215.12184087011235,202.81193442988396,192.79992405706537
31,1996-09-01 14:51:02+00:00,259.3101952742912,255.22302353317562,244.0787456431332,234.7223963863529,224.80432719826507,228.515514019387,243.56290615799574,236.22543302918947,237.77081938240687,238.00943741915387,241.8002792214483,236.09372950610992,244.11028847685571,224.14663427096252,203.648455173963,195.10159280796682,186.0383881049689,188.6644216425748
32,1996-10-03 14:52:47+00:00,252.90084649923205,250.96463358506372,233.9006396199147,225.35669959577575,219.73219622802924,221.40591548885567,233.69133486025112,231.3935806322103,230.7182462402942,229.77389338488717,228.82094577690088,232.97835577470363,235.66513224150395,224.19228041485968,198.70909309555424,193.18422403905356,,
