dates,nzd0601-0000,nzd0601-0001,nzd0601-0002,satname
1999-07-18 21:58:49+00:00,239.69,237.23,244.40,L7
1999-09-20 21:58:56+00:00,276.43,219.44,227.28,L7
1999-12-09 21:58:57+00:00,303.36,239.56,242.00,L7
2000-01-10 21:58:52+00:00,306.73,238.09,236.47,L7
2000-05-17 21:58:07+00:00,281.11,244.61,240.33,L7
2000-11-25 21:56:23+00:00,298.09,241.74,248.61,L7
2001-02-13 21:56:27+00:00,271.66,236.67,236.66,L7
2001-03-01 21:56:21+00:00,301.89,248.47,246.76,L7
2001-08-08 21:55:01+00:00,287.46,238.34,237.28,L7
2001-09-09 21:54:36+00:00,286.10,,267.24,L7
2001-09-25 21:54:28+00:00,293.02,231.33,227.45,L7
2001-10-11 21:54:09+00:00,277.51,214.51,228.17,L7
2002-01-31 21:54:50+00:00,309.16,220.96,197.67,L7
2002-02-16 21:54:54+00:00,307.58,243.05,240.71,L7
2002-05-07 21:54:52+00:00,260.94,216.11,247.05,L7
2002-06-24 21:54:28+00:00,281.11,232.04,241.72,L7
2002-10-14 21:53:43+00:00,293.45,214.38,237.44,L7
2003-01-02 21:54:22+00:00,300.27,240.95,245.57,L7
2003-01-18 21:54:30+00:00,302.76,240.41,239.85,L7
2003-03-23 21:54:40+00:00,302.43,241.07,238.54,L7
2003-04-24 21:54:46+00:00,,211.23,228.04,L7
2003-05-26 21:54:43+00:00,243.73,222.93,236.56,L7
2003-08-22 21:43:08+00:00,269.00,205.78,227.80,L5
2003-12-04 21:54:43+00:00,293.96,214.17,228.07,L7
2004-02-06 21:55:08+00:00,286.75,229.91,229.03,L7
2004-03-09 21:55:15+00:00,306.74,235.90,240.91,L7
2004-05-20 21:46:44+00:00,293.35,238.70,239.72,L5
2004-05-28 21:55:11+00:00,261.09,233.45,242.35,L7
2004-08-16 21:54:50+00:00,284.23,230.42,230.56,L7
2005-01-23 21:55:25+00:00,297.28,238.07,242.71,L7
2005-02-16 21:52:37+00:00,,216.90,225.36,L5
2005-02-24 21:55:41+00:00,302.35,235.77,236.07,L7
2005-03-04 21:52:52+00:00,297.54,213.15,221.89,L5
2005-03-28 21:55:42+00:00,,236.47,241.37,L7
2005-04-12 21:59:19+00:00,297.77,219.76,230.16,L5
2005-04-13 21:55:36+00:00,,236.57,237.26,L7
2005-08-03 21:55:25+00:00,,,247.83,L7
2005-08-19 21:55:20+00:00,281.59,228.11,243.05,L7
2005-09-20 21:55:06+00:00,291.36,218.46,226.03,L7
2005-10-22 21:55:15+00:00,303.91,236.92,231.56,L7
2006-01-10 21:55:52+00:00,306.54,210.40,226.08,L7
2006-01-26 21:56:00+00:00,277.53,,,L7
2006-03-15 21:56:08+00:00,302.65,232.80,,L7
2006-03-31 21:56:06+00:00,291.76,212.43,,L7
2006-05-26 21:58:18+00:00,,268.38,288.31,L5
2006-09-07 21:55:37+00:00,,234.13,251.74,L7
2006-09-23 21:55:30+00:00,300.87,245.66,238.22,L7
