,dates,chi0286-0000,chi0286-0001
0,1986-02-04 14:06:23+00:00,224.8436520614949,204.38761717750705
1,1986-07-30 14:01:40+00:00,194.34762016421232,191.83330024718038
2,1986-08-15 14:01:05+00:00,203.7450923969803,193.40763107526902
3,1986-08-31 14:00:29+00:00,193.31567942479325,189.0097279161704
4,1986-11-03 13:58:22+00:00,205.080034343332,190.1247494738601
5,1987-02-07 13:59:57+00:00,207.76682218972843,199.2651330518292
6,1987-03-27 14:01:45+00:00,211.09115868222116,202.84447119628078
7,1987-11-06 14:07:20+00:00,,227.0553666302793
8,1988-03-29 14:09:29+00:00,244.24653557080148,236.17332047471928
9,1988-04-30 14:09:40+00:00,225.20849376200692,228.95531552483345
10,1988-05-16 14:09:51+00:00,,
11,1988-06-01 14:09:57+00:00,,222.5117594874119
12,1988-07-19 14:10:09+00:00,224.25803156495715,227.51979716551614
13,1988-08-04 14:10:11+00:00,236.42605936516108,230.83313130742457
14,1988-09-05 14:10:15+00:00,239.6616807923124,230.9690543107942
15,1989-06-04 14:07:41+00:00,213.63147178083125,197.8514136013194
16,1990-03-03 14:00:23+00:00,,
17,1990-06-07 13:59:38+00:00,220.97382109265914,197.42259408897462
18,1990-07-09 13:59:35+00:00,215.86167516061286,204.85122047258653
19,1990-07-25 13:59:31+00:00,220.44506381990064,204.8489851740569
20,1990-09-11 13:59:18+00:00,224.68972260175178,218.42610599863193
21,1990-11-14 13:58:57+00:00,224.61972070308394,205.7201567618616
22,1991-01-01 13:59:19+00:00,239.67107694061875,224.61727433868208
23,1991-02-02 14:00:00+00:00,226.64717167223154,221.58108697541405
24,1991-04-07 14:01:13+00:00,228.52054316689092,220.93369346082875
25,1991-04-23 14:01:28+00:00,232.67717260238896,221.929576470494
26,1991-07-12 14:02:40+00:00,,
27,1991-09-30 14:03:25+00:00,239.379047712946,230.00649331245603
28,1992-02-05 14:03:40+00:00,218.89803405604522,206.0782788818623
29,1992-07-14 14:02:28+00:00,205.63560409720554,205.5934539952148
30,1992-11-03 14:00:42+00:00,221.14598345402567,205.93968116110128
31,1992-12-05 14:00:39+00:00,225.0920639007137,219.73432690841753
32,1993-01-22 14:01:11+00:00,239.39980299334744,224.30672063920503
33,1993-02-23 14:01:25+00:00,222.4722325126006,212.91982020791102
34,1993-04-28 14:01:53+00:00,222.5849260957468,216.6838177688286
35,1993-06-15 14:01:58+00:00,214.30220585795627,203.86137978437216
36,1993-07-01 14:01:50+00:00,192.9738628669468,186.69303365817362
37,1993-09-19 14:01:47+00:00,209.7430967737326,206.09443768716534
38,1993-11-06 14:01:29+00:00,224.9826868429559,215.22362212539983
39,1993-11-22 14:01:21+00:00,214.59805551737355,203.27417490318928
40,1993-12-24 14:01:09+00:00,239.75101110848294,218.0664293106169
41,1994-02-26 14:00:18+00:00,212.9674786624404,205.2055933798037
42,1994-06-02 13:58:39+00:00,196.56037626065623,191.10171692263572
43,1994-07-04 13:57:53+00:00,209.05671889618327,205.02625662011857
44,1995-04-18 13:48:16+00:00,213.73335817919246,
45,1995-05-20 13:46:50+00:00,205.92199905118895,192.3555179183382
46,1995-06-21 13:45:21+00:00,211.00467292927502,206.69192595547486
47,1995-07-07 13:44:37+00:00,208.03745446541097,191.33842768672844
48,1996-01-15 13:42:45+00:00,232.56641291309597,218.71053142017874
49,1996-07-25 13:54:23+00:00,221.86377671332576,203.9468084059369
50,1996-10-13 13:58:40+00:00,,191.72127263386076
51,1997-01-01 14:02:30+00:00,,218.42444168394894
52,1997-01-17 14:03:15+00:00,222.21377602694488,209.6393392262429
53,1997-02-02 14:03:58+00:00,222.84988196039083,208.1624484939219
54,1997-06-10 14:08:44+00:00,210.69204209413795,206.12255457842707
55,1997-06-26 14:09:17+00:00,206.35083910165764,205.29307879342238
56,1997-11-01 14:13:10+00:00,219.26056037803636,206.04767246366816
57,1998-02-21 14:15:42+00:00,225.3289570767494,221.73001757639514
58,1998-03-09 14:15:57+00:00,224.89848816518213,222.13270650576385
59,1998-09-17 14:18:14+00:00,211.89016265184955,219.71939012166996
60,1998-12-22 14:18:30+00:00,210.56138014771184,203.7836790310838
61,1999-01-07 14:18:30+00:00,227.72006302537304,218.2328072222984
62,1999-02-24 14:18:41+00:00,223.46698346022737,216.92841838737837
63,1999-07-10 14:32:14+00:00,214.3068717915872,211.87943543906067
64,1999-07-18 14:17:11+00:00,207.61369524192457,198.1857310276263
65,1999-07-26 14:32:18+00:00,215.1839399308891,211.63142674384304
66,1999-09-28 14:32:27+00:00,,
67,1999-10-06 14:16:03+00:00,224.1797608968001,219.8653613108667
68,1999-10-30 14:32:20+00:00,224.21546328405807,210.60625268055776
69,1999-11-15 14:32:20+00:00,226.80031489066334,217.3326694293874
70,1999-12-01 14:32:14+00:00,217.4956841087592,207.20126863878633
71,1999-12-17 14:32:24+00:00,232.50159750542912,224.96396146641183
72,1999-12-25 14:14:33+00:00,,218.86567345456368
73,2000-01-18 14:32:13+00:00,230.49054605305437,218.48154312283307
74,2000-01-26 14:13:58+00:00,211.2376843756086,207.30491789558437
75,2000-02-03 14:32:14+00:00,237.57770927065206,219.40667943434923
76,2000-02-11 14:13:29+00:00,224.88820889544746,220.49180150393266
77,2000-03-14 14:13:10+00:00,213.55492442144092,205.90260752879544
78,2000-03-22 14:32:03+00:00,,
79,2000-04-07 14:31:52+00:00,217.0287977619355,211.88592745944788
80,2000-06-02 14:15:32+00:00,206.88158584497893,205.37245713212675
81,2000-06-10 14:31:18+00:00,217.37327324719186,214.2187009248285
82,2000-06-26 14:31:09+00:00,228.05194481114358,219.66223999783776
83,2000-07-12 14:30:56+00:00,229.89573287287706,216.27603082911457
84,2000-08-13 14:30:32+00:00,205.65511159648867,197.85869024249257
85,2000-09-14 14:30:03+00:00,205.27225670958785,211.99304707921777
86,2000-10-24 14:18:10+00:00,221.79286517972125,206.24795440796606
87,2000-11-09 14:18:18+00:00,223.67198759166587,217.71808982566327
88,2000-11-25 14:18:39+00:00,,
89,2000-12-03 14:29:47+00:00,229.0106780150998,214.5829385349569
90,2001-01-04 14:29:51+00:00,225.98228643935735,214.3468779354841
91,2001-01-12 14:19:16+00:00,210.69786933607267,193.96119750107925
92,2001-03-01 14:19:35+00:00,201.746695249164,203.3541764853755
93,2001-03-25 14:29:38+00:00,216.30073362438534,215.83597860270112
94,2001-04-18 14:19:26+00:00,220.61331197167513,215.6608721716953
95,2001-04-26 14:29:31+00:00,213.22364330516808,210.94715669330208
96,2001-05-12 14:29:23+00:00,217.90465125685165,214.5120704223728
97,2001-06-05 14:19:49+00:00,205.4982014340714,201.95113621766248
98,2001-06-13 14:29:03+00:00,222.9224180057247,215.7752051168058
99,2001-06-21 14:19:47+00:00,205.80402703802156,192.01156722071502
100,2001-06-29 14:28:47+00:00,222.79554427603622,220.1063800965523
101,2001-07-07 14:19:51+00:00,179.4632967460105,190.5852243985832
102,2001-07-23 14:19:47+00:00,206.99468225876927,202.03761443429005
103,2001-09-09 14:19:37+00:00,198.15929036762077,204.14128557717936
104,2001-09-17 14:27:55+00:00,214.79195518938013,223.59922575126248
105,2001-11-28 14:19:00+00:00,214.14456802084783,203.52216354616655
106,2001-12-06 14:27:58+00:00,216.64596485013982,208.10437347917355
107,2001-12-22 14:28:08+00:00,221.7167827480511,202.42079272259946
108,2002-01-15 14:18:30+00:00,209.76440000413652,205.76453781995224
109,2002-01-31 14:18:19+00:00,224.7291558631187,219.2138363442754
110,2002-02-08 14:28:21+00:00,218.1085466900262,225.05080005305285
111,2002-03-12 14:28:21+00:00,217.34029495058093,214.24886179803877
112,2002-03-20 14:17:30+00:00,208.50723241880564,206.2078059029919
113,2002-03-28 14:28:15+00:00,217.6472428157532,213.1880205884611
114,2002-04-29 14:28:17+00:00,217.36344706237304,209.9596029645175
115,2002-07-02 14:27:53+00:00,228.75729183411352,228.8780716994787
116,2002-07-10 14:15:03+00:00,221.10509232722364,
117,2002-08-19 14:27:35+00:00,209.652846908402,217.3118816140609
118,2002-09-20 14:27:13+00:00,,212.30865095468138
119,2002-10-06 14:27:09+00:00,,214.16407109449096
120,2002-11-07 14:27:20+00:00,,214.98093979906972
121,2003-02-27 14:28:07+00:00,229.04515085414764,227.45396002654346
122,2003-03-15 14:28:11+00:00,233.0623913889829,231.49534374831958
123,2003-05-02 14:28:13+00:00,226.60353509385482,223.902749762955
124,2003-05-18 14:28:08+00:00,221.27551479330174,213.5139859521274
125,2003-06-27 14:15:33+00:00,214.93936567595907,221.4220871112382
126,2003-07-13 14:15:50+00:00,194.4634331448174,204.72833288167362
127,2003-07-29 14:16:08+00:00,209.42161304179845,206.30101491066355
128,2003-08-06 14:27:50+00:00,229.4739872878975,225.74178131933058
129,2003-08-14 14:16:24+00:00,206.70353304908116,206.2711041046497
130,2003-08-30 14:16:41+00:00,220.34753705224023,221.2076030753611
