,dates,per0171-0000,per0171-0001,per0171-0002,per0171-0003,per0171-0004,per0171-0005,per0171-0006,per0171-0007,per0171-0008,per0171-0009,per0171-0010,per0171-0011,per0171-0012,per0171-0013,per0171-0014,per0171-0015
0,1985-01-26 14:41:44+00:00,192.43379386019703,202.86639858420625,231.75917664764182,232.14873667727545,237.98208332774345,238.7540252821173,233.99525556495797,231.64543422212975,220.8767763607537,210.6216417190135,218.53813483661682,219.34947696933077,,,,
1,1986-05-05 14:36:17+00:00,173.76467709529285,190.18892176665204,218.6248505691715,216.12497848071968,215.92764262831338,217.9305948900975,220.7228381965096,217.95471477381625,212.55884995929466,206.96275111684014,207.59440847361515,205.20057344952846,123.7940425241455,,196.71825858357522,200.98059255231738
2,1986-12-15 14:30:08+00:00,158.22138205974204,170.5556065160589,175.77101361576814,,,,,,,,,,151.10163816748712,174.04687246641922,174.4469432480354,178.38470845832092
3,1986-12-31 14:30:37+00:00,163.37846918296748,185.1394443376907,214.97048523881955,212.57417349904847,214.28551599323026,214.07865519822428,206.69766248950015,208.1094311489286,208.9217329322562,209.63740357676744,204.52530996453265,204.4382517395064,,197.11095967723514,199.04313199760395,197.50350673938362
4,1987-02-01 14:31:36+00:00,,,,,,,,,,,,,,,,
5,1987-03-05 14:32:51+00:00,186.18025231121297,194.11746728009683,210.82657209635258,211.93561452386058,214.8007842458157,211.59064665178076,215.8829536034806,214.9402877624358,208.0223474858684,208.78587815340444,206.55748551688922,202.09830262208408,182.60937317043135,196.2979992009606,197.0195388204707,198.51542651967236
6,1987-05-24 14:35:24+00:00,162.62073984158243,180.08857360045832,217.97553950538247,227.93209796316395,217.8336508638571,213.76973702754364,209.79922744944764,196.89203466171205,194.4304227652113,218.2684130793678,210.9443754497766,199.30345414122309,,,201.6958000765762,196.7460081736087
7,1987-12-18 14:39:56+00:00,148.67368047067745,170.0838535055663,203.75681639009883,202.24172169210456,197.46430181653045,196.24564980059952,210.1207037486322,204.02201344870966,,,,,,,,
8,1988-01-03 14:40:12+00:00,158.49476691109356,171.94840653927872,199.1842885206812,203.90414892582118,195.3803960320259,197.21620274218634,205.45598600177448,204.67095482241885,200.6482645653655,194.06753338117232,193.64394935880043,193.58016921134265,189.62750346587598,186.74267306344336,191.37790039629064,192.61202472120596
9,1988-03-07 14:41:12+00:00,,,,171.42823507980677,175.85748356288138,185.54390080106316,182.6229945202257,179.07540093653492,178.1381478703281,174.92409820816562,169.45205806609096,173.28283303815766,160.82322666766916,163.9139229571323,156.77290959087105,163.799192638386
10,1988-03-23 14:41:20+00:00,156.15203258325448,181.23242621307114,196.99612318551303,198.65487926861044,202.96566059559402,210.53297130488556,201.12782188567064,193.87617148642266,194.2181587989125,198.9563787175157,195.75753312914534,193.86010322097724,,,184.7156784040888,185.80728221982983
11,1988-04-08 14:41:26+00:00,164.2658779928704,182.9961794667836,204.79122045114727,210.97384575150008,214.83290858700687,217.81016911448418,214.30774410058643,206.53402699812182,201.07837584454577,204.18219382101609,196.29929345398818,198.43450532626963,,,196.4965003735968,194.37671955125705
12,1988-04-24 14:41:31+00:00,140.90417492131206,173.3702505524366,198.8808810123252,187.88079914009006,189.91581526950222,200.2845726678355,193.98096497689352,184.37502370877826,191.17699449866947,180.983228324684,176.66145354717383,,200.20368041567065,195.44727606018608,239.20562453882297,231.46700489415161
13,1988-11-02 14:41:57+00:00,161.86769495324643,180.39677630704824,198.3805536683009,206.03124434744961,210.23751417807517,205.80602116101184,205.69756512561335,193.91254660604557,196.16863350474432,204.31159150882073,206.57886560474105,209.75819325196,195.56430046280988,192.25521119050865,199.41270159570462,199.9298908574945
14,1989-03-10 14:40:50+00:00,,,,,,,,,,,,,,,,
15,1989-05-13 14:39:54+00:00,,159.466294076646,,190.17936084291136,187.53626727858213,,195.568683174437,195.8337185379654,193.67243409931797,181.30158634585084,185.70796665759892,,,,164.11232737502053,174.6462118556767
16,1989-10-04 14:36:59+00:00,162.93570736330972,184.00020921510946,211.70716900528757,223.3910828235413,219.95931046426603,217.87906684219115,212.3403018282444,205.10508176561777,207.9552499935093,199.09827250267674,196.0542672210126,192.14321289738552,184.41774982818112,192.42381952324115,193.45806178813788,196.82272588543498
17,1989-12-23 14:34:34+00:00,173.2951338619734,189.65167243130645,217.35444972925285,222.2490532930502,223.21135391150932,220.24632718779634,213.2989790772092,218.99108853398792,212.42541682563262,210.27675489847886,205.888016994295,208.78326375840533,201.8486796849562,196.20409533355104,198.58827798651595,204.6999393606205
18,1990-01-08 14:34:00+00:00,169.05526446827886,191.87031595540324,212.97909376347673,224.65174970031643,220.367333402435,220.2682238234594,207.3324653988356,209.27726460370837,211.79270105992106,204.45622981518662,203.0909310374077,201.8817350222854,197.14895767454863,195.9254779060592,202.60586059297333,199.25977651010004
19,1990-03-13 14:31:57+00:00,149.35477465112538,186.89282285520082,207.3843439628636,210.47182234128888,216.16941133976786,216.49044926889056,209.70564638674398,203.4080401014731,204.6070707223228,202.02848641730998,189.48954713080443,192.17491942036781,111.00731878703562,176.12201338244068,194.44921990766886,196.62895029911118
20,1990-03-29 14:31:26+00:00,162.69145587224324,183.28178226766678,217.91064553824467,219.31367042149606,213.98762729563862,217.32410736256776,211.62546547925382,203.73400230702143,201.9900922243005,207.91426710247575,200.92714825450264,198.12442635500548,133.09424863033408,188.66232925093578,197.07973343283268,203.06112815431334
