,dates,aus0119-0000,aus0119-0001,aus0119-0002,aus0119-0003,aus0119-0004,aus0119-0005,aus0119-0006,aus0119-0007,aus0119-0008,aus0119-0009,aus0119-0010,aus0119-0011,aus0119-0012,aus0119-0013,aus0119-0014,aus0119-0015,aus0119-0016,aus0119-0017,aus0119-0018,aus0119-0019,aus0119-0020,aus0119-0021,aus0119-0022,aus0119-0023,aus0119-0024,aus0119-0025,aus0119-0026,aus0119-0027,aus0119-0028,aus0119-0029,aus0119-0030,aus0119-0031,aus0119-0032,aus0119-0033,aus0119-0034,aus0119-0035,aus0119-0036,aus0119-0037,aus0119-0038,aus0119-0039,aus0119-0040,aus0119-0041,aus0119-0042,aus0119-0043,aus0119-0044,aus0119-0045,aus0119-0046,aus0119-0047,aus0119-0048
0,1987-05-22 23:06:56+00:00,211.26872672239637,184.42655801220047,171.13981958016956,184.08122003456631,176.77797332386325,181.10322283325524,177.67955082164323,187.51607997446592,190.2679581008204,207.61604557942653,203.3153258019743,212.08152154743183,206.43378438413745,212.34516518221017,222.7206818562774,208.35803355753157,194.4370542949499,196.31480609736644,189.66628924296185,200.04856013957757,198.40740482390666,201.17069352459163,168.2238859768084,179.29871712632468,176.15732641381706,,,,,172.97300558528264,164.0994140799139,168.03218546058872,164.73455087587627,174.9363069072503,181.087051445061,187.84304046187148,181.69535017516992,179.1284552879776,189.85844983618037,186.23137709241783,186.22190482213648,205.65094311397368,192.20229949181316,193.35744631994717,189.48866582781957,183.78187667251092,161.3638498583834,162.8260523372398,165.44923083860135
1,1987-09-11 23:09:41+00:00,211.84022717665317,203.89053913471662,207.9635097227962,195.41895907662914,195.26782309926617,202.40737469438858,211.2473704655598,214.1686016299782,213.5031178587734,228.30396239228094,216.45787412001917,226.2231143256443,221.6836385924956,234.32707724038465,234.55980286346633,227.61525881435327,216.4545964067509,205.9079962617826,197.27107685063845,209.15075709059514,218.46020441874197,207.50617341319276,185.00427592852907,178.61168954587603,186.7597615224392,189.28705111711653,183.69652069748415,184.01704300584476,191.43186179718455,190.10817583938785,183.74963545700737,186.2538072960623,198.11481435013516,199.9034720875173,202.07701477988525,201.77028433239258,191.51575978219017,191.50216962175026,194.7294104204283,196.32579365470755,202.2907101959194,213.23355093099286,195.7141904609084,194.5824907022998,185.63263033250993,179.9770404665737,165.6065099605838,160.3096362918736,181.05255226376127
2,1987-09-27 23:10:03+00:00,226.11229385392383,217.99829980794007,211.05969469178854,200.60729331686366,199.20510212728277,203.18630097422303,214.0055657407278,218.28064342657296,210.65252085892627,228.6082700928954,227.19783245857278,232.67012158317826,226.90926121762448,242.66034176508177,246.33493762062952,238.43161967468842,229.70363508173168,216.6057279060515,202.86323593984386,213.0460594363816,226.2937368066414,223.9060429546328,198.2966455184337,196.32384541259617,197.7876016358058,196.58211013423005,195.01868712427128,195.4625036166069,199.83130266593145,200.33350311140055,199.02863506874655,197.75084692842088,211.3033015266254,215.75071504200446,216.09756623321252,214.0583003852557,198.72267553718683,189.94927524945606,200.54107953721578,200.12940288087225,205.79221835866898,225.59988238857946,209.81487608980424,197.74357147451738,191.2115813647124,176.67792624803263,167.5283313463621,165.59437319430015,180.9621139246048
3,1987-10-06 23:04:03+00:00,219.839820514582,212.28757112903398,200.14268890144055,190.44312660418396,192.84015968145653,196.69483045969417,205.4714968449163,209.8462636588981,213.05948931567127,217.36588360169202,214.33738884324998,229.95344530422136,223.63829435731566,230.38089848690714,238.262991770695,233.66724838161284,218.38635855497603,213.16294620552958,196.88424698589853,210.0605286023118,215.38623221175837,213.07606921488372,194.17291974035328,185.87031380698585,194.53265616772765,195.87544557775038,187.60146966575024,184.63014328188223,185.58074867700083,187.50736994111898,178.88480255127223,184.63072108416765,195.02143740490203,201.13511973803634,208.01430887968652,205.83801621233349,189.10279417312216,186.9429705240467,189.04459944199834,186.90604282426798,190.7889775482958,213.32112209716337,197.91324992084358,194.05874491441642,188.20667777445334,175.87563069965546,161.63609458381944,155.1176278271731,172.87114869553162
4,1987-11-14 23:10:59+00:00,206.09067623805723,205.49207155429184,193.21212259136234,188.701380286311,183.1849078181488,189.81624608274527,198.63152918576705,208.14744889685602,206.1680736918352,219.03757095942248,213.3840110727301,217.146539358225,222.9514512897335,232.85503033208406,231.03513685014173,224.97370061481018,218.91120250360524,200.19025655353548,185.6030262612003,208.2605887899718,209.50367171547097,208.07771527337584,191.85705759603454,190.19505485946198,181.59632416359185,188.1542378834391,181.08397925252905,181.1192078498815,182.65352285081886,180.86419960444397,175.36976020461572,176.47221682612548,189.2037727889443,196.25901740679316,196.71854145465693,201.12591386457277,176.37381801655366,175.91558575617037,175.852247028288,184.45783632650515,187.77510512743643,200.48662096049046,186.79717517104837,182.98478304204448,167.11904419644978,171.7752584698192,156.90913684662863,167.81213254667264,190.9438248237208
5,1987-12-16 23:11:29+00:00,224.56234428754408,211.539084955327,201.5887779028578,184.01317530850315,196.6156739560241,202.06075011313624,200.43012688529285,210.44307724546272,212.63716955488067,229.95406015647063,223.06905785054164,229.41648789180903,234.60521717481333,233.31321206891366,243.46691344151284,237.29857716409558,224.65494371909716,214.86831406103235,203.49291954345713,220.24421161548162,225.84362085700786,233.70439436548688,209.05231051023213,194.96339853982403,201.39758210188126,193.1403032938693,190.00743956274582,197.5337147801751,195.58278547988257,195.45762549039728,192.57192417137375,190.45571723571766,199.79220065982494,205.23251386828696,207.09597672304483,208.6935936626293,191.01888870127544,188.59296349662384,196.42643808196243,201.70987160167192,201.56076187286283,219.54110686124284,210.93721622762862,197.27247208093223,189.13763071664022,190.2534923475942,179.4072503467867,182.26847697235976,200.00509890829443
6,1988-01-17 23:12:02+00:00,184.90895930785715,170.18864036578375,157.04762094283683,,,171.92815018757383,182.27446543095368,181.79620221162068,183.97417500253277,204.7289852829905,192.28232078634167,205.06606764087746,203.8962767081751,202.33342122716343,212.18521211430007,212.86798054954338,203.66422628535182,,,195.07359604854753,194.0889574634843,200.03898202860356,185.33841641085812,165.12669204903335,174.74333229891536,178.3393503908636,168.34969936237073,160.1636936445369,158.35838286097288,158.38886643950372,151.11486315737406,154.02446890517174,169.44493698498354,174.84686796348407,179.777293032443,,,,,182.36435154218537,,,183.07300950498836,175.1033541628419,163.62389007348318,167.46485891958105,163.55921638484736,157.73497214327998,173.7747052768839
7,1988-02-18 23:12:35+00:00,193.1448890029655,184.451294199519,170.54110770081735,,,172.23297421282854,181.1212814722142,192.16829846126546,189.88939974224735,196.16526397661966,195.63951033970508,206.3186211115518,205.7366220616397,210.22447298404998,216.48790536328337,211.08013909604168,207.61775333452664,,193.91517491279225,201.7271247022427,207.5375694204336,201.39559978871915,182.04736254262392,164.4122849727728,182.7602461775378,189.87885096266785,168.25773991639616,163.56280791640737,172.73153709508742,167.6563147101653,150.10496086400144,154.55259333198828,163.88125330094473,167.78573904577794,164.45814534301041,,,,,186.74598312185782,,,179.85873402171367,183.20802493770015,178.5178104609011,179.4806287501691,176.30794662754016,177.91054819440174,178.9270910339249
8,1988-05-08 23:13:14+00:00,181.28874012874724,174.3465165922266,166.70650635455598,167.7673740956548,169.05249242306618,173.2353915440576,189.2411849519559,178.92110936997764,180.2873966131086,192.70696837114596,192.64385828938177,202.41589178471926,203.81688063059096,192.2666001389657,213.62862377468028,214.10505318900675,219.03015284478448,223.00000554925657,203.34612040774198,204.78987179313827,198.37137030358465,190.1151770100412,171.693416939593,176.83143840590677,178.33754185977406,180.11061547982945,157.77285020688663,159.12961333351265,165.81192318175133,163.15795891206528,163.49781878531607,147.4716623332883,165.3779970771175,173.8249061893434,170.77357563623394,185.22537709783904,171.27782464479944,180.33983573270228,193.48648029590527,195.78145051783144,187.49284739330594,204.18034533255053,211.78487786619957,201.26244641775733,190.45454980161938,200.65669777851127,197.71282632145082,164.8292715192715,167.8127030765079
9,1988-06-09 23:13:27+00:00,187.2764532443493,196.33121304077312,174.3631107026782,158.33543575215572,153.93771771856626,173.07511035682535,178.19070985641324,176.93121852930264,178.1733961221815,189.17971712462497,191.74624495161873,198.67892408095298,204.4009057690513,210.91188351893325,221.0119266817927,220.8105630719908,210.92644194576275,193.00527010734552,184.7423229344536,195.55025451419664,202.43134521038994,195.68569907883858,164.67911873104245,175.70424782987027,168.95338395995293,173.41474788696144,168.9596305698396,165.5893622613309,159.2261882171843,159.86000543252976,160.0903072849785,158.96486244967207,160.8741373033174,172.35271992494006,184.59545102240781,184.8650288221328,182.13942939151676,184.83267779476927,191.27827082694074,192.4065646535633,181.25675709003258,196.99106801845107,194.8993184229095,194.14834017743516,187.39671090335452,184.32113263460678,161.8661210427342,146.85467580858037,153.81532222949423
