dates,nzd0570-0000,nzd0570-0001,nzd0570-0002,nzd0570-0003,nzd0570-0004,nzd0570-0005,nzd0570-0006,nzd0570-0007,nzd0570-0008,nzd0570-0009,nzd0570-0010,nzd0570-0011,nzd0570-0012,nzd0570-0013,nzd0570-0014,nzd0570-0015,nzd0570-0016,nzd0570-0017,nzd0570-0018,nzd0570-0019,nzd0570-0020,nzd0570-0021,nzd0570-0022,nzd0570-0023,nzd0570-0024,nzd0570-0025,nzd0570-0026,nzd0570-0027,nzd0570-0028,nzd0570-0029,nzd0570-0030,nzd0570-0031,nzd0570-0032,satname
1999-07-02 21:59:57+00:00,231.83,231.50,230.10,232.90,225.32,227.03,226.39,222.83,222.86,220.96,,,,223.77,226.70,210.12,218.32,227.26,233.73,229.96,222.97,224.27,220.63,226.45,226.04,228.64,,225.97,220.34,221.80,220.26,,,L7
1999-08-26 22:06:20+00:00,233.99,237.26,237.36,239.24,232.61,240.01,238.38,232.50,232.15,228.57,228.04,232.55,233.12,241.60,241.36,237.80,248.45,260.22,252.65,239.13,233.74,237.90,252.23,244.63,253.20,258.69,268.38,250.32,241.05,251.92,257.86,263.65,274.86,L7
1999-09-20 22:00:08+00:00,222.61,222.82,222.86,226.28,224.97,223.95,223.72,220.41,225.03,217.37,220.10,222.87,219.78,218.96,223.64,215.89,219.36,252.20,235.96,222.18,217.00,219.20,,,232.75,232.29,257.77,231.35,221.77,238.36,228.79,226.86,264.45,L7
1999-09-27 22:06:24+00:00,236.73,239.82,235.75,235.54,230.49,236.67,235.38,228.82,228.19,223.17,226.36,231.50,229.89,232.18,247.25,240.09,251.54,255.99,251.42,233.62,231.51,233.23,248.61,243.15,252.48,258.52,270.06,254.00,246.43,251.41,260.00,263.32,270.99,L7
1999-11-14 22:06:18+00:00,219.60,215.24,215.89,216.39,210.99,213.18,213.43,211.40,212.74,214.51,212.54,213.66,211.66,213.27,213.69,209.16,219.37,232.81,218.33,207.37,205.89,206.29,,239.00,223.71,229.34,254.50,226.36,217.03,229.79,227.04,225.83,259.41,L7
1999-12-09 22:00:09+00:00,226.29,231.61,231.32,228.90,226.24,233.47,232.54,226.49,227.64,221.30,218.69,223.60,223.57,224.35,232.77,234.13,242.52,251.74,245.98,233.61,229.07,228.80,249.36,236.17,242.68,249.15,257.88,243.83,238.11,245.27,253.93,260.19,264.55,L7
1999-12-16 22:06:21+00:00,249.41,252.81,254.27,252.22,234.31,249.65,245.21,234.23,233.78,230.81,232.74,,235.99,,,,280.05,281.12,285.38,265.04,,247.08,,,265.85,269.06,288.97,267.07,263.56,276.77,285.70,285.00,288.61,L7
1999-12-25 22:00:04+00:00,227.56,229.42,230.31,231.10,223.71,226.33,226.44,224.01,225.65,222.43,222.39,224.45,222.30,227.21,233.11,227.74,,,,230.22,225.64,225.09,238.51,231.32,234.06,239.31,,236.67,228.62,,,246.90,252.21,L7
2000-01-17 22:06:11+00:00,223.41,220.13,220.01,220.40,214.92,217.87,215.34,216.18,219.81,216.75,217.08,217.33,217.38,220.63,224.52,213.75,,,,219.61,216.59,211.25,217.51,220.20,222.03,218.45,,215.44,211.86,,,222.70,230.64,L7
2000-01-26 22:00:02+00:00,236.32,238.04,243.55,236.23,231.92,247.94,238.21,235.70,232.40,228.32,228.96,231.73,228.07,234.68,251.02,,276.56,281.53,,237.91,226.60,236.43,,,261.27,273.60,285.64,264.73,263.72,272.21,284.77,285.36,295.23,L7
2000-02-11 21:59:57+00:00,249.98,257.74,253.68,256.60,237.81,254.81,248.03,236.09,235.09,228.57,231.68,244.34,235.01,256.38,290.81,,282.24,292.08,289.27,266.19,255.31,251.90,,,267.09,276.63,294.28,270.34,264.06,276.84,293.60,295.06,300.16,L7
2000-02-18 22:06:05+00:00,231.08,239.18,237.55,238.91,231.42,241.89,238.63,231.26,232.83,225.43,225.19,230.29,229.98,232.64,241.57,243.60,255.48,263.87,254.58,238.93,234.37,236.17,258.48,244.22,253.55,261.20,273.72,255.53,248.74,261.36,270.08,276.28,284.18,L7
2000-02-27 21:59:52+00:00,232.67,240.23,237.21,236.39,229.52,236.39,235.28,233.76,228.73,224.94,224.66,226.70,225.54,225.20,237.89,252.33,272.07,272.69,268.02,225.41,219.07,229.52,,,250.23,259.81,274.73,254.94,251.76,261.20,279.28,278.34,288.81,L7
2000-03-05 22:06:00+00:00,235.06,239.43,242.33,239.01,232.46,240.29,239.98,234.95,233.77,226.84,229.91,235.33,233.87,233.48,242.02,247.51,257.01,265.62,256.79,240.50,235.88,236.08,255.75,243.15,254.05,261.12,275.98,254.06,248.93,257.03,267.86,269.09,283.60,L7
2000-03-21 22:06:01+00:00,237.06,240.25,243.40,240.77,236.73,243.07,237.14,231.41,232.79,227.79,227.43,232.92,232.85,237.37,246.63,244.42,254.71,267.12,256.98,235.09,232.85,233.08,250.59,241.31,251.70,260.49,276.43,256.43,249.33,257.67,268.99,271.80,277.27,L7
2000-03-30 21:59:45+00:00,226.03,230.12,225.42,228.65,224.05,224.33,223.86,227.13,220.44,217.69,215.74,216.76,217.89,221.00,223.88,213.47,219.33,225.89,222.13,224.64,217.12,218.72,218.73,223.22,220.11,216.95,223.09,215.62,209.39,222.44,217.36,221.19,240.08,L7
2000-05-01 21:59:30+00:00,240.50,238.46,239.87,241.21,235.03,235.89,237.43,232.34,233.86,233.67,228.64,232.92,233.47,236.34,239.00,232.33,237.16,247.38,249.49,241.37,231.82,231.40,244.29,238.01,247.25,245.97,254.76,239.88,232.33,234.77,243.48,246.55,257.15,L7
2000-05-08 22:05:33+00:00,235.60,237.48,237.85,235.49,231.73,234.78,236.35,231.15,232.74,227.29,231.37,231.39,228.11,227.08,230.71,220.94,235.69,261.44,,227.31,228.14,226.91,239.23,,236.42,243.65,263.01,243.64,232.70,245.28,238.10,233.11,275.18,L7
