dates,satname,nzd0570-0000,nzd0570-0001,nzd0570-0002,nzd0570-0003,nzd0570-0004,nzd0570-0005,nzd0570-0006,nzd0570-0007,nzd0570-0008,nzd0570-0009,nzd0570-0010,nzd0570-0011,nzd0570-0012,nzd0570-0013,nzd0570-0014,nzd0570-0015,nzd0570-0016,nzd0570-0017,nzd0570-0018,nzd0570-0019,nzd0570-0020,nzd0570-0021,nzd0570-0022,nzd0570-0023,nzd0570-0024,nzd0570-0025,nzd0570-0026,nzd0570-0027,nzd0570-0028,nzd0570-0029,nzd0570-0030,nzd0570-0031,nzd0570-0032
1999-07-02 21:59:57+00:00,L7,226.54,225.07,223.67,226.47,219.32,219.53,219.96,217.83,217.86,215.96,,,,217.34,217.70,198.87,205.46,212.26,220.87,222.46,216.05,216.77,207.77,217.45,214.79,215.78,207.84,213.11,209.09,208.94,205.26,,
1999-08-26 22:06:20+00:00,L7,215.75,215.12,215.22,217.10,211.94,214.18,216.24,215.28,214.93,211.35,211.72,211.88,210.98,219.46,210.36,199.05,204.16,208.55,208.36,213.30,209.89,212.07,207.94,213.63,214.45,214.40,206.38,206.03,202.30,207.63,206.19,211.98,212.86
1999-09-20 22:00:08+00:00,L7,227.08,228.25,228.29,231.71,230.04,230.28,229.15,224.63,229.25,221.59,224.10,227.94,225.21,224.39,231.24,225.39,230.22,264.87,246.82,228.51,222.85,225.53,,,242.25,243.15,272.97,242.21,231.27,249.22,241.46,239.53,279.65
1999-09-27 22:06:24+00:00,L7,218.14,217.25,213.18,212.97,209.42,210.34,212.81,211.26,210.63,205.61,209.73,210.43,207.32,209.61,215.65,200.59,206.40,203.32,206.28,207.29,207.20,206.90,203.47,211.55,212.98,213.38,206.86,208.86,206.93,206.27,207.33,210.65,207.79
1999-11-14 22:06:18+00:00,L7,223.95,220.53,221.18,221.68,215.92,219.35,218.72,215.51,216.85,218.62,216.43,218.59,216.95,218.56,221.09,218.41,229.94,245.14,228.90,213.54,211.58,212.46,,246.40,232.96,239.91,269.30,236.93,226.28,240.36,239.37,238.16,274.21
1999-12-09 22:00:09+00:00,L7,210.76,212.75,212.46,210.04,208.64,211.47,213.68,211.82,212.97,206.63,204.80,206.00,204.71,205.49,206.37,201.13,204.81,207.74,208.27,211.61,208.76,206.80,211.65,209.77,209.68,211.44,205.08,206.12,205.11,207.56,209.93,216.19,211.75
1999-12-16 22:06:21+00:00,L7,261.88,267.95,269.41,267.36,248.44,267.32,260.35,246.01,245.56,242.59,243.90,,251.13,,,314.49,310.34,316.45,315.67,282.71,,264.75,,,292.35,299.35,331.37,297.36,290.06,307.06,321.03,320.33,331.01
1999-12-25 22:00:04+00:00,L7,217.91,217.71,218.60,219.39,212.78,212.66,214.73,214.90,216.54,213.32,213.76,213.52,210.59,215.50,216.71,207.24,211.07,212.22,215.28,216.55,213.02,211.42,215.08,214.92,213.56,215.88,208.76,213.24,208.12,209.35,214.59,219.57,219.41
2000-01-17 22:06:11+00:00,L7,225.29,222.42,222.30,222.69,217.05,220.54,217.63,217.96,221.59,218.53,218.76,219.46,219.67,222.92,227.72,217.75,218.15,219.07,218.90,222.28,219.05,213.92,222.08,223.40,226.03,223.02,225.66,220.01,215.86,222.07,219.84,228.03,237.04
2000-01-26 22:00:02+00:00,L7,244.32,247.75,253.26,245.94,240.99,259.27,247.92,243.26,239.96,235.88,236.12,240.80,237.78,244.39,264.62,279.68,295.99,304.20,,249.24,237.06,247.76,,,278.27,293.03,312.84,284.16,280.72,291.64,307.44,308.03,322.43
2000-02-11 21:59:57+00:00,L7,258.57,268.17,264.11,267.03,247.54,266.98,258.46,244.20,243.20,236.68,239.36,254.07,245.44,266.81,305.41,311.91,303.10,316.41,310.13,278.36,266.54,264.07,,,285.34,297.49,323.48,291.20,282.31,297.70,317.93,319.39,329.36
2000-02-18 22:06:05+00:00,L7,210.84,214.61,212.98,214.34,208.49,213.22,214.06,212.15,213.72,206.32,207.08,207.36,205.41,208.07,207.17,200.60,206.34,206.54,205.44,210.26,207.91,207.50,209.34,209.82,210.55,212.06,204.92,206.39,205.74,212.22,212.75,218.95,215.38
2000-02-27 21:59:52+00:00,L7,241.49,250.94,247.92,247.10,239.52,248.89,245.99,242.09,237.06,233.27,232.55,236.70,236.25,235.91,252.89,271.08,293.50,297.69,289.45,237.91,230.61,242.02,,,268.98,281.24,304.73,276.37,270.51,282.63,304.28,303.34,318.81
2000-03-05 22:06:00+00:00,L7,215.30,215.43,218.33,215.01,210.06,212.29,215.98,216.28,215.10,208.17,212.23,212.93,209.87,209.48,208.42,205.51,209.01,209.62,208.79,212.50,210.03,208.08,207.75,209.55,212.05,213.12,208.78,206.06,206.93,209.03,211.86,213.09,216.40
2000-03-21 22:06:01+00:00,L7,216.82,215.68,218.83,216.20,213.80,214.40,212.57,212.30,213.68,208.68,209.32,209.99,208.28,212.80,212.23,201.42,205.57,209.79,207.84,206.42,206.39,204.41,201.45,206.91,208.70,211.35,207.63,207.29,206.33,208.53,211.66,214.47,208.47
2000-03-30 21:59:45+00:00,L7,227.79,232.26,227.56,230.79,226.05,226.83,226.00,228.80,222.11,219.36,217.32,218.76,220.03,223.14,226.88,217.22,223.62,230.89,226.42,227.14,219.43,221.22,223.02,226.22,223.86,221.24,229.09,219.91,213.14,226.73,222.36,226.19,246.08
2000-05-01 21:59:30+00:00,L7,229.56,225.17,226.58,227.92,222.63,220.39,224.14,222.01,223.53,223.34,218.85,220.52,220.18,223.05,220.40,209.08,210.59,216.38,222.92,225.87,217.51,215.90,217.72,219.41,224.00,219.40,217.56,213.31,209.08,208.20,212.48,215.55,219.95
2000-05-08 22:05:33+00:00,L7,237.95,240.34,240.71,238.35,234.40,238.11,239.21,233.37,234.96,229.51,233.48,234.06,230.97,229.94,234.71,225.94,241.40,268.11,,230.64,231.22,230.24,244.94,,241.42,249.36,271.01,249.35,237.70,250.99,244.77,239.78,283.18
2000-05-24 22:05:22+00:00,L7,242.17,247.86,244.35,241.57,242.57,248.13,251.20,245.96,242.70,240.21,239.26,241.35,236.42,238.75,247.12,244.55,277.64,290.34,288.78,244.47,236.63,236.23,262.51,,263.35,269.55,,,,,,,
2000-06-18 21:59:03+00:00,L7,231.83,234.90,230.46,234.01,229.87,222.90,222.88,222.16,226.07,223.78,222.64,219.67,221.57,223.03,223.56,201.19,211.82,218.08,226.40,228.51,220.26,216.37,208.19,219.81,222.70,224.42,214.12,214.87,207.70,208.07,213.09,213.69,211.42
