dates,sar1410-0000,sar1410-0001,sar1410-0002,sar1410-0003,sar1410-0004,satname
1984-06-07 09:34:18+00:00,209.10,214.54,224.82,216.02,212.03,L5
1984-10-13 09:36:13+00:00,206.62,209.06,228.81,218.82,208.68,L5
1985-05-25 09:36:15+00:00,212.58,217.66,223.18,219.63,215.37,L5
1985-07-12 09:36:05+00:00,212.32,218.66,223.78,218.94,213.37,L5
1985-07-28 09:35:58+00:00,210.36,217.89,226.22,223.96,218.22,L5
1985-08-13 09:35:48+00:00,213.02,217.46,225.71,225.35,219.44,L5
1985-08-29 09:35:38+00:00,211.28,217.39,227.71,226.04,219.71,L5
1985-12-03 09:34:19+00:00,210.93,218.16,230.23,228.18,219.60,L5
1986-01-20 09:33:24+00:00,208.02,216.59,230.08,229.91,219.15,L5
1986-05-12 09:30:53+00:00,209.08,217.33,230.84,229.98,217.61,L5
1986-05-28 09:30:26+00:00,209.66,217.95,232.86,229.51,219.47,L5
1986-07-15 09:28:53+00:00,207.23,216.40,230.66,225.21,219.59,L5
1986-07-31 09:28:19+00:00,211.52,216.51,231.16,226.05,223.28,L5
1986-09-17 09:26:37+00:00,212.35,216.70,230.84,225.70,222.25,L5
1987-01-23 09:26:04+00:00,211.50,214.48,228.05,226.20,216.78,L5
1987-03-28 09:28:28+00:00,209.93,215.95,229.33,224.83,211.25,L5
1987-04-29 09:29:30+00:00,211.75,215.35,228.06,226.77,213.24,L5
1987-07-02 09:31:03+00:00,212.38,216.66,230.93,226.93,214.37,L5
1987-07-18 09:31:20+00:00,212.14,216.20,230.58,226.71,214.29,L5
1987-08-03 09:31:49+00:00,214.99,216.89,231.70,227.37,215.74,L5
1987-08-19 09:32:18+00:00,215.19,216.83,230.70,225.08,215.12,L5
1987-09-04 09:32:43+00:00,213.60,216.35,231.07,225.38,216.02,L5
1987-09-20 09:33:05+00:00,214.66,218.87,232.70,223.89,215.84,L5
1987-11-07 09:34:02+00:00,213.30,219.52,234.49,222.20,215.88,L5
1988-01-10 09:35:05+00:00,212.46,219.45,234.43,222.48,216.54,L5
1988-03-14 09:36:03+00:00,213.69,223.75,236.95,222.88,218.49,L5
1988-04-15 09:36:14+00:00,213.59,219.88,233.92,228.80,220.69,L5
1988-05-17 09:36:32+00:00,215.42,222.13,234.99,232.05,219.89,L5
1988-06-18 09:36:43+00:00,215.84,219.62,230.52,231.04,221.17,L5
1988-07-04 09:36:48+00:00,215.39,219.82,229.28,228.59,219.70,L5
1988-07-20 09:36:51+00:00,216.74,219.83,227.97,225.47,218.32,L5
1988-09-06 09:36:55+00:00,215.51,219.45,228.28,225.70,218.83,L5
1988-09-22 09:36:50+00:00,214.45,220.23,230.27,223.62,216.99,L5
1988-12-27 09:36:27+00:00,209.78,220.47,233.66,219.23,212.83,L5
1989-01-12 09:36:20+00:00,208.40,220.35,236.86,221.17,214.51,L5
1989-01-28 09:36:07+00:00,206.94,219.63,235.77,225.09,216.20,L5
