dates,satname,sar1410-0000,sar1410-0001,sar1410-0002,sar1410-0003,sar1410-0004
1984-06-07 09:34:18+00:00,L5,209.10,214.54,224.82,216.02,212.03
1984-08-26 09:36:09+00:00,L5,,,,,
1984-09-11 09:36:14+00:00,L5,,,,,
1984-10-13 09:36:13+00:00,L5,204.13,203.57,232.80,221.63,205.33
1985-05-25 09:36:15+00:00,L5,212.58,217.66,223.18,219.63,215.37
1985-07-12 09:36:05+00:00,L5,212.06,219.67,224.37,218.26,211.37
1985-07-28 09:35:58+00:00,L5,206.43,216.34,231.11,233.99,227.92
1985-08-13 09:35:48+00:00,L5,221.02,216.17,224.18,229.52,223.12
1985-08-29 09:35:38+00:00,L5,204.29,217.12,235.71,228.80,220.78
1985-12-03 09:34:19+00:00,L5,210.84,221.52,235.79,230.33,214.79
1986-01-04 09:33:44+00:00,L5,,,,,
1986-01-20 09:33:24+00:00,L5,197.50,211.79,223.59,226.92,209.14
1986-05-12 09:30:53+00:00,L5,218.90,218.67,233.13,232.69,228.91
1986-05-28 09:30:26+00:00,L5,211.38,219.81,238.94,228.10,225.03
1986-07-15 09:28:53+00:00,L5,201.13,215.34,226.96,213.14,215.27
1986-07-31 09:28:19+00:00,L5,214.66,212.23,225.59,230.28,223.89
1986-09-17 09:26:37+00:00,L5,215.66,217.47,229.60,224.27,218.14
1987-01-23 09:26:04+00:00,L5,204.17,213.74,228.97,224.06,208.31
1987-03-28 09:28:28+00:00,L5,215.68,218.17,229.70,225.60,214.19
1987-04-29 09:29:30+00:00,L5,215.39,214.13,225.52,230.65,217.22
1987-05-31 09:30:21+00:00,L5,,,,,
1987-06-16 09:30:43+00:00,L5,,,,,
1987-07-02 09:31:03+00:00,L5,214.26,220.61,239.51,227.42,217.75
1987-07-18 09:31:20+00:00,L5,211.19,214.34,229.19,225.81,213.99
1987-08-03 09:31:49+00:00,L5,218.42,217.22,234.60,227.38,215.56
1987-08-19 09:32:18+00:00,L5,216.19,216.48,225.65,213.63,212.02
1987-09-04 09:32:43+00:00,L5,204.06,213.51,233.29,227.18,221.43
1987-09-20 09:33:05+00:00,L5,222.07,236.46,244.13,213.43,214.59
1987-10-06 09:33:26+00:00,L5,,,,,
1987-11-07 09:34:02+00:00,L5,206.91,218.01,235.05,220.57,215.79
1988-01-10 09:35:05+00:00,L5,208.38,220.10,239.07,229.38,222.43
1988-01-26 09:35:22+00:00,L5,,,,,
1988-02-11 09:35:41+00:00,L5,,,,,
1988-03-14 09:36:03+00:00,L5,217.41,220.45,229.56,228.15,221.13
1988-04-15 09:36:14+00:00,L5,221.67,220.98,232.01,237.11,223.41
1988-05-17 09:36:32+00:00,L5,214.21,226.99,239.33,233.55,212.59
1988-06-02 09:36:38+00:00,L5,,,,,
1988-06-18 09:36:43+00:00,L5,217.52,209.60,212.61,227.01,226.27
1988-07-04 09:36:48+00:00,L5,213.17,220.77,223.11,216.37,212.34
1988-07-20 09:36:51+00:00,L5,216.45,220.20,231.19,210.61,214.16
1988-08-21 09:36:53+00:00,L5,,,,,
1988-09-06 09:36:55+00:00,L5,208.13,217.13,230.14,227.12,221.92
1988-09-22 09:36:50+00:00,L5,210.01,225.96,243.48,213.55,208.24
1988-10-08 09:36:45+00:00,L5,,,,,
1988-12-11 09:36:33+00:00,L5,,,,,
1988-12-27 09:36:27+00:00,L5,201.15,218.31,240.40,228.49,207.47
1989-01-12 09:36:20+00:00,L5,206.28,220.15,239.09,226.06,220.75
1989-01-28 09:36:07+00:00,L5,209.13,216.60,225.75,230.23,222.64
1989-03-17 09:35:16+00:00,L5,206.15,211.86,224.23,236.23,230.09
1989-04-18 09:35:07+00:00,L5,212.98,216.16,225.31,214.14,208.47
1989-05-20 09:34:32+00:00,L5,221.16,234.62,242.91,222.83,204.78
1989-06-21 09:33:55+00:00,L5,218.01,216.35,233.67,226.75,221.69
1989-07-23 09:33:21+00:00,L5,220.62,219.06,231.33,224.67,215.03
1989-08-24 09:32:39+00:00,L5,217.41,230.31,244.07,207.90,211.28
1989-09-25 09:31:52+00:00,L5,209.95,222.93,239.23,224.86,212.11
1989-10-27 09:30:51+00:00,L5,207.50,219.91,239.28,229.59,220.43
1989-11-12 09:30:31+00:00,L5,202.18,230.60,243.81,213.65,206.17
1989-12-14 09:29:38+00:00,L5,,,,,
1990-01-31 09:28:06+00:00,L5,,,,,
1990-04-21 09:26:22+00:00,L5,208.26,218.21,227.07,229.25,223.21
1990-06-24 09:26:18+00:00,L5,208.31,207.24,223.23,213.85,213.32
1990-07-10 09:26:16+00:00,L5,212.36,224.91,231.84,226.12,209.98
1990-07-26 09:26:12+00:00,L5,201.82,220.82,243.67,210.85,206.57
1990-08-11 09:26:07+00:00,L5,219.93,211.54,222.93,232.13,225.29
1990-09-12 09:25:59+00:00,L5,207.85,230.30,243.17,208.67,206.18
1990-09-28 09:25:50+00:00,L5,208.97,223.32,239.06,219.27,210.26
1990-10-14 09:25:44+00:00,L5,202.83,218.50,232.11,215.15,202.32
1990-11-15 09:25:37+00:00,L5,182.10,90.57,97.18,263.55,185.99
1991-01-02 09:26:01+00:00,L5,,,,,
1991-03-23 09:27:43+00:00,L5,210.84,227.69,225.14,221.80,217.09
1991-04-24 09:28:10+00:00,L5,,,,,
1991-05-26 09:28:46+00:00,L5,219.17,218.73,230.43,235.49,222.69
1991-06-27 09:29:13+00:00,L5,207.30,218.06,232.89,232.98,223.23
1991-07-13 09:29:21+00:00,L5,216.19,217.74,223.97,229.07,225.28
1991-07-29 09:29:36+00:00,L5,220.15,214.58,225.43,232.77,219.26
1991-08-14 09:29:39+00:00,L5,220.36,221.29,234.07,228.39,215.51
1991-08-30 09:29:49+00:00,L5,204.48,215.36,236.89,218.93,214.80
1991-09-15 09:30:02+00:00,L5,209.13,230.13,239.90,203.79,198.93
1991-10-01 09:30:07+00:00,L5,211.33,219.38,225.65,215.27,211.29
1991-10-17 09:30:18+00:00,L5,200.62,225.69,243.42,217.69,215.45
1991-11-02 09:30:16+00:00,L5,205.35,215.09,224.99,229.92,226.57
1991-12-04 09:30:36+00:00,L5,205.02,210.79,229.44,229.43,224.26
1992-01-05 09:30:23+00:00,L5,189.46,205.40,225.68,237.49,224.00
1992-02-22 09:30:17+00:00,L5,204.74,217.15,233.38,224.04,220.05
1992-03-09 09:30:19+00:00,L5,34.74,288.15,243.72,229.95,212.26
1992-05-12 09:29:51+00:00,L5,225.37,217.17,224.98,225.76,216.49
1992-05-28 09:29:42+00:00,L5,222.40,216.96,223.35,228.80,224.80
1992-06-13 09:29:31+00:00,L5,216.18,223.97,239.05,195.02,204.37
1992-06-29 09:29:20+00:00,L5,215.57,221.30,230.76,226.86,218.43
1992-07-15 09:29:08+00:00,L5,214.22,219.92,240.19,223.55,213.61
1992-07-31 09:28:56+00:00,L5,209.78,223.06,240.91,212.74,211.07
1992-08-16 09:28:41+00:00,L5,216.01,217.78,228.23,216.10,214.50
1992-09-01 09:28:26+00:00,L5,,,,,
1992-11-04 09:27:22+00:00,L5,,,,,
1992-11-20 09:27:06+00:00,L5,,,,,
1992-12-06 09:27:22+00:00,L5,,,,,
1993-01-23 09:27:51+00:00,L5,214.86,209.78,226.65,228.98,222.98
1993-02-08 09:28:02+00:00,L5,47.86,206.75,210.42,224.66,250.11
1993-02-24 09:28:05+00:00,L5,,,,,
1993-03-12 09:28:18+00:00,L5,224.24,230.48,223.84,222.11,215.87
1993-05-15 09:28:37+00:00,L5,205.13,212.88,225.39,231.15,216.00
1993-05-31 09:28:40+00:00,L5,212.28,226.35,239.10,221.18,206.29
1993-06-16 09:28:38+00:00,L5,,,,,
1993-07-18 09:28:32+00:00,L5,214.49,220.06,231.15,228.28,217.78
1993-08-03 09:28:32+00:00,L5,209.72,216.52,230.40,228.89,223.57
1993-08-19 09:28:32+00:00,L5,208.66,219.53,229.68,228.08,224.18
1993-10-06 09:28:23+00:00,L5,211.35,219.62,228.73,210.79,207.96
1994-02-27 09:26:59+00:00,L5,213.10,224.59,224.96,212.16,212.97
1994-03-31 09:26:30+00:00,L5,217.98,216.80,225.85,227.93,217.50
1994-06-19 09:24:58+00:00,L5,209.34,211.65,224.96,222.23,215.45
1994-07-21 09:24:07+00:00,L5,,,,,
1994-08-22 09:23:17+00:00,L5,206.26,219.94,229.06,234.27,223.61
1994-09-07 09:22:53+00:00,L5,221.27,223.21,233.67,225.94,212.92
1994-11-10 09:20:54+00:00,L5,,,,,
1994-12-12 09:19:52+00:00,L5,198.08,219.70,237.15,231.80,214.70
1995-01-13 09:18:46+00:00,L5,,,,,
1995-01-29 09:18:10+00:00,L5,,,,,
1995-04-19 09:14:54+00:00,L5,216.18,217.18,234.32,222.88,212.65
1995-05-05 09:14:11+00:00,L5,224.05,222.34,242.49,230.28,217.02
1995-05-21 09:13:28+00:00,L5,,,,,
1995-06-06 09:12:43+00:00,L5,218.94,219.27,228.16,217.85,217.95
1995-07-24 09:10:32+00:00,L5,211.47,217.78,228.80,226.44,222.52
1995-08-25 09:09:05+00:00,L5,,,,,
1995-09-10 09:08:19+00:00,L5,204.14,217.52,238.90,231.75,215.66
1996-03-04 09:12:46+00:00,L5,212.29,223.90,240.28,198.45,204.00
1996-04-05 09:14:50+00:00,L5,204.41,221.37,240.67,199.63,204.48
1996-05-23 09:17:41+00:00,L5,214.86,225.55,232.28,223.05,221.41
1996-06-08 09:18:34+00:00,L5,217.09,219.50,235.87,232.94,227.32
1996-06-24 09:19:26+00:00,L5,,,,,
1996-07-26 09:21:07+00:00,L5,210.18,220.74,224.20,233.09,228.18
1996-08-11 09:21:57+00:00,L5,222.42,224.30,239.31,228.47,221.61
1996-11-15 09:26:56+00:00,L5,,,,,
1996-12-17 09:28:27+00:00,L5,198.36,216.17,242.85,229.04,218.05
1997-03-23 09:32:37+00:00,L5,210.10,222.99,239.19,231.92,220.97
1997-04-24 09:33:46+00:00,L5,216.65,223.63,239.45,224.69,214.67
1997-05-10 09:34:19+00:00,L5,219.93,216.74,231.29,231.17,217.80
1997-07-13 09:36:33+00:00,L5,217.47,219.44,226.23,236.08,229.58
1997-07-29 09:37:05+00:00,L5,218.49,219.82,227.29,224.32,226.28
1997-08-14 09:37:35+00:00,L5,216.29,215.72,232.67,236.28,224.93
1997-08-30 09:38:05+00:00,L5,,,,,
1997-10-01 09:39:00+00:00,L5,217.51,216.93,240.11,229.57,226.37
1997-11-02 09:39:52+00:00,L5,213.06,229.11,241.98,217.11,209.98
1997-11-18 09:40:14+00:00,L5,207.90,219.37,239.63,223.50,217.40
1997-12-20 09:41:00+00:00,L5,,,,,
1998-01-21 09:41:44+00:00,L5,,,,,
1998-02-06 09:42:06+00:00,L5,226.75,228.25,243.54,225.67,210.88
1998-03-10 09:42:39+00:00,L5,,,,,
1998-03-26 09:42:52+00:00,L5,214.43,219.79,235.71,227.44,208.31
1998-05-13 09:43:32+00:00,L5,218.68,216.55,225.78,247.18,232.33
1998-06-14 09:44:01+00:00,L5,217.70,221.93,225.65,208.51,214.32
1998-07-16 09:44:23+00:00,L5,,,,,
1998-08-01 09:44:28+00:00,L5,218.06,213.46,224.12,228.36,222.00
1998-08-17 09:44:36+00:00,L5,206.74,215.85,225.19,233.58,227.59
1998-09-02 09:44:48+00:00,L5,,,,,
1998-09-18 09:44:56+00:00,L5,,,,,
1998-10-04 09:44:58+00:00,L5,220.32,220.71,232.90,203.06,204.84
1998-10-20 09:44:58+00:00,L5,,,,,
1998-11-05 09:45:03+00:00,L5,,,,,
1998-11-21 09:45:10+00:00,L5,,,,,
1998-12-23 09:45:11+00:00,L5,201.57,213.73,227.80,228.56,213.77
1999-01-24 09:45:11+00:00,L5,195.76,219.42,234.87,220.71,206.92
1999-03-29 09:44:52+00:00,L5,,,,,
1999-04-14 09:44:51+00:00,L5,,,,,
1999-04-30 09:44:50+00:00,L5,205.29,220.19,224.40,234.16,225.01
1999-06-01 09:44:14+00:00,L5,211.39,212.68,224.39,224.86,212.43
1999-06-17 09:44:05+00:00,L5,215.63,215.48,225.54,224.90,222.10
1999-07-03 09:43:56+00:00,L5,213.18,221.43,239.35,224.77,214.61
1999-07-19 09:43:52+00:00,L5,206.73,219.25,224.89,229.55,225.04
