dates,sar1410-0000,sar1410-0001,sar1410-0002,sar1410-0003,sar1410-0004,satname
1984-06-07 09:34:18+00:00,209.1,214.54,224.82,216.02,212.03,L5
1984-10-13 09:36:13+00:00,204.13,203.57,232.8,221.63,205.33,L5
1985-05-25 09:36:15+00:00,212.58,217.66,223.18,219.63,215.37,L5
1985-07-12 09:36:05+00:00,212.06,219.67,224.37,218.26,211.37,L5
1985-07-28 09:35:58+00:00,206.43,216.34,231.11,233.99,227.92,L5
1985-08-13 09:35:48+00:00,221.02,216.17,224.18,229.52,223.12,L5
1985-08-29 09:35:38+00:00,204.29,217.12,235.71,228.8,220.78,L5
1985-12-03 09:34:19+00:00,210.84,221.52,235.79,230.33,214.79,L5
1986-01-20 09:33:24+00:00,197.5,211.79,223.59,226.92,209.14,L5
1986-05-12 09:30:53+00:00,218.9,218.67,233.13,232.69,228.91,L5
1986-05-28 09:30:26+00:00,211.38,219.81,238.94,228.1,225.03,L5
1986-07-15 09:28:53+00:00,201.13,215.34,226.96,213.14,215.27,L5
1986-07-31 09:28:19+00:00,214.66,212.23,225.59,230.28,223.89,L5
1986-09-17 09:26:37+00:00,215.66,217.47,229.6,224.27,218.14,L5
1987-01-23 09:26:04+00:00,204.17,213.74,228.97,224.06,208.31,L5
1987-03-28 09:28:28+00:00,215.68,218.17,229.7,225.6,214.19,L5
1987-04-29 09:29:30+00:00,215.39,214.13,225.52,230.65,217.22,L5
1987-07-02 09:31:03+00:00,214.26,220.61,239.51,227.42,217.75,L5
1987-07-18 09:31:20+00:00,211.19,214.34,229.19,225.81,213.99,L5
1987-08-03 09:31:49+00:00,218.42,217.22,234.6,227.38,215.56,L5
1987-08-19 09:32:18+00:00,216.19,216.48,225.65,213.63,212.02,L5
1987-09-04 09:32:43+00:00,204.06,213.51,233.29,227.18,221.43,L5
1987-09-20 09:33:05+00:00,222.07,236.46,244.13,213.43,214.59,L5
1987-11-07 09:34:02+00:00,206.91,218.01,235.05,220.57,215.79,L5
1988-01-10 09:35:05+00:00,208.38,220.1,239.07,229.38,222.43,L5
1988-03-14 09:36:03+00:00,217.41,220.45,229.56,228.15,221.13,L5
1988-04-15 09:36:14+00:00,221.67,220.98,232.01,237.11,223.41,L5
1988-05-17 09:36:32+00:00,214.21,226.99,239.33,233.55,212.59,L5
1988-06-18 09:36:43+00:00,217.52,209.6,212.61,227.01,226.27,L5
1988-07-04 09:36:48+00:00,213.17,220.77,223.11,216.37,212.34,L5
1988-07-20 09:36:51+00:00,216.45,220.2,231.19,210.61,214.16,L5
1988-09-06 09:36:55+00:00,208.13,217.13,230.14,227.12,221.92,L5
1988-09-22 09:36:50+00:00,210.01,225.96,243.48,213.55,208.24,L5
1988-12-27 09:36:27+00:00,201.15,218.31,240.4,228.49,207.47,L5
1989-01-12 09:36:20+00:00,206.28,220.15,239.09,226.06,220.75,L5
