,dates,nzd0425-0000,nzd0425-0001,nzd0425-0002,nzd0425-0003,nzd0425-0004,nzd0425-0005,nzd0425-0006,nzd0425-0007,nzd0425-0008,nzd0425-0009,nzd0425-0010,nzd0425-0011,nzd0425-0012,nzd0425-0013,nzd0425-0014,nzd0425-0015,nzd0425-0016,nzd0425-0017,nzd0425-0018,nzd0425-0019,nzd0425-0020,nzd0425-0021,nzd0425-0022,nzd0425-0023,nzd0425-0024,nzd0425-0025,nzd0425-0026
0,1999-11-05 22:12:52+00:00,,,,,,,162.88916765766777,170.77512769173322,166.70438700394996,165.45764615753848,166.66358128743164,165.33805466887,165.22327274127613,155.04439632715145,112.81943602072263,5.124384069377998,,108.62306398669138,111.79552599732578,112.16957748483827,93.64280452112753,89.92352243900656,93.02717838234385,78.7443813916161,58.22622514852307,39.305539010544614,28.67721690923844
1,1999-11-21 22:12:47+00:00,170.7414055699028,166.65453795747734,181.7012291819089,189.39462626707348,184.21575428955813,181.63286189627686,177.6534379497365,185.21726919958644,185.77351203421918,189.1835822029577,180.65684553562414,182.75416375474094,171.328361761734,161.96932261862364,111.61471969040791,7.291076438135786,119.0048699695716,121.47884536818648,111.94922078094187,121.78465688319186,116.73643998591382,99.2492171900322,108.18671819073676,92.52879863974798,67.91861095590058,60.19906988543662,42.7142631952029
2,1999-12-07 22:12:53+00:00,164.52063495489722,165.61575312732336,182.88491324033916,195.22323539087463,188.89708090842345,185.7736044421328,187.67538651289334,184.99231918633456,186.70372449273034,184.40289457834785,180.70330812192975,180.55068437359716,185.58547007901365,174.3995181349311,128.50829622009925,,130.84069735726888,121.98598776403175,112.72520245221833,115.28476247307366,114.46203006341425,101.8150919008603,99.54724665359913,85.00285933790215,77.31329987458926,69.1559689681396,68.8148036322745
3,2000-01-24 22:12:47+00:00,144.0177992333407,,,,,,192.54909005754803,,,,,,,,,-40.213145882642706,,,,,,,,,,,
4,2000-04-13 22:12:18+00:00,183.7868964741021,178.2569780694568,180.31691063215612,190.51154828981853,190.41023971484253,200.09871613607254,213.79115469099153,224.01350973915532,235.5242495416643,237.57888233664107,,,,,,8.157261896378504,,98.58963565111695,100.79998572167007,96.6321285471988,100.65559895312632,110.96697533100442,116.18245874069798,104.33905505429136,87.59418261093934,67.06137080414351,56.413340569160034
5,2000-08-03 22:11:07+00:00,175.35444023723446,179.91019077561643,197.21090284189,207.61132995073172,201.37321769588166,198.0481825927098,196.39212909791866,200.87908325979882,203.96238231062162,205.479202677352,189.27928242124332,174.04701836049256,184.001668316775,185.54622521890678,,,,,175.3134926975694,142.35754871818963,123.66008629372108,100.21583722223697,107.21803325477917,101.59568486024317,84.2864827953579,70.30922850029607,54.850610775493855
6,2000-08-19 22:11:01+00:00,177.4386321563143,179.49946257170987,196.7222062284942,216.32399212931998,217.39810992046395,222.1336291406026,223.35207865743263,206.68335663318388,202.02403409953538,203.3972381346574,195.2003956847932,195.9718968667631,193.08747419622603,195.49682457508254,,,,126.81886711440173,149.1583195074998,156.6371263703455,137.3406686927431,116.72696888131446,118.58945281656386,102.59125033603895,89.53953580409609,81.85981282664696,69.89841190307654
7,2000-09-20 22:10:27+00:00,177.76381572398682,171.89580051146345,192.94833243127945,221.71277626682905,212.41486456186803,209.63956942797589,215.97636320444028,225.70275505789425,228.6965471665856,203.60830061550004,187.26573290900055,186.3573943523709,193.6239794401121,189.53058957892932,,,,153.79231763970856,144.0202447258884,129.65130275592122,123.48384116238304,121.49471892328854,125.23743509271964,110.70916982232438,90.34682331323371,73.43199120848084,74.42609572241344
8,2000-11-07 22:10:17+00:00,165.08949823269046,170.36106102808438,180.19308294450678,195.8766774609691,194.02968782872003,199.01083478116828,213.2317097510213,209.45031003335947,206.89071962054427,195.98736345261705,186.50150972118516,182.6597345016058,189.156577667302,,,,,185.6285255043639,147.193921149868,123.6819502392828,114.78342260148277,114.16753145067048,120.839979440369,107.05410963691519,91.84943723636775,,
9,2001-01-10 22:10:27+00:00,172.91775630711297,172.9237250985429,180.3398244101348,188.56143903274082,191.4555399891173,198.91915173673374,207.92606831804935,215.93372997640637,231.83200287675587,231.11976586999538,231.28968449780857,234.45609696104825,241.3551197389858,245.84467292100666,,,128.65952057896368,,126.930919698644,132.6200731392756,129.72457318003853,130.52654674707864,136.34576809646128,120.3570699599415,93.26488520773698,85.89704394104028,79.67810777479043
10,2001-01-26 22:10:30+00:00,147.72659455233605,148.96918597959652,162.60869118906646,174.6958695158987,167.94209137612964,174.04041450213907,186.57380357455662,197.6372801801175,206.04177626600932,208.55196427966965,201.08998485556322,211.5642242252176,223.32864719808418,217.64900563864367,211.68857093292547,,117.47633694751181,,109.47514842026258,115.37968537086914,106.21360291178092,106.44020859912521,119.269452064117,101.13212887539116,82.07412029933437,65.21968345849773,61.795830609003104
11,2001-02-27 22:10:18+00:00,160.86089658736273,166.47124494291907,166.78283511839285,172.90859571714805,171.3232423986623,178.6814332288003,189.54386052904277,199.9671289484094,207.69599439840877,214.9421817388392,212.44447143978397,209.88381517479834,221.60603404001017,224.4803435402198,215.17384943569988,,173.51098602496282,157.38116860754565,150.14214344574117,138.80399668624332,129.85407782465268,134.667577496256,131.47648357996465,118.67515249022193,89.00513838436676,78.85002918320997,63.604663460636374
12,2001-03-31 22:10:07+00:00,168.87076971777878,168.17177413343367,174.64427329201092,176.11376777125847,176.9994234003762,185.32271715188386,177.6777485072409,195.2297086193913,202.11127721631112,200.6805108619328,206.561667587172,215.0301643053994,218.396286198347,217.6154319611159,205.97460277862862,,140.35519498553063,165.46063163764347,168.3929688461909,159.00359114614324,151.8734008010173,141.01649259120984,134.01454863125926,113.23045825398589,97.43214616451891,86.26420704089507,81.03753602696086
13,2001-05-02 22:10:03+00:00,178.17739766238046,163.7364310917718,159.01140853033195,168.7836155804182,161.14997617617033,154.4216026928427,161.63114417599346,164.12330495466833,175.8216779867783,,,,171.41250733051405,186.32618395077017,188.19576949912383,,166.52293579236016,163.50563695870358,174.0405797385257,170.81825135322805,160.1011781489175,148.757710426998,138.50499648719304,112.45211722003879,87.62792616240249,60.41047462746613,53.47714802506491
14,2001-06-03 22:09:40+00:00,197.16636883195054,190.28825051527423,188.35472211211865,188.30376073593115,179.5467457617471,167.43544569180608,174.66724523706313,174.88813639566942,177.80442825711313,,,,188.72251402255787,199.77564546189816,175.08832312076808,3.6185850515037465,,166.14140375776716,173.42537851822777,171.77130012909856,158.19546163886517,148.58829159213857,144.086179776157,123.8681798647517,88.21499906556994,66.38725084532312,58.681247547005924
15,2001-07-05 22:09:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2001-09-07 22:08:34+00:00,207.5672159779446,,,,,,,,,234.52341109164743,239.51756169574028,212.5539742107414,177.7446070590247,159.45249346131817,103.28198764703566,,,,152.58459999185573,145.21826982249004,148.9146706791587,136.91051337671718,133.6086588332738,116.74167947835392,100.42743894991528,84.35610121135134,73.9992197033935
17,2001-09-23 22:08:26+00:00,189.64628181791977,176.5730288388991,172.6367017949785,173.3295137115598,171.1355286246972,174.02446570129248,179.24625831527126,171.23115652141314,174.3689592682098,,167.50530944842018,170.6484933926893,159.03962521566737,148.48835311226935,112.24753154354651,,148.94497004494843,157.4476556106536,156.23958001966398,150.25656832528318,136.43720960202316,138.47154054771042,133.31825188368168,116.99385557017015,97.89884099059593,84.00751216579262,65.15205714581273
