,dates,mex0013-0000,mex0013-0001,mex0013-0002,mex0013-0003,mex0013-0004,mex0013-0005,mex0013-0006,mex0013-0007,mex0013-0008,mex0013-0009,mex0013-0010,mex0013-0011,mex0013-0012,mex0013-0013,mex0013-0014
0,1985-09-30 16:17:33+00:00,179.31715119948268,159.03712383248245,163.49412039790894,179.32035119607883,179.6612510446557,177.46041876252798,185.29812828696353,184.68865512614937,194.5191682440099,186.0209308043835,197.56316100548645,198.8419826173681,207.81565567743618,205.54309725600362,190.35756711668517
1,1986-01-20 16:15:42+00:00,230.71701238588102,188.00905041304273,182.32945564655654,210.1790349771728,189.46097421071116,198.96329317950253,198.74095080328226,203.43685463855306,199.6933158134378,201.73975569053945,205.9159861969774,211.94928367204113,213.39480326017292,219.5220385181433,217.1608610099673
2,1986-03-25 16:14:19+00:00,241.02321370946643,175.83687710081037,179.92598724134396,198.8650998395475,197.83203695926977,199.93501183863236,207.47644054585524,206.49811273091166,209.2387357842161,206.6932948744371,207.05835214887222,214.35306380333,218.8260361252342,227.99185683287905,224.3990226721823
3,1986-04-10 16:13:58+00:00,220.26520580723923,170.98267675443483,170.17151940102184,191.78318353081875,188.85223877458515,199.58621621620554,194.31077389982204,196.4242374330691,193.80422602121013,197.79192881909307,202.0789816134802,205.42361514453145,212.26128958129132,214.07377608070684,215.19906314724906
4,1986-04-26 16:13:36+00:00,188.06275998478625,165.8996101602033,166.44107431344096,182.31738527261047,179.610951771445,191.6328755166133,188.64069599133532,196.11944089125828,193.74570231867014,194.1486810278845,197.379855283381,202.55101160912437,204.83884812803575,203.2598722488353,209.30173644014297
5,1987-07-18 16:13:40+00:00,181.61312635081418,148.309159087305,145.61427482707634,159.36016699688273,170.81194771233785,175.04338887478278,179.1366887370255,180.94143276166514,182.00434465769985,177.51680333623682,178.2375033141741,181.09179698925757,180.6076370510845,188.97067385289492,182.7055039642103
6,1987-08-03 16:14:08+00:00,163.8321861343236,137.99845983588216,139.94180593715737,157.17217061696442,160.85880092585174,169.4952950864917,173.71736976627147,174.50127152363328,170.57087124587758,175.22204207544672,176.84333173318797,179.4858816502968,184.3266412756156,183.83210061999011,176.6876628558503
7,1987-08-19 16:14:36+00:00,178.37749986531108,148.12706916678331,149.10342718458182,167.0748623298863,174.35366074394904,176.2750903667271,176.71431690098825,175.79829588630398,180.52906337848154,176.10077343420295,185.35333658656904,186.8010794265722,193.91083746751403,197.98674364164253,184.5199452116411
8,1987-09-20 16:15:25+00:00,190.56754503977606,164.17822482947602,174.1453207988065,178.52427737549382,175.34765197295096,181.33642599227625,185.05122744161542,184.52931666286202,188.79919414606806,187.03568471144672,188.83269175788018,198.98452819040637,198.24037939406264,205.14740732019087,191.8715248349161
9,1990-04-21 16:08:41+00:00,219.34142045277085,169.93789477374418,165.41142514236907,185.25081701048322,184.46615577217221,193.1902497985735,188.45135965414073,189.9883877230264,189.75690292908277,192.5629737400342,194.6806815623996,193.75696784802113,201.0107053385797,202.29539503006703,196.37736361531256
