dates,nzd0504-0000,nzd0504-0001,nzd0504-0002,nzd0504-0003,nzd0504-0004,nzd0504-0005,nzd0504-0006,nzd0504-0007,satname
1999-08-26 22:07:32+00:00,349.39,350.41,357.71,359.96,358.84,363.01,360.32,392.40,L7
2000-03-21 22:07:12+00:00,364.36,360.37,371.74,368.10,365.47,365.83,371.10,387.08,L7
2000-05-08 22:06:44+00:00,363.00,364.12,369.58,371.51,368.09,367.64,368.30,366.45,L7
2000-06-25 22:06:19+00:00,341.66,350.04,351.06,361.25,359.98,364.26,365.61,,L7
2000-07-11 22:06:05+00:00,332.60,342.76,344.84,350.51,349.15,351.40,346.33,,L7
2000-12-18 22:05:01+00:00,338.27,348.06,352.33,361.85,357.88,361.88,367.56,373.39,L7
2001-04-09 22:04:41+00:00,357.70,348.17,362.23,357.89,355.15,357.05,354.73,364.32,L7
2001-06-28 22:03:56+00:00,342.61,350.65,355.68,367.43,366.72,362.21,,,L7
2001-07-14 22:03:57+00:00,343.54,354.66,360.45,365.36,364.95,361.40,370.13,370.04,L7
2001-08-15 22:03:26+00:00,325.59,337.20,344.56,352.23,352.37,353.76,357.84,364.11,L7
2001-11-03 22:02:58+00:00,347.80,342.31,349.43,360.58,356.89,362.88,369.81,379.80,L7
2001-11-19 22:03:08+00:00,340.64,341.99,346.70,356.22,360.44,364.76,367.47,375.12,L7
2002-04-12 22:03:25+00:00,353.70,352.55,363.90,359.13,362.22,367.50,374.87,383.97,L7
2002-05-30 22:03:13+00:00,339.36,346.28,348.87,359.74,360.54,363.55,366.57,,L7
2002-06-15 22:03:07+00:00,338.71,345.09,352.72,359.21,358.50,356.75,354.63,,L7
2002-08-18 22:02:45+00:00,318.12,324.68,330.60,332.16,332.95,333.10,327.96,331.84,L7
2002-12-08 22:02:51+00:00,322.54,324.03,326.29,328.96,328.34,329.87,334.09,338.45,L7
2002-12-24 22:02:57+00:00,325.61,328.78,331.19,331.94,329.99,332.88,336.38,339.18,L7
2003-03-14 22:03:20+00:00,316.97,332.56,344.42,337.93,332.12,336.05,336.55,337.48,L7
2003-08-05 22:02:59+00:00,,,,,310.15,,,,L7
2003-10-24 22:02:58+00:00,340.72,337.79,340.31,342.31,344.44,347.93,347.06,353.78,L7
