,dates,per0229-0000,per0229-0001,per0229-0002,per0229-0003,per0229-0004,per0229-0005,per0229-0006,per0229-0007,per0229-0008,per0229-0009,per0229-0010,per0229-0011,per0229-0012,per0229-0013,per0229-0014,per0229-0015,per0229-0016,per0229-0017,per0229-0018,per0229-0019,per0229-0020,per0229-0021,per0229-0022,per0229-0023,per0229-0024,per0229-0025,per0229-0026,per0229-0027,per0229-0028,per0229-0029,per0229-0030,per0229-0031,per0229-0032,per0229-0033,per0229-0034,per0229-0035,per0229-0036,per0229-0037,per0229-0038,per0229-0039,per0229-0040,per0229-0041,per0229-0042,per0229-0043,per0229-0044,per0229-0045,per0229-0046,per0229-0047,per0229-0048,per0229-0049,per0229-0050,per0229-0051,per0229-0052,per0229-0053,per0229-0054,per0229-0055,per0229-0056,per0229-0057,per0229-0058,per0229-0059,per0229-0060,per0229-0061,per0229-0062,per0229-0063,per0229-0064,per0229-0065,per0229-0066,per0229-0067,per0229-0068,per0229-0069,per0229-0070,per0229-0071,per0229-0072,per0229-0073,per0229-0074,per0229-0075,per0229-0076,per0229-0077,per0229-0078,per0229-0079,per0229-0080,per0229-0081,per0229-0082,per0229-0083,per0229-0084,per0229-0085,per0229-0086,per0229-0087,per0229-0088,per0229-0089,per0229-0090,per0229-0091,per0229-0092,per0229-0093,per0229-0094,per0229-0095,per0229-0096,per0229-0097,per0229-0098,per0229-0099
0,1984-11-11 14:17:42+00:00,,,,192.8240195886621,191.6753720159223,188.32411797132917,176.3703952369993,182.54526316172394,186.56607018787244,192.6744128095963,196.25925753674497,178.5621164256459,160.03240222131174,172.63048914940555,175.51439192860664,191.87547603288064,190.00871916833037,181.1877597347248,185.84069295849787,184.66433591729577,187.39322430562115,195.2172288039304,192.33772066608822,188.8913430955044,186.72799821454038,188.36571697503854,187.03906387752028,183.34031013570018,188.7333590391787,187.2152245698382,180.24066080266752,184.74845523943054,,,184.60740879762,178.6365929067038,181.9788346906903,195.87740208283248,200.51446571165724,179.08460212289273,174.24351056703352,178.74666157709143,180.11652656934643,172.3119631866276,173.57893455953854,180.37896863900068,166.46446306328843,179.36393607625877,,175.78664316995696,,159.06452035960567,172.11435168080675,185.8289851324706,163.27496236503066,151.37139433574097,170.63527139089578,201.98280446401267,197.5978698243536,181.5988616323649,177.83900833985732,157.78666033224346,136.50771670839862,142.37878282122887,166.3664465880354,192.56194978024348,158.31051934121777,164.30795232716545,180.79433574709083,198.13480740925502,187.50137182033092,190.75379900659254,177.37361937104401,170.2941670501996,179.802167910235,173.68452920918892,180.98108403425329,198.2499243688506,189.9674335064839,188.60713841001035,194.69902368340453,169.8457689075605,149.47561721798917,153.89101463815473,163.42921957138407,183.9963979621246,195.06673154418553,173.20849442384952,151.46123492865624,168.16860735139545,178.71853873844373,164.96800644324432,143.3987470824901,169.59146509804876,173.97270828727258,143.84768366645264,158.18531190340434,175.47037441021064,168.47664194682375,186.40323579279362
1,1985-03-03 14:18:15+00:00,,140.6900112492135,,210.2510217490982,211.5423191982183,201.50271790499795,194.1654917643908,186.53551698542094,189.02984768902215,193.40576670812078,193.82935662006147,185.86340026274948,178.2487202254313,179.75023618174407,182.42952429486806,192.87370955569398,192.67249923819648,187.42993655074127,187.3125473511849,184.81360693058016,188.28121669560008,192.25491721956203,188.85912931395848,192.21174825701647,195.55294906981612,194.62080110667807,168.54858165277497,164.20204064682497,177.38719490175632,185.54176487441893,192.56253137264574,186.59169003246484,,,161.5683255256847,182.49643432657825,183.64527700710622,177.6818866862385,173.8753702323815,170.85248230191846,165.69963835394105,157.01409703886898,147.4689902692387,,170.2032251385326,170.16835929841406,176.36652916956703,,,,114.59339707756544,163.16484770314554,170.40207262354997,162.95910538271755,163.38107271171356,173.1759099878707,180.33175286708374,184.23083576719313,166.21541100640906,161.92199849372165,157.39508437430567,165.14562849658628,163.96320264002563,160.4733331399768,164.9075114494875,164.1986993030077,161.09634312499946,162.14589867842906,162.97844993700116,165.4581659794028,171.28521112943417,173.72149125030708,167.0598374310787,169.3769474951292,164.56073067761244,169.74301178279822,177.6409087838306,186.91419410786696,186.70428715544125,170.86790729255696,164.51571089060357,154.88600245972285,150.00132731975347,168.12123878585172,182.77598516211606,178.29711879370964,171.55565479422535,165.12326823045717,169.4267771102584,166.51693237659663,162.87888429571532,158.64077676797157,155.9970129062805,153.91786222299345,156.30820768420327,153.68382619612694,155.71105405207174,160.04381715417696,161.56659089541287,183.3377907180733
2,1985-03-19 14:18:14+00:00,,117.34368399446207,,,,177.2517008833753,172.29552958145635,180.57602912386147,187.22390269173428,193.3720112644836,190.04329027262457,179.60391426440046,178.338750337573,178.5653399026018,183.02295120428965,181.70808306441992,175.76181729921808,182.8527113395171,181.8755531760835,185.48091730957657,185.74569850856454,187.0778841134462,185.97003099288366,177.7388993035311,180.29467719973928,186.67000725517943,178.44282692193508,170.37219766760626,172.40186214772382,168.8386597415681,181.51891965611753,181.2012235122711,188.28243553360093,181.7200641310775,160.04780580412339,155.61369978150827,164.1465963387324,183.60774639464051,181.52607587607207,169.12830747571965,161.76555306366586,161.28859154317524,144.96163832519028,144.90314195599146,153.6862652550513,142.34591228232372,155.15856906797765,169.45703359597584,158.5219293780778,142.1361164117661,143.9312644048899,149.55149354278547,154.45991137220815,148.2485024307287,142.9559048659204,151.5875176568747,160.33679008345624,157.3268755188501,167.88252229438402,163.59937431613582,152.06729913836278,160.67083297918165,156.67416737900862,159.673994309401,157.6800666459305,164.17607354907,158.63310717028213,162.51523011261563,177.93019425807626,172.81205750223006,168.02750482856206,170.1502744367696,167.21122980958125,135.11089074014157,120.72085910964934,167.76435583078296,176.26939258905827,167.72476115159887,166.33556594835375,162.5163420910933,176.40662150692242,172.68590222270677,156.84818316328773,163.49912334048585,170.87868623543545,173.52693586864874,154.67308642261497,154.67242545470526,168.1314662279815,156.3707497263941,158.37104208564182,161.06188993047388,157.3764551400476,173.15483626990223,170.12335718286985,153.38707395132988,158.02940875126728,154.19089118275465,135.04157558964027,
3,1987-02-21 14:08:52+00:00,,,,197.82502946001622,211.24825549111515,,194.66322993267812,165.4850946534607,,,,,,198.8350226681216,202.92779753276884,198.72196168730184,192.8541019025209,211.6731739633959,176.3719206091035,184.164735451243,196.98109112662644,179.06020036028372,193.78528375712338,204.98162997102375,210.1336793151737,206.77700931760978,185.73101522283642,197.44095986839704,188.4585082628177,188.9783287856127,174.1105664641636,184.57086822468756,214.54521658567282,211.26013820000875,203.9001429419954,178.59718539895863,160.53245913020683,183.2349896860629,214.34800284454667,,174.73789905551607,176.8216439437313,200.68379027432235,189.33023696313276,188.8338130621636,,,186.21011455543254,188.79144206740332,,167.99782663767212,184.43969047163338,,,157.68341819524403,153.6981119260633,185.3730475595302,,167.06888439704568,159.10934487585033,172.00895898502463,,198.1080653283524,175.54361799718686,135.46496643867943,161.65828013228946,185.78861191341315,190.53497753185857,178.40466091807156,182.12816738819052,198.96851782821417,,195.59162154671614,,118.58953042565584,,206.05596104472468,159.07171437062524,165.2801018355279,179.20029267115342,168.86514240426624,183.6635590235719,,194.48609958607827,184.3529822194362,169.33726787694337,160.63213343544794,176.75404963988618,187.62213466488953,185.0318468593373,153.4286890738812,174.54493282521221,,165.62055638449257,149.01000209195732,159.5687474421326,163.29746787712125,187.507900797578,,210.3576353264833
4,1987-12-06 14:16:14+00:00,77.90677339232091,132.13621486667915,135.37792699874814,158.12562164638302,180.40536230110513,181.80124743645723,187.16033606977842,191.1717273430782,175.16363351755783,159.09294385298762,156.31912604085088,166.57907013564292,162.35181598945886,164.3094930452163,172.44217099011385,168.81327786979483,171.6703428601196,,164.05911985101767,175.17709261769184,186.68630761820862,179.67629413464388,170.4935651475648,171.86232007463855,165.60670695744366,170.00877260695756,170.317367465001,170.3435287234134,167.13162033189946,145.48964438427876,146.01420227289296,154.9779167823005,186.37860090932801,198.86974672492528,193.08706573909456,185.38662735318565,170.29851070280736,158.95970626888263,,140.4479990147507,161.12256426592697,173.1414424159696,185.94538165110734,182.59007947420392,161.78395015807934,141.83164497163392,150.65534260819697,165.84809937507714,155.44679718057682,149.42936370500377,162.14830448565095,199.00078611672333,175.3858222484073,128.9639186761495,,136.04469470204313,155.60864904645652,166.74667290088266,172.15749677411938,164.76060355305415,142.41996588159154,154.46409791312269,174.32065075402315,175.73704697574033,140.6655196834232,127.2950181468341,,150.0559675865006,156.6616942541278,171.37675585537428,182.65361873796192,160.04544347356617,,154.87885708647897,161.8028180825193,164.10598045438792,170.94832223214078,160.17349603679784,167.39980084467456,156.01177628458532,153.9187997851691,168.122635167849,171.052684853924,,,143.6739638261971,142.24670958454684,159.71918136616588,148.99434694227264,140.7647253609921,165.46123418874245,146.9519168515765,131.68007076206612,149.35246246320952,154.71359394506123,127.53070021536652,133.45069215109405,,137.69886305321893,161.62333819550847
5,1988-02-08 14:17:20+00:00,93.89911199290202,93.16032591783735,145.40569061942955,173.1034779287713,180.49677612326136,190.46401767664125,205.29483544372852,197.65266148593523,182.8088454435425,181.0790535268836,186.67437514343513,181.80762180023345,171.6857951442082,173.09171137113222,196.28229769780245,179.11513809679872,184.11011730246648,210.17722259578528,194.35213421918138,157.31068896531428,169.31609303089942,201.77464946576407,203.0002997443522,198.61364383286295,182.63232084475223,184.22873015034668,186.0418074198502,182.7357682610134,180.09950027814335,166.0076734946879,174.67047655609542,186.80477904076332,212.66071355263213,225.86907286950688,226.1065599354598,207.8169899807823,191.80389463876412,204.9491158381441,210.83252267593025,186.59178551175023,171.4669963197043,187.5128537264262,199.19441658737975,187.6977195162683,182.73764998768746,205.04395448056493,213.04046642053893,188.94628250812576,156.81149907150797,174.31190324899,215.5480566724338,200.66758471098325,178.2498821586155,182.73888936151096,208.06868121400402,203.6172462612002,150.94545891376384,138.32950313531947,175.16436822314378,211.074969080087,202.20785091289346,161.2121094108749,155.34352609425108,188.10064722853969,182.39057282616517,174.03848894538058,177.76605261945966,175.72027614970105,165.137304958458,172.5482003581373,168.45908903104916,,213.21586965592837,196.8078967034684,203.11901650162343,212.46313410907396,185.13201398854778,153.60027771662462,167.65836007313044,168.6817001828203,170.00638525512406,167.65452233040787,165.3696703558275,202.66607228141572,206.0627657321116,177.13171506499117,178.30369628921574,181.32947252266788,155.42974886949466,152.65567174835476,176.9376319406359,198.80345079662405,192.91838662778147,186.21693532555838,171.7788532625394,178.8227025972041,186.83824615124433,186.5901321743765,191.7074842885482,191.64127503135632
6,1988-02-24 14:17:33+00:00,89.41915822856289,119.36978745965996,157.60057550726881,172.8570575400015,182.30278575909028,189.33520750434496,195.95189083032943,200.4985843612331,200.7667513381909,195.78681712558154,193.04802378024903,190.35784567394617,179.3366044090312,173.23129571989202,171.02135085831048,186.55248584046305,186.36383430591115,183.09618940980002,197.29044017519658,176.76806131648848,175.5410136803989,185.00472321127248,202.91529531618045,199.4202352513286,193.22793021203577,185.94427848257502,185.1621085171496,193.38374610887158,193.94912721317,179.28098370285053,165.9719834085405,167.60754004221002,195.05385854862027,213.32826046819605,220.15082522277766,209.41549983295823,193.09522677560216,189.4320918716721,206.08542358692364,196.34043809894428,190.221589111944,182.23722359349892,169.74681766445116,183.4766842902163,181.67048490550008,187.82761865711802,204.10521493685582,187.02751352564238,168.52971673823797,174.39997014122764,203.73753174652552,205.35015706249902,185.60945861737832,176.50373376998596,192.23896448413655,204.57385270748324,172.0361336986704,154.48138975264504,170.949280696165,205.48521281402114,209.96952448496134,180.11282853397066,163.14773983393536,157.6181447403177,172.20649941911964,188.24384352986584,170.87622681014093,185.47688617789194,182.9190762413335,184.52459651373982,136.8121212827907,,217.76732004936548,205.57272821275774,179.5133794024534,197.23820047634214,208.64962107206563,159.42587166261637,159.93088309241455,163.64578242711912,162.21893454227757,151.85226704068853,147.1882706800197,194.53624018624484,193.5160916114368,182.55066613811167,171.60898955772348,168.59992527282304,164.81468660947002,156.94528262992117,150.1678534810041,187.98576400656992,191.22586458359802,182.02231881766963,179.16081532673627,159.78591928543472,175.78840894401822,189.173542774139,190.5411842575703,197.3053263168534
7,1988-03-11 14:17:43+00:00,106.6009642315941,140.7775524070289,154.72313670975518,168.09669807168427,185.13400592045812,193.17698865522775,192.9153446064324,190.97270342706935,192.33662487331145,188.58040091926523,,172.25437049817768,200.63676880136921,193.21806116764333,174.66025691565721,173.72507245711117,176.47020022685908,184.09595092269436,190.82106101325263,187.80625927981774,185.2784266362667,180.71815895635606,179.07746107231793,182.62807401484721,188.346952879516,194.06956137128287,181.60251537735672,178.85522251052706,195.00858305004422,194.76901630822832,186.4339882113788,157.42291877763088,158.10994066495527,172.84006674031423,201.74844182654383,209.3118601305575,207.04935789082288,202.07772219581224,200.7166533181033,199.38732332212678,193.62688589601316,187.9874778996823,191.41516581461102,194.47491088244615,181.83213434607353,171.02045939004213,187.93512711130055,197.85296660784442,178.1687090327218,162.88400442520836,200.43354430394103,215.69339383178215,199.2657359948779,172.42522975303197,170.81706295392755,187.36451793440955,200.70804183444,168.47192804092688,163.44527577341836,176.4735446117001,196.82155755270352,192.28194914731134,190.11032603734185,171.88783294907338,160.6975534170469,163.08226943428213,190.53031433362443,184.23564094357164,175.50610643812115,155.00487085427378,,,226.39645034977286,232.40870014907628,206.42156969114743,174.47878307532645,207.3086469206385,194.06601469818145,155.56649219517374,178.52857949297797,163.92093151767463,157.9478666257429,148.99238967472806,187.70776562894557,201.54437828329307,191.51721881119786,185.2642443207469,179.91075669902872,175.13686989636545,181.05599807108044,151.3920207098422,159.77789159403184,198.15428129037633,178.3743806038742,182.2154260278987,164.58754445535754,182.80561667281793,,,194.8175968882918
8,1988-03-27 14:17:51+00:00,110.80624239889093,140.69688958735927,147.71049428826439,148.59390177101983,167.0467885159149,170.9598708245337,173.364077645272,172.5954617308289,176.65547766617382,177.95717330050064,175.33829150672904,187.43282027455072,189.41653654516332,179.39561075553783,189.99994990839807,203.96862177519031,186.12226090952083,167.62597708925992,170.6179496528795,179.03199250943524,171.33018910696214,176.02839319662354,176.17361877700392,181.19108192438947,183.8725476664523,184.7638225598072,181.88406528227642,188.00792107789883,192.01779740663085,189.66187005865933,196.68246102724052,195.04817079113684,194.0472524588168,175.235373195715,168.70525341009068,173.63934476792593,190.93017313954655,196.77980456941498,196.04562434512076,189.71108103814512,184.8856464821113,178.50792015450506,178.16954104196645,206.5193501408519,197.49552967122204,168.35576601024582,161.57263525366454,169.66463704670323,179.24330713246164,189.4685487192844,190.57066908584906,214.9595326725163,209.65280567683428,200.6546902675028,193.49436146080424,156.0085438011802,162.09337348567757,172.76989943269587,171.49326998638983,160.59294135251218,165.4495198507242,173.8513624142356,181.9694361092479,193.67447691418158,185.13305173156866,160.69224473052623,151.3531725347592,166.463764880862,155.94778603185355,133.73423009138997,,183.75021480192387,195.04748460478712,219.78680825289632,219.37154915719427,187.3781163140121,175.2102571535963,183.15360319545317,181.74761536772678,159.3673460326364,155.09793064612967,157.24085325791475,150.53289554856983,161.4216873302431,172.72360752846905,171.20099250271278,165.661374932674,174.2581571286604,170.2991125928403,164.48319848223355,164.853511317018,166.88944010232552,183.5741210895464,177.47940158169058,165.47842305051591,188.40981993364585,169.0517350217899,173.26848479959833,172.15142144631133,179.8475915122731
9,1988-06-15 14:18:24+00:00,124.34168219468388,139.71391423455617,152.70784887641466,147.36905162440644,154.06101498400977,160.61234113647987,157.3616947070639,151.3544348382163,169.49635737240004,174.85873874768222,188.40804591056082,188.94790262455865,192.1638244722488,180.00431519413087,,,169.19409194168654,181.44142120246207,188.2441832513208,181.72822736125778,174.46084745191584,177.7237041144833,176.43630149631005,179.41368165763967,171.14601542410244,173.79892911787974,174.5002947656008,167.3000388202776,161.61351200238883,180.47321055946176,192.88765110381553,186.1480767811453,182.57473671876116,176.76332673880808,165.16321421875682,165.49808198332445,,181.2522438924192,191.40631363079146,191.72024189441203,173.0928983770086,152.49987210446136,157.76543668803922,172.15704259596475,187.16798500780004,172.0013498359065,159.2458783896314,149.03465743311736,147.762421154083,,,186.27640288365856,195.77631474466207,199.37421124900487,218.24528028467043,197.45461083458468,170.03209002906402,147.9721088769909,150.8814915925685,161.93453704209048,149.84588511777233,150.86197808840313,168.65187122073544,181.0789677861671,192.20043729915744,186.58047634678456,156.8808329812569,151.21412580951142,153.86275567136235,156.51800289291418,158.47920678249105,154.6975674284239,,206.53648728108053,209.35062281761,202.17328834564609,198.9057688307348,182.5978170211214,168.04212623783454,164.38022740547447,165.7190570456382,164.37486696743784,159.71742487376036,156.9880448623458,164.28197375633857,165.33445193910038,169.6278425778435,169.82220932439026,160.88404558105708,152.76633043575083,160.62148423147687,160.7270168823377,159.07502442832697,170.54542106197007,170.6004105892042,168.57451983800337,162.03153163959973,158.57134398382533,150.2958179099741,155.13043476043208
