,dates,chi0037-0000,chi0037-0001,chi0037-0002,chi0037-0003,chi0037-0004,chi0037-0005,chi0037-0006,chi0037-0007,chi0037-0008,chi0037-0009,chi0037-0010,chi0037-0011
0,1985-03-28 14:12:49+00:00,218.94864575818033,210.95996294453516,206.4625316985303,209.12179478982378,207.7632564267172,214.1200049287111,210.50508497955354,214.5862326971394,220.79954208885536,211.07090683330438,212.5982735482943,214.269755222439
1,1985-08-03 14:12:13+00:00,196.782182515128,187.8141610146181,196.69227593096946,205.4681399336066,199.41470378696465,203.62469062404756,192.6107990293785,199.69852528687085,205.59857648385452,197.61766795972608,203.65871909757934,214.1937858450673
2,1986-07-21 14:04:59+00:00,202.32980387331037,199.42178753273197,197.53786796748633,203.0692896218556,201.19319502451052,200.9148064452061,197.03236005282395,205.21459121548202,204.60666963730935,196.20752825266175,195.9363049981509,210.2634561502873
3,1986-11-26 14:00:41+00:00,231.74886160171357,213.7383186270511,219.23137016120654,221.4613719252406,221.59687342356708,221.7831240570294,222.66336764353684,223.45404855346064,229.35928008390715,225.40154084052486,221.52651307929284,224.27933213883256
4,1986-12-28 14:01:38+00:00,206.76333483380446,205.22408347022653,204.81051779543358,204.78554256837305,205.05283656009237,206.7262839682954,199.59426503923325,207.69114853624686,208.65101205614366,205.7600994325902,204.03116246540196,215.38675370018584
5,1987-01-13 14:02:06+00:00,216.76916942165792,207.99190655265124,204.1009174701122,203.7615323740315,204.84425919545234,202.42668698918817,201.23506374045775,211.65828043744023,212.2358200347046,207.2642290984225,203.88131025059596,214.42750071621253
6,1987-01-29 14:02:34+00:00,214.54421348999125,207.181149398894,208.13373555820678,203.96992848197632,195.8360430542332,201.10363853715234,194.89612471489664,203.8378032263641,208.815145680127,197.9041598030493,201.67122446670695,209.39957848151798
7,1987-03-18 14:04:25+00:00,208.9213621808596,203.75327401128925,199.52541476748598,202.03727134852727,199.7668460511094,200.72878719142523,199.18361109437222,208.42103438249165,208.04212951883898,194.85108081025902,197.8611392773921,207.59300156208704
8,1987-11-29 14:10:45+00:00,214.348592549143,204.6577673230684,207.4553551423435,214.03572691684315,214.49746627311532,228.75500277321407,212.52465098595616,235.09526029474415,218.6294367255431,214.93219268614104,211.5780249447043,213.02189027299423
9,1987-12-15 14:10:59+00:00,220.0410177663093,210.92290264512857,210.99411562939892,209.16113755293418,213.3820400945464,209.00687560871887,186.4777624363038,171.66068458817676,,212.52319137161209,208.18615811432335,218.65238963987423
