,dates,chi0285-0000,chi0285-0001
0,1985-07-27 14:09:17+00:00,199.23287080076258,
1,1986-02-04 14:06:23+00:00,225.36634672790095,163.88893560144524
2,1986-07-30 14:01:40+00:00,237.83015051352814,187.51254634544932
3,1986-08-15 14:01:05+00:00,242.971400413333,194.78754889273918
4,1986-08-31 14:00:29+00:00,215.33996034118613,195.9745509016717
5,1986-11-03 13:58:22+00:00,247.4907051069326,197.18376310644834
6,1987-02-07 13:59:57+00:00,241.20160790836894,187.28982184544526
7,1987-03-27 14:01:45+00:00,249.23473474916125,193.4801397276823
8,1987-11-06 14:07:20+00:00,237.8011285320735,228.78733829890632
9,1988-02-26 14:09:12+00:00,246.69799415242147,227.34013986696505
10,1988-03-29 14:09:29+00:00,240.88069310017627,236.62223161865023
11,1988-04-30 14:09:40+00:00,239.48177928036958,242.39812267874532
12,1988-06-01 14:09:57+00:00,253.68795344572194,227.4664131236541
13,1988-07-03 14:10:07+00:00,248.43454362313224,212.741608438247
14,1988-07-19 14:10:09+00:00,244.87614624825093,214.5059415992974
15,1988-08-04 14:10:11+00:00,247.24059421411025,232.87277490529212
16,1988-09-05 14:10:15+00:00,233.05059018176962,217.92593036508316
17,1989-06-04 14:07:41+00:00,243.26438158496256,203.05747945809964
18,1989-09-24 14:05:11+00:00,230.55273866414558,209.1503742490163
19,1990-03-03 14:00:23+00:00,223.5827499075282,207.56332419002746
20,1990-06-07 13:59:38+00:00,239.4741179370731,180.3548309733047
21,1990-07-09 13:59:35+00:00,247.15060173104206,
22,1990-07-25 13:59:31+00:00,235.7547652600662,192.7740067358737
23,1990-09-11 13:59:18+00:00,210.25480212572532,193.053073843139
24,1990-11-14 13:58:57+00:00,222.49050214950233,201.9085286502701
25,1991-01-01 13:59:19+00:00,233.77690569278866,207.0910236556067
26,1991-02-02 14:00:00+00:00,243.7860339473243,200.90214081934522
27,1991-04-07 14:01:13+00:00,218.18606113088575,211.2871524639185
28,1991-04-23 14:01:28+00:00,241.7005001106721,217.4216613298925
29,1991-09-30 14:03:25+00:00,220.32929574311942,205.37000432974799
30,1992-02-05 14:03:40+00:00,234.500291726059,213.4890541190925
31,1992-07-14 14:02:28+00:00,252.95423223892126,197.43525137018193
32,1992-11-03 14:00:42+00:00,229.48170241797865,196.7948963299558
33,1992-12-05 14:00:39+00:00,232.47032723852962,198.2544538666126
34,1993-01-22 14:01:11+00:00,221.72412529184749,204.5437566066705
35,1993-02-23 14:01:25+00:00,247.40689677950726,207.17225096555205
36,1993-04-28 14:01:53+00:00,233.35906333625655,204.6543197294998
37,1993-06-15 14:01:58+00:00,234.70256813783925,
38,1993-07-01 14:01:50+00:00,216.0217472897275,
39,1993-07-17 14:01:51+00:00,219.31196000047296,182.8517586182394
