,dates,chi0203-0000,chi0203-0001,chi0203-0002,chi0203-0003,chi0203-0004,chi0203-0005,chi0203-0006,chi0203-0007,chi0203-0008,chi0203-0009,chi0203-0010,chi0203-0011,chi0203-0012,chi0203-0013,chi0203-0014,chi0203-0015,chi0203-0016,chi0203-0017,chi0203-0018,chi0203-0019,chi0203-0020,chi0203-0021,chi0203-0022,chi0203-0023,chi0203-0024,chi0203-0025,chi0203-0026,chi0203-0027,chi0203-0028,chi0203-0029,chi0203-0030,chi0203-0031
0,1985-07-27 14:08:05+00:00,188.09412293043616,166.5774056440161,165.2821194005056,167.4504093803519,169.77297741493146,175.79912163567874,184.5977992571765,182.0081607420653,179.45538719244712,182.02494003423146,198.62084569573264,181.67279496900426,167.65241061277516,159.35921837333314,158.89189950132658,153.98322103149707,157.04862577938744,154.8952469659831,153.42191745622367,163.3199031330197,182.258583446787,200.1961322592814,204.17670027199839,212.81152817227655,208.03243396126805,205.31505865703238,211.22928819300813,223.79121946289715,212.61759992597786,,,
1,1986-02-04 14:05:11+00:00,179.80487298383534,173.53455785640867,171.7878622713273,171.22580491457188,170.30248003997886,174.67728112019216,179.72899869576818,175.94641924022667,172.39744127270308,180.00360243727863,191.02881859722834,178.13868159407494,162.70314100583997,157.2203539508528,152.2119930726939,150.34809355729413,154.38776158002804,149.80577873689427,149.0975697211495,161.08802659515524,175.094293901769,195.10726079292093,201.6071552023277,208.00566217936458,207.0204570950042,205.42140854205047,209.65300767649362,223.28661419679122,213.06137700800107,210.55357862869903,216.54751837081668,
2,1986-07-30 14:00:28+00:00,190.66855124287392,178.76374600372256,171.72464417887159,169.0220721375144,173.58897950826017,181.1607716154135,184.1155016993231,186.69058957214997,183.79998481345947,192.31173290679612,201.95455045088912,190.4551577804566,173.34359377281976,168.75537194813276,165.04935535596863,157.45780459240873,157.8321880843563,156.10658077486056,158.11729999997883,169.85583353430164,187.3475267447158,203.86998767726075,206.71107667336625,213.8812561896925,214.3939962724735,216.7301269874076,218.01370077977091,232.1759070023622,224.2208400106701,210.57079141382687,215.0945395208591,223.70790437038553
3,1986-08-15 13:59:53+00:00,193.71947126138963,180.14506081763835,177.01313544840153,175.8468709424977,180.54453286568724,187.60029428077675,195.52278630742612,182.85481289351213,182.0898376797835,188.69399888150537,201.70256487690108,189.8741763684542,175.29851458272577,167.4979241458111,161.11260908462947,157.45038529429596,159.05119746335123,156.58621031881677,157.3421380070702,167.46081974508357,185.4678685693778,199.81005698724863,210.9736567334213,214.620002732723,210.900489573057,209.42009004233574,216.32499614393868,228.4016289619279,217.40017706739516,209.58148101783158,216.74617414471174,225.6601675341432
4,1986-08-31 13:59:17+00:00,188.8286999428364,175.94249802438284,176.2449524007307,171.21493011574668,176.24690314884992,181.45013959880768,186.0776204915079,187.55753578210758,185.9121447202305,195.45444488745102,209.29803210215493,195.93339270354284,183.74513379366104,165.8847653308918,157.74212249243269,155.05741234382887,156.73887903843226,151.20007503839307,159.68214070084838,168.91279861736712,185.14289998863575,200.43074320132095,201.61731674415927,209.78533754977454,205.94257641208964,209.62291457097226,218.31237634350748,221.86134293654814,207.54060789517735,202.94127893947257,205.96064198335662,227.246699847089
5,1986-09-16 13:58:46+00:00,196.25811303962854,188.2946474405792,169.6966174423549,174.06622667444344,177.32194579790794,181.25033119468952,190.60225335939296,192.63572140935966,188.15832001457133,196.8242913941085,214.14978126494037,199.55933988664637,186.12246916121777,173.42550160428019,170.37421729019948,166.36292429588164,164.4086204317685,165.16898955310344,164.57365562728117,179.58480166703603,197.1335069758376,210.5661961509831,216.719507849932,219.74747225406108,217.89222568286985,217.66371706261944,229.36451835721306,233.72898100581827,227.11214476100105,219.8966366542751,222.9254436007321,
6,1986-10-18 13:57:44+00:00,171.84789087606924,173.23897500574634,171.98296608874918,176.42540656346938,183.2189996603649,,,,196.43041435392237,,,,181.2642653867394,166.72357876274106,164.93585436787325,153.80317104356723,152.38042466654414,153.21434657726059,155.6791544376759,167.34181980120968,181.9745028785051,199.90909484580345,205.10399185081485,204.01047964532498,207.43196281494687,211.28186570694876,213.96922341154846,228.85814829876068,222.47960713179106,210.2367652878752,201.92762164527764,
7,1986-12-21 13:57:14+00:00,174.9836128579744,167.53163720294287,164.35549499569262,163.35670569581055,165.34735023113808,169.23137561199238,174.66094685235166,166.27831105330566,168.24667730769949,177.61691843645679,187.44926846639646,169.39196150086903,156.52626460757332,147.6426841051983,143.9258757193324,138.0514953570353,142.87542604139105,138.81933964879985,140.14619641751847,151.47210008764944,166.94476039683175,185.93337067564744,189.52405145117476,196.1695719015226,200.43380972478568,198.53535133840145,204.7013773794892,218.9484041877881,208.85651374658354,200.78918926135154,206.8369362422075,220.94815042591628
8,1987-11-06 14:06:08+00:00,191.4022399837373,173.2875076313044,164.560148001605,169.95132023483123,172.79754323063395,176.1538873426426,183.0909641113261,189.87868724163297,177.86221414672585,177.65570003598876,194.90993965765688,183.36627412599464,172.18991158985878,158.62008853067988,156.06483720597438,150.50901732227877,152.23559515751393,157.5863534921018,162.57634664252242,168.70259100604034,184.7159655868212,205.13391977128757,201.97826479273363,208.55123703369202,205.29119763439218,213.3435144549631,222.34961196807348,229.01015656541762,219.08023081070343,212.42686068942726,219.27692317484298,233.2403541129902
9,1987-11-22 14:06:28+00:00,183.48082503035545,171.75074721406284,166.74276540146047,172.1980305747183,174.3983526507361,174.9127919248562,181.5070020521644,183.64088272659845,180.2367854262316,191.33028932033525,198.57373793738043,176.6015571612296,163.0591186697817,153.9773365776993,147.06269117174293,143.9893278535485,147.34996842990677,150.15340170412406,154.0480309634455,154.22667815969413,170.8420624337635,187.52474661580902,191.70231562502244,200.5187535383066,201.05098123574356,204.46536664503583,211.89916955552386,223.38651330575897,214.29830763319072,203.08649797763195,210.67404149372652,230.15777229038545
10,1988-06-01 14:08:45+00:00,182.59900114377143,172.97546915704666,162.97149204335827,165.3447815456451,174.77399182364456,172.0954287709823,180.51861173111953,184.20661538472183,175.82558494852455,180.30228071227697,192.14912128893667,178.73026661451595,164.42737308420996,153.89904674008818,143.33395977313606,142.04169978421825,145.28651759891693,140.96931759935728,148.6535304188652,157.4819190782368,173.26823776076665,193.06346058826827,198.2245823289083,201.1817635631635,198.62348332567714,203.14919568515333,209.4832738346036,213.0789605293449,209.75941956848396,201.0030027200606,205.6513856495585,219.7080135195029
11,1988-06-17 14:08:51+00:00,192.62101272804935,170.78877854211345,172.75995679953917,170.29638064097523,174.05886182917382,177.65416630668082,183.3587334053353,177.35057382042632,177.1528302820057,179.7501721572011,195.02761568109688,181.75288474443286,166.3459435454022,160.37396473294208,152.1921926477583,154.83169085118732,157.21548241840875,148.4830326084386,150.37721230802222,161.99292742080402,177.76634353007586,198.1134826752745,200.85156095108388,208.1858908845673,208.63827810243578,206.773680667712,214.10824904931596,225.64731024665033,217.31750873871974,212.76892370639595,214.541891359758,222.6091365683466
12,1988-08-20 14:09:00+00:00,193.03916618554112,180.1942801238735,176.85070603209937,173.40193535469808,176.7809737346341,182.41748713658282,194.3211761623185,183.64774714928822,188.01188081166512,194.25671722660115,209.5908405254638,195.203230334191,177.20036570219628,165.8564616197987,157.17592744144952,157.40615669755977,161.47167451823265,160.97317422377364,162.88160661900505,171.81519318219648,188.61552596846076,208.50226867608802,212.19801559200226,216.06440600789728,214.83104084804938,216.35500684013974,221.909804750237,225.9849587381845,212.5685186988426,206.23780731600291,213.46290807327466,229.9835191544154
13,1988-09-05 14:09:03+00:00,184.86940800006084,165.30551142741874,164.901276161612,162.26645082783426,168.68495108555743,175.2790100125083,181.45030928402102,176.64456084634497,178.60763992112706,184.6547606083647,189.81201635057943,173.62310756620894,162.85458868469604,153.81694905043673,149.22825895764788,149.36625351737538,151.2873878863329,150.3911805559605,152.86424183943524,162.54598122246625,181.48421979536087,200.6716347296805,202.78395748113053,210.02889106946625,210.05889546858154,208.43952054813542,212.07213292231972,220.9929226445933,207.21606795131376,203.18062501992304,209.00718314452712,224.6400489208578
14,1988-09-21 14:08:58+00:00,189.021793746505,182.01161868488623,173.83364304271754,175.65052165320424,179.17853574438715,186.9214902520149,190.49160675306814,191.76902749371283,189.02948016071744,191.29429694898442,203.6347090812422,188.13160582756012,177.39499858227748,165.86890340684016,164.04674844630335,165.25966243309617,165.44879087164804,164.7031197593714,165.40084807577963,172.70974101893736,192.7748920510464,210.77272652200364,212.25918529171292,220.50456918668058,219.46952363365563,214.60438435085317,216.5770057762286,228.65919110044763,215.3115335613079,211.0123758350742,219.2818874044256,
15,1989-01-27 14:08:14+00:00,188.4471874748013,180.98999181639877,176.4199605062515,174.69749924652382,177.91954981090748,188.02590438870735,190.1762081033978,191.03183794090197,185.29197290984285,193.15952720964333,205.30239155417863,190.90559443263874,172.04205369129608,163.75521182357735,157.03326092714053,153.77668467594907,159.0530345766596,153.79912056306543,155.20317553996043,170.37368999589032,184.14600742323188,199.53958751017547,205.0620934232984,213.4560588466126,214.89543905013892,211.7494719814037,216.88111655000003,228.13625487555757,216.12200832782707,208.63769537375822,216.6006533247106,227.3737648875079
16,1989-05-03 14:07:01+00:00,190.73252822432937,176.4951232319999,178.50634247436517,175.92317160641437,177.95005798464862,185.55752960644756,188.99052453721143,190.43396253206373,185.9734681940203,193.7199719289911,203.60657822127325,192.06510659921946,171.80614674021908,166.21702673252045,161.24140179193222,160.4886978656955,161.1151356857668,158.56884424464667,162.8350496279112,168.80547300680414,184.48022449551482,200.00892427759402,208.64181552745356,216.5927560731109,212.49367213553577,211.9982219772688,216.06775879542593,224.44461042565854,214.4157652421413,207.9849825050439,214.90490036822285,231.9383869746352
17,1989-08-07 14:05:09+00:00,186.86518374584665,170.0967673638852,173.60349284539296,172.8130099358624,175.73234286109573,180.68693935203495,181.55999347139277,186.83548359462904,191.9122676402859,,,,,,,,,,127.74793609876916,,,186.07574200819488,208.15165498065028,212.01832517908906,203.01133766324054,203.4460936089381,209.2758486962681,214.08940911492655,,,,
18,1989-08-23 14:04:47+00:00,192.06475407780863,182.65152846817605,173.96938167158527,174.8812168554883,179.46607695453906,186.8949646804817,191.91498518393584,190.7585771618578,189.4646803481262,193.68032506525205,208.75182625798598,192.13649862666168,180.05509495787805,174.5591985719399,166.68274568909862,167.50951018069628,159.54969274350464,159.34151618365922,160.21149792976453,171.64267153714025,193.16855253213572,204.63682421642335,212.58175281802215,213.69071771478232,209.63376558717266,208.858142456068,215.3131682001254,220.74894269028505,211.4490230861325,203.74957825237107,203.79881661724738,222.73019686741657
19,1989-09-24 14:03:59+00:00,195.6945270392998,179.88916975827183,180.19139669419081,177.68200770693778,183.9691452928572,186.4343152347678,196.67245699040154,190.9133744369294,196.49821037745372,198.69753209636232,209.8090891263399,200.49668170474266,181.45530960596045,173.3284171217534,167.11724713809085,162.8559765887893,162.1867194899485,158.98705684259906,166.98603532061827,172.97938849779638,193.04148543288252,210.4773734948798,210.4185007608612,209.68500496282655,207.97098451730773,206.53307418073956,217.0162179300864,216.41636722284008,211.22802452786257,198.81050048915344,204.55881975411359,226.70606268407215
