dates,satname,nzd0396-0000,nzd0396-0001,nzd0396-0002,nzd0396-0003,nzd0396-0004,nzd0396-0005,nzd0396-0006,nzd0396-0007,nzd0396-0008,nzd0396-0009,nzd0396-0010,nzd0396-0011
1999-07-02 21:59:57+00:00,L7,186.47,,,,,,,593.96,,,,
1999-07-18 22:00:01+00:00,L7,309.27,,,318.94,318.17,311.11,327.66,326.14,328.09,,,496.90
1999-09-04 22:00:33+00:00,L7,334.98,324.58,321.85,333.26,333.09,333.97,340.12,332.02,329.04,334.38,327.38,327.91
1999-10-22 22:00:28+00:00,L7,347.46,334.32,335.51,341.47,345.35,347.55,343.17,343.89,338.33,331.86,338.21,335.70
1999-12-09 22:00:09+00:00,L7,345.60,327.31,328.03,333.25,330.57,333.44,332.07,328.08,327.59,326.87,319.12,325.68
1999-12-25 22:00:04+00:00,L7,,,322.20,,,319.88,322.10,316.47,313.78,311.92,314.98,316.09
2000-01-26 22:00:02+00:00,L7,325.15,312.83,319.34,319.92,324.96,325.21,321.51,322.57,319.30,319.41,322.17,322.95
2000-02-11 22:00:21+00:00,L7,332.90,323.76,319.28,316.82,325.44,319.14,318.28,322.22,316.24,318.90,314.65,316.67
2000-02-27 21:59:52+00:00,L7,332.80,321.07,323.00,327.69,331.44,333.40,334.98,330.86,324.27,329.58,324.70,327.09
2000-03-30 21:59:45+00:00,L7,345.73,332.27,334.13,335.30,338.57,343.73,341.67,340.06,340.86,335.41,337.59,333.85
2000-04-15 21:59:31+00:00,L7,339.26,326.00,330.13,331.75,338.15,337.90,341.92,347.14,345.34,338.93,332.84,340.61
2000-05-01 21:59:30+00:00,L7,346.11,335.11,335.27,337.62,343.49,349.24,346.82,349.66,345.23,343.63,347.60,345.19
2000-06-18 21:59:27+00:00,L7,338.43,,324.87,332.43,334.72,332.50,343.00,341.84,344.94,336.82,330.94,336.24
2000-08-05 21:58:20+00:00,L7,318.18,311.45,311.42,320.66,330.29,335.88,341.29,335.79,335.99,330.73,330.54,328.97
2000-09-06 21:58:22+00:00,L7,318.60,309.33,314.74,317.89,324.36,328.66,331.17,329.97,323.51,327.41,327.88,330.19
2000-10-08 21:58:00+00:00,L7,331.11,321.97,322.45,332.39,334.46,337.58,336.68,335.34,333.19,331.18,328.56,333.08
2000-11-25 21:57:34+00:00,L7,336.24,319.43,322.34,322.86,328.36,333.10,331.85,331.08,326.19,326.83,321.69,326.82
2000-12-11 21:58:00+00:00,L7,346.76,326.58,327.03,328.71,333.76,335.43,336.08,330.48,327.56,326.64,328.85,332.41
2001-02-13 21:57:39+00:00,L7,322.57,308.63,311.06,312.12,319.74,321.91,320.52,323.88,316.50,319.19,319.22,323.11
2001-04-18 21:57:20+00:00,L7,519.58,,,,,,,,,,,
2001-05-20 21:57:28+00:00,L7,336.84,326.18,332.06,332.42,339.42,340.33,343.07,342.46,338.23,338.55,346.17,340.62
2001-06-05 21:57:16+00:00,L7,337.88,323.29,330.04,332.45,339.85,343.62,344.81,343.54,342.78,342.08,342.38,341.45
2001-07-07 21:56:36+00:00,L7,333.66,,,335.00,340.93,340.83,343.40,339.94,339.21,336.08,338.07,338.88
