dates,satname,nzd0175-0000,nzd0175-0001,nzd0175-0002,nzd0175-0003,nzd0175-0004,nzd0175-0005,nzd0175-0006,nzd0175-0007,nzd0175-0008,nzd0175-0009,nzd0175-0010,nzd0175-0011,nzd0175-0012,nzd0175-0013,nzd0175-0014,nzd0175-0015,nzd0175-0016,nzd0175-0017,nzd0175-0018
1999-07-18 21:58:49+00:00,L7,306.45,312.37,309.02,315.70,297.89,285.25,293.54,305.39,317.71,325.54,330.84,341.97,359.37,363.11,371.33,370.30,,,
1999-10-22 21:58:28+00:00,L7,324.55,311.21,310.41,320.53,303.86,295.89,302.79,311.66,320.78,326.62,332.59,349.75,361.26,364.31,374.20,368.95,377.11,378.52,363.57
1999-12-09 21:58:33+00:00,L7,302.32,297.75,299.68,312.34,293.61,284.73,288.52,294.32,306.98,311.49,320.37,335.40,354.67,360.76,364.53,364.64,366.89,366.27,355.88
2000-02-27 21:58:16+00:00,L7,319.24,314.31,313.30,324.96,303.16,298.48,297.98,306.86,315.72,321.14,329.88,337.70,355.93,363.44,372.56,369.05,374.07,376.59,368.71
2000-03-14 21:58:11+00:00,L7,311.60,311.51,307.64,319.96,301.66,289.58,293.79,302.41,309.98,313.76,326.05,342.11,357.56,361.88,369.62,369.66,375.24,376.93,362.24
2000-03-30 21:58:09+00:00,L7,316.62,317.79,311.30,322.15,301.82,293.78,302.04,303.26,312.37,319.12,333.63,336.47,359.77,364.75,371.64,374.74,379.73,374.78,358.46
2000-05-01 21:57:54+00:00,L7,303.93,309.98,303.97,321.59,307.00,294.82,299.15,311.31,315.34,322.32,330.30,343.22,359.26,364.29,371.64,370.43,372.12,376.68,363.00
2000-08-05 21:56:44+00:00,L7,298.52,292.89,297.43,312.98,293.93,278.85,276.88,284.63,290.08,295.51,303.93,322.55,329.33,335.75,340.09,340.04,351.71,349.29,329.74
2001-03-01 21:55:57+00:00,L7,292.20,287.73,288.30,300.61,278.21,272.62,274.56,280.23,287.35,289.34,298.71,305.05,324.85,332.30,336.76,337.99,345.55,342.43,334.67
2001-06-05 21:55:16+00:00,L7,291.42,285.12,286.43,309.71,296.36,279.74,286.81,290.23,304.29,307.70,318.26,329.07,352.67,348.06,360.86,362.21,367.74,367.31,355.92
2001-06-21 21:55:05+00:00,L7,304.93,308.99,315.62,327.58,315.71,301.96,302.30,303.77,322.93,327.60,338.93,356.71,363.54,367.78,375.17,373.83,386.63,379.15,364.27
2001-10-11 21:53:46+00:00,L7,320.25,308.68,308.58,322.01,308.70,298.85,306.69,307.07,312.10,320.42,328.94,338.18,354.68,359.56,368.12,370.45,369.08,370.29,357.43
2002-01-31 21:54:50+00:00,L7,292.35,288.30,289.42,306.58,287.61,273.13,271.57,279.92,289.18,291.28,300.06,308.20,332.36,333.18,341.52,338.88,346.65,348.27,339.60
2002-02-16 21:54:54+00:00,L7,281.30,280.47,278.51,290.14,266.49,254.90,250.35,256.19,265.14,272.33,282.51,287.18,303.92,317.92,322.70,326.30,332.11,326.19,318.88
2002-04-05 21:54:49+00:00,L7,309.17,297.08,295.74,314.14,301.53,300.72,316.49,315.15,325.63,323.44,334.83,343.08,356.26,361.27,377.33,375.21,375.32,374.80,373.08
2002-08-27 21:54:00+00:00,L7,289.32,289.16,292.65,308.94,284.69,276.04,280.02,291.38,298.73,309.37,317.14,321.34,344.55,348.73,348.82,364.37,360.67,354.98,342.42
2002-10-14 21:53:19+00:00,L7,315.68,312.25,310.03,322.97,310.44,296.61,301.84,304.87,319.89,323.89,337.32,341.32,356.32,365.19,370.24,375.38,373.48,370.39,356.14
2002-10-30 21:53:25+00:00,L7,310.20,308.81,313.08,324.73,307.53,296.29,298.98,313.21,317.92,325.00,331.00,347.23,357.26,365.92,371.33,379.41,372.53,374.44,358.01
2002-11-15 21:53:36+00:00,L7,301.15,296.38,297.73,312.69,293.46,,280.47,283.50,289.97,297.52,298.19,,337.56,345.53,349.94,357.45,357.45,348.50,341.94
2003-01-18 21:54:06+00:00,L7,300.21,295.54,300.91,315.81,297.42,283.16,284.47,298.10,310.90,319.29,330.15,335.83,354.93,359.79,366.51,365.14,364.94,362.41,355.05
2003-05-26 21:54:43+00:00,L7,286.96,277.10,281.80,301.82,282.58,,280.01,282.82,294.16,304.65,310.60,320.80,344.07,344.55,345.71,354.68,345.53,318.44,329.82
2003-07-21 21:42:33+00:00,L5,302.90,306.75,314.84,322.52,298.48,291.33,298.98,311.90,319.16,333.10,,349.32,358.57,357.01,369.92,368.68,371.40,373.17,360.91
2003-08-06 21:42:27+00:00,L5,316.60,309.60,305.73,320.89,300.54,292.36,290.66,302.94,321.81,334.61,343.07,348.32,369.92,365.08,360.23,369.09,374.20,359.58,345.99
2003-08-30 21:53:59+00:00,L7,295.86,286.85,295.65,313.23,,,273.21,283.81,290.01,294.79,311.79,315.24,327.31,325.15,338.09,339.72,,340.07,330.11
2003-09-23 21:43:39+00:00,L5,314.51,306.02,287.21,312.03,301.06,293.59,291.91,312.75,318.65,322.11,335.52,346.41,361.31,364.53,371.73,376.47,374.47,368.08,351.54
2003-10-25 21:43:40+00:00,L5,307.10,303.33,295.97,310.66,293.30,284.37,285.04,290.62,317.07,319.21,325.07,337.62,355.25,361.81,357.98,357.29,364.64,352.05,338.07
2003-12-04 21:54:19+00:00,L7,,,307.17,324.88,306.81,299.82,303.19,302.95,310.96,318.17,325.97,,,,,,,,
2004-01-05 21:54:33+00:00,L7,307.04,304.70,309.85,315.15,297.87,299.78,297.74,301.76,314.30,316.48,323.69,,,357.18,361.11,362.45,370.15,363.14,350.48
2004-02-06 21:54:44+00:00,L7,304.31,300.54,,,,,285.67,298.51,306.27,308.37,322.30,327.67,346.10,350.98,352.47,,,,
2004-02-14 21:44:33+00:00,L5,313.86,308.01,312.05,325.94,319.03,312.11,313.40,321.22,329.02,332.54,314.75,302.11,329.85,,238.47,266.18,270.66,246.51,223.17
2004-03-09 21:54:51+00:00,L7,297.28,290.39,294.26,306.04,,,,274.12,288.09,294.44,301.84,308.93,330.14,335.03,343.60,341.66,345.63,,
2004-03-25 21:55:18+00:00,L7,,,,,294.84,280.28,287.55,,,313.27,322.64,332.43,355.26,354.98,364.51,358.78,365.49,352.87,345.10
2004-04-02 21:44:54+00:00,L5,325.06,316.86,321.60,329.29,316.84,313.26,317.15,322.30,331.94,342.86,346.70,350.33,368.61,372.50,378.32,380.95,383.02,381.25,373.65
2004-04-10 21:55:14+00:00,L7,,,,,,,,,,,,,,351.45,356.00,,,355.68,354.11
2004-04-18 21:45:25+00:00,L5,302.96,298.08,304.34,321.86,306.04,294.08,296.35,304.78,309.86,317.63,319.62,334.83,350.89,355.77,365.84,367.33,371.60,363.78,351.56
2004-05-12 21:54:49+00:00,L7,,308.43,308.48,319.47,302.85,294.11,293.23,299.45,314.36,322.21,332.99,343.66,,,372.91,371.80,380.41,375.08,363.43
2004-05-20 21:46:44+00:00,L5,308.70,295.42,300.88,313.94,294.30,283.58,284.21,292.04,301.99,315.20,328.00,335.87,352.39,356.00,360.95,362.38,363.37,355.95,351.08
2004-05-28 21:54:47+00:00,L7,313.11,303.94,308.24,317.44,,,292.56,297.22,312.71,320.10,336.83,347.82,360.34,365.39,375.84,374.10,,,362.00
2004-06-21 21:47:40+00:00,L5,,516.28,651.60,664.08,660.92,,,,,,469.62,448.82,400.81,383.21,370.95,371.19,377.40,375.12,368.03
2004-07-07 21:48:09+00:00,L5,310.47,310.85,296.41,315.80,294.39,,301.02,306.30,,316.81,324.60,334.76,344.45,337.68,354.28,341.54,352.99,344.80,348.69
2004-07-23 21:48:33+00:00,L5,307.11,305.28,309.37,321.76,298.98,288.72,292.91,300.88,314.10,321.14,334.46,341.78,357.44,360.93,368.88,368.12,365.60,362.66,356.50
2004-08-16 21:54:26+00:00,L7,,,,314.05,294.21,280.35,284.14,289.58,301.51,310.04,321.47,332.47,348.40,,,358.94,359.71,352.44,347.71
2004-09-25 21:50:07+00:00,L5,332.62,317.91,313.32,321.80,306.70,293.60,297.69,307.80,320.21,326.87,329.83,349.15,361.69,362.27,369.34,372.98,376.57,371.42,357.25
2005-01-15 21:51:45+00:00,L5,325.08,316.63,315.62,328.76,317.13,311.15,304.60,313.99,320.41,323.67,335.71,341.96,378.31,380.73,386.37,385.57,389.29,387.01,368.80
2005-02-08 21:55:11+00:00,L7,306.08,297.30,299.61,312.58,293.64,281.72,279.47,285.72,296.57,,313.05,329.40,343.28,350.28,353.10,352.71,361.12,348.80,349.09
2005-02-24 21:55:41+00:00,L7,303.44,296.35,298.29,313.04,294.02,278.84,278.91,290.64,301.73,312.17,,,340.56,345.87,356.68,358.84,360.35,354.95,351.04
2005-03-04 21:52:28+00:00,L5,327.96,318.11,318.80,327.03,305.96,299.14,303.29,307.40,317.84,325.89,338.85,347.70,357.83,362.99,378.92,377.39,373.55,379.46,366.21
2005-03-12 21:55:44+00:00,L7,303.76,295.40,302.63,315.61,295.56,277.96,,,294.36,305.46,312.52,330.61,338.57,340.02,349.18,348.82,359.12,347.62,
2005-04-13 21:55:12+00:00,L7,295.70,289.65,291.23,307.87,286.77,,,281.78,291.42,299.49,310.17,326.34,339.48,337.08,345.12,348.20,352.62,,
