dates,nzd0175-0000,nzd0175-0001,nzd0175-0002,nzd0175-0003,nzd0175-0004,nzd0175-0005,nzd0175-0006,nzd0175-0007,nzd0175-0008,nzd0175-0009,nzd0175-0010,nzd0175-0011,nzd0175-0012,nzd0175-0013,nzd0175-0014,nzd0175-0015,nzd0175-0016,nzd0175-0017,nzd0175-0018,satname
1999-07-18 21:58:49+00:00,313.12,317.63,314.58,318.20,301.46,291.92,299.10,310.65,322.71,329.11,336.72,346.52,361.87,366.14,373.83,373.24,,,,L7
1999-10-22 21:58:28+00:00,314.44,310.94,308.83,317.72,300.30,289.50,297.28,307.68,318.44,325.51,330.77,345.13,359.91,363.23,372.37,369.15,372.85,373.02,358.86,L7
1999-12-09 21:58:33+00:00,312.80,308.44,307.78,316.82,299.36,290.31,296.36,305.12,316.42,322.12,329.42,343.53,359.07,363.49,370.65,368.71,371.61,371.89,359.30,L7
2000-02-27 21:58:16+00:00,314.66,307.19,307.21,319.01,299.83,292.32,295.84,303.72,313.96,319.37,326.99,340.47,357.02,362.51,370.16,367.23,372.34,373.35,362.34,L7
2000-03-14 21:58:11+00:00,312.76,307.38,306.37,318.82,299.68,290.50,294.38,302.50,312.12,317.36,325.75,340.11,356.73,361.84,369.60,367.34,372.52,373.54,361.71,L7
2000-03-30 21:58:09+00:00,312.36,308.53,306.38,319.05,299.48,289.99,294.94,301.72,311.29,317.08,326.29,338.58,356.90,361.89,369.57,368.30,373.39,373.05,360.43,L7
2000-05-01 21:57:54+00:00,308.29,308.33,305.13,319.28,300.14,289.83,294.25,301.69,310.24,316.25,325.88,337.31,356.52,361.91,369.08,368.62,372.42,372.72,360.34,L7
2000-08-05 21:56:44+00:00,307.48,307.32,304.64,319.39,300.17,288.60,291.88,299.71,306.82,313.03,322.55,334.70,351.43,356.88,364.17,363.68,369.36,369.29,355.09,L7
2001-03-01 21:55:57+00:00,299.27,293.31,294.19,303.26,282.00,279.69,280.45,285.81,292.65,293.13,304.95,309.87,327.50,335.51,339.41,341.11,348.97,346.85,338.46,L7
2001-06-05 21:55:16+00:00,294.01,288.16,289.20,305.99,288.47,278.38,282.52,286.97,297.47,299.70,310.43,318.56,339.59,341.18,349.63,351.07,357.71,356.25,346.48,L7
2001-06-21 21:55:05+00:00,297.21,294.75,297.64,313.02,297.31,285.80,288.74,292.22,305.62,308.76,319.54,330.97,347.40,349.84,357.98,358.46,367.13,363.60,352.17,L7
2001-10-11 21:53:46+00:00,302.56,298.58,301.06,318.65,305.33,290.54,296.12,298.01,310.87,316.98,326.08,339.29,355.85,357.11,366.93,367.51,373.04,370.39,357.61,L7
2002-01-31 21:54:50+00:00,311.03,302.23,302.95,316.07,300.69,290.73,293.07,297.24,304.19,308.38,318.68,326.42,345.29,348.52,356.60,356.75,360.15,362.24,351.05,L7
2002-02-16 21:54:54+00:00,304.41,297.57,297.54,308.66,291.05,282.07,281.57,286.15,293.64,298.13,309.53,315.58,332.74,339.82,346.53,348.05,352.40,352.28,342.09,L7
2002-04-05 21:54:49+00:00,304.70,296.74,296.34,309.69,293.19,285.83,289.55,292.69,300.96,303.98,315.06,321.85,338.28,344.77,353.89,354.44,357.69,357.35,349.36,L7
2002-08-27 21:54:00+00:00,301.51,294.91,296.09,312.39,294.33,290.64,300.14,305.06,313.88,317.62,327.99,333.76,351.25,356.03,363.93,370.79,369.10,366.31,358.96,L7
2002-10-14 21:53:19+00:00,304.50,302.28,303.01,316.71,298.64,288.33,292.60,299.71,310.81,317.71,329.00,332.69,351.19,357.87,360.28,370.76,368.05,363.94,350.36,L7
2002-10-30 21:53:25+00:00,305.02,303.37,305.22,318.86,300.87,289.60,293.58,303.12,312.15,319.40,328.45,336.60,352.69,359.93,363.45,373.04,368.87,366.58,352.17,L7
2002-11-15 21:53:36+00:00,302.29,300.23,301.88,316.66,298.07,289.60,288.83,296.82,305.28,312.98,319.32,336.60,348.25,355.52,359.41,368.36,365.16,360.95,348.66,L7
2003-01-18 21:54:06+00:00,302.65,299.90,302.33,316.78,298.35,288.96,288.60,297.69,306.98,314.66,322.17,337.07,349.87,356.73,361.12,368.06,365.49,361.73,350.36,L7
2003-05-26 21:54:43+00:00,291.25,284.48,289.41,307.94,288.75,287.03,280.29,288.62,300.78,310.72,318.31,326.73,348.62,351.11,355.24,358.88,354.11,364.83,341.19,L7
2003-07-21 21:42:33+00:00,289.26,287.45,293.60,310.05,287.50,288.53,284.77,292.88,302.41,315.84,303.07,331.20,349.19,348.21,355.69,359.18,355.73,371.42,342.33,L5
2003-08-06 21:42:27+00:00,296.29,293.18,295.90,312.88,290.72,287.31,285.00,294.59,307.31,320.98,320.31,335.48,355.32,352.88,356.42,361.56,360.87,363.54,342.43,L5
2003-08-30 21:53:59+00:00,298.88,293.73,298.09,313.98,290.72,287.31,284.30,294.02,305.01,315.88,320.64,332.26,349.33,347.18,352.85,357.29,360.87,357.97,340.80,L7
2003-09-23 21:43:39+00:00,300.41,294.93,294.58,312.99,292.24,286.74,284.49,296.51,306.54,316.27,322.60,334.00,351.13,349.92,356.03,360.42,363.31,359.25,342.09,L5
2003-10-25 21:43:40+00:00,301.72,296.48,294.98,312.68,292.58,286.44,284.75,295.68,308.44,316.86,323.30,334.74,351.89,351.99,356.43,359.99,363.69,357.96,341.53,L5
2003-12-04 21:54:19+00:00,306.38,301.71,299.43,316.62,297.59,287.73,288.83,299.25,311.44,319.26,326.66,338.69,354.09,354.26,359.21,361.80,369.26,357.96,344.78,L7
2004-01-05 21:54:33+00:00,306.09,301.89,300.63,316.28,297.43,289.34,289.82,299.34,311.59,318.68,325.81,338.69,354.09,354.56,359.38,361.73,369.21,358.57,345.52,L7
2004-02-06 21:54:44+00:00,306.99,301.26,298.28,314.79,297.60,290.36,289.35,298.30,309.44,313.12,323.94,333.19,348.29,352.49,356.74,359.16,368.27,356.09,342.76,L7
2004-02-14 21:44:33+00:00,307.51,301.89,300.06,316.41,301.48,293.96,292.34,301.15,311.84,315.61,322.16,326.46,344.32,352.49,356.74,359.16,368.27,356.09,342.76,L5
2004-03-09 21:54:51+00:00,307.91,302.60,299.95,315.27,301.48,293.96,294.03,299.87,311.67,315.63,320.85,325.33,344.96,354.55,357.91,359.75,364.03,359.17,345.05,L7
2004-03-25 21:55:18+00:00,308.18,303.18,303.84,316.52,302.08,294.74,295.69,298.78,311.50,315.68,321.18,324.88,345.04,354.20,357.75,357.22,363.87,357.69,345.98,L7
2004-04-02 21:44:54+00:00,309.97,304.66,305.95,318.27,303.99,296.81,298.03,301.45,313.76,318.67,323.69,328.42,348.59,356.79,360.80,361.43,367.10,362.62,352.07,L5
2004-04-10 21:55:14+00:00,309.97,304.66,305.95,318.27,303.99,296.81,298.03,301.45,313.76,318.67,323.69,328.42,348.59,356.57,360.56,361.43,367.10,362.28,353.38,L7
2004-04-18 21:45:25+00:00,308.76,303.55,305.54,318.70,304.17,296.21,297.67,301.72,313.14,318.46,323.10,329.20,348.84,356.39,361.15,362.30,367.73,362.38,352.94,L5
2004-05-12 21:54:49+00:00,308.84,303.51,306.52,319.60,305.02,296.63,297.98,302.15,312.16,318.39,323.31,329.40,347.69,355.53,362.70,364.22,369.81,365.51,356.56,L7
2004-05-20 21:46:44+00:00,309.51,302.97,306.31,319.12,304.00,295.59,296.89,301.45,311.43,318.33,324.20,330.61,348.62,355.86,362.71,364.26,369.22,364.57,356.15,L5
2004-05-28 21:54:47+00:00,309.32,302.64,306.06,318.72,304.00,295.59,296.04,300.62,311.18,318.25,324.95,332.14,349.85,356.67,363.83,365.21,369.22,364.57,356.54,L7
2004-06-21 21:47:40+00:00,309.32,302.64,306.64,318.27,304.13,295.98,295.89,300.97,311.78,318.62,325.45,332.14,349.85,359.63,364.71,366.21,370.66,366.42,358.22,L5
2004-07-07 21:48:09+00:00,310.87,304.10,305.89,318.77,304.32,295.75,297.08,302.26,311.69,319.14,326.33,332.85,349.52,358.09,364.39,364.32,369.05,364.83,358.56,L5
2004-07-23 21:48:33+00:00,311.04,304.64,306.77,319.33,304.01,295.51,297.11,302.54,312.40,319.58,327.50,333.99,350.51,358.56,364.93,364.94,368.96,364.96,358.64,L5
2004-08-16 21:54:26+00:00,311.49,304.66,306.50,318.24,301.29,291.79,295.24,299.58,309.85,318.51,328.80,337.74,353.11,359.12,365.91,364.47,368.13,363.83,357.74,L7
2004-09-25 21:50:07+00:00,313.43,305.95,306.62,319.09,301.48,290.95,294.58,301.42,311.82,320.86,329.56,340.46,355.34,361.04,367.47,366.81,370.20,364.48,357.91,L5
2005-01-15 21:51:45+00:00,323.20,314.54,314.10,322.23,305.16,295.15,296.25,304.40,315.33,321.34,331.87,342.50,362.10,368.70,375.46,372.15,373.62,369.45,358.48,L5
2005-02-08 21:55:11+00:00,321.04,310.44,309.33,319.42,303.10,292.04,291.75,299.54,309.93,320.45,325.31,338.47,358.04,364.32,369.52,367.70,371.84,365.13,355.89,L7
2005-02-24 21:55:41+00:00,317.74,307.78,307.49,319.39,303.37,292.26,290.95,300.27,310.43,321.59,326.00,340.02,356.31,360.21,366.72,367.94,372.29,366.13,357.04,L7
2005-03-04 21:52:28+00:00,319.33,309.49,309.37,320.75,303.65,293.18,293.04,301.34,311.57,322.37,328.71,341.55,356.44,360.56,368.99,369.63,372.32,368.51,358.64,L5
2005-03-12 21:55:44+00:00,318.58,308.60,309.79,320.59,303.29,292.49,293.04,301.34,310.09,320.17,327.43,340.87,354.16,357.97,366.38,366.97,371.01,366.18,358.64,L7
2005-04-13 21:55:12+00:00,315.52,306.33,308.68,319.42,301.62,294.27,293.96,299.06,307.60,316.68,326.76,338.84,351.61,355.18,363.50,364.20,368.51,366.39,360.32,L7
2005-04-21 21:52:46+00:00,316.02,307.18,309.54,320.03,302.92,295.89,295.41,300.99,310.05,319.33,327.34,338.90,352.21,355.69,364.24,364.93,370.41,368.24,363.50,L5
2005-05-23 21:53:00+00:00,313.90,306.57,309.75,319.96,303.13,297.05,297.20,302.16,311.10,320.26,327.39,338.55,353.04,356.29,364.68,365.69,371.28,368.73,362.75,L5
2005-05-31 21:55:35+00:00,312.01,305.36,310.09,320.31,303.09,297.45,297.20,302.16,312.11,321.27,328.33,338.88,354.18,357.25,366.16,366.89,372.01,369.73,362.54,L7
2005-06-08 21:53:33+00:00,312.27,305.63,311.72,321.39,303.42,297.92,298.02,302.94,313.03,322.18,330.80,341.28,356.21,359.62,368.18,368.72,373.11,370.57,362.26,L5
2005-06-24 21:53:38+00:00,312.27,305.63,311.72,321.39,303.42,297.92,298.02,302.94,313.03,322.18,329.03,337.49,356.21,356.85,368.18,368.72,373.11,370.57,362.26,L5
2005-08-03 21:55:25+00:00,308.31,302.82,309.45,319.86,301.71,295.09,295.61,300.23,311.01,321.09,327.83,335.81,352.92,354.54,366.17,366.17,370.56,367.77,360.60,L7
2005-08-19 21:55:20+00:00,307.52,302.84,310.55,320.67,301.84,295.81,297.72,302.00,312.49,321.04,329.23,336.85,353.65,355.54,367.63,367.67,371.48,369.86,361.01,L7
2005-10-30 21:54:03+00:00,300.70,299.93,310.90,321.73,302.24,297.13,303.47,306.93,317.79,327.67,332.96,338.88,357.82,358.20,372.97,372.38,373.79,370.39,361.24,L5
2006-01-10 21:55:52+00:00,297.89,297.86,298.75,316.25,298.45,287.19,297.03,302.60,311.99,322.87,329.47,339.92,350.08,357.30,362.76,361.27,364.94,361.34,355.39,L7
2006-02-19 21:56:15+00:00,304.72,298.14,298.21,316.15,297.36,288.31,295.44,302.79,313.48,322.27,325.45,339.85,344.08,347.24,355.33,357.05,359.19,358.41,353.34,L5
2006-04-08 21:57:36+00:00,312.37,304.84,302.64,319.46,300.01,291.33,299.27,306.45,315.45,324.74,329.15,342.42,348.17,352.77,360.16,361.32,363.43,362.56,356.01,L5
2006-06-19 21:55:36+00:00,312.99,302.28,308.00,319.96,300.10,293.15,297.30,304.62,312.82,318.21,324.30,335.34,348.59,353.46,361.07,360.08,362.61,363.12,351.82,L7
2006-06-27 21:58:48+00:00,312.84,302.70,307.53,320.79,299.55,294.15,297.01,305.21,312.64,318.00,325.84,336.27,350.01,355.33,362.21,361.77,363.30,363.53,352.86,L5
2006-07-05 21:55:54+00:00,312.84,302.70,306.04,320.01,299.78,294.31,296.14,305.67,313.76,319.42,327.84,337.92,350.01,355.33,362.21,363.80,366.66,366.12,354.11,L7
2006-07-13 21:59:02+00:00,312.13,302.81,307.11,321.32,301.71,296.24,297.39,306.81,315.44,322.25,331.02,340.53,350.79,356.15,364.16,366.40,369.92,368.60,357.77,L5
2006-07-21 21:55:21+00:00,308.54,300.56,304.20,319.38,300.15,294.28,297.39,304.05,314.20,321.41,329.66,338.83,351.10,356.36,363.94,365.77,369.07,367.85,357.77,L7
2006-08-22 21:55:17+00:00,306.67,300.36,303.65,318.84,299.39,293.15,299.42,305.15,313.48,321.66,330.76,338.74,353.79,358.21,366.06,367.63,369.88,368.32,360.17,L7
2006-09-23 21:55:30+00:00,306.62,300.36,303.65,317.63,298.66,291.91,298.17,303.20,311.58,320.11,329.12,337.77,352.06,357.17,366.06,367.63,368.49,366.93,357.83,L7
2006-10-01 21:59:38+00:00,306.62,300.36,303.65,317.63,298.66,291.91,291.79,302.34,311.58,320.11,329.12,337.77,352.06,357.17,366.06,367.63,368.49,366.93,357.83,L5
2006-12-04 22:00:37+00:00,299.05,290.30,295.61,315.67,297.11,290.70,282.10,300.18,310.18,318.39,327.53,336.01,351.35,356.06,364.34,366.33,367.22,365.58,356.60,L5
2007-03-02 21:56:31+00:00,290.49,257.94,259.64,313.12,294.73,284.31,270.27,296.40,305.23,314.98,320.41,332.35,343.01,350.95,,358.72,360.70,360.27,348.73,L7
2007-03-18 21:56:33+00:00,295.15,279.22,281.81,315.60,296.49,286.78,275.75,300.18,307.79,318.34,320.41,332.35,346.86,354.78,364.62,361.36,361.85,362.71,351.60,L7
2007-04-19 21:56:31+00:00,296.40,286.91,288.29,319.52,301.62,291.92,283.87,305.37,312.56,322.89,327.39,336.52,350.53,355.44,365.64,363.84,365.12,365.01,356.65,L7
2007-05-05 21:56:03+00:00,296.75,287.52,288.68,317.94,301.83,294.83,289.53,307.71,315.83,322.89,327.39,338.00,351.27,356.89,364.08,364.46,366.73,367.42,357.90,L7
2007-06-06 21:56:17+00:00,304.68,297.37,299.41,319.05,301.83,294.83,301.02,309.39,316.65,322.88,329.65,339.62,353.78,358.26,366.09,365.71,366.73,367.42,359.31,L7
2007-06-22 21:55:53+00:00,304.68,297.37,300.98,320.29,303.13,294.85,300.12,309.91,316.65,322.88,329.65,339.62,353.78,358.26,366.09,365.71,366.73,367.42,359.31,L7
2007-09-26 21:55:23+00:00,303.99,296.13,299.65,319.59,303.92,294.88,299.36,307.77,315.59,322.86,332.88,339.08,353.40,354.21,362.91,365.38,366.68,364.16,357.12,L7
2007-10-28 21:55:34+00:00,301.95,294.08,299.69,318.95,302.01,293.62,296.28,305.34,313.64,316.44,328.70,338.11,349.81,354.86,361.66,362.26,364.37,359.96,352.42,L7
2008-01-16 21:56:23+00:00,298.32,291.68,297.17,310.65,290.66,278.75,284.76,290.16,304.39,306.16,315.98,333.51,340.96,335.79,345.02,350.03,352.43,347.84,340.76,L7
2008-02-01 21:55:57+00:00,298.32,294.32,299.30,314.64,294.48,282.90,286.39,294.20,307.42,312.03,320.38,333.51,340.96,335.79,351.23,352.66,354.31,351.20,343.35,L7
2008-05-07 21:56:04+00:00,294.96,291.15,299.21,315.67,293.59,283.16,285.85,295.75,305.01,308.96,315.90,315.03,328.12,332.99,350.90,349.32,348.18,350.99,345.46,L7
2008-08-27 21:54:42+00:00,310.56,297.42,303.48,318.66,299.65,295.54,292.08,300.56,305.26,300.80,309.80,324.69,341.80,346.12,366.71,363.94,357.88,360.00,351.28,L7
2008-09-28 21:54:48+00:00,312.46,298.10,303.48,317.07,298.90,290.42,289.72,298.35,304.14,307.34,312.69,326.31,343.79,348.65,366.71,363.94,360.18,360.94,352.83,L7
2008-12-09 21:49:42+00:00,320.04,306.52,306.58,319.21,301.95,291.59,291.76,300.66,306.51,313.41,318.30,331.59,349.51,353.12,362.12,361.21,364.88,363.41,355.20,L5
2008-12-25 21:50:10+00:00,318.56,306.83,306.91,319.51,301.26,291.98,292.69,301.18,308.23,315.46,320.33,333.29,350.24,353.91,364.20,363.40,366.75,364.48,355.24,L5
2009-01-02 21:55:15+00:00,318.56,306.83,306.91,319.51,302.71,293.08,292.69,301.18,309.22,317.42,322.64,334.62,351.56,354.70,365.88,364.73,367.38,364.98,355.24,L7
2009-03-23 21:56:15+00:00,316.76,307.09,308.32,320.43,302.21,291.62,291.82,300.65,308.71,317.42,322.64,334.49,350.75,354.63,365.64,364.89,366.97,364.63,354.24,L7
2009-04-08 21:56:20+00:00,312.20,305.57,305.40,322.08,303.42,289.69,290.72,300.68,309.35,316.27,322.19,334.87,350.73,354.33,363.78,364.89,367.52,364.74,353.30,L7
2009-05-10 21:56:27+00:00,308.66,300.75,300.66,315.72,297.86,286.97,286.27,296.70,305.79,316.27,322.19,329.44,346.11,349.15,358.81,360.21,364.36,362.70,350.55,L7
2009-07-13 21:56:21+00:00,300.57,290.59,290.13,301.81,284.81,279.08,276.89,293.34,295.49,297.97,306.12,318.16,335.06,338.59,348.05,346.81,350.57,354.16,339.31,L7
2009-11-26 21:56:28+00:00,300.26,293.81,292.67,305.33,291.37,295.49,283.36,309.48,297.08,305.06,314.85,326.24,339.75,342.77,354.41,355.98,357.02,354.56,335.60,L5
2009-12-20 21:57:07+00:00,302.00,294.79,292.67,305.33,292.44,290.96,285.13,301.08,298.76,305.22,315.65,325.86,338.37,343.88,354.41,355.98,360.49,355.51,341.26,L7
2010-01-05 21:57:00+00:00,304.05,297.88,299.47,311.52,296.85,296.78,291.52,309.36,306.76,311.37,322.06,325.86,338.37,350.03,361.42,362.60,363.93,359.98,346.62,L7
2010-01-13 21:56:25+00:00,308.34,304.41,310.75,323.78,305.07,296.28,300.95,310.79,316.82,320.34,330.27,337.05,352.03,359.06,370.95,374.15,373.12,368.25,357.36,L5
2010-02-06 21:57:51+00:00,308.34,304.41,307.25,321.32,303.47,294.60,298.92,307.79,314.52,318.21,327.54,334.86,352.03,359.06,369.23,371.43,371.37,367.33,357.28,L7
2010-03-26 21:57:49+00:00,312.65,307.09,309.26,324.11,303.47,294.60,299.36,309.21,316.11,319.81,327.98,337.25,353.33,359.10,369.59,370.54,371.37,367.33,359.04,L7
2010-04-11 21:57:51+00:00,312.04,308.04,310.10,324.81,304.42,295.28,299.33,310.12,316.61,321.01,328.84,337.25,353.33,359.63,369.69,370.70,371.46,368.39,358.40,L7
