,dates,nzd0444-0000,nzd0444-0001,nzd0444-0002,nzd0444-0003,nzd0444-0004,nzd0444-0005,nzd0444-0006,nzd0444-0007,nzd0444-0008,nzd0444-0009,nzd0444-0010,nzd0444-0011,nzd0444-0012,nzd0444-0013,nzd0444-0014,nzd0444-0015,nzd0444-0016,nzd0444-0017,nzd0444-0018,nzd0444-0019,nzd0444-0020,nzd0444-0021,nzd0444-0022,nzd0444-0023,nzd0444-0024,nzd0444-0025,nzd0444-0026,nzd0444-0027,nzd0444-0028,nzd0444-0029,nzd0444-0030,nzd0444-0031,nzd0444-0032,nzd0444-0033,nzd0444-0034,nzd0444-0035,nzd0444-0036,nzd0444-0037,nzd0444-0038
0,1999-10-27 22:19:03+00:00,158.83932166881166,153.60696499401843,151.79237835370452,145.49831336868135,135.511194478255,137.0818352669877,145.5210046132246,139.19158396791101,129.86600086679059,136.1549974012899,136.68179153280204,147.26975971570724,154.68448874450772,160.66905333478633,147.60438456757615,145.1662307058614,136.98358549211744,133.80095612989598,138.09636406051618,137.28211252595025,136.6501302381896,127.31358223045773,129.68205572582463,127.79777352964865,133.49443267345848,137.27162756467445,152.3207947936777,177.3997267887346,184.57471732208694,172.60503806258012,164.70515173664054,150.23076315149504,143.14185679473246,136.737446601707,133.76711789501383,121.76909570791142,111.50587248485533,105.51024276102514,91.12436183825596
1,1999-11-21 22:12:47+00:00,171.95762881339726,174.29708992101268,173.6304570382878,170.1991212637607,173.6791439183135,168.94337144621258,174.06621689862536,168.6185093050554,163.9875045592806,159.71831784949342,166.33548280450333,170.58885095432066,181.03672622991078,180.9222874902992,168.9332508673638,161.19658313249627,157.00605083678835,148.15022962914858,138.37244483042912,136.3158793169793,140.6742144427298,138.97420131588825,127.47636794742381,127.7653441357083,134.0667187869965,138.94180394382107,151.39817058386635,171.46822957238555,177.74209762713986,177.53104865005326,163.66802573933077,152.73858067203278,140.1670086604167,133.3243926133108,123.70846448001045,125.3981610163146,105.93275459070314,91.69964681159729,98.85907503833806
2,1999-11-28 22:18:56+00:00,173.73514002024473,164.17896862145236,164.03241442653373,169.062077343587,159.66530551736383,162.1876353759791,166.5833528259263,166.4107665824499,161.00224304532375,164.88727187309988,164.13395162298494,168.59351271349692,168.99232784496525,169.2604114027793,163.9265951633536,155.19832458756443,150.35438644585145,144.66419832526174,141.03656148299592,138.38576628189813,134.27538373259466,139.43838695851912,136.91837974326572,131.29414332060216,135.60907486270355,144.0636489080265,157.07303659440595,173.36919678516915,185.00439808370092,179.31732667299212,169.53124704541074,156.3658830970303,145.38201340444783,133.19225170769568,126.62754438432543,128.32258575359745,119.93406484724714,109.81430765643665,102.88440864348223
3,1999-12-07 22:12:53+00:00,165.57666605384298,169.15826472626196,172.78360214027958,175.22978334981812,169.98478146470478,171.28230261047537,159.51811898311703,159.5109490021923,151.29445732951655,154.47663175336055,161.0771946580045,164.6657347703109,174.76044355005808,174.30634798457027,158.28388477898196,150.87832780216218,150.20324208302907,144.08674560760525,135.53295698137424,134.49987659752088,140.20293626253056,136.19216213270994,135.91195101288037,128.78452736092888,123.5227214779262,137.90010026194707,152.30207856184052,162.83437391410837,162.31273562376714,175.56500552772593,169.834794823441,152.67772771261167,140.34742754412886,126.01787738955987,121.42424757089103,119.85549142943233,110.63232028038163,105.53822556673138,103.25253422353559
4,1999-12-14 22:19:07+00:00,168.79286394057468,157.0126385843019,168.17497110631837,164.96822053878833,157.7206130687803,153.4509425444618,157.56694795982875,161.18573298500493,157.58113362430115,152.38995189184013,150.69637849772857,148.8172987032866,161.12834974890956,165.91536455190834,154.7391081059984,134.12691185993683,132.87620439630228,140.97673300093646,138.14941931692493,140.1630537685554,143.5032824692583,140.55804251024077,127.93661025855015,123.18113250634832,121.48714404879586,135.27255278512376,137.69419535185816,161.43025394418638,172.3262724553455,171.2134512071049,153.67373868703982,144.87823275925032,,,,,,,
5,2000-04-13 22:12:18+00:00,,,,,,,,,,,,,195.09017747855347,,140.38603107599405,133.46159633378795,122.38344106113365,117.84419133892621,117.2095304494674,116.48776376567886,128.5879985320379,134.95470230696088,139.79144397177618,143.94584044033695,154.35366328948766,153.51337172684353,161.86960252505517,165.7942610901738,174.1704617429364,185.26277917010268,171.24489687815014,159.1363523586091,152.58747119844486,144.46147741733904,145.22423787198792,149.60101924763748,149.33926270153452,137.51176645100233,121.29688751385281
6,2000-05-15 22:12:06+00:00,172.2781083698669,164.37464647737403,165.91095009156035,167.73860417409512,160.03195727270625,153.78779041941192,154.7134983406512,147.20048340714968,131.42617155247194,138.54326278661316,135.98708219346892,133.9665687269324,141.9744244159748,140.85040510715478,128.60864459748487,118.19617387600022,118.15761050141725,109.6581387707292,109.91201251647577,110.75763533658134,116.42312259866142,132.56610215684228,129.76578913682687,125.0690957050758,123.84976874962288,123.83072613786194,131.82790124788792,140.32170012229454,159.72880586305254,164.30462353626965,,151.73646328208176,142.73805667783589,132.03491865272863,126.84796557137143,135.35237636352667,124.96000991542688,117.92667834174563,
7,2000-05-31 22:11:54+00:00,,154.65306342657954,160.99598434370807,157.1147719614498,146.29905516558443,150.23398162366766,,150.69587736670445,,,,,,,,,102.18186464408573,104.95467470832966,104.54807874194611,110.46846698041404,112.47971200022165,,108.72261037585321,,,124.97374579464088,140.9097203904467,,184.25255749977,,,138.7655267869466,143.19159223282915,134.72173268055053,135.52476235964366,145.26970474485069,,98.89016573027313,
8,2000-08-19 22:11:01+00:00,183.8157688321985,171.9682948835477,174.8741255821648,174.03627841191744,170.62244638778628,170.84179836734396,174.99466573579855,177.23695863931957,166.92457364546766,157.18138499212415,159.47715095520326,167.47114273352426,174.58363418065696,173.10026988696887,173.85841765327908,167.13671467826396,157.16962616638313,157.85196940012838,157.82592869212962,160.3467768033906,164.08144773128163,166.68071562343601,162.79768558503085,157.94782578914658,162.17565225312853,166.90055508642695,169.5829179740741,188.80053439345426,186.42597222488016,199.9001549496096,180.0396688824772,168.43774070976446,157.4830704681102,151.67405566035623,152.41407954720827,153.02535639420034,155.90457611875047,147.34513402539423,
9,2000-09-04 22:10:46+00:00,,,,,,,,,,143.40450471802686,144.37578326385216,147.89652494388184,165.47141225229163,166.8709385554115,154.99311809771302,150.95346292096696,145.39380942101994,143.8506034576602,136.79135503646802,140.02006796285042,139.37624593656057,135.08504246316915,129.99664536138272,131.30656481944033,142.77114712399953,150.5438300627545,175.48245861102993,186.5360461980039,193.32750230551193,190.2419667815414,166.5425187461392,150.2420815803041,146.51321276229663,140.35955137083099,137.71043586112975,133.969419310786,118.89823788082724,104.26861152444471,85.69209187020437
