dates,nzd0444-0000,nzd0444-0001,nzd0444-0002,nzd0444-0003,nzd0444-0004,nzd0444-0005,nzd0444-0006,nzd0444-0007,nzd0444-0008,nzd0444-0009,nzd0444-0010,nzd0444-0011,nzd0444-0012,nzd0444-0013,nzd0444-0014,nzd0444-0015,nzd0444-0016,nzd0444-0017,nzd0444-0018,nzd0444-0019,nzd0444-0020,nzd0444-0021,nzd0444-0022,nzd0444-0023,nzd0444-0024,nzd0444-0025,nzd0444-0026,nzd0444-0027,nzd0444-0028,nzd0444-0029,nzd0444-0030,nzd0444-0031,nzd0444-0032,nzd0444-0033,nzd0444-0034,nzd0444-0035,nzd0444-0036,nzd0444-0037,nzd0444-0038,satname
1999-10-27 22:19:03+00:00,365.19,359.36,356.84,349.59,341.28,344.27,352.54,345.78,338.70,343.68,343.16,353.47,362.10,369.15,355.03,352.35,342.93,340.01,345.19,344.38,342.69,334.14,337.10,333.95,340.98,343.95,360.39,387.26,392.72,379.22,369.60,357.71,348.55,344.29,338.95,330.65,319.98,313.36,296.37,L7
1999-11-21 22:12:47+00:00,385.47,389.25,386.94,381.40,381.24,381.53,385.96,381.15,376.56,369.16,375.76,381.45,392.25,390.54,379.21,370.98,368.83,359.36,349.16,346.86,349.79,353.53,337.55,338.14,346.71,347.81,360.07,383.47,389.60,388.58,372.67,360.85,350.37,341.26,333.02,334.41,315.72,301.55,308.55,L7
1999-11-28 22:18:56+00:00,361.80,356.24,354.66,360.33,351.42,353.05,358.68,357.49,352.97,357.56,356.97,361.80,362.25,362.27,355.64,347.87,341.50,335.80,334.35,331.10,326.73,330.21,330.29,323.62,327.80,337.26,349.99,368.26,375.87,370.87,361.75,349.35,336.46,326.22,319.00,321.42,313.18,303.56,297.43,L7
1999-12-07 22:12:53+00:00,374.56,376.38,381.92,383.13,378.02,377.64,366.89,367.48,359.68,361.31,367.07,371.01,381.68,380.28,365.85,357.36,358.97,352.51,342.65,341.56,347.55,345.13,342.35,336.81,329.27,345.90,355.84,369.84,371.65,383.89,374.73,358.19,344.88,333.21,327.29,326.26,316.97,310.73,309.33,L7
1999-12-14 22:19:07+00:00,361.95,351.97,363.06,359.35,353.85,347.85,353.21,355.95,352.79,348.26,346.42,344.96,357.47,362.54,350.57,330.59,327.67,335.96,334.20,336.19,339.65,335.34,324.03,319.23,317.12,331.18,333.94,357.20,367.21,365.98,349.24,341.16,,,,,,,,L7
2000-04-13 22:12:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,345.46,356.50,355.16,363.26,367.03,375.75,387.72,369.84,360.62,354.49,345.95,346.74,351.01,348.82,338.86,322.76,L7
2000-05-15 22:12:06+00:00,384.89,376.32,378.76,380.57,375.08,370.04,364.89,357.19,343.35,349.08,347.67,346.79,356.41,352.33,342.03,329.53,329.37,321.98,319.59,321.27,331.29,346.05,340.26,336.02,335.82,333.15,342.86,348.05,373.18,375.87,346.72,362.58,350.73,344.19,337.13,346.33,341.58,323.01,335.24,L7
2000-05-31 22:11:54+00:00,,,369.66,368.90,360.62,361.46,,360.61,,,,,,,,,,,,,,,,,,,,,395.02,380.37,,,,345.78,346.19,,,,,L7
2000-08-19 22:11:01+00:00,383.82,373.64,375.88,375.69,370.14,369.53,374.59,379.38,370.01,359.73,360.40,367.06,376.31,374.35,374.44,366.61,356.54,359.37,360.27,360.05,365.52,367.44,364.38,359.38,362.50,369.93,373.03,390.55,388.16,400.77,382.43,371.71,359.08,352.47,353.82,354.77,360.30,348.76,341.26,L7
2000-09-04 22:10:46+00:00,,,,,,,,,,342.60,343.84,346.39,,,,348.74,342.49,340.73,335.77,339.07,338.04,332.01,328.16,329.52,340.83,350.04,373.55,385.15,390.29,386.74,364.37,347.84,344.67,338.80,335.33,331.73,324.90,301.96,285.24,L7
2000-09-20 22:10:27+00:00,363.63,362.96,363.25,363.91,356.61,346.11,341.36,347.21,348.47,343.14,343.91,346.68,350.06,354.39,344.63,339.76,336.37,342.84,343.75,343.62,351.67,350.03,339.88,334.30,337.63,342.65,353.89,366.59,379.34,380.59,367.68,346.50,334.28,322.25,323.91,333.31,332.73,314.71,316.48,L7
2000-09-27 22:16:36+00:00,,,,,,,358.42,348.74,346.76,346.37,348.46,,,370.99,350.87,354.82,353.35,353.15,,,,,,,,,359.49,377.33,391.84,399.09,380.52,362.07,349.97,340.53,342.66,347.51,347.08,344.57,337.07,L7
2000-10-06 22:10:23+00:00,368.83,360.71,359.97,360.33,357.46,358.70,357.96,362.71,347.76,350.93,349.65,351.23,355.93,358.40,347.90,336.22,335.34,337.95,335.82,346.66,348.39,349.11,349.29,346.09,342.19,347.41,354.29,368.68,372.10,374.28,361.60,351.16,338.48,331.17,333.93,344.50,343.58,335.80,325.10,L7
2000-10-13 22:16:20+00:00,377.55,364.85,369.28,375.09,371.63,370.52,364.87,353.44,347.25,349.36,368.50,357.84,367.33,367.76,359.93,,,,,,,,,,,,380.10,381.13,383.44,392.80,374.77,363.20,351.34,341.16,346.88,354.76,353.26,345.02,325.19,L7
2000-11-07 22:10:17+00:00,370.83,364.46,362.87,362.67,361.69,356.21,360.93,367.44,360.89,356.36,359.64,361.57,376.81,377.04,367.01,358.86,350.12,351.03,352.14,355.34,353.70,357.53,351.79,348.03,349.85,356.42,370.40,386.34,383.62,395.27,374.93,359.33,353.36,342.23,340.39,341.69,341.08,333.08,322.11,L7
2000-11-14 22:16:30+00:00,364.50,356.63,347.01,346.33,347.26,346.84,346.70,347.68,342.99,341.99,347.54,349.62,358.86,360.40,351.16,344.27,342.49,336.44,341.25,339.39,335.47,342.64,341.31,335.88,341.05,342.01,349.23,370.74,378.19,378.51,359.30,349.91,345.89,336.20,331.65,330.79,328.84,319.92,305.90,L7
2000-12-16 22:16:35+00:00,360.74,356.60,353.14,354.56,341.02,345.06,351.59,355.42,347.85,347.25,345.46,351.29,356.95,361.58,351.68,344.80,337.69,340.60,343.85,342.09,352.20,347.89,342.48,345.41,341.28,350.64,366.24,378.46,380.32,386.36,375.12,357.48,349.33,344.98,343.99,346.59,343.50,330.43,336.59,L7
2001-01-01 22:16:33+00:00,352.61,346.28,346.83,343.48,342.39,341.71,344.31,345.57,336.77,337.33,337.84,344.22,348.20,349.73,338.48,339.35,340.11,335.32,340.67,349.89,355.25,352.78,350.92,345.83,338.78,350.31,363.37,377.87,377.67,378.36,363.55,349.13,338.88,333.14,338.06,347.23,348.51,349.58,353.08,L7
2001-01-10 22:10:27+00:00,364.32,356.23,355.51,364.64,345.36,346.55,351.49,354.39,332.75,340.80,343.66,351.43,363.18,363.00,355.70,349.39,348.45,352.00,358.82,359.89,364.35,369.13,364.67,361.74,359.97,358.47,365.82,369.62,377.52,383.11,363.65,359.33,349.19,344.15,347.77,356.32,364.99,344.79,341.43,L7
2001-01-26 22:10:30+00:00,351.58,342.00,335.70,339.83,328.10,330.55,334.92,333.27,327.10,328.07,328.92,329.58,341.36,343.23,332.06,324.11,324.06,328.15,334.07,333.62,344.23,349.00,341.21,341.21,335.18,339.18,355.52,362.70,373.33,373.38,357.12,350.62,341.64,335.25,336.36,350.76,349.03,348.23,342.88,L7
2001-02-18 22:16:35+00:00,359.07,347.24,340.09,342.62,340.28,333.67,337.04,344.15,333.30,326.32,330.02,332.45,337.90,344.71,335.51,330.26,329.26,331.53,341.83,346.41,349.81,355.03,349.45,345.65,346.84,343.11,353.00,370.90,373.90,384.11,369.34,358.88,352.20,345.27,342.94,351.19,349.78,352.08,357.25,L7
2001-02-27 22:10:18+00:00,377.25,358.68,361.86,360.42,356.66,359.77,363.54,368.39,360.33,356.87,350.06,354.72,355.08,363.35,357.70,352.04,350.98,350.06,360.32,359.23,368.84,378.00,373.38,372.56,374.32,375.01,380.64,388.90,396.30,411.92,396.67,384.57,375.63,371.27,367.73,377.79,372.72,375.81,380.13,L7
2001-03-15 22:10:15+00:00,362.41,358.93,354.05,354.62,355.87,345.99,353.18,354.35,346.17,345.28,345.58,344.31,355.41,357.74,349.10,340.51,335.85,346.28,347.79,352.83,353.37,358.38,353.24,356.12,354.94,356.92,369.54,383.77,386.01,391.48,385.41,371.36,361.73,350.99,351.88,364.01,366.48,361.25,367.92,L7
2001-03-22 22:16:21+00:00,368.58,352.94,353.96,353.80,344.08,343.82,345.13,343.71,331.61,327.33,331.29,,,,,,,,,,,,356.41,352.93,361.39,356.16,362.39,372.45,383.18,389.01,375.52,366.09,357.19,353.39,354.15,358.40,359.17,352.36,349.93,L7
2001-03-31 22:10:07+00:00,370.14,359.18,359.75,361.39,357.75,355.68,361.68,366.32,357.46,349.02,347.94,354.07,369.43,373.21,356.83,353.86,351.41,355.47,362.62,361.84,371.22,372.72,372.71,368.36,361.45,371.75,383.21,396.04,393.46,407.65,392.58,377.46,370.44,363.30,372.15,380.02,376.15,382.95,376.99,L7
2001-04-07 22:16:13+00:00,379.14,358.09,359.11,357.77,351.84,349.69,354.85,352.70,346.54,337.15,337.48,342.22,346.40,348.67,336.79,333.97,337.34,338.02,337.48,348.04,353.31,364.55,359.94,357.69,357.42,358.85,366.93,377.57,379.64,387.75,376.69,366.80,358.65,355.16,355.82,358.39,368.82,368.82,377.56,L7
2001-06-03 22:09:40+00:00,384.91,370.02,364.47,360.76,358.60,364.62,358.39,360.90,350.29,346.51,346.09,346.30,355.59,355.59,351.96,341.38,336.70,343.51,344.73,356.17,366.56,372.02,371.52,363.25,365.54,369.85,376.29,385.88,395.56,407.94,,388.66,383.83,378.37,379.20,382.11,384.42,383.16,372.61,L7
2001-06-10 22:15:47+00:00,,,364.07,367.00,363.30,360.03,360.30,358.01,345.29,349.83,351.92,354.94,367.24,370.04,355.26,352.85,351.01,355.70,355.29,359.23,365.87,372.75,366.15,368.36,360.89,378.96,385.97,,,416.79,397.95,388.69,380.95,380.47,389.19,392.17,393.92,382.73,375.48,L7
2001-07-12 22:15:31+00:00,,,365.81,365.45,352.89,354.79,355.40,356.21,347.58,346.47,342.17,347.79,360.60,361.04,354.41,352.58,357.70,354.99,360.45,360.76,369.92,375.12,370.39,364.82,373.95,373.62,385.28,,,426.38,,397.31,384.06,383.46,386.44,389.83,391.12,390.50,384.09,L7
2001-08-13 22:15:01+00:00,364.28,344.92,341.18,343.79,335.89,328.73,330.85,330.92,325.70,321.78,319.74,329.60,337.29,338.74,332.25,328.43,326.39,326.56,330.95,340.33,340.26,346.12,347.72,345.76,345.65,347.40,366.72,380.05,389.49,393.52,389.22,374.80,372.23,364.76,363.55,370.84,366.22,369.02,371.41,L7
2001-08-29 22:14:52+00:00,356.14,352.04,352.09,347.16,332.24,337.83,345.39,344.99,335.81,335.64,336.54,348.03,358.55,363.11,356.63,352.85,350.41,351.74,353.70,353.78,365.44,366.75,362.99,365.73,367.22,368.33,386.54,394.82,407.55,400.15,393.82,391.41,383.48,383.54,379.76,390.98,381.09,373.26,367.87,L7
2001-09-07 22:08:34+00:00,368.02,362.43,361.66,358.51,350.17,348.26,346.71,349.33,347.76,346.60,346.22,352.70,359.40,356.99,349.56,342.85,337.38,339.64,343.25,357.39,359.40,362.24,355.43,353.02,355.43,363.37,380.50,400.38,406.54,411.94,393.78,383.39,378.88,377.94,375.59,373.99,371.43,364.10,365.70,L7
