dates,nzd0444-0000,nzd0444-0001,nzd0444-0002,nzd0444-0003,nzd0444-0004,nzd0444-0005,nzd0444-0006,nzd0444-0007,nzd0444-0008,nzd0444-0009,nzd0444-0010,nzd0444-0011,nzd0444-0012,nzd0444-0013,nzd0444-0014,nzd0444-0015,nzd0444-0016,nzd0444-0017,nzd0444-0018,nzd0444-0019,nzd0444-0020,nzd0444-0021,nzd0444-0022,nzd0444-0023,nzd0444-0024,nzd0444-0025,nzd0444-0026,nzd0444-0027,nzd0444-0028,nzd0444-0029,nzd0444-0030,nzd0444-0031,nzd0444-0032,nzd0444-0033,nzd0444-0034,nzd0444-0035,nzd0444-0036,nzd0444-0037,nzd0444-0038,satname
1999-10-27 22:19:03+00:00,365.19,359.36,356.84,349.59,341.28,344.27,352.54,345.78,338.70,343.68,343.16,353.47,362.10,369.15,355.03,352.35,342.93,340.01,345.19,344.38,342.69,334.14,337.10,333.95,340.98,343.95,360.39,387.26,392.72,379.22,369.60,357.71,348.55,344.29,338.95,330.65,319.98,313.36,296.37,L7
1999-11-21 22:12:47+00:00,375.33,374.31,371.89,365.50,361.26,362.90,369.25,363.46,357.63,356.42,359.46,367.46,377.18,379.85,367.12,361.67,355.88,349.69,347.18,345.62,346.24,343.83,337.33,336.04,343.85,345.88,360.23,385.37,391.16,383.90,371.13,359.28,349.46,342.77,335.99,332.53,317.85,307.46,302.46,L7
1999-11-28 22:18:56+00:00,370.82,368.28,366.15,363.77,357.98,359.62,365.73,361.47,356.08,356.80,358.63,365.57,372.20,373.99,363.29,357.07,351.09,345.06,342.90,340.78,339.74,339.29,334.98,331.90,338.50,343.01,356.82,379.66,386.06,379.56,368.01,355.97,345.13,337.26,330.32,328.83,316.29,306.16,300.78,L7
1999-12-07 22:12:53+00:00,371.75,370.31,370.09,368.61,362.99,364.12,366.02,362.98,356.98,357.93,360.74,366.93,374.57,375.56,363.93,357.14,353.06,346.92,342.84,340.98,341.69,340.75,336.82,333.13,336.19,343.73,356.57,377.21,382.46,380.64,369.69,356.52,345.06,336.25,329.56,328.19,316.46,307.30,302.92,L7
1999-12-14 22:19:07+00:00,369.79,366.64,368.68,366.76,361.16,360.87,363.46,361.57,356.14,355.99,357.88,362.54,371.15,372.96,361.26,351.83,347.98,344.73,341.11,340.02,341.28,339.67,334.26,330.35,332.38,341.22,352.05,373.21,379.41,377.71,365.60,353.45,345.06,336.25,329.56,328.19,316.46,307.30,302.92,L7
2000-04-13 22:12:18+00:00,369.79,366.64,368.68,366.76,361.16,360.87,363.46,361.57,356.14,355.99,357.88,362.54,371.15,372.96,361.26,351.83,347.98,344.73,341.11,340.02,341.28,339.67,334.26,332.87,336.40,343.54,353.91,372.18,378.80,379.38,366.31,354.65,346.95,338.19,333.00,332.75,322.93,313.61,306.89,L7
2000-05-15 22:12:06+00:00,373.73,370.03,373.07,372.96,367.92,366.02,365.93,363.85,357.07,357.07,358.78,361.20,370.01,369.59,358.66,347.27,345.27,341.12,335.99,335.40,339.00,342.05,334.90,333.21,335.54,341.74,350.99,365.64,375.54,378.82,362.49,355.46,347.39,338.17,332.64,335.89,327.25,315.54,314.66,L7
2000-05-31 22:11:54+00:00,373.80,368.22,373.35,372.99,366.89,364.25,361.66,360.31,351.94,352.88,353.72,354.25,365.19,365.05,352.82,339.16,338.67,336.82,332.15,333.01,339.50,342.17,335.55,334.38,334.68,341.35,348.97,360.53,376.56,378.77,360.13,355.64,350.03,342.28,339.34,341.20,335.79,324.20,322.44,L7
2000-08-19 22:11:01+00:00,384.36,374.98,374.77,375.05,368.61,367.01,369.74,365.73,356.68,354.40,354.03,356.93,366.36,363.34,358.24,348.07,342.96,340.68,339.93,340.66,348.40,356.75,352.32,346.95,351.61,352.75,359.72,368.54,383.03,386.18,366.33,364.97,354.77,347.10,345.97,350.70,350.23,336.88,333.09,L7
2000-09-04 22:10:46+00:00,384.36,374.98,374.77,375.05,368.61,367.01,369.74,365.73,356.68,350.47,350.64,353.41,366.36,363.34,358.24,348.29,342.80,340.69,338.54,340.13,344.95,348.50,344.27,342.59,348.91,352.07,363.17,372.69,384.48,386.29,365.84,360.69,352.24,345.44,343.84,345.96,343.90,328.15,321.12,L7
2000-09-20 22:10:27+00:00,377.45,370.97,371.89,372.27,365.61,361.79,360.28,361.10,353.94,348.64,348.95,351.73,360.93,360.36,353.70,346.16,341.19,341.23,339.84,341.00,346.63,348.88,343.17,340.94,346.66,350.19,361.32,371.47,383.62,385.34,366.21,357.85,348.65,341.57,340.52,343.43,341.67,325.46,320.20,L7
2000-09-27 22:16:36+00:00,377.45,370.97,371.89,372.27,365.61,361.79,359.81,358.63,352.15,348.18,348.86,351.73,360.93,363.01,352.99,347.89,343.62,343.61,339.84,341.00,346.63,348.88,343.17,340.94,346.66,350.19,361.01,372.45,384.80,387.31,368.59,358.55,348.87,341.42,340.83,344.11,342.57,328.64,323.01,L7
2000-10-06 22:10:23+00:00,375.29,368.41,369.50,369.88,363.98,361.17,359.44,359.31,351.27,348.64,348.99,351.63,359.68,362.09,351.97,345.95,342.24,342.67,339.04,342.13,346.98,348.93,344.39,341.80,345.91,349.72,360.05,371.91,383.21,385.68,367.59,357.50,347.39,340.14,339.96,344.17,342.71,329.67,323.31,L7
