dates,nzd0087-0000,nzd0087-0001,nzd0087-0002,nzd0087-0003,nzd0087-0004,nzd0087-0005,satname
1999-09-27 22:04:48+00:00,259.56,274.04,278.58,289.85,287.53,330.41,L7
1999-11-14 22:04:42+00:00,259.79,267.87,277.36,287.74,284.13,328.92,L7
2000-02-18 22:04:29+00:00,260.96,265.86,277.21,287.16,281.78,331.78,L7
2000-07-11 22:03:17+00:00,254.23,251.09,270.50,279.56,264.09,337.43,L7
2000-10-15 22:01:56+00:00,251.83,251.85,264.93,272.38,250.50,333.79,L7
2001-01-03 22:02:12+00:00,252.87,252.13,263.44,271.15,257.06,325.96,L7
2001-03-24 22:01:59+00:00,248.49,254.35,254.65,267.87,257.82,320.72,L7
2001-06-12 22:01:24+00:00,241.27,246.98,249.08,264.11,256.42,315.97,L7
2001-06-28 22:01:09+00:00,243.92,248.18,251.87,257.08,256.42,318.87,L7
2001-08-15 22:00:38+00:00,239.64,246.31,253.62,258.67,248.55,326.42,L7
2001-12-05 22:00:18+00:00,242.17,246.08,261.57,260.51,254.70,326.57,L7
2002-01-22 22:00:40+00:00,251.16,253.63,270.39,279.42,267.01,322.97,L7
2002-02-23 22:00:43+00:00,260.63,272.12,273.88,282.85,279.91,307.71,L7
2002-03-27 22:00:37+00:00,257.23,263.90,268.58,279.88,275.82,312.38,L7
2002-07-01 22:00:15+00:00,256.10,261.51,267.10,280.57,272.39,317.03,L7
2002-07-17 22:00:08+00:00,254.81,260.03,267.55,279.71,272.93,319.02,L7
2002-08-18 21:59:57+00:00,252.95,255.51,263.16,274.17,267.16,321.89,L7
2002-10-21 21:59:36+00:00,253.21,250.34,261.20,271.74,261.82,330.66,L7
2003-02-26 22:00:28+00:00,253.67,255.77,259.68,272.40,260.25,326.81,L7
2003-07-28 21:48:28+00:00,251.84,256.59,251.30,266.71,248.96,337.41,L5
2003-08-05 22:00:11+00:00,245.58,248.15,244.94,259.56,247.42,330.77,L7
2003-09-14 21:49:18+00:00,244.50,250.97,252.44,265.35,252.61,334.04,L5
2003-11-09 22:00:18+00:00,244.50,250.97,255.12,266.88,255.66,331.90,L7
2003-12-19 21:50:27+00:00,243.20,245.57,253.86,265.04,256.79,331.10,L5
2004-04-01 22:01:04+00:00,239.28,237.53,259.27,269.76,263.64,321.31,L7
2004-05-03 22:00:59+00:00,240.89,239.95,259.27,268.59,261.54,321.96,L7
2004-06-20 22:00:50+00:00,241.20,247.97,265.83,272.43,260.73,321.67,L7
2004-07-06 22:00:48+00:00,245.24,251.18,264.66,273.72,264.23,326.62,L7
2004-07-22 22:00:44+00:00,244.79,251.52,262.84,274.24,264.67,327.46,L7
2004-07-30 21:54:28+00:00,244.12,252.67,265.16,274.72,262.86,329.07,L5
2004-09-16 21:55:41+00:00,247.75,255.25,266.63,277.54,267.35,331.05,L5
2004-10-18 21:56:23+00:00,252.80,260.11,271.24,279.71,271.33,334.99,L5
2004-11-03 21:56:42+00:00,258.45,263.47,272.02,282.15,273.41,335.66,L5
2004-11-11 22:00:45+00:00,257.41,263.47,272.02,281.49,271.91,334.06,L7
2004-11-19 21:56:55+00:00,260.96,266.45,275.77,284.08,272.98,332.93,L5
2004-12-13 22:01:00+00:00,262.15,267.47,276.66,284.45,273.83,332.26,L7
2005-02-23 21:58:31+00:00,272.02,274.05,280.45,289.01,278.78,330.83,L5
2005-03-03 22:01:30+00:00,271.25,272.04,279.76,289.01,278.78,330.83,L7
2005-03-11 21:58:44+00:00,270.72,271.46,279.02,288.03,279.15,332.09,L5
2005-04-12 21:58:55+00:00,270.25,271.20,278.72,287.02,276.06,330.61,L5
2005-04-20 22:01:20+00:00,267.17,267.93,275.89,285.92,272.84,330.19,L7
2005-05-30 21:59:15+00:00,265.47,266.46,275.21,286.90,275.46,331.94,L5
2005-06-07 22:01:19+00:00,264.86,266.33,275.07,286.90,275.32,332.69,L7
2005-07-09 22:01:14+00:00,262.68,265.32,273.00,284.69,272.90,334.94,L7
2005-07-17 21:59:35+00:00,259.90,263.79,272.57,284.37,270.84,332.91,L5
2005-07-25 22:01:13+00:00,260.31,264.98,272.68,284.88,271.58,334.22,L7
2005-08-10 22:01:10+00:00,259.31,263.81,271.45,284.20,271.03,333.78,L7
2005-11-22 22:00:23+00:00,257.32,263.72,274.56,285.32,271.79,332.41,L5
2005-11-30 22:01:24+00:00,251.97,257.92,269.11,280.78,269.96,333.59,L7
2006-01-17 22:01:43+00:00,255.45,258.44,273.66,284.72,279.94,332.26,L7
2006-02-18 22:01:53+00:00,251.58,254.15,273.09,282.19,281.80,326.88,L7
2006-04-15 22:03:30+00:00,251.55,256.52,272.40,283.26,280.92,330.98,L5
2006-05-17 22:03:57+00:00,252.66,257.54,272.01,283.55,281.50,333.22,L5
2006-06-10 22:01:49+00:00,253.31,260.67,271.49,282.54,278.64,334.65,L7
2006-06-26 22:01:44+00:00,253.54,259.76,270.02,282.64,276.75,336.28,L7
2006-07-28 22:01:30+00:00,249.94,257.34,264.70,279.61,271.90,339.05,L7
2006-09-22 22:05:43+00:00,251.47,258.35,267.66,281.50,271.68,340.08,L5
2006-11-25 22:06:19+00:00,240.83,245.17,266.56,273.81,269.42,336.36,L5
2006-12-11 22:06:28+00:00,238.63,243.16,266.51,274.27,270.66,336.37,L5
2007-01-04 22:02:01+00:00,246.42,251.54,276.34,277.45,271.51,333.70,L7
2007-05-12 22:02:11+00:00,252.24,256.86,292.12,275.92,276.19,328.81,L7
2007-05-28 22:02:04+00:00,265.97,272.03,279.36,287.01,279.16,329.66,L7
2007-11-20 22:01:58+00:00,255.50,257.94,264.04,282.38,277.87,325.04,L7
2008-03-27 22:01:57+00:00,246.62,251.62,261.47,273.56,261.40,322.56,L7
2008-04-28 22:01:53+00:00,250.68,252.76,268.88,278.44,268.90,328.10,L7
2008-05-30 22:01:41+00:00,248.94,258.41,280.90,285.93,287.41,332.05,L7
2008-08-02 22:01:03+00:00,248.15,257.03,272.54,281.74,280.44,331.15,L7
2008-08-18 22:00:56+00:00,254.61,260.96,273.08,281.59,280.44,331.15,L7
2008-09-19 22:00:40+00:00,255.02,261.37,270.85,279.80,280.44,329.31,L7
2008-10-29 21:55:24+00:00,261.37,264.87,268.31,280.08,281.98,329.69,L5
2009-01-25 22:01:34+00:00,258.12,260.24,262.12,274.76,261.37,334.40,L7
2009-02-02 21:57:22+00:00,260.08,260.88,265.38,277.68,269.98,335.51,L5
2009-06-02 22:02:15+00:00,245.95,254.05,262.07,277.59,288.13,338.76,L7
2009-06-18 22:02:13+00:00,245.55,255.64,263.32,281.53,286.47,338.64,L7
2009-07-04 22:02:11+00:00,245.03,252.60,263.34,283.18,280.68,337.82,L7
2009-07-20 22:02:06+00:00,245.14,252.60,263.34,283.75,277.26,337.73,L7
2009-08-05 22:02:01+00:00,243.96,253.45,263.78,282.03,273.06,336.15,L7
2009-09-06 22:01:59+00:00,243.15,254.54,261.46,280.27,269.91,335.27,L7
2009-11-25 22:02:33+00:00,244.19,253.90,263.30,279.85,268.70,332.38,L7
2009-12-27 22:03:02+00:00,245.72,250.89,266.12,280.73,264.69,329.43,L7
2010-01-12 22:03:17+00:00,248.82,257.09,269.55,281.26,267.67,326.50,L7
2010-01-20 22:02:37+00:00,250.15,258.29,269.29,280.72,270.83,325.91,L5
2010-03-17 22:03:57+00:00,250.88,259.17,270.41,282.24,278.76,321.25,L7
2010-05-04 22:03:59+00:00,249.50,258.53,269.16,281.55,276.62,324.90,L7
2010-06-21 22:03:58+00:00,251.55,264.40,268.87,281.61,280.42,330.00,L7
2010-07-07 22:04:01+00:00,249.08,264.40,267.12,280.37,272.91,330.63,L7
2010-07-23 22:04:02+00:00,243.83,262.60,263.54,277.01,263.96,335.32,L7
2010-12-06 22:01:36+00:00,245.49,266.90,268.21,281.55,267.88,334.80,L5
2011-01-07 22:01:44+00:00,250.27,264.99,274.61,289.19,285.26,339.18,L5
2011-01-15 22:05:06+00:00,248.75,262.85,273.55,289.19,279.81,332.81,L7
