,dates,mex0388-0000,mex0388-0001,mex0388-0002,mex0388-0003,mex0388-0004,mex0388-0005,mex0388-0006,mex0388-0007,mex0388-0008,mex0388-0009,mex0388-0010,mex0388-0011,mex0388-0012,mex0388-0013,mex0388-0014,mex0388-0015,mex0388-0016,mex0388-0017,mex0388-0018,mex0388-0019,mex0388-0020,mex0388-0021,mex0388-0022,mex0388-0023,mex0388-0024,mex0388-0025
0,1985-01-16 17:12:25+00:00,208.30881493377274,210.26644379022378,191.1565357338316,195.09592672738844,194.3439621095896,205.88607006826163,197.53106147450353,187.4800933108381,184.98315410158307,192.65057484254544,198.85827132319645,200.28368572918342,203.99592208086491,207.69028829635684,212.845031595181,212.19936867083487,220.41566493207455,213.84247173548522,217.96460975112777,216.5740517878446,217.44820228965074,220.67976532341083,226.4533675366941,230.55600753517615,217.25436177289384,213.10796602109053
1,1986-03-15 17:14:19+00:00,193.5974734429654,209.15864162430398,212.9786703557318,211.4966459247775,209.65638636208297,209.6651275183637,204.88156427412315,197.04390292711673,199.48922055667845,211.55918107610347,213.26805069468668,210.09949212886596,206.81339448798352,212.96047541261782,207.31078956012135,208.01696637960416,210.97033286663606,204.91544432330625,216.3560287162228,208.92269558218032,210.97139391408473,213.36269407493114,213.74674868185798,218.26330798990142,212.21908269018647,215.6687808303169
2,1990-03-26 17:08:27+00:00,191.99930947479237,193.7546469117854,205.21123016721504,198.29297142610912,195.76617690714957,194.37387150913014,191.77618393482945,182.2659038573853,185.59874326662833,180.69268702464925,195.82088720865562,186.1023955053883,189.59619682724843,194.49793010187204,197.33885499096283,184.07910265471347,177.8238738524763,182.92307646302714,186.53326202727413,183.79640256276792,180.17797373622483,180.73184697308272,183.4905154416573,192.20164487113624,178.18543832497147,184.21891251074896
3,1990-04-11 17:08:26+00:00,211.9910409933848,216.15323890215043,215.33219263471898,215.2035337483041,213.17088149836425,211.70443256415487,215.20157194507073,201.6125889065063,200.84553130887804,201.2329426835492,202.28641483402436,196.63092777588,206.1902288802225,197.71096872786399,205.75774870875225,191.1256923263889,200.24530005013884,204.4167584220351,205.4312006276118,201.01618399050042,198.4026354718332,201.42794652001538,200.2407892951122,201.9633111512846,192.30620422098153,203.61944944415083
4,1990-04-27 17:08:25+00:00,197.96996428969246,204.88272694341003,210.2020065180819,203.37972664502433,193.4188668148271,201.0526852411508,196.1098877734795,195.38599116370008,186.68300685268957,181.39969639239325,196.68487393842256,194.34223108634376,192.46813307190158,195.30162214400394,192.24284600262754,194.2838109831319,198.57302412489673,201.96004286452822,205.02983252557783,201.39817840992572,180.78771329953426,183.06897124231745,188.368608019465,193.3634819330463,180.84116677146574,184.44132951164391
5,1990-05-13 17:08:31+00:00,212.31466205977145,220.12944689289515,222.56289112346218,223.63294335378248,218.99327949523177,220.19512969324506,210.93925628629432,204.11829319281736,210.60447107951018,214.9575309320213,210.95759014544146,219.50178673952036,216.24397480327607,225.81766703840162,216.69881106397975,208.32311313357062,216.32119775911394,219.205754267367,213.21641499626148,206.5961153824549,207.7362103680661,204.60943184766353,205.35874606269346,207.7953860500844,201.8870176044284,204.18291173374715
6,1992-08-31 17:04:23+00:00,178.62915430607515,194.5571813771188,179.98102254298718,186.77741379047416,189.51412841870095,194.08019732548468,187.35059965842257,176.1291301398153,171.46499097055982,180.47519692065828,183.5265330077648,187.34355247659067,180.5957837932276,183.46746524912217,188.07336674063208,191.837243068652,194.72861151253184,196.32783979540548,206.3068932184052,202.11629802483924,201.46214588199243,207.11197725426575,209.62169300725282,214.98355503638848,194.5915438369666,194.22859823109718
7,1992-09-07 17:10:28+00:00,173.4970035598993,183.46235122303173,176.61496414663458,169.76791814478526,171.70054937181305,177.80666386650245,172.22900908188333,169.44535008325315,161.16549563747213,165.43027612034237,177.96183558592185,176.58821842315749,178.1064485998258,181.92387723240824,188.6287639243518,191.4426769959725,186.69915094627163,191.669573580169,202.7364971214795,185.9986362451873,193.39736334193663,195.75880690799966,203.09939180582222,203.50069475722157,185.62581470751238,186.7077198503527
8,1993-01-13 17:09:51+00:00,186.35816420938045,194.46378472619267,189.2406403232195,184.6419947829101,188.59195547347915,185.96289343234855,190.7650492816111,180.26906633232085,188.08841081259476,190.6480647048337,199.28112615735677,199.4002299768524,201.37021083700722,200.32670263132917,196.2856553288004,197.34640944755188,204.67567570947256,207.9105932171322,220.57191965582868,221.56553567305718,218.09750335769223,225.46879511706948,228.73946241842862,237.4669679362509,224.57105925269585,211.05756092390095
9,1993-01-22 17:03:47+00:00,190.005659500534,198.96837682086993,194.21719362892793,193.09751825610087,195.53502364409894,198.24822610148652,194.17101865643266,186.62643115588875,187.54540715705306,193.50245331801395,199.25965511588973,200.03668286672507,196.89077691484835,198.3027389058784,206.36131064711526,200.10520985957163,206.36018189476076,205.95635448294246,217.32739784932744,218.59168777246757,221.6215370390998,226.08416726470398,227.687324092388,237.295532783157,225.15349478954136,211.4732189740266
