,dates,jap0367-0000,jap0367-0001,jap0367-0002,jap0367-0003,jap0367-0004,jap0367-0005,jap0367-0006,jap0367-0007,jap0367-0008,jap0367-0009,jap0367-0010,jap0367-0011,jap0367-0012,jap0367-0013,jap0367-0014,jap0367-0015,jap0367-0016,jap0367-0017,jap0367-0018,jap0367-0019,jap0367-0020,jap0367-0021,jap0367-0022,jap0367-0023,jap0367-0024,jap0367-0025,jap0367-0026,jap0367-0027,jap0367-0028,jap0367-0029,jap0367-0030,jap0367-0031
0,1984-07-02 01:16:26+00:00,145.92944662139496,158.75770666134,161.75156282411905,161.53759005623363,164.949345573421,163.7684628291638,159.01555218407287,164.96041659839506,168.8032416929618,163.76825971658678,164.20960119836263,162.97019792679572,161.35259815638895,163.81225205937955,154.69574176854735,162.57166626675865,169.50916064793506,161.69851049549897,159.29178120725535,160.4018659080848,157.40081702482865,159.75226897765572,151.39907946343436,154.77414849948607,158.57868876794942,156.40521773632332,158.21009619848732,157.80901675492962,159.01389565207592,166.06144367213403,161.50611405351626,160.31789639197424
1,1984-07-09 01:22:40+00:00,122.74243702581114,152.11747132210056,146.7934325732342,155.9400219613102,164.81288346849018,160.0086948231645,164.79436595672206,169.01826369996087,154.67649058580042,167.20307982272504,165.55041134441217,162.39368316876062,158.80132898435164,163.3288237280134,166.96905482681274,172.2862941346733,170.17558340898688,168.3735770814276,159.94687423580143,161.37733583824496,161.06666597322936,156.16971507325914,156.92165436309202,153.8201181853585,160.50227406538968,165.55770406447712,166.80634787852148,164.454853012221,161.71424411468615,167.76562183090516,157.41277850971056,161.45262358043138
2,1984-07-18 01:16:43+00:00,159.89559913718023,166.21889814838332,171.25896000074482,167.78261006403915,172.34600376546675,170.0935317611382,173.32474710580732,170.79196404708688,169.38087625971428,175.8291980082995,173.43078558883644,171.18728486193004,172.7203574868267,173.52502531079307,171.03227270539116,171.5878550967015,174.64753941379848,173.63981860048233,174.30605557250732,173.34425967705337,176.25638200616896,175.55875721577885,173.226342828313,174.46636074585274,170.95167250729048,170.6239396394907,170.90560762320695,168.43720890400755,171.18469370392867,166.13879211357988,165.64646507144926,168.71546006043815
3,1984-10-22 01:17:58+00:00,172.3485414737849,171.05290285121825,172.06436314511373,175.11954071817934,175.52912870454875,177.05916345155833,179.2800822689758,181.29841065203857,182.3693563015281,178.57524229665825,178.3516288860385,173.43062595166694,177.26262637780127,177.06074717238118,177.54539253243246,178.94996955660832,176.9026531303486,177.26311842970517,174.22145236856136,169.68828767887084,171.9625646442746,170.63585494919465,166.6685753102737,167.63959798182233,170.44134203066585,180.31967566069335,181.45346558338684,177.21314323858832,181.7022710192368,181.36420704455355,179.86989860498386,175.26511713704923
4,1985-01-17 01:24:26+00:00,167.9574134900517,177.51213991139315,178.2113121604893,175.11434903447315,182.39357385772905,179.41773096454574,174.75776192118263,182.04960690910826,179.91755740046898,177.7757991816017,176.57532389333056,172.20596205618125,174.2384059618525,179.78039007218132,181.52329894341202,181.96855210899759,179.64520201148056,175.74092422416686,169.39568478839922,168.87471631490803,170.73167268051415,175.9577672111747,180.2322482629228,179.71855817421684,179.120029143441,182.32051630697703,178.72629266424875,178.5486139527615,178.20421273529234,177.7003267938967,170.77118701929442,166.95608929347904
5,1985-05-02 01:18:05+00:00,144.41444550933295,157.16647486818755,162.70487244136103,,,,,,,,,,,168.53473954409884,174.6295812834402,172.25622010831012,173.4979134039482,,,,,159.99919028248067,162.91527285913148,162.7025281183357,163.34157283371246,167.28954366580697,161.5993746451502,161.4104717886824,164.46243586231162,162.30347478070834,158.8610205404578,157.6295066606691
6,1985-08-29 01:23:36+00:00,,,,,,,,,,,,,,,,,,,,163.98829446741962,161.2712096375755,165.15849624926958,167.74094673550536,168.50981153189687,166.17915072673605,171.947148485285,167.8403427438087,169.6924435977899,170.55765284345446,168.9702744631523,166.46906992179203,163.32572234705285
7,1985-12-03 01:22:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-01-29 01:15:00+00:00,,149.04175526782797,158.98089539396634,154.97646809946883,158.75927528227487,154.51863480238416,157.7321122026192,168.88471027517386,156.26380487886027,168.22897298494968,168.0284234764954,161.676630609796,156.78194023653418,169.24858475377334,170.97876127073073,168.6623162644085,171.98454362552846,169.41910852202426,169.29444102291515,168.40213454699563,163.28665582123926,163.34120564211233,162.9020630484078,164.89561703114043,163.2184540919128,165.18641222957785,160.86444460104053,156.14999043452352,157.7128574106087,164.41414876606603,154.4209975141654,
9,1986-02-05 01:21:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,168.87650404222336,170.72321288818972,161.732717794593,164.27223571045477,160.70691772414875,163.2979819109491,159.67835655397147
