,dates,jap0367-0000,jap0367-0001,jap0367-0002,jap0367-0003,jap0367-0004,jap0367-0005,jap0367-0006,jap0367-0007,jap0367-0008,jap0367-0009,jap0367-0010,jap0367-0011,jap0367-0012,jap0367-0013,jap0367-0014,jap0367-0015,jap0367-0016,jap0367-0017,jap0367-0018,jap0367-0019,jap0367-0020,jap0367-0021,jap0367-0022,jap0367-0023,jap0367-0024,jap0367-0025,jap0367-0026,jap0367-0027,jap0367-0028,jap0367-0029,jap0367-0030,jap0367-0031
0,1984-07-02 01:16:26+00:00,151.70222743475782,164.53048747470285,167.5243436374819,167.31037086959648,170.72212638678386,169.54124364252667,164.78833299743573,170.7331974117579,174.57602250632465,169.54104052994964,169.9823820117255,168.74297874015858,167.1253789697518,169.5850328727424,160.4685225819102,168.3444470801215,175.28194146129792,167.47129130886182,165.0645620206182,166.17464672144766,163.1735978381915,165.52504979101857,157.17186027679722,160.54692931284893,164.35146958131227,162.17799854968618,163.98287701185018,163.58179756829247,164.78667646543877,171.8342244854969,167.2788948668791,166.0906772053371
1,1984-07-09 01:22:40+00:00,114.6009598528199,143.9759941491093,138.65195540024297,147.79854478831896,156.67140629549894,151.86721765017325,156.65288878373082,160.87678652696962,146.53501341280918,159.0616026497338,157.40893417142092,154.25220599576937,150.6598518113604,155.18734655502215,158.8275776538215,164.14481696168207,162.03410623599564,160.23209990843637,151.8053970628102,153.23585866525372,152.92518880023812,148.0282379002679,148.78017719010077,145.67864101236725,152.36079689239844,157.41622689148588,158.66487070553023,156.31337583922976,153.5727669416949,159.62414465791392,149.27130133671932,153.31114640744013
2,1984-07-18 01:16:43+00:00,165.34896473393658,171.67226374513967,176.71232559750118,173.2359756607955,177.7993693622231,175.54689735789455,178.77811270256367,176.24532964384323,174.83424185647064,181.28256360505586,178.8841511855928,176.6406504586864,178.17372308358307,178.97839090754943,176.48563830214752,177.04122069345786,180.10090501055484,179.09318419723868,179.75942116926367,178.79762527380973,181.70974760292532,181.0121228125352,178.67970842506935,179.9197263426091,176.40503810404684,176.07730523624704,176.3589732199633,173.8905745007639,176.63805930068503,171.59215771033624,171.0998306682056,174.1688256571945
3,1984-10-22 01:17:58+00:00,164.41747455721256,163.1218359346459,164.13329622854138,167.188473801607,167.5980617879764,169.12809653498599,171.34901535240346,173.36734373546622,174.43828938495574,170.6441753800859,170.42056196946615,165.4995590350946,169.33155946122892,169.12968025580884,169.6143256158601,171.01890264003598,168.97158621377625,169.33205151313282,166.290385451989,161.7572207622985,164.03149772770226,162.7047880326223,158.73750839370135,159.70853106524999,162.5102751140935,172.388608744121,173.5223986668145,169.28207632201597,173.77120410266446,173.4331401279812,171.9388316884115,167.33405022047688
4,1985-01-17 01:24:26+00:00,166.59563566961674,176.1503620909582,176.84953434005436,173.7525712140382,181.0317960372941,178.0559531441108,173.39598410074768,180.6878290886733,178.55577958003403,176.41402136116676,175.2135460728956,170.8441842357463,172.87662814141754,178.41861225174637,180.16152112297706,180.60677428856263,178.2834241910456,174.3791464037319,168.03390696796427,167.51293849447308,169.3698948600792,174.59598939073976,178.87047044248786,178.3567803537819,177.75825132300605,180.95873848654207,177.3645148438138,177.18683613232656,176.8424349148574,176.33854897346174,169.40940919885946,165.5943114730441
5,1985-05-02 01:18:05+00:00,138.48310086972765,151.23513022858225,156.77352780175573,,,,,,,,,,,162.60339490449354,168.6982366438349,166.32487546870482,167.5665687643429,,,,,154.06784564287537,156.98392821952618,156.7711834787304,157.41022819410716,161.35819902620167,155.6680300055449,155.4791271490771,158.53109122270632,156.37213014110304,152.9296759008525,151.6981620210638
6,1985-08-29 01:23:36+00:00,,,,,,,,,,,,,,,,,,,,158.66025151079853,155.94316668095442,159.83045329264849,162.41290377888427,163.18176857527578,160.85110777011496,166.6191055286639,162.5122997871876,164.3644006411688,165.22960988683337,163.6422315065312,161.14102696517094,157.99767939043176
7,1985-12-03 01:22:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-01-29 01:15:00+00:00,,157.14005150095105,167.07919162708941,163.0747643325919,166.85757151539795,162.61693103550724,165.83040843574227,176.98300650829694,164.36210111198335,176.32726921807276,176.12671970961847,169.7749268429191,164.88023646965726,177.34688098689642,179.0770575038538,176.76061249753158,180.08283985865154,177.51740475514734,177.39273725603823,176.5004307801187,171.38495205436234,171.4395018752354,171.00035928153088,172.9939132642635,171.31675032503588,173.28470846270093,168.9627408341636,164.2482866676466,165.81115364373179,172.5124449991891,162.5192937472885,
9,1986-02-05 01:21:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,168.59347907006554,170.4401879160319,161.44969282243517,163.98921073829695,160.42389275199093,163.01495693879127,159.39533158181365
10,1986-07-08 01:10:55+00:00,148.4127422261615,161.4415331263581,168.06040749709422,165.48093979940103,162.50850964212384,168.00499274899508,163.4839071746782,168.04136311727777,170.12412127633823,173.33567144304,167.7280533079796,163.4837336632785,160.31076911051522,167.17442731159952,162.43601630340478,162.12326914699227,166.01990330926338,163.56047835383936,153.82563843725578,166.04153110736442,162.94718322284078,159.71286857257527,155.72912343316116,156.61989515259458,155.90662818953027,151.2992400590072,147.8327331225653,155.58027011354045,155.0263432695187,155.14376892672817,152.21077071200014,148.98114437159236
11,1986-08-09 01:09:48+00:00,168.74993104082847,176.76755240662766,181.47413106783753,181.0232665142182,184.28735941970285,179.06794410854468,180.70931080029112,181.84841456417195,173.41244876264145,181.78853465783476,187.61015531758363,181.853815759952,184.72479643783635,189.4489414621163,181.8932952630366,181.9474591633925,183.74288666978504,180.3748488825948,181.2264711088035,172.96765716370686,178.43656056627188,176.15813924673375,172.7014646107978,175.28876510792009,173.6672329651405,170.54775454156533,174.74199695279177,171.60039508046196,169.99968161874233,172.2357614239829,161.10403204050948,163.37473622450085
12,1986-08-25 01:09:12+00:00,146.84776033538782,170.99638619366772,174.5339289496117,174.01081715042352,177.21719920620063,169.36049768448675,170.5896934519651,168.21567469381844,166.54884414909966,175.63448679937565,172.4350151224241,164.59267142879185,164.24610472279937,173.01553616157085,170.01092868889882,171.5879926146912,169.74084196053667,165.7738465961155,171.62183707318488,167.07773507627596,164.1463304053492,165.8562660690213,164.56928037720206,167.19042367219248,165.64452410123045,161.54816522938023,164.94884107045428,159.57079377386492,158.33063801404847,151.85476844296926,149.27499146916873,149.11472242727496
