,dates,chi0348-0000,chi0348-0001,chi0348-0002,chi0348-0003,chi0348-0004,chi0348-0005,chi0348-0006,chi0348-0007,chi0348-0008,chi0348-0009,chi0348-0010,chi0348-0011,chi0348-0012,chi0348-0013,chi0348-0014,chi0348-0015,chi0348-0016,chi0348-0017,chi0348-0018,chi0348-0019,chi0348-0020,chi0348-0021,chi0348-0022,chi0348-0023,chi0348-0024,chi0348-0025,chi0348-0026,chi0348-0027,chi0348-0028,chi0348-0029,chi0348-0030,chi0348-0031,chi0348-0032,chi0348-0033,chi0348-0034,chi0348-0035,chi0348-0036,chi0348-0037,chi0348-0038
0,1985-01-25 14:04:27+00:00,,,197.41089254541237,199.18139571103833,197.2818719306675,202.78768002959322,,,209.44799738068093,215.31692030736207,211.58987566326195,,204.7522360145596,191.91243322091782,191.28769595306926,193.12448885647223,204.0509672859158,197.52326107098773,204.5786379737373,203.20388327683037,199.2880676744083,203.06123078731284,203.87056182889486,195.55754938707548,194.98404071948346,201.14833452947695,205.02317815232823,198.1696045887535,185.75868739389477,183.17880843468228,161.97058925345442,170.93631799462375,171.73598423590303,168.67157941181992,166.88936544523742,180.83779949717274,182.31640983009456,178.6856567293744,171.31018835287597
1,1986-01-28 14:01:10+00:00,188.3784999357585,196.20486304642742,215.26681339525675,221.66531837412276,220.85661429480564,237.73981604614744,240.49524405406973,,224.2786604913471,224.63693356926638,246.90779795642067,234.6136001416066,226.54467223822138,220.3237651426158,224.67104940486408,206.10169777574743,208.95707964321525,202.2716382830788,205.4839725513594,210.50540405070262,208.950559887868,200.19920515639137,187.0747305719065,186.00271590646577,189.7827301721158,177.0327142146116,192.1985351513926,184.64156123518143,166.4417689613341,156.81777910705193,163.2954974728073,164.57378287239487,166.31293325099483,168.52057810553742,165.75446247710093,162.78213625804264,160.23444371266135,160.56431664091326,162.05597607160217
2,1986-03-17 14:00:06+00:00,189.29577195617435,216.3053918858064,245.2510769050048,253.22360999396867,230.02018943975193,214.26909887250093,225.0609445281163,,,,,,,117.01648104193751,197.6890808489465,206.16233673071844,206.4896246640883,,,,151.01843578678194,144.7145009978487,142.28066432810743,213.1150571487555,216.38622704253277,212.95008922303376,219.95572922689206,211.0874348842122,181.87522328034828,182.27762021798316,184.20037930463985,188.90592594122802,177.56330615590176,163.86224526167197,164.36891592983477,161.90849698283395,156.9725462929226,161.28656192104364,168.49131906388757
3,1986-04-02 13:59:47+00:00,179.11979971134662,,,,190.57691820552674,208.06413355558146,,,214.38552003115842,207.53964586009718,,,,131.98614684231848,,186.50690191362708,,182.38563162969632,,197.23600052809616,174.84731723228657,164.55497821776467,151.19831258486948,,147.1975738711655,175.39584497971308,206.2225476661438,,,,,,,,,,,,
4,1986-07-23 13:56:32+00:00,,,,,,,,,,,,,,153.08022524204762,,,,171.80778169978544,,,148.1848479915363,,123.67568939487035,,,,,,,,,,,,,,,,
5,1986-08-15 14:01:53+00:00,,180.40713749603447,221.2679421525609,229.1972290120064,234.76973442942455,236.21984805602966,231.0986247144925,226.9015019337868,231.51934016945538,238.35133386714853,233.6306301961573,236.86706382541047,203.08260468115708,190.29139943373116,193.07772242068955,198.31328465117141,207.27413260307296,212.19171065271271,207.39242542649436,228.76687579614628,199.08367115244522,193.47094223848964,169.19393763889747,174.42180077922944,183.01415180879863,175.18283829648752,176.5057844643074,174.89079935862213,163.85299922585992,156.4387693625466,141.74385167516914,137.5001828542138,117.50130165170847,121.2079501893785,123.02303232868472,,,,
6,1986-10-11 13:53:47+00:00,,182.9481101054674,206.2072833356958,238.34505003986953,244.5593517525818,244.7219319012081,242.61323579654209,238.24639264305546,236.2055626386028,237.95397004354498,230.23794380309224,237.05784230976008,235.65631276751122,229.1108655626351,211.61499523320956,201.1062037242693,206.48120270833405,214.24432556003765,226.8922331646536,233.22299807585986,213.46055381609247,198.11336503758616,199.8804099917932,183.91509077273676,177.08753377817817,189.61169105089942,180.18263719249444,184.65566175372908,176.629622556349,165.0901093407622,158.26268892044644,151.81399615989457,141.28738409860765,134.29547325782875,140.82461861661307,142.47932848330584,135.94257148421494,126.21879261137713,138.88167503097185
7,1986-11-03 13:59:10+00:00,,192.08619456920383,206.87843553958083,229.88761735834447,238.40855143011464,244.10009419906862,246.29234619883061,248.64161744852208,249.89897307235537,253.2887183479805,254.23836649026308,243.56193206585175,234.93622763868245,223.73768297040652,205.73651187162034,195.15715052548893,208.12454502798715,209.21220033240704,216.34061044096586,222.5815225455937,223.90548317976578,215.3690233559688,204.18899388792963,197.77595230085885,197.62796492153672,193.79413727114985,203.75291824475823,187.94080888426328,168.80157329630072,172.526038612369,164.8527529782399,152.16629432447223,143.19203193905284,139.14862601140175,137.77520462619123,138.97517368375816,146.76945422459602,143.21750252890007,149.13918435105296
8,1986-11-12 13:52:38+00:00,,176.246686794848,196.14279287881266,224.43086607785074,235.22471407860252,230.2032604738468,227.13991863724044,235.42514486028307,240.35966945438517,246.51701445136766,249.87112548268914,244.15634078319007,230.6439219012728,218.36156809967852,205.18834446873907,187.02463851513787,187.38149334355188,194.7846969777061,201.8743419655761,212.7597441393267,214.49913632587948,216.8110806253245,197.00566192615253,193.6289382443046,189.08933158842657,187.19588245791329,190.29347461293767,195.69813152959892,184.81097146147832,169.73123685354,160.44652428638167,150.588350695357,134.82170860861208,122.4919427256423,122.22490005996923,133.70345898345164,146.20167598514504,158.11366131313446,158.39778090292674
9,1986-11-28 13:52:22+00:00,,,,,,,232.71058830011157,234.80919771332802,247.3163254770906,245.0426097677122,243.07656753401943,229.29067687911868,235.7640713121028,221.72476376740636,203.7713736710104,189.8570154141617,190.08936447849362,182.81356603324593,184.65116207772928,198.35430629453708,206.55965235421024,199.75763623490042,199.3179346470032,185.76278157333755,180.244146742743,176.56524183746882,176.53312966057842,180.81167783756376,,,,,107.5697264091189,,,,,,
