,dates,chi0528-0000,chi0528-0001,chi0528-0002,chi0528-0003,chi0528-0004,chi0528-0005,chi0528-0006,chi0528-0007,chi0528-0008,chi0528-0009,chi0528-0010,chi0528-0011,chi0528-0012,chi0528-0013,chi0528-0014,chi0528-0015,chi0528-0016,chi0528-0017,chi0528-0018,chi0528-0019,chi0528-0020,chi0528-0021,chi0528-0022,chi0528-0023,chi0528-0024,chi0528-0025
0,1986-09-02 13:53:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-09-18 13:52:44+00:00,182.5914689982155,178.16558933092603,183.7525894268548,178.17129721187325,177.91687580368867,182.88391604103052,175.52617645742777,182.00446864106277,180.7416531860661,180.67195919244477,186.57475122195044,183.3015055732261,186.96303100843392,181.6782428063924,175.0749801738986,165.2506552614628,162.35947605679382,179.99932518068866,200.60003769152033,198.39191955784239,168.886881203102,172.1930953846996,193.9021321218948,177.57179491717716,184.43848579543715,131.50845820752656
2,1986-10-04 13:52:14+00:00,200.27158151370182,195.09477537371285,194.90901444476344,194.02183027486626,194.8501155422725,200.73954636812542,188.89627940343095,190.46181033027563,190.4135751544966,192.09923526573724,188.33286553443978,189.84924930493386,193.49382727641844,187.47054991728885,186.3389445490973,181.3121870570176,177.48501949094154,184.76462127780732,197.39079892114282,199.35429768272215,187.9019652598894,189.58026174993725,184.53775855653848,196.7002473076416,186.0132569664321,147.75554130926994
3,1987-01-08 13:51:47+00:00,,,,,,,,,,,,,,,,,,,,,,,159.0246177874483,,155.78118124010555,119.29795553045223
4,1997-02-04 13:56:53+00:00,,,,,,,,,,,164.42250668731634,172.22530537195956,175.88983577395197,174.2364514239236,173.7122694199366,166.0222359114356,163.33844619826573,171.51115623144705,175.29592736288868,172.91835411313122,157.5288325738228,158.25389734675565,182.354301776736,188.04817793944846,173.33079263007107,127.30308995872106
5,1998-02-14 14:14:11+00:00,212.2113462618293,211.25594373023725,218.40150806226958,217.41318550808253,222.04443145389737,223.84344398182446,217.049378401609,215.82567394514166,215.27772849126765,215.40293281465833,,,,,,,,,227.24985791190633,,,,208.71008129727855,,235.4927521818938,
6,1998-04-28 14:09:26+00:00,188.9979748710535,186.43243810194213,185.76663064404642,182.5823020380237,178.46627206005525,184.56140324686356,182.71816475852185,183.67399071532822,181.136598607957,175.8994180068505,171.61600804740118,182.92840051364792,199.41847621993645,198.14228586768434,189.78491764786423,187.75130698209927,187.33991840240884,188.15166972221908,197.29866492895272,203.45027301050905,184.96670177126427,190.0695027588065,189.46687122608733,205.6171373233802,206.7550126330348,
7,1998-09-10 14:17:10+00:00,148.10295924749735,,145.11955702890347,,112.16467630708172,133.88936907088558,139.45057960282008,138.10216895491257,152.6473996251552,143.96915235940307,144.43268778679916,129.4099721124806,131.59737221683653,140.5825999201759,114.31370983151061,136.1797700657654,132.3137876037631,155.71262799181156,162.9409593230022,137.9505649138314,126.75171019801363,119.3251110937003,170.4491518951646,140.57937839074785,189.43766284777345,142.50942483447602
8,1998-10-28 14:16:56+00:00,,,,,119.42277058549111,150.47350607215552,150.88089172631652,145.90447759804766,150.9490887112718,142.42557932265643,139.58168656085397,144.08380081972084,136.82113312801252,144.85004463007826,132.86600077257214,153.71428871235852,139.20800402022422,146.01721233271923,147.1980209846338,150.86335115445817,,144.76113976680895,153.0769058601488,156.86520016108497,157.6498662923545,127.88875324553604
9,1999-03-14 14:11:19+00:00,180.72894974896695,169.0095249529221,174.46934448991468,160.2802066078791,150.3564749962374,173.22780298726357,169.19627583368018,153.57814996647846,160.60291844427098,168.0537810543436,160.62633719979098,163.23220398871717,168.96331960507476,168.01404434641915,157.11272073602498,,150.455169703352,165.3106126444553,170.27318826151338,176.83098498053937,159.11929551891384,151.9105296462104,172.37205369229198,178.43491896695576,174.76319032502866,120.4466805554999
10,1999-06-02 14:10:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1999-07-12 14:25:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1999-10-08 14:08:54+00:00,185.1769167821826,181.40637759950323,176.50538457810617,168.6039132381529,157.6407885464303,149.44944821112895,152.96564306635443,,,175.1104777465514,192.76824677662282,162.09871174313528,,,,167.5742747100057,147.98978466840205,169.5949326729649,171.2099540810615,170.91387487792767,162.69740739811843,167.87679576244093,174.58166844149358,160.32733314483002,154.60753845722624,116.16346974321416
13,1999-10-31 14:14:18+00:00,179.44791875469593,180.66812254300342,174.37914525594763,148.96565248349125,146.34786294578603,156.1371861890074,165.77090698847923,159.68043629849888,163.49629905269657,158.4598093617818,161.87189087259452,165.48691041960151,172.57568897968815,172.5557791267751,164.70858667558633,166.20913749393836,153.44375158144342,157.8736004202184,177.0634151719262,176.86267359490782,167.71554619233964,166.32301795583803,176.09541218600972,174.12002168370492,165.8640260187539,145.34390808233917
14,2000-06-12 14:24:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2000-07-05 14:30:03+00:00,210.16428952171762,208.66093886470722,208.48598181593408,193.16160195502863,195.83232278849144,198.83228110253816,198.06057142258885,204.01602258259592,204.82997816026014,203.8919001864679,197.84631981256027,203.70813370005672,198.09225990843302,194.64323051341367,191.65302487350996,190.55506649743944,195.35153567018523,202.31095662680852,219.03822746636146,216.0266638841084,203.69399274370045,195.66245467801613,210.89222707946314,202.7993674950719,216.8632113192645,96.31296556006257
16,2000-07-14 14:23:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2000-08-22 14:29:04+00:00,196.87846778408147,196.56711577801838,192.2557957818479,183.29859253360985,181.36315710822277,197.30009591871698,195.01879908595788,195.90317060127225,202.7823445126512,199.86986788653525,200.15421376430777,191.52698818791285,200.98510085694676,192.63421541062326,191.42416245531876,186.52143769138286,192.92275744449893,198.69088469841398,216.59346459753397,200.86386314908927,191.35088220718802,206.72659644940458,213.09386905689524,221.4062514922061,209.3680363799952,118.99128769826528
18,2000-10-02 14:22:43+00:00,174.57069158911284,183.411956164837,193.84015085499775,183.64310766477297,172.52687749210153,184.93190530411943,180.6735153473682,177.05078730628279,186.53153495316,179.80295984583174,182.1650683211608,181.34433156454,187.4883002966366,183.7147114685582,178.82158518060925,175.0662551929213,173.5897698306322,176.8217783023317,185.9619768466492,190.7357904145724,177.4717072533285,176.93691478038596,175.0630435710648,182.52927690488602,176.25016793882952,145.0519591831667
19,2001-03-02 14:28:23+00:00,,126.06371995337976,,136.93702949383942,,144.5856426856362,138.34583697444654,114.93600542377624,,,,,,127.9142942875901,116.48527319651315,,,,,,,,,,141.55009493987896,120.12895174034036
20,2001-05-13 14:18:13+00:00,176.38961259119927,165.60105166676433,,159.86988143694515,164.04228339619388,,161.6759064920468,151.390900974386,156.7413722769142,155.4308501053867,153.6785989446045,153.5227770260371,163.26275651183377,161.89926419457967,155.2431396082132,148.40684357096777,161.3462103494011,167.4302254399751,176.53509264357857,174.07039447565978,157.14427094642159,153.59101681893753,,,,
