,dates,chi0185-0000,chi0185-0001,chi0185-0002,chi0185-0003,chi0185-0004,chi0185-0005,chi0185-0006,chi0185-0007,chi0185-0008
0,1985-07-27 14:07:41+00:00,165.37944278585948,157.65867786655681,158.1152130142017,172.36009154775414,194.92292586765282,214.72486422674342,228.6414906801104,227.33661088368692,226.34487377449335
1,1986-02-04 14:04:48+00:00,174.5917401443165,176.4528934932634,164.8954449224159,169.3009646141465,186.30390055548276,211.84295907479677,227.81483834254482,220.35140074411478,228.1080642368426
2,1986-07-30 14:00:05+00:00,169.4611477966494,167.86721146958564,162.22876952247805,181.2319004221988,190.73644822921437,222.92750652833033,232.75239608998348,231.31902261619422,244.25581717446664
3,1986-08-15 13:59:29+00:00,159.49514270665327,158.6667939054912,165.15626799268173,177.37588753650695,198.22873034566462,219.26041937332855,234.40685705648866,234.61962784752754,249.10354986614882
4,1986-08-31 13:58:53+00:00,159.88811604418876,152.7790906437355,153.00892104067486,171.94255768240185,188.98834267799424,206.4701691317255,222.56680981930162,222.86912452055367,230.19505298532596
5,1986-09-16 13:58:22+00:00,165.78442342088562,165.2821852811537,159.99597624876043,180.83054189316513,202.5066563638248,223.1367211113856,242.71236587148493,242.6558299014711,254.92059636657683
6,1986-10-18 13:57:20+00:00,160.1177828434319,161.4243195288185,149.2147663544743,,179.06562108107016,205.94629526298257,218.66542805464562,229.23424753723862,235.90290489878365
7,1986-12-21 13:56:50+00:00,163.79760899644924,160.75879015612148,151.00968371823976,160.6837683068129,170.4325341490476,202.7674451600933,211.12881417137888,216.55759477180365,220.75684330989213
8,1987-11-22 14:06:04+00:00,164.3766733968383,161.06546331373642,157.3276796052171,170.9043375850282,189.90611279369128,217.62546982626304,224.77301431498225,234.2656664722633,232.749504357136
9,1988-01-25 14:07:07+00:00,174.78329130039026,179.2901189753425,157.13676917651784,162.1141801492973,176.0946987776459,198.9581423227994,215.13338725337135,218.20550681291715,218.75484436329452
10,1988-02-26 14:07:36+00:00,169.48145635405973,170.93619248147292,163.15821585206245,168.9627799103891,187.5685403748522,215.79052019328137,233.73286602831655,220.34270326112306,227.87496141817994
11,1988-03-29 14:07:53+00:00,161.54101856669246,169.3808534071771,166.2675935046023,172.52310606130166,190.37884341555247,210.64849545690953,226.22644620739223,227.38169774595042,229.38080859060426
12,1988-04-14 14:07:57+00:00,164.4430987338572,171.55488066237203,162.9382455276478,177.4506055779996,196.17773192318361,210.1857028644668,227.38065428778825,222.97946259462654,230.95927845527876
13,1988-05-16 14:08:15+00:00,162.40795266520033,161.73934341527482,159.9420578350001,170.24283560998438,192.17985784225823,211.40883121358044,220.45491240904047,228.9162110488795,227.01405080358717
14,1988-06-01 14:08:21+00:00,165.1656861699636,165.9406947618465,162.88051520143188,175.09886466905124,187.21473413986328,210.6071268288557,220.41665738175828,229.3326997781736,231.75999421214198
15,1988-06-17 14:08:27+00:00,162.80994706037595,156.97749302443353,155.771628899489,174.6230907401585,189.95204148874734,206.40482586633922,225.30099319547833,228.09222065497462,238.5230985842571
16,1988-08-20 14:08:36+00:00,155.11071087350115,154.9888709227061,149.46999290593317,174.23597796654167,198.16804243710686,216.6857907988182,229.18236078932722,229.5044097234054,239.8809538868115
17,1988-09-05 14:08:39+00:00,157.21319586898582,157.35715089012697,157.820202740877,168.99399379570136,188.88948893023405,215.3520973934064,235.5801209974885,225.65028605403825,239.63062074906773
18,1988-09-21 14:08:34+00:00,156.78304427687002,158.0640106055206,161.18627193389145,177.63195792734922,198.40923637876818,215.87088115625423,230.52823149499417,234.95744577242039,248.59764750066228
