,dates,chi0073-0000,chi0073-0001,chi0073-0002,chi0073-0003,chi0073-0004,chi0073-0005,chi0073-0006,chi0073-0007,chi0073-0008,chi0073-0009,chi0073-0010,chi0073-0011,chi0073-0012,chi0073-0013,chi0073-0014,chi0073-0015,chi0073-0016,chi0073-0017,chi0073-0018,chi0073-0019,chi0073-0020,chi0073-0021,chi0073-0022,chi0073-0023,chi0073-0024
0,1985-03-05 14:07:05+00:00,203.79535872820077,202.5750827016362,207.4873566293162,222.76344286701007,212.56312826806422,197.42244464812308,197.18330423903603,200.46878801027526,203.47248967646098,206.35658907166567,208.2469124823952,195.70740500964502,214.83268389714422,207.54963400600798,188.90946877190038,199.4315348031211,206.15055705719325,193.1170710730553,199.94317921368307,204.95272299547554,206.21229970626734,232.34446881670624,222.8173021952133,233.94999555859403,217.3581959877693
1,1985-03-28 14:13:13+00:00,204.60352864520297,198.19273353463876,204.24729985618234,214.14613177447205,205.19066949567198,188.22947770000877,186.06098046172005,205.1184017124184,207.18876010204934,205.4675064484675,212.5570011172538,191.80229215242647,204.91369469107912,202.06306705092186,191.33964833440197,198.22818048079108,209.6635752860231,203.07968101151593,206.76172675747083,202.89585740809548,203.77761180182677,230.34048655458463,218.87553418156767,230.0998197571157,220.4861650417176
2,1985-08-03 14:12:36+00:00,,,,,200.30838174348534,177.19271936542594,,,,,,,,,,181.46236842814386,199.55447653616926,187.35259039056118,189.09744236819398,189.90735442843368,192.69228696158171,212.9863732262571,207.74485006684296,206.73143405884272,198.55006845699484
3,1986-02-04 14:03:35+00:00,210.19836046674084,212.18587700068167,208.83915273119982,222.50762412324084,220.78205197880274,199.92656283672355,199.2885745115271,212.11016314492733,216.11307335590195,215.51861367739497,213.66115585319062,199.5491139258346,214.09220126863158,208.46797728259457,197.76980711783153,211.759975254395,220.8107445759883,216.15405095499682,217.30813338146018,211.50644712344516,211.85813109323328,242.4353328474176,218.66146987020758,225.31470995241403,217.37835802448785
4,1986-04-09 14:02:13+00:00,190.59778955395313,190.6947283606952,194.75768945060926,209.286130040077,219.6751730900018,182.60444120659673,169.2008614264197,194.87218617983885,204.7051081475659,188.26185415700942,193.1818389218379,191.51892518288088,199.32762554186928,195.8541090283105,191.720634203501,205.59169060727697,206.1731249351543,,,,,212.68923563122075,209.81942078806247,222.9550786196992,213.16529599194374
5,1986-07-21 14:05:23+00:00,202.25395153719944,199.00660880036378,197.79386040686808,214.66633634858619,211.83304124715886,195.5225913822673,191.347201831512,194.87082273585602,197.75487430690282,196.44470892991416,195.77031514873892,193.96083271750092,196.41927877451613,195.54710706518006,185.37074940340813,196.6995603603203,201.63557426589102,189.77307065325164,190.7757700271216,196.61941903207455,193.259499150772,226.55899686563447,212.89250135054874,223.01911924218228,211.54937823685702
6,1986-09-07 14:03:37+00:00,188.97843080464716,186.57380287452006,193.44956588104964,203.51812210001748,203.21150713234678,183.15763372045626,187.508214421787,195.70258477100185,196.36938395334067,190.2185754084238,196.56529848880172,182.9071506994655,194.85227957939256,192.2631934400189,180.13640266504257,195.1977464490438,205.35582767791587,194.56566986863132,190.76177718345133,191.8056080449738,194.22353835230427,224.39242475137704,212.89127790423902,225.78573404575044,207.4138218625211
7,1986-09-23 14:03:08+00:00,185.40857279603532,193.5466593223656,197.93560774782833,205.68097274065772,211.778729835279,192.3820602798292,188.36977017514835,190.601036615155,183.07374710049157,182.24837604865115,200.73874151587876,192.06214322201416,207.33889750640742,,,,,,,,,,,,
8,1986-10-18 13:56:08+00:00,189.36690587840016,183.91716358089093,182.9551094151113,193.2494681661302,191.9138940187558,181.89920451971352,184.24717966295367,190.58508065848122,195.49605551952646,192.0644158780178,190.24392834267653,180.0669535641299,185.30563724852385,184.87998517819702,170.74756532603027,188.06894296872468,202.01321963137485,193.93816486957203,191.7366921973214,187.73142658968953,184.7526957342813,213.09830851781234,197.79147381523492,214.34665450519535,202.6682319723539
9,1986-11-03 13:55:34+00:00,198.79807689324383,191.024386277954,198.20436252664138,212.59729768403838,212.94193455337845,197.7411447569965,195.13407665519202,202.87916807930128,193.2144825566871,191.4027600506711,193.83499098272253,187.21561488074684,194.8018645503872,197.67103376739917,188.26988120166112,202.04541734445255,212.12781200793034,199.37876247099803,195.4664933625413,190.81347263055954,199.8111353961929,220.27173475306157,214.3978902712105,231.64918834979298,223.56315741664403
10,1986-11-10 14:01:28+00:00,191.01674087361175,198.03435393236612,203.97854818981034,217.01718381454685,212.35521505630155,196.78200570351925,191.6602833035628,200.75990775837366,198.9521311583521,192.68680793741325,200.94270597663217,195.23897354856334,212.10258666726267,203.24857461076476,195.67921716629044,210.26237348191276,214.12145734077154,204.54941519676066,203.29946961949688,204.8728086321184,201.46392959710096,230.43958316108672,221.13216418035287,227.86415111430625,220.78137574551573
11,1986-11-26 14:01:05+00:00,,211.01115417435796,217.96244282873647,229.13843642675562,232.1698429643797,213.23818270757576,193.2622901669007,213.22088981709692,219.52342723498427,218.5753430271972,216.6605883607141,209.9818966930465,218.55540979834413,216.70042775027756,209.88888914432545,226.6071007888131,227.64495247178954,215.51549788488998,216.50300360325224,215.15679997205973,216.1341880819503,242.1420346936273,232.44671692714775,239.3757333314906,231.9658437402852
12,1986-12-21 13:55:38+00:00,204.60139010500754,200.13081122527632,195.97808115145955,201.41016943367748,186.81482474856674,168.16586140461996,173.17400023329768,176.00080516688473,184.44575018654402,186.49555376999896,181.83141500582587,,,186.06696541466292,178.4646422201951,196.29229300159017,208.96344986835044,197.48568036732505,191.496474445785,184.63475089325715,191.51930348437355,221.20068897708126,218.94457485400994,232.79363966261445,220.36288135531578
13,1986-12-28 14:02:01+00:00,,210.01121806774194,205.6860446347436,217.69481771924143,220.26785231057494,198.39944364388234,199.1346410311175,212.93985806280125,213.72040544838646,206.84957309999027,213.2214265385534,201.4200907543024,215.81007084357833,209.19833916071101,197.85245074507515,210.08803805657442,215.36516628440856,204.37245789727103,207.99759268020355,203.29543437642494,207.94060357115603,232.6406877496,222.8595939515903,234.34038124420812,227.88642370528265
14,1987-01-06 13:56:06+00:00,180.59565078341015,186.54875218648428,189.8170397587783,203.32249878899646,206.8961630520506,185.04238521475685,184.63872857335187,187.07060431196513,194.0957918525876,179.66216912645493,186.82785801087203,183.15019812795822,197.62020539859685,195.50556506611983,193.61837163097127,205.04418334288346,209.12592669223747,198.0903072078446,201.3913136149754,188.326275326656,186.73019831538193,213.2169510324482,204.03985798062166,218.82216397521557,211.59405904740296
