,dates,usa_HI_0047-0000,usa_HI_0047-0001,usa_HI_0047-0002,usa_HI_0047-0003,usa_HI_0047-0004,usa_HI_0047-0005,usa_HI_0047-0006,usa_HI_0047-0007,usa_HI_0047-0008,usa_HI_0047-0009,usa_HI_0047-0010,usa_HI_0047-0011,usa_HI_0047-0012,usa_HI_0047-0013,usa_HI_0047-0014,usa_HI_0047-0015,usa_HI_0047-0016,usa_HI_0047-0017,usa_HI_0047-0018,usa_HI_0047-0019,usa_HI_0047-0020,usa_HI_0047-0021,usa_HI_0047-0022,usa_HI_0047-0023,usa_HI_0047-0024,usa_HI_0047-0025,usa_HI_0047-0026,usa_HI_0047-0027,usa_HI_0047-0028,usa_HI_0047-0029,usa_HI_0047-0030,usa_HI_0047-0031,usa_HI_0047-0032,usa_HI_0047-0033,usa_HI_0047-0034
0,1991-12-03 20:24:42+00:00,,194.16780593852235,182.63495469434767,178.47499513241422,172.25631424561553,167.58083519684752,176.01941814203954,160.58211816940153,153.19122394980357,178.34148650630195,166.2780701600731,171.6255794814655,146.6462633976364,146.98795365430954,153.3021138255845,152.4171723881997,165.0165482049331,146.65924580925838,,,,127.16506507381288,151.25020448368915,158.78377568990837,153.75409314538922,171.83654033745879,,,,155.34502836553577,157.57496830188734,181.79390048324566,178.82603985927454,,
1,1999-08-02 20:59:19+00:00,172.00901953228453,184.82116246800393,184.4100232392511,186.49789207090856,186.09165995528798,174.9901371660796,172.02516799279007,168.2349443084294,167.69574714512208,170.1248631250008,167.4492605276548,161.42411078356855,169.5746294216744,160.04405128168864,156.67290431563427,158.0634671278807,155.91032449330518,167.82984074750757,172.977751435309,174.4539517944026,162.24106718526238,154.05183836315499,174.67845016034113,177.38729317717102,171.50102511686146,178.2852054014025,187.56990925530047,181.75007120029446,169.22189329912928,166.7351364777356,175.64419200885084,187.05513381121824,181.5016541441731,178.72305085131435,200.1591671126421
2,1999-08-11 20:53:07+00:00,181.08149611923128,185.28386122567434,184.91360721902774,188.88915979467637,185.65628907217655,179.94553945784895,180.0297145139611,172.2503003807914,177.40933904038613,175.01914349608427,171.1288768794511,162.57083623543076,159.91661874744025,160.0024362797098,154.9634894827971,157.92501740864162,159.27524380560556,170.40962672043693,172.08131229963578,171.86936566253578,164.56621878993158,148.40316229097243,169.71277784088934,177.10621135063687,167.58886462854505,176.73642041620292,188.10487983263306,179.59029920336968,174.68243563654525,175.28695032313084,183.920830980757,185.9534193192826,185.3497082154774,183.12473890948812,198.35032537562063
3,1999-09-28 20:53:15+00:00,179.86646708226505,186.49005470482587,190.8301226006885,186.37556356860676,195.4903397928958,184.1697329526975,186.79688998388005,175.00687944686692,183.29172560681553,166.4561006093088,184.3863132657663,177.85038057814177,161.73042581707435,158.7849644665906,176.8269147862603,166.14430975633496,167.55768464001122,175.74482346252464,174.73455414492025,169.58371972781774,166.28829074178526,152.51879033833853,177.910198735668,178.2322761394907,179.5352915127523,182.10584834078173,191.5434957797142,187.80862406754758,178.6485122789198,167.65800566328485,177.76922924768672,187.79833740763945,183.0599717344335,181.61367002597322,199.8216145329858
4,1999-10-30 20:53:07+00:00,190.83887464463925,188.1717369208581,186.19709647014253,183.72990142257362,188.3882512580921,182.47283607744225,182.43638442699523,187.48134333671825,155.3371250878598,181.30729328528412,187.01939935309852,184.38100580079018,168.3704558988377,151.61086406275277,168.476536657914,162.79464286239323,168.4456343419874,171.65763494285514,172.74298722684694,168.36772959141035,171.43219171953783,151.36378744868378,168.355554394144,185.52208191168862,185.35288746357975,185.08424023862293,186.6457570380459,182.32648236019736,178.2417556178652,171.077083868872,181.65615380771834,190.85147269505617,184.98116682277129,187.10886375046178,206.56461545109212
5,1999-11-15 20:53:07+00:00,186.44761594017217,189.86734551949084,191.01043456428607,190.2100262983457,189.50867119080206,190.61186812336186,187.83237258009308,195.2892999852612,174.5129047173741,184.26211666190838,187.78778474184557,192.70904079163248,160.83737137786537,168.20608133101786,162.4861665817793,166.48959852513843,167.7984628009475,172.33104159388992,175.8864584086073,170.70324850484332,173.8124955155792,156.01306015296674,175.76207848076018,192.8418625734808,183.4938812545884,185.95593524169692,188.83609183768732,186.12533564841632,179.39947496683658,170.91135053200023,179.86142575455278,187.13576505814527,184.24316059114835,189.98177297524157,206.82403145734045
6,2000-01-25 20:59:13+00:00,178.50465343537022,195.65712761573857,195.2449150277311,195.41281085958562,190.81976366131417,189.05041197961341,187.6975651793248,167.71831343872086,183.43828391041433,187.54581651260844,176.52178325220947,168.76646818668607,181.14572150436223,158.8977954541022,142.43942198196908,157.47540967398396,167.3289394145035,173.79504052381668,176.005984120244,178.2009011399082,170.59657136568455,156.793510848127,179.0370030191558,176.04504645660433,178.15562964503215,182.55897945789638,195.58171916422955,185.6193642545464,174.73866774506735,177.55160126918165,183.39284132599767,189.35311808477104,190.03502097702787,192.63946523428396,204.91150948353484
7,2000-03-22 20:52:50+00:00,186.6836973829766,197.22224822571184,,,183.91110196407092,185.13064659740988,182.4729838059957,186.0164896581266,191.49597960369573,175.74565823642413,183.54918734888543,176.85697509014202,,,,,156.78852946869617,158.6884733219266,169.96629646586354,165.02007981601705,186.87877852097185,150.56888582922886,173.06681787724978,176.2945613218988,174.1428735108423,175.80625439867651,184.10451587436353,175.59436369059358,169.68004851959566,173.8156854729179,174.86174319383653,180.77912670593145,180.8617239746489,180.44182200361888,189.83251683845376
8,2000-05-25 20:52:12+00:00,190.59489748850353,189.28602029339353,190.85040081541706,182.9320259421102,185.85029642219692,178.30190755087168,181.0340124120149,179.38134242704197,166.08015943666464,174.03433585284242,177.32608165951902,166.53112942718352,172.00315418327256,145.59804176004374,149.42741487681394,149.64501626866056,153.69072588680487,159.20071900015847,166.48470448953313,161.33319335647988,166.04209059356808,145.53739827296764,159.85005016868487,178.2039105991451,171.9365738713156,166.52068648536982,179.23511455989723,167.1702152557047,161.34541746900376,158.06127279963997,169.6806851315797,178.59601319779722,174.8004209001189,173.3024393450385,187.23107740852697
9,2000-06-10 20:52:06+00:00,165.8125877690091,175.27222687310515,174.9673486848606,181.23326131530854,183.95991743214643,179.96620251029455,176.07549126237777,172.77949273257374,172.83512836895093,173.86323046939256,166.8482190511543,164.85717238676102,163.51031287652742,145.47811353424905,150.6015821261957,153.58787481234876,157.15460939854555,163.15077666386998,174.66025602048438,,,,,,174.8757821038134,,180.6995825750706,174.41527710228092,168.9778750153533,163.10713618634293,175.18733094018495,178.93908334930924,176.51869200411477,177.12317818914752,194.21650679884266
