dates,sar2184-0000,sar2184-0001,sar2184-0002,sar2184-0003,sar2184-0004,sar2184-0005,sar2184-0006,satname
1984-06-07 09:34:18+00:00,181.01,189.84,186.64,198.24,210.35,194.57,213.13,L5
1984-06-14 09:40:12+00:00,190.16,202.2,201.13,219.45,217.7,203.4,198.77,L5
1984-06-30 09:40:25+00:00,174.71,189.45,183.72,201.49,205.78,187.35,193.5,L5
1984-09-11 09:36:14+00:00,,,,186.95,180.52,161.74,178.19,L5
1984-10-13 09:36:13+00:00,170.07,200.05,200.91,207.32,211.45,194.19,209.81,L5
1984-12-07 09:41:55+00:00,,236.45,,,,,,L5
1985-01-17 09:36:29+00:00,154.09,181.76,183.95,200.98,202.5,187.78,205.19,L5
1985-04-30 09:42:06+00:00,150.81,170.22,157.97,180.32,184.88,,,L5
1985-05-25 09:36:15+00:00,174.66,193.95,197.17,207.89,208.2,189.14,203.7,L5
1985-06-17 09:42:00+00:00,155.3,179.56,175.61,191.55,182.68,159.17,178.25,L5
1985-08-04 09:41:41+00:00,157.67,182.24,171.63,187.46,206.09,176.59,187.02,L5
1985-08-13 09:35:48+00:00,181.77,204.78,205.43,218.28,218.8,204.57,207.33,L5
1985-08-20 09:41:31+00:00,174.93,196.31,185.97,217.44,216.31,194.83,192.26,L5
1985-09-05 09:41:19+00:00,155.68,177.56,170.01,185.24,203.92,183.88,194.38,L5
1985-09-14 09:35:25+00:00,175.6,197.67,186.12,211.62,210.32,193.54,199.33,L5
1985-09-21 09:41:07+00:00,,,,,,190.82,220.64,L5
1985-10-23 09:40:46+00:00,184.74,220.18,,221.9,215.18,199.44,209.89,L5
1985-12-03 09:34:19+00:00,182.43,,216.21,233.12,,,240.25,L5
1986-01-04 09:33:44+00:00,171.59,191.06,,194.76,192.57,,,L5
1986-01-20 09:33:24+00:00,163.77,185.46,171.31,195.33,202.16,182.53,184.67,L5
1986-02-21 09:32:40+00:00,,184.52,186.81,210.5,209.91,189.76,196.45,L5
1986-03-16 09:37:58+00:00,195.78,216.64,218.11,226.1,218.51,219.3,209.35,L5
1986-03-25 09:32:01+00:00,150.74,168.48,,180.68,182.64,162.62,178.24,L5
1986-05-03 09:36:54+00:00,176.4,206.77,201.56,219.7,216.97,201.37,195.06,L5
1986-05-12 09:30:53+00:00,192.77,222.01,215.92,223.2,221.34,204.94,211.18,L5
1986-07-15 09:28:53+00:00,174.97,193.84,188.71,204.16,207.06,188.89,207.54,L5
1986-07-22 09:34:49+00:00,182.61,202.01,199.13,209.77,217.06,194.98,196.86,L5
1986-07-31 09:28:19+00:00,191.61,208.69,205.37,217.18,218.56,205.14,197.81,L5
1986-08-23 09:33:15+00:00,167.72,191.85,186.0,207.01,210.38,193.9,197.04,L5
1986-09-17 09:26:37+00:00,182.99,208.84,203.85,216.34,215.17,193.48,206.64,L5
1986-09-24 09:32:11+00:00,185.98,203.21,200.66,218.7,216.94,204.86,208.21,L5
1987-01-23 09:26:04+00:00,191.88,213.11,205.52,221.56,218.49,209.08,207.19,L5
1987-04-20 09:35:01+00:00,190.26,223.03,215.98,229.78,225.0,216.71,215.65,L5
1987-05-06 09:35:29+00:00,153.61,182.91,184.5,183.88,189.8,161.29,178.06,L5
1987-05-15 09:29:57+00:00,,,,197.21,205.88,189.42,198.61,L5
1987-05-22 09:35:55+00:00,143.62,,157.0,175.74,178.63,158.87,163.09,L5
1987-06-07 09:36:18+00:00,192.91,218.75,,,,,,L5
1987-06-16 09:30:43+00:00,156.85,176.43,165.2,173.78,181.81,159.53,162.98,L5
1987-06-23 09:36:39+00:00,160.77,184.38,182.94,197.23,193.97,183.28,188.88,L5
1987-07-18 09:31:20+00:00,175.23,208.64,202.51,221.79,223.21,216.84,207.51,L5
1987-08-03 09:31:49+00:00,167.12,184.61,195.08,200.49,215.4,189.43,198.13,L5
1987-08-10 09:37:49+00:00,176.2,196.32,186.45,212.57,209.73,189.54,193.04,L5
1987-08-19 09:32:18+00:00,173.15,196.67,188.87,207.19,211.11,185.67,198.15,L5
1987-08-26 09:38:16+00:00,159.65,190.55,184.55,202.9,218.07,190.04,210.97,L5
1987-09-04 09:32:43+00:00,184.69,212.16,201.23,223.93,224.45,210.79,213.01,L5
1987-09-11 09:38:40+00:00,188.54,218.0,215.72,222.84,221.89,208.88,209.06,L5
1987-09-20 09:33:05+00:00,194.57,210.81,215.91,222.61,217.22,204.52,208.8,L5
1987-10-06 09:33:26+00:00,156.15,175.97,,193.95,205.86,179.34,194.56,L5
1987-11-07 09:34:02+00:00,190.62,211.81,215.92,222.22,212.73,205.77,207.41,L5
1988-01-01 09:41:07+00:00,,185.16,,,216.34,,235.97,L5
1988-02-11 09:35:41+00:00,154.97,181.48,179.85,195.75,204.58,178.33,203.01,L5
