dates,sar2184-0000,sar2184-0001,sar2184-0002,sar2184-0003,sar2184-0004,sar2184-0005,sar2184-0006,satname
1984-06-07 09:34:18+00:00,181.01,189.84,186.64,198.24,210.35,194.57,213.13,L5
1984-06-14 09:40:12+00:00,185.58499999999998,196.01999999999998,193.885,208.845,214.02499999999998,198.985,205.95,L5
1984-06-30 09:40:25+00:00,181.96,193.83,190.49666666666667,206.39333333333335,211.27666666666664,195.10666666666665,201.79999999999998,L5
1984-09-11 09:36:14+00:00,181.96,193.83,190.49666666666667,201.5325,203.5875,186.765,195.8975,L5
1984-10-13 09:36:13+00:00,178.9875,195.385,193.1,202.69,205.16,188.25,198.68,L5
1984-12-07 09:41:55+00:00,178.31333333333336,207.0375,195.25333333333333,203.8025,203.86249999999998,186.67000000000002,195.0675,L5
1985-01-17 09:36:29+00:00,162.07999999999998,206.08666666666667,192.43,198.41666666666666,198.15666666666667,181.23666666666668,197.73000000000002,L5
1985-04-30 09:42:06+00:00,152.45,196.14333333333335,170.95999999999998,190.64999999999998,193.69,187.78,205.19,L5
1985-05-25 09:36:15+00:00,159.85333333333332,195.595,179.69666666666663,196.39666666666665,198.52666666666664,188.45999999999998,204.445,L5
1985-06-17 09:42:00+00:00,158.715,181.3725,178.675,195.185,194.565,178.69666666666663,195.71333333333334,L5
1985-08-04 09:41:41+00:00,159.60999999999999,181.4925,175.59499999999997,191.805,195.4625,174.96666666666667,189.65666666666667,L5
1985-08-13 09:35:48+00:00,164.042,186.15,181.56199999999998,197.1,200.13,182.3675,194.075,L5
1985-08-20 09:41:31+00:00,165.85666666666665,187.84333333333333,182.29666666666665,200.49,202.82666666666668,184.85999999999999,193.712,L5
1985-09-05 09:41:19+00:00,164.40285714285713,186.3742857142857,180.54142857142855,198.3114285714286,202.98285714285717,184.6966666666667,193.82333333333335,L5
1985-09-14 09:35:25+00:00,165.8025,187.78625,181.23874999999998,199.975,203.9,185.96,194.60999999999999,L5
1985-09-21 09:41:07+00:00,165.8025,187.78625,181.23874999999998,199.975,203.9,186.5675,197.86375,L5
1985-10-23 09:40:46+00:00,167.90666666666667,191.38555555555556,181.23874999999998,202.41111111111113,205.15333333333334,187.99777777777777,199.2,L5
1985-12-03 09:34:19+00:00,171.015,194.04285714285717,187.28285714285715,208.32625,207.61428571428573,187.855,203.2611111111111,L5
1986-01-04 09:33:44+00:00,173.05125,195.68571428571428,189.22833333333332,208.7275,209.02714285714288,191.95285714285714,206.3875,L5
1986-01-20 09:33:24+00:00,172.02,194.4075,186.6685714285714,207.2388888888889,208.16875,190.775,203.97444444444443,L5
1986-02-21 09:32:40+00:00,172.30166666666665,192.74166666666667,186.092,207.49571428571429,205.67666666666665,189.995,206.5157142857143,L5
1986-03-16 09:37:58+00:00,179.662,199.572,198.11,213.61833333333334,207.666,196.36999999999998,210.20833333333334,L5
1986-03-25 09:32:01+00:00,174.8416666666667,194.39,198.11,208.91285714285715,203.49499999999998,190.73000000000002,203.14166666666665,L5
1986-05-03 09:36:54+00:00,173.45166666666668,192.15499999999997,198.8,208.59857142857143,203.79333333333332,191.11599999999999,200.67,L5
1986-05-12 09:30:53+00:00,176.21142857142857,196.42000000000002,201.65333333333334,210.42374999999998,206.29999999999998,193.42,202.17142857142858,L5
1986-07-15 09:28:53+00:00,175.73833333333334,196.81714285714287,197.07000000000002,208.52428571428572,208.37000000000003,192.77285714285713,197.49857142857144,L5
