dates,satname,sar2184-0000,sar2184-0001,sar2184-0002,sar2184-0003,sar2184-0004,sar2184-0005,sar2184-0006
1984-05-13 09:39:51+00:00,L5,,,,,,,
1984-06-07 09:34:18+00:00,L5,181.01,189.84,186.64,198.24,210.35,194.57,213.13
1984-06-14 09:40:12+00:00,L5,190.16,202.20,201.13,219.45,217.70,203.40,198.77
1984-06-30 09:40:25+00:00,L5,174.71,189.45,183.72,201.49,205.78,187.35,193.50
1984-07-16 09:40:39+00:00,L5,,,,,,,
1984-09-11 09:36:14+00:00,L5,,,,186.95,180.52,161.74,178.19
1984-10-13 09:36:13+00:00,L5,170.07,200.05,200.91,207.32,211.45,194.19,209.81
1984-12-07 09:41:55+00:00,L5,,236.45,,,,,
1985-01-17 09:36:29+00:00,L5,154.09,181.76,183.95,200.98,202.50,187.78,205.19
1985-04-30 09:42:06+00:00,L5,150.81,170.22,157.97,180.32,184.88,146.79,163.24
1985-05-25 09:36:15+00:00,L5,174.66,193.95,197.17,207.89,208.20,189.14,203.70
1985-06-17 09:42:00+00:00,L5,155.30,179.56,175.61,191.55,182.68,159.17,178.25
1985-07-03 09:42:19+00:00,L5,,,,,,,
1985-07-28 09:35:58+00:00,L5,,463.30,,,,,
1985-08-04 09:41:41+00:00,L5,157.67,182.24,171.63,187.46,206.09,176.59,187.02
1985-08-13 09:35:48+00:00,L5,181.77,204.78,205.43,218.28,218.80,204.57,207.33
1985-08-20 09:41:31+00:00,L5,174.93,196.31,185.97,217.44,216.31,194.83,192.26
1985-08-29 09:35:38+00:00,L5,,,,,,,102.42
1985-09-05 09:41:19+00:00,L5,155.68,177.56,170.01,185.24,203.92,183.88,194.38
1985-09-14 09:35:25+00:00,L5,175.60,197.67,186.12,211.62,210.32,193.54,199.33
1985-09-21 09:41:07+00:00,L5,,,127.20,,,190.82,220.64
1985-10-23 09:40:46+00:00,L5,184.74,220.18,,221.90,215.18,199.44,209.89
1985-12-03 09:34:19+00:00,L5,182.43,,216.21,233.12,,,240.25
1986-01-04 09:33:44+00:00,L5,171.59,191.06,,194.76,192.57,,-18.08
1986-01-20 09:33:24+00:00,L5,163.77,185.46,171.31,195.33,202.16,182.53,184.67
1986-02-21 09:32:40+00:00,L5,,184.52,186.81,210.50,209.91,189.76,196.45
1986-03-16 09:37:58+00:00,L5,195.78,216.64,218.11,226.10,218.51,219.30,209.35
1986-03-25 09:32:01+00:00,L5,150.74,168.48,160.34,180.68,182.64,162.62,178.24
1986-05-03 09:36:54+00:00,L5,176.40,206.77,201.56,219.70,216.97,201.37,195.06
1986-05-12 09:30:53+00:00,L5,192.77,222.01,215.92,223.20,221.34,204.94,211.18
1986-07-15 09:28:53+00:00,L5,174.97,193.84,188.71,204.16,207.06,188.89,207.54
1986-07-22 09:34:49+00:00,L5,182.61,202.01,199.13,209.77,217.06,194.98,196.86
1986-07-31 09:28:19+00:00,L5,191.61,208.69,205.37,217.18,218.56,205.14,197.81
1986-08-23 09:33:15+00:00,L5,167.72,191.85,186.00,207.01,210.38,193.90,197.04
1986-09-17 09:26:37+00:00,L5,182.99,208.84,203.85,216.34,215.17,193.48,206.64
1986-09-24 09:32:11+00:00,L5,185.98,203.21,200.66,218.70,216.94,204.86,208.21
1986-10-26 09:31:31+00:00,L5,132.44,,160.00,167.21,170.99,140.59,118.13
1987-01-23 09:26:04+00:00,L5,191.88,213.11,205.52,221.56,218.49,209.08,207.19
1987-03-03 09:33:20+00:00,L5,,,148.68,145.79,167.68,,103.04
1987-04-04 09:34:53+00:00,L5,,,,,,,
1987-04-20 09:35:01+00:00,L5,190.26,223.03,215.98,229.78,225.00,216.71,215.65
1987-05-06 09:35:29+00:00,L5,153.61,182.91,184.50,183.88,189.80,161.29,178.06
1987-05-15 09:29:57+00:00,L5,,,,197.21,205.88,189.42,198.61
1987-05-22 09:35:55+00:00,L5,143.62,,157.00,175.74,178.63,158.87,163.09
1987-06-07 09:36:18+00:00,L5,192.91,218.75,223.39,225.92,222.66,215.34,217.16
1987-06-16 09:30:43+00:00,L5,156.85,176.43,165.20,173.78,181.81,159.53,162.98
1987-06-23 09:36:39+00:00,L5,160.77,184.38,182.94,197.23,193.97,183.28,188.88
1987-07-18 09:31:20+00:00,L5,175.23,208.64,202.51,221.79,223.21,216.84,207.51
1987-08-03 09:31:49+00:00,L5,167.12,184.61,195.08,200.49,215.40,189.43,198.13
1987-08-10 09:37:49+00:00,L5,176.20,196.32,186.45,212.57,209.73,189.54,193.04
1987-08-19 09:32:18+00:00,L5,173.15,196.67,188.87,207.19,211.11,185.67,198.15
1987-08-26 09:38:16+00:00,L5,159.65,190.55,184.55,202.90,218.07,190.04,210.97
1987-09-04 09:32:43+00:00,L5,184.69,212.16,201.23,223.93,224.45,210.79,213.01
1987-09-11 09:38:40+00:00,L5,188.54,218.00,215.72,222.84,221.89,208.88,209.06
1987-09-20 09:33:05+00:00,L5,194.57,210.81,215.91,222.61,217.22,204.52,208.80
1987-10-06 09:33:26+00:00,L5,156.15,175.97,170.93,193.95,205.86,179.34,194.56
1987-11-07 09:34:02+00:00,L5,190.62,211.81,215.92,222.22,212.73,205.77,207.41
1988-01-01 09:41:07+00:00,L5,,185.16,,,216.34,,235.97
1988-02-11 09:35:41+00:00,L5,154.97,181.48,179.85,195.75,204.58,178.33,203.01
1988-04-15 09:36:14+00:00,L5,194.95,210.66,215.93,223.17,221.45,219.53,210.69
1988-05-01 09:36:21+00:00,L5,172.57,192.32,180.83,197.35,209.98,187.14,203.42
1988-05-17 09:36:32+00:00,L5,190.56,196.34,200.29,208.38,208.45,187.95,202.35
1988-06-02 09:36:38+00:00,L5,150.24,,171.28,177.62,183.18,159.00,178.06
1988-06-09 09:42:27+00:00,L5,174.31,191.70,186.61,203.73,202.45,179.88,194.48
1988-06-18 09:36:43+00:00,L5,188.41,212.71,213.54,218.52,213.97,205.32,207.42
1988-07-04 09:36:48+00:00,L5,174.72,194.64,195.46,204.05,219.29,205.95,193.96
1988-07-11 09:43:00+00:00,L5,171.31,208.57,188.15,211.01,213.54,192.16,204.01
1988-07-20 09:36:51+00:00,L5,174.10,201.29,186.14,215.72,219.43,196.48,201.56
1988-07-27 09:42:39+00:00,L5,191.71,202.41,201.49,218.82,215.46,204.31,201.53
1988-08-12 09:43:01+00:00,L5,177.15,205.92,201.53,220.46,211.54,201.07,200.25
1988-08-21 09:36:53+00:00,L5,164.80,185.74,186.34,197.06,207.85,185.93,195.46
1988-08-28 09:42:43+00:00,L5,188.07,210.99,212.62,227.08,217.97,218.70,207.86
1988-09-06 09:36:55+00:00,L5,187.15,202.72,200.95,212.75,217.43,203.41,212.67
1988-09-13 09:43:04+00:00,L5,,,,,,,
1988-09-22 09:36:50+00:00,L5,194.99,217.01,215.93,227.92,224.20,219.40,209.23
1988-09-29 09:42:55+00:00,L5,192.36,217.96,215.82,232.54,219.96,211.22,208.24
1988-10-31 09:42:55+00:00,L5,187.95,206.95,202.03,217.09,213.27,195.30,200.72
1988-11-09 09:36:45+00:00,L5,185.40,208.18,201.18,221.06,221.35,203.31,201.25
1988-12-11 09:36:33+00:00,L5,156.06,170.36,161.45,180.81,193.01,164.02,190.37
1988-12-27 09:36:27+00:00,L5,189.52,203.46,186.50,219.61,214.28,193.17,192.31
1989-01-12 09:36:20+00:00,L5,184.56,208.32,186.77,219.88,210.07,194.16,195.67
1989-01-19 09:41:56+00:00,L5,182.36,205.14,192.83,214.78,212.15,197.37,200.54
1989-01-28 09:36:07+00:00,L5,184.94,210.80,214.76,223.01,216.69,206.49,206.59
1989-02-13 09:36:09+00:00,L5,168.29,179.57,154.38,,193.09,158.06,203.34
1989-03-17 09:34:52+00:00,L5,,,166.63,164.45,180.26,,133.23
1989-04-02 09:35:12+00:00,L5,192.35,197.26,197.39,213.49,214.91,199.68,205.17
1989-05-20 09:34:32+00:00,L5,188.54,208.60,209.94,215.78,212.03,204.05,207.47
1989-06-12 09:40:19+00:00,L5,174.38,184.82,180.24,199.80,207.43,190.07,193.03
1989-06-21 09:33:55+00:00,L5,189.83,216.25,213.66,219.49,214.52,204.96,207.65
1989-06-28 09:39:39+00:00,L5,158.22,178.64,178.19,190.73,193.90,170.84,183.33
1989-07-23 09:33:21+00:00,L5,185.72,207.88,201.70,210.80,208.88,193.05,202.01
1989-07-30 09:39:00+00:00,L5,194.06,204.79,202.53,213.91,217.21,208.01,202.48
1989-08-24 09:32:39+00:00,L5,169.30,200.59,197.08,212.54,210.92,200.01,192.22
1989-09-16 09:38:07+00:00,L5,,,,,,,
1989-09-25 09:31:52+00:00,L5,193.83,225.37,216.19,232.89,231.95,223.19,216.62
1989-10-02 09:37:36+00:00,L5,178.91,199.12,200.64,210.71,220.59,201.69,207.07
1989-10-11 09:31:29+00:00,L5,163.20,183.24,178.67,190.94,196.91,170.04,184.38
1989-10-18 09:36:54+00:00,L5,192.62,217.48,210.13,214.76,216.29,203.00,208.11
1989-10-27 09:30:51+00:00,L5,197.33,223.42,216.81,228.12,216.44,219.59,212.70
1989-11-03 09:36:37+00:00,L5,190.72,212.32,207.14,223.77,222.89,214.45,203.22
