,dates,mex0223-0000,mex0223-0001,mex0223-0002,mex0223-0003,mex0223-0004,mex0223-0005,mex0223-0006,mex0223-0007,mex0223-0008,mex0223-0009,mex0223-0010,mex0223-0011,mex0223-0012,mex0223-0013,mex0223-0014,mex0223-0015,mex0223-0016
0,1985-01-04 16:48:49+00:00,227.01285111224243,234.5718734156101,237.49456154614563,248.29639471439668,242.463936283248,251.9791657590075,246.5985408187199,251.75045237319037,244.56458492278801,247.49516874854112,248.83693976821363,245.2198849848103,249.18578405426817,251.28183694510025,265.59133129239996,267.2936033630925,260.4549385112543
1,1985-01-20 16:48:54+00:00,239.22634964028194,243.22374534770563,242.3357763856727,243.67551134680124,239.01822898009516,242.4902261670909,251.70618244621267,237.4661450948556,236.34932245571136,233.40457807862367,241.70390338203703,248.3608070822907,247.1129992271372,256.1814085945542,260.6839334499525,273.4351230168213,262.66079021240773
2,1986-01-07 16:46:05+00:00,227.5750612264353,233.58109550245933,229.59398197839695,232.83496156073,242.63819344296576,238.64231654989015,241.95381431592935,234.32785621517957,241.16664571968465,243.20549296951623,248.8805968542905,248.20150571171524,249.1083293598929,249.2263191473875,257.2309152136485,254.80588295475553,251.382509726324
3,1986-03-12 16:44:40+00:00,246.3513734261607,249.41109981758316,254.16501893264805,246.51747607807206,247.73610250610102,242.04269466900686,245.30874461707364,233.03232265973597,231.49193891596838,239.34021921064837,239.53856683110203,235.26447901357054,250.94180833441527,257.88434550016495,262.1117062272557,268.44042536235236,260.43638821079844
4,1986-03-28 16:44:21+00:00,241.47361470008602,241.62660853791212,247.66574069252908,249.3462963118786,244.55925862851223,245.34581394067305,243.11113945592373,242.80161180443213,236.0766667225394,238.51438780822522,239.91948418034247,243.54630442335772,237.5504310599404,246.8014873483706,245.66386644128815,248.55862745576994,238.03450474096442
5,1986-04-13 16:44:01+00:00,242.5532603951785,247.31331087723112,250.53248352109586,246.0929627693306,244.08485393231445,247.40670297780483,252.94437815469794,242.01080876847792,246.41343527863742,245.083328179537,243.3813269270486,238.2877327297725,242.61440479710222,247.31927253140884,252.25298976821296,257.1324238246449,252.02719362885233
6,1990-02-03 16:40:25+00:00,215.52804764439722,230.47476486533543,230.01062106191435,230.96903683781625,234.52939613576643,229.13598122311544,238.31876674259485,241.95829150700555,257.6437894908419,243.88935082663627,254.6058628189281,247.89265085836738,255.40004694756826,249.88153803126153,261.29759436167285,264.19252302219735,259.64307629385775
7,1990-02-19 16:39:55+00:00,223.13231699875374,228.64404431110725,232.01724599106163,236.0874386288211,235.27776579958416,250.63266146431695,246.85533383743476,251.66916207253493,247.73391783397062,237.0515381790254,237.67124713550018,241.70835751471253,248.5661497596541,247.79604761706094,255.147061070866,254.10088227942512,250.0252148949896
8,1990-02-28 16:33:25+00:00,,,,,,,,,,,,,,,,,
9,1990-03-07 16:39:20+00:00,224.03909577751404,231.03110588513837,235.19483283021205,236.32993593276382,240.79960544494313,234.9188393682996,236.6800846035142,238.84825489151356,246.65608431753955,259.40428890672007,251.10755749839828,247.6237980991077,247.3780026010931,249.1015153796138,253.46274486547324,254.9330286648876,257.1102745072383
10,1990-03-16 16:33:16+00:00,225.88486737601633,230.56120756752236,232.9719394895387,239.1627641758877,242.5756346905548,247.17887221121447,248.3639482145042,251.60161947170886,250.24980879092502,247.74789327690362,257.1275511510542,242.57220433162703,245.39928423954981,,,,
11,1990-03-23 16:38:48+00:00,225.48622305827934,231.88453871699198,238.72361632698633,235.0182831964782,233.69587136824606,235.32315540489745,236.8036223750456,230.18240299427302,229.52253847007006,246.6118921844361,255.8530138219781,242.10548243553964,244.93282739450495,248.69221750241397,256.3059642077627,251.44121001943358,249.5500861799453
12,1993-01-10 16:40:08+00:00,213.71514195958616,220.7999121060007,221.8247682628446,216.08024413751338,217.03505112356606,221.0091093070257,219.67289375235984,222.01876205141556,231.02806683192347,225.1389020475641,236.41249849767092,224.50453480966397,224.21696351543397,242.33111432184072,251.63682546007843,264.4161286723837,262.57540402901634
13,1993-02-11 16:40:28+00:00,223.0405419456304,222.44114437598188,223.50890959562744,217.47037800100017,211.17239357714186,213.91376829805372,221.2265164279184,217.7752456967757,225.48325339756877,220.65916184354612,231.90572666311925,231.28655490968302,222.16585506489946,233.51691498868894,245.41804968235803,256.37423736962677,253.79512218815393
14,1993-02-27 16:40:33+00:00,220.74491240875727,222.17023218634154,227.22563011574377,222.7127580503184,220.67323806030055,223.10146514733327,223.03357205153165,225.8861945048849,223.75768575802485,229.38307810600722,237.95262648947286,227.19198452361425,237.49233361230065,233.27755266918012,247.39349625614096,252.89441188417354,248.8206565273474
15,1993-03-15 16:40:43+00:00,216.93315744969217,214.95969949143927,232.94035705224104,234.21585479089822,228.02250090770625,225.13788245459605,230.9540527067726,241.438331550792,241.57780741694967,236.77800607384788,237.93738982700893,240.51738026880082,243.32253655020114,243.9754075092198,255.01907653792304,256.8829057282781,256.2431910978086
16,1993-03-31 16:40:46+00:00,227.29600394345576,223.6776792386852,225.68683672488396,225.44053516176442,226.46570342497856,228.61980447574268,239.5542437546868,240.21804852930086,237.84328497983364,245.50443049962027,238.32972108576524,241.44201940430992,239.73923250596533,242.3642096200791,231.95481309338751,235.84886306609093,225.94684722847936
17,1993-04-16 16:40:54+00:00,226.73398730873683,229.077690540501,227.00723110473177,230.8532840911146,231.2235593206693,235.69890915722084,230.97539685424533,231.99809429788942,232.1603484845032,234.4849371740243,229.78495564541467,230.890649933738,237.44192148089653,239.02754440517506,240.1439843940643,239.7410311929812,240.6354696306837
18,1993-05-02 16:40:59+00:00,225.85916646846914,222.535181610115,235.13201699413477,240.01412144838153,245.40963825739667,252.01654309994532,255.7150348784837,239.22034500600853,239.42992968342998,240.99066362322483,242.87450118546542,240.71166817903014,244.3011860778925,244.64823399832278,248.4002816787576,256.3018499551845,246.71516355270472
19,1993-05-18 16:41:01+00:00,240.06588603305565,239.71586365218005,236.23188204556863,236.5064737851905,238.06027935407826,246.05199726174547,252.11241175006964,255.62791044181725,253.03859867456873,253.71443105867203,247.2117058318628,248.67626187170544,258.61493573895183,256.7211153918352,258.9435959270059,271.2813104306713,254.83450196634
20,1993-08-06 16:40:56+00:00,197.7764441690997,205.69823866936756,215.62176447764747,216.16734279484368,224.89841065998954,231.38973348257286,236.67279787562077,235.3706549192259,231.06332334530344,236.19096755332845,237.9133520897032,235.29500921807448,238.6250564349195,223.2269678562698,225.81236729378745,237.6334626790238,226.78772045196598
21,1993-09-07 16:40:54+00:00,200.8553496615404,188.67404233199863,194.5707243347887,204.14517801518718,203.61917714730006,214.7228833390922,218.24226150747845,215.17941334045943,223.91367314117429,230.51679757720268,226.2826060428447,224.56624010507159,225.63626840547664,222.28768710230565,228.41893773287487,232.07108036619567,230.8129674001758
22,1993-10-25 16:40:40+00:00,195.56838645088413,194.43065778924253,200.53152812793144,205.39071385666878,212.3703047236736,218.25662793680053,225.87133194668365,227.2642762910486,228.0995107842514,224.86462061278402,224.04908218804928,221.2044601546452,221.56982611761433,227.04937503166417,229.1367327008918,235.5413687416694,234.57096665836727
23,1993-11-10 16:40:33+00:00,203.9914988562069,206.288561938675,209.43425309484465,218.94113583856173,216.45388247075368,219.96300533163017,224.78820120366123,230.5585168577664,226.37387731759503,228.7149469341328,223.78070051542034,227.91107889060478,223.03328454406753,225.30735335473324,233.33161170133403,244.16279497814398,237.57855731723052
