,dates,chi0458-0000,chi0458-0001,chi0458-0002,chi0458-0003,chi0458-0004,chi0458-0005,chi0458-0006,chi0458-0007,chi0458-0008,chi0458-0009,chi0458-0010,chi0458-0011,chi0458-0012,chi0458-0013,chi0458-0014,chi0458-0015,chi0458-0016,chi0458-0017,chi0458-0018,chi0458-0019,chi0458-0020
0,1986-02-04 14:08:23+00:00,,,,,,,,,,,,,,,,,,222.04865935819012,209.00522657268232,,176.1871078173852
1,1986-08-15 14:03:05+00:00,184.0174322088772,189.05936236009794,191.96838445695775,,,199.30537286928126,198.39985090557443,196.8692077078343,189.81767603485332,202.96084051667154,189.95300562044685,185.18687027837498,190.03775284435554,189.77919865283582,,,,193.36770166999938,187.20413538173676,,144.29259929413152
2,1986-10-02 14:01:27+00:00,,,,,,,,,,,,,,,,,,179.97332827896443,181.57157179302607,140.22270856525273,153.3485716747793
3,1986-11-03 14:00:21+00:00,185.3821684089614,179.95776962620732,196.4425302316779,205.0041607599968,195.6602784541382,203.20316019448356,198.46810841953115,194.15319554335724,187.55480039836465,193.5443209403427,188.3457684409387,179.5201372291678,,196.36915961433868,192.15507863082294,203.75344404540883,204.71204839725794,202.38197832794165,187.12375369427127,168.74493493317647,168.16709901726455
4,1986-12-21 14:00:25+00:00,202.88635860724145,200.22761132206426,214.36818696031506,219.48816093362058,229.68897989927012,216.58541541173634,222.12766441293977,211.78623909410857,204.9048942627694,198.32198729799518,179.44199907042884,207.85875051616972,197.4644911113803,193.54161049496062,210.92152533529418,231.1393303212867,224.78227271291456,218.5042018569952,210.55841934626352,204.53218093179464,190.8443297441188
5,1987-01-06 14:00:54+00:00,187.19683284995116,194.27404139687383,198.56328780696046,207.1085138333645,198.81757081628868,208.9827274496222,202.82621874799653,205.59716039151883,193.87975988017484,202.9902625379702,184.94563714164866,186.8350336987699,173.7728266398455,172.9485077376663,202.72879853355968,235.32048870022493,222.62957999267584,216.99156972903384,205.2693262697854,192.59772891717313,184.24567901763328
6,1987-01-22 14:01:21+00:00,203.45722006466318,209.18852493533947,213.79692229083366,222.5132059090976,221.04364822553327,213.83115202437074,203.99729558469818,209.22655397844443,201.63302269399549,209.38204288898396,215.12215803057597,222.5077310486565,211.17185258637693,,227.34993938385566,233.17099455975648,227.31516041797917,224.67834921672528,221.02968521199506,206.32343919665658,180.77680962537744
7,1987-02-07 14:01:56+00:00,223.5233906016803,224.5046817842683,228.7492291100961,224.3922319499831,230.4199188251328,228.87997970665265,221.0474788431365,221.6915694122735,230.19729056934656,228.59776476800153,224.0296992177547,235.72183758996033,237.3980733544659,,249.47563248425627,247.07650352364908,244.10702680196331,237.4380120832991,223.97636011099928,213.20576668647044,183.47482099982963
8,1987-03-27 14:03:45+00:00,,,,,,,,,,,,,,142.1637880264388,,,,178.81399946682924,188.10959608033778,81.94418618142792,143.88187443483233
9,1998-03-25 14:18:11+00:00,207.00386953758573,210.49590639594268,218.09399803624964,213.56395019246168,218.29333930733338,213.3825926067321,217.75630183151927,218.2076479555182,219.21493173891471,209.6637659130191,200.56524511366104,211.71536083132236,225.08754160643446,,231.91179650274563,235.80607308750433,230.22313652659773,216.9152388869793,216.41335046948825,100.639732871439,160.36029617681447
10,1998-07-31 14:19:48+00:00,,181.94049855699743,,,,,,,179.01712049432302,,176.75598805203674,,,,,,,177.15566393742782,,84.56781603025512,152.4977166283382
11,1998-09-17 14:19:50+00:00,191.61585199249157,200.57894567569588,203.56453735984036,217.25772520690407,203.3290654245024,199.62419033110922,202.18647977503343,205.9584291153693,202.51173320445267,197.23002761142013,206.1646092518729,207.7460797172398,208.71205661257903,,220.38971177782102,218.65961694969934,220.42830044193278,208.54463793820997,203.20189985950185,104.94933274494304,168.26716379752634
12,1998-10-03 14:19:53+00:00,,,,,,,,,,,,,,,,,,175.51992430748902,170.28927963990554,99.63005991908045,147.00972963097084
13,1998-12-22 14:20:06+00:00,213.26599262971155,220.55004375841804,221.05298321900887,236.67255813586752,237.2598975327166,231.13254375308708,225.65476162908598,241.80309503979822,237.37723228761578,229.38414347855866,221.4118932879499,239.92106569491932,243.00819753968585,,259.08686427036065,,252.396013270859,,,,
14,1999-06-16 14:19:00+00:00,,,,,,,,,178.73012154409292,192.76349039652567,,203.71267811289314,,,,220.3771307623739,,,,88.01085384551162,
15,1999-09-20 14:18:01+00:00,,168.63226263651129,174.6658255731847,,,,,,,,,180.72396611318737,,,,,,179.3225240896447,171.08277765019338,86.06276791352889,149.30669978333384
16,1999-10-06 14:17:39+00:00,180.27654505777113,193.7305509902549,198.84826489747041,199.37020114831878,191.19973747369394,185.1831327297743,189.0111002897072,188.61692382003957,187.4278689161485,184.75104773672666,186.49152957574188,181.17461315024283,,193.04708775825122,,209.3252316393658,,185.48052328511528,165.95629226182396,148.7158103520731,134.75447898450307
17,1999-10-30 14:34:20+00:00,219.57474342934407,220.3111324672466,228.33698522150297,229.81016891926345,229.54906613091438,223.21576317347058,223.26363199405273,228.28897897681566,223.07080502274317,225.83986893941807,233.72333454298877,231.36041114121804,235.8018454133882,249.81667967222006,255.9293551761671,258.73807591356655,251.81604382984062,235.53147973581153,223.21440478386745,208.77332463595826,201.9607374298655
