,dates,aus0205-0000,aus0205-0001,aus0205-0002,aus0205-0003
0,1987-05-22 23:07:44+00:00,196.38939213280156,196.1931163711593,208.34332064936345,213.52148953551955
1,1987-09-11 23:10:29+00:00,220.85083524511376,208.98888068050917,215.81332959957268,223.04789824367583
2,1987-09-27 23:10:51+00:00,239.98910053899246,224.91976092931802,222.52893911794519,226.08372137086985
3,1987-11-14 23:11:47+00:00,202.71456849206885,203.81774267633688,216.85992247404673,218.35103360838755
4,1987-12-16 23:12:17+00:00,201.80994129832064,201.33009234554555,214.6163532012385,
5,1988-02-18 23:13:23+00:00,195.38456048040277,194.85289186661478,210.30284513573312,213.42979934510595
6,1988-05-08 23:14:02+00:00,186.1804535874628,199.2887803134148,218.2244474091634,204.64152831333732
7,1988-06-09 23:14:15+00:00,192.28079542548932,200.1815194502521,226.9645666420992,211.387840184704
8,1988-06-25 23:14:20+00:00,201.48240308830094,212.30333429129175,228.30264428771434,229.65633482067264
9,1988-07-27 23:14:26+00:00,183.85903471144746,195.32754028939658,217.87150300102715,205.70157543898532
10,1988-08-12 23:14:25+00:00,189.05710059310567,197.93046442966155,220.37548686945868,213.1140423254475
11,1988-08-28 23:14:30+00:00,191.51594567968837,194.26330816937417,222.07054272086884,211.1382171337884
12,1988-09-29 23:14:21+00:00,191.01067478775244,196.74336704739284,224.0437483126272,206.86120962395162
13,1988-10-15 23:14:16+00:00,196.50446852020343,210.6375659674615,229.26375937377193,214.15251056765268
14,1989-01-19 23:13:42+00:00,184.67707340479848,195.4548216710552,222.1935684426155,214.15306210741264
15,1989-02-20 23:13:39+00:00,193.0472272233996,194.77855683226724,212.60270896734818,198.79492110085744
16,1989-03-08 23:13:15+00:00,185.2970209026886,198.47225814719383,225.1778539832812,212.48170218764065
17,1989-05-27 23:12:04+00:00,193.39963487443725,200.60648355669258,223.01217167444696,221.21792230765772
18,1989-06-12 23:11:41+00:00,178.7041909794724,197.10381471886055,222.35546574194464,208.03818478033054
19,1989-06-28 23:11:25+00:00,187.14265075616902,212.8687775882166,218.41222083284538,219.08314961569883
20,1989-07-30 23:10:47+00:00,188.60692660060477,200.82397520915376,225.65770180305896,214.74842406268704
21,1989-08-15 23:10:23+00:00,193.56590051060812,203.975464159698,217.72672414331126,216.24562519342385
22,1989-09-16 23:09:32+00:00,188.41931350806644,201.39735352360873,218.37254645288186,211.91767983083773
23,1989-10-02 23:09:23+00:00,185.15233562307665,190.61413237129753,217.1718504102068,201.8027232952699
24,1989-10-18 23:08:40+00:00,200.4056877758862,196.60240531318806,216.52239401133423,214.11885466183094
25,1989-11-19 23:07:42+00:00,197.9100915379726,209.84697596036972,220.08743353862437,205.65354880922283
26,1990-04-12 23:03:54+00:00,204.41118170201025,207.7123223620668,230.38686452196538,217.85154498386856
27,1990-07-01 23:03:52+00:00,216.81657833669396,224.095576222042,244.3397647637239,245.52252294873318
28,1990-09-03 23:03:33+00:00,196.81068724834313,185.76834099421535,194.3604592413263,194.57588978975542
29,1990-09-19 23:03:30+00:00,202.59777190845455,205.60835074751975,215.02805792402316,214.39629859136144
30,1991-01-09 23:03:46+00:00,197.8349142254673,209.87075501782985,223.14901854441507,208.88784053864
31,1991-01-25 23:04:14+00:00,197.16243596493447,203.34308199292676,216.80736227282043,204.33412296274375
32,1991-03-14 23:05:04+00:00,203.62539632518863,204.4030535388621,224.25702022285353,206.1352783340827
33,1991-04-15 23:05:39+00:00,217.81779906882065,210.96168224514878,222.23070524629534,212.62450204828488
34,1991-07-20 23:07:07+00:00,194.74243783651684,203.58538740167734,213.72216625717093,214.93970313542638
35,1991-08-05 23:07:13+00:00,230.15478313678497,222.9453746145284,231.07469621085914,225.16209642215077
36,1991-08-21 23:07:18+00:00,226.00753329023377,217.36003372518502,228.1901588445915,211.1909428016943
37,1991-09-22 23:07:40+00:00,229.73044858717478,219.6164047228337,224.5484863620888,222.3881400730641
38,1991-10-08 23:07:46+00:00,233.99076084973018,231.53062985267513,235.77199811975686,229.8268904836761
39,1991-10-24 23:07:49+00:00,233.82524049955245,231.14740718283937,237.11129597634445,235.43580343505994
40,1991-11-09 23:07:55+00:00,230.1045465994822,220.7191126899475,230.37483361059873,236.90546077724278
41,1992-01-12 23:07:58+00:00,218.4974453070581,221.4703849095929,232.57225729325626,240.51425408478985
42,1992-02-29 23:07:53+00:00,193.6304387935172,201.2492472342416,216.04047997969403,212.7653036191881
43,1992-05-03 23:07:30+00:00,214.91807744212798,221.4613592723746,240.95255699798136,246.0908881842633
44,1992-06-04 23:07:13+00:00,217.73737913090324,,,227.79223373609204
45,1992-07-06 23:06:49+00:00,223.29008782208587,,,217.53298532738773
46,1992-07-22 23:06:36+00:00,225.46807197905716,217.22711517335287,228.3330906284116,219.7401674825429
47,1992-09-24 23:05:37+00:00,230.96336062694317,225.43280025643784,224.27296661276822,217.15431276901
48,1992-11-27 23:04:47+00:00,212.09322216595987,212.93073423708032,226.33438275931007,210.85393023546519
49,1992-12-13 23:05:00+00:00,203.71511803834707,200.33453661914663,215.9523637153261,205.47346890531693
50,1992-12-29 23:05:08+00:00,201.59860114138155,205.15892466958275,225.01180583542555,216.19810781752324
51,1993-01-14 23:05:21+00:00,207.29225312456933,215.80407745489336,227.75580884646536,219.25052800231137
52,1993-01-30 23:05:32+00:00,208.72237778449983,209.66058463626672,225.38845056697753,216.83523415133754
53,1993-03-19 23:05:52+00:00,203.06944302077224,206.45712583133871,225.14983437268393,220.68663973922185
54,1993-04-20 23:06:06+00:00,221.8447205655513,225.31053102610005,243.55051726589642,243.08636161318555
55,1993-05-22 23:06:14+00:00,224.7746193643273,,,222.01848743760723
56,1993-06-07 23:06:16+00:00,225.3981124973238,216.43737085444505,219.5094275055884,219.46856807220155
57,1993-06-23 23:06:11+00:00,224.69311430263804,213.85646371247893,214.17309133804267,210.1712444858018
58,1993-07-09 23:06:07+00:00,218.75614004321685,216.21637133677032,225.16018339264974,219.46312021018497
59,1993-07-25 23:06:05+00:00,234.27592752193394,229.03817057399272,245.79810549947544,252.885174665896
60,1993-08-10 23:06:06+00:00,217.74324344700275,223.83494128029872,242.1731871338341,244.61930837802237
61,1993-09-11 23:06:04+00:00,230.9078197920403,222.52013082949753,229.05440469901265,215.26556687439032
62,1993-09-27 23:06:01+00:00,232.69620493104284,227.09272455150307,243.20031025346262,233.2330259441849
63,1993-10-13 23:05:55+00:00,221.0929786759644,215.9037299012764,219.15921238714506,226.97104380606578
64,1993-10-29 23:05:49+00:00,217.51307874502913,215.04660711272376,218.06385865563914,220.67506179142552
65,1993-11-14 23:05:39+00:00,206.40803575347667,200.72780030545664,217.1229089468374,226.0971279916635
66,1993-11-30 23:05:36+00:00,226.92271766584844,221.90170147656391,238.4006268969236,237.3952708031151
67,1994-01-17 23:05:03+00:00,213.41778451686903,219.59336758639031,244.1499159147941,249.2851046040749
68,1994-04-07 23:03:55+00:00,208.89977155602054,216.16326773231734,232.78821555817805,225.81012247676483
69,1994-04-23 23:03:38+00:00,222.92831880929398,214.51358361477173,218.6843469937869,221.0079788018006
70,1994-05-09 23:03:20+00:00,216.0965386045472,218.5640717096956,231.6968025784288,225.50974928475242
71,1994-06-10 23:02:44+00:00,211.45694428445657,199.06945632213638,204.81525144993074,201.69949333425538
72,1994-07-12 23:01:55+00:00,228.41696500315433,225.04494123178696,230.77788541098633,219.46100459476293
73,1994-07-28 23:01:28+00:00,236.98988195623537,225.94939664045205,229.50305323396339,224.69733218272205
74,1994-08-13 23:01:04+00:00,240.57100579363325,235.64747084143207,232.21720610291817,217.53348049199664
75,1994-09-14 23:00:17+00:00,248.4528728199097,243.9735356016652,243.5740121495325,228.44743605072583
76,1994-10-16 22:59:19+00:00,247.24091867204731,241.6111773153374,246.24494271471312,241.4598114959309
77,1994-11-01 22:58:45+00:00,227.9585352966329,219.42186256875968,233.07962679528617,225.7305029359436
78,1994-12-03 22:57:43+00:00,210.55271361996088,218.5044869086942,239.62261754914255,240.2000800719751
79,1994-12-19 22:57:13+00:00,214.50520907018893,220.05159165904544,232.52240955787354,226.85985984314019
80,1995-02-21 22:54:48+00:00,218.97530239169143,221.59685942131483,234.73335582462792,248.37139798394466
81,1995-04-10 22:52:51+00:00,196.5091984073689,194.30202608877823,209.74540561816917,191.8447465613847
82,1995-05-12 22:51:26+00:00,208.53234593118574,217.7391553269756,225.72591234077728,219.10906722139958
83,1995-06-29 22:49:14+00:00,214.59429553431852,216.7377979932454,216.38140033356515,203.76457820849274
84,1995-07-15 22:48:30+00:00,224.26590607604456,213.52320595170573,213.05908286444924,202.1386238948761
85,1995-08-16 22:47:04+00:00,241.19027586082012,235.37246343969343,233.15149824514904,225.53953766849202
86,1995-10-19 22:43:49+00:00,215.02196279864526,208.55554945059433,213.39186836261618,208.57228155869308
87,1995-11-04 22:43:13+00:00,215.23093780180514,209.11528717006348,219.36610555866187,210.25764102708305
88,1995-12-06 22:44:08+00:00,208.4902466569504,212.8622080882228,219.01495001667118,210.80655348627587
89,1996-02-08 22:48:43+00:00,207.05318077786853,220.81991430131407,232.18246130391574,234.46568475829858
90,1996-03-27 22:51:53+00:00,200.21037650950439,204.06864487101151,219.08607256187983,220.07409742955477
91,1996-05-30 22:55:41+00:00,217.5847643414787,214.73474249188544,218.68954914401561,226.64378486580074
92,1996-07-17 22:58:14+00:00,215.19110902725947,206.7030092905221,208.55164136191155,212.45716366693284
93,1996-08-02 22:59:05+00:00,223.06608980293157,216.49630714840552,235.01518474481026,234.3638651761144
94,1996-09-03 23:00:49+00:00,213.1442447101865,206.08353607545334,212.4862498136938,208.06532749334679
95,1996-10-05 23:02:32+00:00,196.7703302298749,207.4285280047699,226.37856877233463,226.88707045171896
96,1996-11-22 23:04:51+00:00,207.07870959523925,202.25518427089756,208.83273913901917,204.71257940954374
97,1996-12-08 23:05:38+00:00,207.9556761060139,212.6180349747248,224.43004320741568,217.52126249909333
98,1996-12-24 23:06:24+00:00,203.95107752037046,207.32458831735906,219.18827073806662,220.09970381630484
99,1997-03-14 23:09:53+00:00,217.21559636009812,215.3356720741398,227.87990335432931,223.08032609469745
100,1997-07-04 23:13:49+00:00,214.66314792806475,212.07563195058313,220.67976595758068,216.1766358098817
101,1997-07-20 23:14:23+00:00,212.00593613234506,202.20627859248074,210.62516294407826,202.7508249286179
102,1997-08-05 23:14:54+00:00,213.72323756700646,205.42585525643366,205.87700133562257,207.40764298005413
103,1997-08-21 23:15:25+00:00,234.38320485705333,219.04558643963904,221.15836180280397,214.65769121906422
104,1997-10-08 23:16:47+00:00,223.2806219781878,217.07548469403827,241.49270913276357,233.27001522013373
105,1997-10-24 23:17:13+00:00,230.54260148727732,219.39563115568657,232.09472995888083,230.1265444725811
106,1997-11-25 23:17:59+00:00,230.83666147087024,219.4774996439578,235.1212000044018,242.57501693565098
107,1998-01-12 23:19:09+00:00,216.88786057089675,220.71183264332043,241.8301817737212,253.65225388904975
108,1998-01-28 23:19:29+00:00,212.15468999520394,216.94383906395822,228.64451421107523,216.2787626167128
109,1998-02-13 23:19:49+00:00,221.33306932789193,227.92503297667417,240.19057607169907,253.03180693988577
110,1998-03-01 23:20:05+00:00,228.42063213220825,232.3678945602455,244.9379763648048,258.53633488819105
111,1998-04-02 23:20:33+00:00,214.22985760201163,215.46817722959432,224.32003303489827,218.52168957324585
112,1998-04-18 23:20:45+00:00,229.09360269297477,217.59160208152872,222.17884953784937,217.86962848703158
113,1998-05-20 23:21:13+00:00,226.9524892374151,212.9296230512929,215.3137619137736,206.7062562177957
114,1998-07-07 23:21:53+00:00,212.3955448614008,221.91604420469739,233.76923007013684,215.84856286589115
115,1998-08-24 23:22:18+00:00,197.16393978014716,213.1085858082008,219.59630709273165,204.96934904270725
116,1998-10-11 23:22:32+00:00,208.69254597754312,209.6739915257939,219.6386936232439,216.92864699397649
117,1998-10-27 23:22:35+00:00,209.63796377532424,210.49351029628255,228.4592148915096,215.19769296208375
118,1999-01-15 23:22:41+00:00,214.52223037461252,220.6866755316173,238.7462050147141,232.7188687789365
119,1999-02-16 23:22:58+00:00,210.38620446453297,225.7126900223586,229.63578319692763,213.02532377513506
120,1999-03-04 23:22:53+00:00,209.56272743877608,221.8130379523156,231.37759248091794,224.55476734430906
121,1999-06-24 23:21:34+00:00,206.45044134299425,206.64829344985122,216.60209677593826,218.2254464917969
122,1999-07-10 23:21:28+00:00,212.5762170734741,207.22527846626258,229.29754565785532,209.6831841038274
123,1999-07-18 23:36:30+00:00,197.1374612625963,203.61008323585602,216.1758693947166,208.13769022008708
124,1999-08-03 23:36:37+00:00,196.95655492784837,204.42892586157885,214.24494271803894,209.84397904193642
125,1999-08-11 23:21:21+00:00,203.0904601962911,203.88608713126362,222.26203953027004,218.70090159083816
126,1999-08-19 23:36:34+00:00,207.41456648721976,207.33103834388672,221.00811890775094,
127,1999-08-27 23:21:03+00:00,207.2513011348547,204.8362230276929,222.34891176488918,205.21656456289895
128,1999-09-28 23:20:12+00:00,188.0507087811749,195.11259149375667,217.5563977271011,201.65452534572756
129,2000-03-30 23:36:14+00:00,203.24205715103204,217.1003101959031,220.65911430928688,219.40620686413203
130,2000-06-02 23:35:36+00:00,201.73019725681363,195.7223460435766,207.58153445708163,210.39483779905234
131,2000-07-04 23:35:19+00:00,207.15099326205626,201.4171220482835,204.26300091632396,202.821660404484
132,2000-07-20 23:35:04+00:00,208.48194901225122,212.041949882289,220.24185630490817,214.50965168237417
133,2000-09-22 23:34:10+00:00,243.1086345180693,231.71172355952237,243.04897311928337,229.74604439269442
134,2000-11-09 23:34:02+00:00,223.45393898281299,223.56781888690767,240.5326038372044,240.56516730953587
135,2000-11-25 23:34:04+00:00,226.66637819201435,234.56542893567746,256.53392556537386,253.434703764544
136,2000-12-11 23:34:06+00:00,223.36209539062048,,251.1394962704356,253.45989211254175
137,2001-03-17 23:33:57+00:00,199.10349233266103,212.64941811771774,235.33842307299702,225.74111019191187
