dates,nzd0288-0000,nzd0288-0001,nzd0288-0002,nzd0288-0003,nzd0288-0004,nzd0288-0005,nzd0288-0006,nzd0288-0007,nzd0288-0008,nzd0288-0009,nzd0288-0010,satname
1999-08-12 21:53:08+00:00,350.15,,328.51,331.68,335.85,343.64,352.82,359.48,362.97,360.14,357.52,L7
1999-08-21 21:46:56+00:00,347.23,,324.84,330.37,332.78,339.39,351.23,357.61,361.20,360.39,352.24,L7
1999-08-28 21:53:11+00:00,348.79,325.06,324.23,332.09,332.56,338.09,352.97,356.29,361.22,361.83,354.67,L7
1999-09-22 21:47:00+00:00,350.75,328.76,326.61,333.71,334.69,342.74,352.94,359.57,362.47,363.87,356.05,L7
1999-09-29 21:53:16+00:00,357.13,332.80,329.45,336.27,336.47,344.77,353.34,359.57,362.69,364.83,356.42,L7
1999-10-24 21:46:56+00:00,356.26,332.50,329.78,337.65,338.68,346.02,353.21,359.91,362.91,365.23,356.42,L7
1999-10-31 21:53:08+00:00,359.00,334.84,331.57,339.88,340.64,347.35,353.38,360.57,363.38,366.20,357.37,L7
1999-11-16 21:53:08+00:00,359.70,335.26,332.55,340.57,342.81,348.85,354.26,361.10,363.91,366.76,358.53,L7
2000-01-19 21:53:01+00:00,357.98,334.83,332.99,340.59,342.89,348.87,353.80,361.16,363.31,366.51,358.53,L7
2000-02-04 21:53:01+00:00,357.24,334.71,333.57,340.31,342.75,348.60,353.15,360.29,362.20,365.96,357.86,L7
2000-02-13 21:46:48+00:00,358.05,334.74,334.59,340.72,343.52,348.67,353.30,359.57,361.64,366.12,357.82,L7
2000-02-20 21:52:53+00:00,359.62,335.17,336.63,342.46,345.53,350.27,353.90,359.73,361.63,366.66,359.37,L7
2000-04-01 21:46:34+00:00,355.88,335.91,337.99,342.09,346.59,349.44,353.60,359.19,360.29,366.22,359.77,L7
2000-04-17 21:46:20+00:00,354.74,334.92,336.99,341.01,345.66,348.54,352.49,358.70,359.38,365.41,359.85,L7
2000-05-03 21:46:19+00:00,346.96,334.07,335.50,337.56,342.86,346.52,352.21,356.51,356.94,363.44,358.98,L7
2000-05-19 21:46:07+00:00,344.44,333.51,333.58,336.43,340.14,344.77,350.84,355.10,355.12,362.27,358.01,L7
2000-07-13 21:51:43+00:00,344.44,333.51,333.58,336.43,340.40,345.53,350.84,355.10,355.76,362.94,358.94,L7
2000-07-29 21:51:26+00:00,344.48,333.77,330.27,335.72,338.99,344.49,351.00,353.66,355.44,362.17,358.38,L7
2000-08-07 21:45:08+00:00,343.26,333.74,328.07,333.83,338.06,343.65,351.92,353.98,355.80,362.33,358.99,L7
2000-08-14 21:51:20+00:00,337.38,333.35,325.38,331.80,336.79,343.10,346.31,353.42,355.41,361.90,358.62,L7
2000-09-15 21:50:49+00:00,333.14,328.30,323.16,328.90,334.70,341.96,344.43,353.29,354.88,361.61,358.24,L7
2000-10-26 21:44:22+00:00,330.00,326.31,321.91,329.00,335.64,343.96,343.41,353.99,355.90,362.18,358.28,L7
2000-11-27 21:44:26+00:00,344.41,330.62,322.17,330.50,336.24,341.94,338.71,353.48,356.01,362.87,359.65,L7
2000-12-13 21:44:28+00:00,349.76,332.20,323.97,331.40,335.99,341.50,341.70,354.12,355.53,363.08,358.74,L7
2001-01-05 21:50:40+00:00,350.94,333.46,325.52,333.16,337.38,342.93,344.50,355.43,356.28,363.49,359.66,L7
2001-01-14 21:44:33+00:00,355.13,334.92,326.51,333.91,337.49,340.94,344.83,356.25,355.93,362.81,359.32,L7
2001-01-21 21:50:46+00:00,353.65,334.34,326.72,333.48,337.67,341.40,345.43,356.19,356.20,362.51,359.99,L7
2001-03-10 21:50:34+00:00,355.81,333.96,331.03,335.49,339.34,339.60,347.32,357.51,357.03,364.02,362.07,L7
